# Created by WEAP: 5/11/2021 9:10:12 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MIROC5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Upr Baker (54,666 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (22,455 ha),  1000 - 2000 m (30,383 ha),  2000 - 3000 m (1,800 ha),  3000 - 4000 m (28 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

2006, 1, -0.8066, -3.568, -6.358, -8.411, 327.4, 351.1, 400.2, 451.1
2006, 2, 1.129, -1.607, -4.369, -6.384, 351.3, 372.6, 449.2, 544.7
2006, 3, 1.661, -0.9556, -3.572, -5.557, 360.8, 387.4, 470.5, 562.1
2006, 4, 5.737, 2.995, 0.2277, -1.821, 174.6, 187.5, 233.2, 290.9
2006, 5, 8.185, 5.44, 2.525, 0.3593, 184.3, 200.1, 235, 265.4
2006, 6, 12.26, 9.636, 6.866, 4.702, 56.24, 59.09, 66.25, 77.61
2006, 7, 15.94, 13.39, 10.54, 8.178, 15.41, 15.61, 16.63, 19.03
2006, 8, 15.19, 12.59, 9.699, 7.359, 100, 115.2, 152, 185.7
2006, 9, 9.23, 6.376, 3.446, 1.273, 215, 240.4, 295.8, 355.2
2006, 10, 7.403, 4.705, 1.87, -0.2599, 159.6, 174.2, 221.5, 271.1
2006, 11, 1.11, -1.638, -4.385, -6.318, 527.3, 577.1, 693.6, 827.9
2006, 12, -2.009, -4.808, -7.642, -9.677, 662.5, 735.9, 887.6, 1033
2007, 1, 0.3993, -2.412, -5.213, -7.232, 696.9, 760.2, 906.7, 1043
2007, 2, 0.7993, -1.837, -4.462, -6.403, 384, 416.5, 500.6, 587.1
2007, 3, 3.715, 1.083, -1.54, -3.525, 316.7, 334.9, 384.1, 447.9
2007, 4, 7.852, 5.126, 2.346, 0.2488, 141.4, 147.2, 175.5, 214.1
2007, 5, 12.97, 10.29, 7.333, 4.96, 60.39, 63.54, 83.97, 106
2007, 6, 12.77, 10.11, 7.299, 5.145, 32.06, 36.8, 47.72, 59.53
2007, 7, 15.9, 13.27, 10.41, 8.079, 19.63, 23.31, 26.56, 27.42
2007, 8, 14.54, 11.78, 8.81, 6.388, 67.71, 75.66, 92.35, 112
2007, 9, 11.92, 9.126, 6.177, 3.898, 149, 162.8, 200.5, 243.4
