# Created by WEAP: 5/11/2021 9:09:19 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MIROC5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: OR_W_Klamath (1,759,114 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (769,785 ha),  1000 - 2000 m (944,405 ha),  2000 - 3000 m (44,021 ha),  3000 - 4000 m (887 ha),  4000 - 5000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 3.319, 0.3571, -3.132, -10.4, -10.77, 105.1, 104.4, 99.19, 86.1, 87.86
2006, 2, 6.65, 3.895, 0.4595, -7.987, -8.382, 296.4, 313.3, 324, 444.3, 452.1
2006, 3, 6.548, 3.816, 0.318, -8.486, -8.876, 425.8, 445.9, 493.3, 632.2, 645.2
2006, 4, 10.71, 8.4, 5.326, -2.345, -2.731, 43.53, 41.26, 36.55, 49.62, 50.71
2006, 5, 12.93, 10.73, 7.57, -0.2866, -0.6711, 43.83, 46.32, 56.02, 62.16, 63.17
2006, 6, 19.49, 17.55, 14.43, 6.562, 6.176, 1.72, 2.379, 3.578, 0.009108, 0
2006, 7, 21.9, 20.41, 17.71, 9.85, 9.458, 0.04372, 0.01319, 0.03456, 0.2387, 0.24
2006, 8, 22.33, 20.64, 17.72, 10.03, 9.646, 0.8323, 1.049, 2.189, 8.577, 8.758
2006, 9, 16.49, 14.39, 11.13, 2.881, 2.498, 5.573, 4.977, 6.562, 14.87, 15.01
2006, 10, 12.21, 9.818, 6.488, -1.475, -1.857, 55.25, 56.48, 57.07, 54.81, 56.04
2006, 11, 5.974, 3.217, -0.1338, -7.975, -8.356, 227.1, 227.4, 202.1, 202.2, 206.7
2006, 12, 3.285, 0.4468, -2.848, -10.73, -11.12, 310.2, 303.1, 270.2, 262.3, 267.5
2007, 1, 4.115, 1.282, -2.063, -9.177, -9.561, 253.8, 242.1, 208.9, 224.2, 228.1
2007, 2, 5.162, 2.235, -1.292, -9.235, -9.623, 179.9, 179.6, 166, 229.7, 233.8
2007, 3, 7.241, 4.509, 1.055, -7.101, -7.494, 143.3, 135.5, 126.5, 158.6, 161.7
2007, 4, 11.06, 8.721, 5.547, -2.387, -2.775, 65.73, 68.86, 70.24, 101.4, 103.2
2007, 5, 17.41, 15.43, 12.53, 5.236, 4.854, 7.039, 5.959, 6.869, 3.399, 3.46
2007, 6, 19.39, 17.5, 14.55, 6.654, 6.265, 5.307, 7.321, 11.24, 11.03, 11.15
2007, 7, 22.52, 20.96, 18.11, 10.17, 9.783, 0.6581, 0.1844, 0.04609, 0.295, 0.2954
2007, 8, 19.39, 17.51, 14.37, 6.244, 5.856, 10.06, 13.39, 19.97, 31.42, 31.93
2007, 9, 18.11, 16.06, 13.02, 5.161, 4.771, 32.07, 28.98, 25.32, 27, 27.53
