# Created by WEAP: 5/11/2021 9:10:47 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MIROC5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_LADWP_CoastalLA (36,256 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (36,256 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, 14.73, 14.35
2006, 2, 15.98, 52.78
2006, 3, 16.17, 37.81
2006, 4, 18.33, 7.682
2006, 5, 18.36, 0.05777
2006, 6, 21.13, 2.036
2006, 7, 23.28, 0.01348
2006, 8, 23.75, 10.67
2006, 9, 22.21, 4.532
2006, 10, 19.96, 62.6
2006, 11, 17.27, 123.3
2006, 12, 14.56, 53.07
2007, 1, 16.95, 6.261
2007, 2, 16.59, 27.23
2007, 3, 16.92, 1.258
2007, 4, 18.41, 0.1437
2007, 5, 20.75, 0.5237
2007, 6, 21.95, 0.5304
2007, 7, 23.31, 0.3508
2007, 8, 22.62, 0
2007, 9, 24.29, 2.484
2007, 10, 19.23, 4.403
2007, 11, 16.89, 86.85
2007, 12, 15.15, 33.02
2008, 1, 16.39, 26.52
2008, 2, 14.39, 185.4
2008, 3, 16.8, 26.62
2008, 4, 16.6, 10.61
2008, 5, 17.14, 4.294
2008, 6, 19.65, 0
2008, 7, 23.09, 5.15
2008, 8, 23.81, 0.01554
2008, 9, 22.55, 0.3736
2008, 10, 18.84, 4.373
2008, 11, 17.65, 15.77
2008, 12, 15.45, 1.453
2009, 1, 15.35, 480.6
2009, 2, 15.4, 47.47
2009, 3, 16.36, 301.6
2009, 4, 16.13, 23.53
2009, 5, 18.31, 1.473
