# Created by WEAP: 6/23/2021 6:22:52 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\Users\David\Documents\Hyperfacet\monthly_bcc-csm1-1_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: OR_WA_BPA_Deschutes (770,256 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (547,244 ha),  1000 - 2000 m (222,407 ha),  2000 - 3000 m (575 ha),  3000 - 4000 m (30 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

2006, 1, 2.215, -0.1635, -4.215, -4.375, 53.4, 135.5, 543.9, 586.3
2006, 2, 6.186, 3.458, -1.657, -1.797, 76.69, 155.6, 563.1, 616.3
2006, 3, 8.458, 5.146, -0.9547, -1.077, 48.5, 130.7, 492.3, 532.9
2006, 4, 9.361, 6.031, 0.4316, 0.4024, 13.54, 38.99, 156.1, 177
2006, 5, 13.81, 10.2, 3.956, 3.863, 29.26, 71.99, 230.6, 256
2006, 6, 17.38, 13.76, 7.079, 6.838, 12.19, 24.81, 81.02, 86.28
2006, 7, 21.91, 18.14, 11.48, 11.22, 2.522, 4.656, 15.94, 16.81
2006, 8, 22.58, 18.9, 12.55, 12.23, 1.234, 2.879, 13.98, 14.65
2006, 9, 20.33, 17, 12.06, 11.86, 0.2121, 0.8845, 1.757, 3.164
2006, 10, 14.56, 11.84, 7.94, 7.695, 11.06, 26.91, 95.76, 105.5
2006, 11, 5.446, 2.641, -2.06, -2.128, 46.24, 115, 353.3, 379.1
2006, 12, 5.022, 2.505, -1.463, -1.652, 48.83, 116.2, 462.9, 514.7
2007, 1, 2.373, 0.04228, -3.853, -4.085, 39.86, 98.42, 386.9, 423.2
2007, 2, 0.7195, -1.473, -5.517, -5.64, 56.34, 115.9, 359.5, 378.2
2007, 3, 9.364, 6.09, -0.06353, -0.1422, 27.97, 80.2, 327.7, 350.6
2007, 4, 9.594, 6.302, 0.5233, 0.5239, 22.95, 60.78, 250.7, 272.8
2007, 5, 15.18, 11.5, 5.626, 5.497, 15.4, 24.69, 33.76, 38.61
2007, 6, 16.85, 13.27, 7.02, 6.834, 25.05, 48.8, 154.9, 167.4
2007, 7, 22.61, 18.69, 11.96, 11.67, 2.205, 4.911, 24.72, 24.91
2007, 8, 23.76, 20.1, 14.27, 13.97, 13.22, 35.73, 131.3, 139.4
2007, 9, 18.7, 15.28, 9.3, 9.114, 6.887, 31.43, 142.2, 160.3
2007, 10, 10.55, 7.559, 3.118, 3.014, 13.83, 41.44, 173.7, 192
2007, 11, 8.688, 5.562, 0.5775, 0.4796, 34.89, 102.2, 365.3, 397.2
2007, 12, 1.742, -0.5405, -4.254, -4.44, 37.24, 73.09, 274.6, 300.4
2008, 1, 0.7603, -1.535, -5.832, -6.09, 23.16, 74.08, 325.8, 356.3
2008, 2, 5.265, 2.314, -3.076, -3.155, 26.92, 93.71, 375.3, 407.5
2008, 3, 9.218, 5.916, 0.1677, 0.1293, 17.39, 40.2, 160.6, 171.1
2008, 4, 9.885, 6.571, 0.8942, 0.8598, 26.59, 60.11, 200.8, 211.3
