# Created by WEAP: 6/23/2021 6:24:37 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\Users\David\Documents\Hyperfacet\monthly_bcc-csm1-1_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_N_CEN_Interior Coulee (1,197,238 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,197,238 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, -0.3346, 20.87
2006, 2, 4.295, 29.82
2006, 3, 7.616, 44.43
2006, 4, 12.21, 6.865
2006, 5, 15.37, 44.3
2006, 6, 19.35, 5.448
2006, 7, 23.85, 2.552
2006, 8, 23.86, 2.355
2006, 9, 20.42, 0.4608
2006, 10, 14.54, 7.592
2006, 11, 4.305, 34.22
2006, 12, 2.453, 36.89
2007, 1, 0.5027, 27.3
2007, 2, 0.06513, 16.5
2007, 3, 9.537, 32.21
2007, 4, 11.68, 10.41
2007, 5, 17.06, 5.56
2007, 6, 19.35, 23.99
2007, 7, 24.32, 3.564
2007, 8, 25.1, 5.689
2007, 9, 18.49, 15.07
2007, 10, 10.58, 16.76
2007, 11, 8.173, 28.32
2007, 12, 0.6457, 28.36
2008, 1, -1.18, 10.55
2008, 2, 3.667, 27.87
2008, 3, 9.477, 6.798
2008, 4, 12.91, 16.86
2008, 5, 15.34, 21.1
2008, 6, 17.99, 73.39
2008, 7, 23.03, 10.68
2008, 8, 24.15, 4.337
2008, 9, 18.88, 4.736
2008, 10, 10.22, 25.2
2008, 11, 4.088, 12.11
2008, 12, -0.3465, 38.76
2009, 1, -1.867, 38.51
2009, 2, 2.346, 26.09
2009, 3, 10.75, 47.19
2009, 4, 11.82, 18.28
2009, 5, 18.91, 2.242
2009, 6, 20.99, 34.11
2009, 7, 25.73, 2.537
2009, 8, 22.98, 12.01
2009, 9, 19.47, 3.587
2009, 10, 12.48, 20.7
2009, 11, -1.008, 41.97
2009, 12, 3.245, 7.761
2010, 1, -1.108, 32.17
2010, 2, 2.216, 35.19
2010, 3, 9.202, 29.88
2010, 4, 15.06, 4.323
2010, 5, 15.96, 16.24
2010, 6, 20.58, 2.899
2010, 7, 23.67, 20.02
2010, 8, 24.04, 1.011
2010, 9, 22.11, 2.532
2010, 10, 11.13, 16.06
2010, 11, 5.144, 51.76
2010, 12, -1.112, 15.39
2011, 1, 4.695, 26.95
2011, 2, -0.555, 21.61
2011, 3, 6.094, 6.617
2011, 4, 13.09, 7.279
2011, 5, 17.03, 13.9
2011, 6, 21.2, 4.083
2011, 7, 23.3, 15.7
2011, 8, 24.15, 11.85
2011, 9, 18.15, 17.99
2011, 10, 10.16, 5.548
2011, 11, 6.33, 5.933
2011, 12, 3.476, 30
2012, 1, 1.931, 47.13
2012, 2, 7.237, 3.886
2012, 3, 10.79, 26.72
2012, 4, 13.29, 3.987
2012, 5, 16.73, 13.8
2012, 6, 19.8, 18.12
2012, 7, 23.2, 4.32
2012, 8, 26.17, 14.26
2012, 9, 22.18, 9.351
2012, 10, 9.963, 22.93
2012, 11, 2.803, 34.41
2012, 12, 2.464, 44.62
2013, 1, -1.033, 71.16
2013, 2, -2.885, 8.976
2013, 3, 5.954, 22.32
2013, 4, 10.48, 34.79
2013, 5, 14.11, 36.57
2013, 6, 20.52, 34.14
2013, 7, 23.16, 2.876
2013, 8, 25.28, 0.2089
2013, 9, 18.23, 0.9951
2013, 10, 13.79, 13.29
2013, 11, 5.417, 61.39
2013, 12, 2.031, 46.98
2014, 1, 3.872, 37.57
2014, 2, 8.934, 26.63
2014, 3, 5.331, 23.27
2014, 4, 8.817, 9.443
2014, 5, 18.26, 11.33
2014, 6, 19.5, 3.141
2014, 7, 23.09, 4.963
2014, 8, 23.59, 4.693
2014, 9, 19.09, 28.1
2014, 10, 11.87, 18.52
2014, 11, 6.566, 49.95
2014, 12, 2.085, 23.62
2015, 1, 1.544, 33.3
2015, 2, 3.483, 68.15
2015, 3, 3.198, 18.48
2015, 4, 10.12, 24.49
2015, 5, 15.72, 11.56
2015, 6, 22.26, 10.04
2015, 7, 25.63, 10.58
2015, 8, 25.4, 6.059
2015, 9, 15.74, 39.56
2015, 10, 11.24, 10.86
2015, 11, 9.265, 48.87
2015, 12, 0.9716, 57.21
2016, 1, 3.157, 33.77
2016, 2, 5.654, 25.87
2016, 3, 10.83, 20.79
2016, 4, 7.919, 21.47
2016, 5, 19.6, 8.919
2016, 6, 21.03, 7.961
2016, 7, 25.23, 2.377
2016, 8, 24.21, 11.33
2016, 9, 16.9, 2.888
2016, 10, 11.57, 8.538
2016, 11, 4.822, 61.34
2016, 12, 0.202, 39.28
2017, 1, 2.596, 50.58
2017, 2, 4.416, 14.51
2017, 3, 13.08, 20.18
2017, 4, 13.7, 22.92
2017, 5, 16.19, 35.82
2017, 6, 19.92, 14.56
2017, 7, 24.03, 9.853
2017, 8, 23.97, 9.275
2017, 9, 16.99, 13.92
2017, 10, 13.44, 17.38
2017, 11, 7.91, 12.55
2017, 12, 1.609, 40.64
2018, 1, -0.4017, 40.88
2018, 2, 5.367, 38.27
2018, 3, 10.45, 23.17
2018, 4, 12.57, 16.13
2018, 5, 14.13, 54.18
2018, 6, 19.1, 33.05
2018, 7, 23.87, 0.7835
2018, 8, 22.87, 12.23
2018, 9, 20.86, 8.084
2018, 10, 12.55, 7.216
2018, 11, 7.107, 30.17
2018, 12, 5.373, 38.41
2019, 1, -3.075, 25.8
2019, 2, 3.405, 32.11
2019, 3, 7.174, 21.17
2019, 4, 11.1, 33.52
2019, 5, 18.17, 10.86
2019, 6, 23.23, 15.52
2019, 7, 22.82, 6.147
2019, 8, 22.69, 0.02374
2019, 9, 20.94, 4.846
2019, 10, 12.12, 14.85
2019, 11, 7.587, 19.79
2019, 12, 4.03, 32.11
2020, 1, 7.329, 24.73
2020, 2, 6.842, 41.13
2020, 3, 7.594, 17.85
2020, 4, 11.5, 21.98
2020, 5, 15.73, 30.17
2020, 6, 21.14, 12.42
2020, 7, 28.28, 18.06
2020, 8, 23.24, 6.325
2020, 9, 19.28, 12.67
2020, 10, 11.37, 32.65
2020, 11, 6.5, 52.52
2020, 12, 3.445, 23.62
2021, 1, 1.947, 7.75
2021, 2, 0.4164, 5.661
2021, 3, 5.285, 4.465
2021, 4, 9.95, 5.358
2021, 5, 19.48, 1.468
2021, 6, 20.25, 0.2462
2021, 7, 24.32, 13.46
2021, 8, 22.4, 4.381
2021, 9, 19.63, 5.517
2021, 10, 10.59, 24.21
2021, 11, -1.177, 30.47
2021, 12, 0.4736, 17.24
2022, 1, -2.559, 27.8
2022, 2, 1.043, 13.9
2022, 3, 3.445, 36.24
2022, 4, 8.648, 14.93
2022, 5, 18, 3.4
2022, 6, 23.7, 32.27
2022, 7, 24.11, 13.4
2022, 8, 23.83, 6.276
2022, 9, 21.31, 0.296
2022, 10, 10.69, 26.43
2022, 11, 2.533, 39.19
2022, 12, -1.257, 89.17
2023, 1, 7.8, 75.15
2023, 2, 8.802, 32.48
2023, 3, 5.067, 25.36
2023, 4, 14.15, 9.707
2023, 5, 14.33, 12.78
2023, 6, 22.69, 19.85
2023, 7, 25.08, 18.73
2023, 8, 24.33, 11.29
2023, 9, 22.19, 3.833
2023, 10, 12, 6.97
2023, 11, 6.12, 62.52
2023, 12, -0.154, 14.46
2024, 1, -0.4046, 30.98
2024, 2, 1.011, 29.86
2024, 3, 10.13, 26.62
2024, 4, 12.27, 12.63
2024, 5, 15.85, 20.34
2024, 6, 20.72, 13.4
2024, 7, 24.34, 1.732
2024, 8, 24.41, 0.1849
2024, 9, 19.76, 6.749
2024, 10, 14.32, 6.071
2024, 11, 8.677, 19.79
2024, 12, 4.965, 70.75
2025, 1, 1.244, 52.95
2025, 2, -0.2893, 20.8
2025, 3, 11.94, 14.8
2025, 4, 9.127, 17.48
2025, 5, 18.47, 8.091
2025, 6, 22.9, 11.35
2025, 7, 26.87, 8.466
2025, 8, 25.26, 9.901
