# Created by WEAP: 6/23/2021 6:24:38 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\Users\David\Documents\Hyperfacet\monthly_bcc-csm1-1_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Lost Creek (4,240 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,240 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 3.175, 22.5
2006, 2, 4.976, 191.5
2006, 3, 8.127, 838.9
2006, 4, 8.056, 113.7
2006, 5, 13.14, 26.8
2006, 6, 16.98, 0.2657
2006, 7, 21, 0
2006, 8, 19.97, 7.279
2006, 9, 21.51, 0
2006, 10, 16.11, 31.06
2006, 11, 5.684, 393.5
2006, 12, 4.08, 209.3
2007, 1, 2.536, 276.8
2007, 2, 3.633, 524
2007, 3, 10.13, 203.5
2007, 4, 6.15, 368.3
2007, 5, 12.38, 147.7
2007, 6, 15.72, 1.998
2007, 7, 21.11, 0.6877
2007, 8, 20.48, 8.483
2007, 9, 18.65, 15.15
2007, 10, 11.85, 49.04
2007, 11, 9.1, 180.8
2007, 12, 3.974, 153.2
2008, 1, 2.196, 84.22
2008, 2, 3.415, 190.6
2008, 3, 7.786, 140.6
2008, 4, 6.684, 151.5
2008, 5, 12.02, 203
2008, 6, 15.57, 45.43
2008, 7, 20.66, 2.354
2008, 8, 20.07, 3.264
2008, 9, 19.31, 15.14
2008, 10, 11.17, 269.7
2008, 11, 6.931, 71.18
2008, 12, 2.654, 85.66
2009, 1, 1.981, 84.57
2009, 2, 3.971, 160.3
2009, 3, 10.77, 181.5
2009, 4, 7.034, 128.4
2009, 5, 16.08, 2.184
2009, 6, 16.78, 23.26
2009, 7, 22.22, 0.08139
2009, 8, 20.43, 3.348
2009, 9, 18.24, 3.279
2009, 10, 13.89, 103.4
2009, 11, 2.874, 423.1
2009, 12, 7.055, 28.17
2010, 1, 3.124, 570.3
2010, 2, 4.473, 596.2
2010, 3, 7.393, 403.9
2010, 4, 9.886, 129
2010, 5, 12.7, 17.07
2010, 6, 18.69, 2.352
2010, 7, 20.46, 11.88
2010, 8, 20.53, 0.06887
2010, 9, 20.98, 2.325
2010, 10, 10.64, 230.2
2010, 11, 6.97, 165.6
2010, 12, 0.9793, 258.9
2011, 1, 6.57, 351
2011, 2, 2.236, 487.6
2011, 3, 8.124, 8.675
2011, 4, 10.38, 88.72
2011, 5, 15.05, 26.39
2011, 6, 18.45, 1.429
2011, 7, 21.55, 3.786
2011, 8, 20.07, 0.4639
2011, 9, 18.59, 6.252
2011, 10, 13.36, 20.64
2011, 11, 9.08, 115.1
2011, 12, 4.097, 96.05
2012, 1, 4.172, 316.7
2012, 2, 8.752, 58.64
2012, 3, 8.973, 396.1
2012, 4, 10.37, 37.34
2012, 5, 14.92, 1.08
2012, 6, 17.73, 4.173
2012, 7, 20.83, 1.128
2012, 8, 22.29, 0
2012, 9, 18.87, 60.65
2012, 10, 12.85, 56.92
2012, 11, 4.709, 320.8
2012, 12, 3.303, 208.8
2013, 1, 2.257, 276.8
2013, 2, 0.5384, 116.6
2013, 3, 6.435, 117.9
2013, 4, 10.39, 59.01
2013, 5, 6.388, 353.4
2013, 6, 15.78, 34.6
2013, 7, 19.3, 16.91
2013, 8, 23.94, 0.05328
2013, 9, 18.06, 3.752
2013, 10, 15.37, 160.4
2013, 11, 5.821, 217.7
2013, 12, 4.777, 35.68
2014, 1, 6.48, 225.6
2014, 2, 8.724, 63.22
2014, 3, 6.057, 401.2
2014, 4, 8.467, 9.811
2014, 5, 14.73, 2.024
2014, 6, 16.97, 2.532
2014, 7, 21.54, 2.061
2014, 8, 19.75, 0.2008
2014, 9, 17.77, 16.18
2014, 10, 13.5, 127.7
2014, 11, 9.223, 38.48
2014, 12, 5.223, 221
2015, 1, 3.004, 298.7
2015, 2, 3.521, 647.4
2015, 3, 2.335, 278
2015, 4, 6.077, 268.2
2015, 5, 10.55, 194.9
2015, 6, 16.09, 167.4
2015, 7, 22.01, 12.07
2015, 8, 20.68, 3.26
2015, 9, 15.61, 0
2015, 10, 13.56, 11.06
2015, 11, 11, 132.2
2015, 12, 5.131, 747
2016, 1, 4.609, 226.9
2016, 2, 6.277, 361.5
2016, 3, 10.64, 7.72
2016, 4, 6.551, 155.8
2016, 5, 17.22, 6.597
2016, 6, 19.6, 0.03978
2016, 7, 21.97, 0.005154
2016, 8, 20.82, 0.3666
2016, 9, 15.69, 300.3
2016, 10, 13.75, 4.242
2016, 11, 7.135, 72.06
2016, 12, 4.01, 180.9
2017, 1, 4.358, 301.7
2017, 2, 4.917, 194.7
2017, 3, 10.1, 187.3
2017, 4, 10.12, 184.9
2017, 5, 14.86, 71.86
2017, 6, 19.71, 0.5209
2017, 7, 21.06, 2.957
2017, 8, 19.73, 4.715
2017, 9, 14.26, 65.01
2017, 10, 13.18, 138.7
2017, 11, 11.43, 65.57
2017, 12, 4.514, 316.1
2018, 1, 4.392, 1255
2018, 2, 4.491, 512
2018, 3, 7.269, 695.9
2018, 4, 11.12, 104.3
2018, 5, 11.76, 32.89
2018, 6, 17.3, 21.99
2018, 7, 21.58, 2.606
2018, 8, 20.41, 168.4
2018, 9, 20.04, 30.94
2018, 10, 13.94, 22.46
2018, 11, 8.285, 330.4
2018, 12, 7.156, 291.7
2019, 1, 0.9851, 267.1
2019, 2, 4.022, 122.5
2019, 3, 4.44, 372.1
2019, 4, 8.92, 73.01
2019, 5, 17.43, 0.0157
2019, 6, 20.69, 0.6027
2019, 7, 21.18, 0.865
2019, 8, 20.68, 3.459
2019, 9, 19.42, 0
2019, 10, 14.63, 164.7
2019, 11, 10.06, 109.5
2019, 12, 4.29, 383.4
2020, 1, 7.297, 112.9
