# Created by WEAP: 5/10/2021 8:08:52 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_HadGEM2-CC_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Lost Creek (4,240 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,240 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 2.321, 55.96
2006, 2, 7.477, 11.14
2006, 3, 10.16, 102.8
2006, 4, 9.67, 313.7
2006, 5, 15.9, 10.87
2006, 6, 18.43, 0.03607
2006, 7, 21.57, 1.925
2006, 8, 22.57, 3.408
2006, 9, 15.55, 7.515
2006, 10, 12.94, 59.82
2006, 11, 10.83, 32.28
2006, 12, 2.638, 424
2007, 1, 3.512, 723.2
2007, 2, 1.167, 268
2007, 3, 4.636, 473.5
2007, 4, 8.723, 157.8
2007, 5, 12.94, 94
2007, 6, 15.93, 23.69
2007, 7, 21.5, 0
2007, 8, 19.29, 11.48
2007, 9, 16.16, 3.362
2007, 10, 14.92, 20.16
2007, 11, 6.287, 32.51
2007, 12, 4.037, 21.74
2008, 1, 0.5316, 803
2008, 2, 1.725, 280.4
2008, 3, 5.366, 259.2
2008, 4, 9.134, 84.8
2008, 5, 14.63, 82.92
2008, 6, 19.96, 3.133
2008, 7, 19.16, 0.4406
2008, 8, 19.38, 0.2761
2008, 9, 20.74, 9.388
2008, 10, 12.68, 88.74
2008, 11, 9.141, 19.37
2008, 12, 3.829, 345.7
2009, 1, 2.601, 943.9
2009, 2, 5.627, 195.7
2009, 3, 9.483, 205.4
2009, 4, 10.45, 119.8
2009, 5, 13.54, 83.94
2009, 6, 16.64, 35
2009, 7, 20.91, 0.2681
2009, 8, 22.35, 2.982
2009, 9, 14.61, 133.1
2009, 10, 13.85, 26.23
2009, 11, 2.962, 448.2
2009, 12, 2.959, 407.1
2010, 1, 2.835, 643.8
2010, 2, 5.577, 306.2
2010, 3, 5.095, 142
2010, 4, 5.442, 64.31
2010, 5, 13.83, 13.9
2010, 6, 18.5, 9.476
2010, 7, 22.43, 1.205
2010, 8, 17.77, 20.09
2010, 9, 16.63, 18.52
2010, 10, 14.07, 11.29
2010, 11, 6.891, 203.7
2010, 12, 1.381, 827.7
2011, 1, 0.04445, 162.8
2011, 2, 3.141, 378.8
2011, 3, 6.952, 119.8
2011, 4, 12.29, 23.16
2011, 5, 16.29, 4.506
2011, 6, 15.02, 33.56
2011, 7, 19.92, 2.578
2011, 8, 21.66, 17.04
2011, 9, 16.66, 58.81
2011, 10, 12.95, 15.81
2011, 11, 7.224, 62.44
2011, 12, 6.198, 75.23
2012, 1, 5.437, 91.24
2012, 2, 3.545, 197.2
2012, 3, 13.18, 38.18
2012, 4, 11.25, 26.24
2012, 5, 14.64, 62.6
2012, 6, 19.62, 14.29
2012, 7, 20.7, 0.6999
2012, 8, 22.18, 0.7924
2012, 9, 21.21, 0
2012, 10, 15.1, 169
2012, 11, 3.456, 489.6
2012, 12, 1.696, 645.8
2013, 1, -0.8747, 508.6
2013, 2, 8.739, 270.2
2013, 3, 10.82, 179.2
2013, 4, 8.62, 334.7
2013, 5, 11.54, 160.1
2013, 6, 16.51, 31.28
2013, 7, 23.11, 0.6767
2013, 8, 19.52, 1.105
2013, 9, 18.54, 23.68
2013, 10, 11.24, 192.6
2013, 11, 8.755, 37.37
2013, 12, 2.833, 398.5
2014, 1, 5.786, 204.3
2014, 2, 5.054, 144.5
2014, 3, 6.159, 558.8
2014, 4, 4.529, 275.4
2014, 5, 9.992, 108.3
2014, 6, 14.11, 9.834
2014, 7, 21.35, 13.44
2014, 8, 20.78, 19.13
2014, 9, 20.08, 90.58
2014, 10, 18.29, 19.68
2014, 11, 5.892, 313.3
2014, 12, 2.652, 338.6
2015, 1, 0.8739, 542.4
2015, 2, 8.233, 140.5
2015, 3, 7.242, 269.7
