# Created by WEAP: 5/10/2021 8:08:19 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_HadGEM2-CC_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Upr Bear (3,880 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (3,880 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 4.797, 67.85
2006, 2, 9.876, 6.512
2006, 3, 11.26, 94.02
2006, 4, 11.04, 230.6
2006, 5, 17.69, 9.099
2006, 6, 20.23, 0
2006, 7, 23.67, 0.1327
2006, 8, 24.48, 3.078
2006, 9, 17.35, 7.906
2006, 10, 14.99, 27.18
2006, 11, 14.14, 24.71
2006, 12, 4.255, 423.1
2007, 1, 4.736, 553.8
2007, 2, 1.875, 251.6
2007, 3, 5.298, 396.5
2007, 4, 9.274, 151
2007, 5, 14.21, 99.55
2007, 6, 17.17, 25.08
2007, 7, 23.29, 0.02022
2007, 8, 20.86, 0.4522
2007, 9, 17.61, 16.2
2007, 10, 17.12, 13.24
2007, 11, 8.793, 20.72
2007, 12, 6.395, 17.31
2008, 1, 2.2, 562.6
2008, 2, 3.285, 224.8
2008, 3, 6.689, 164.3
2008, 4, 10.07, 79.4
2008, 5, 15.44, 105.2
2008, 6, 21.38, 10.67
2008, 7, 20.63, 0.4813
2008, 8, 20.73, 0.7315
2008, 9, 22.96, 18.39
2008, 10, 14.44, 114.9
2008, 11, 12.04, 17.39
2008, 12, 5.534, 293.4
2009, 1, 3.89, 960.4
2009, 2, 6.659, 201.2
2009, 3, 9.76, 131
