# Created by WEAP: 5/10/2021 8:07:53 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_HadGEM2-CC_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_CEN_Lwr Salinas (458,895 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (437,658 ha),  1000 - 2000 m (21,237 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 7.582, 4.138, 6.707, 15.01
2006, 2, 12.31, 8.564, 0.9339, 3.221
2006, 3, 13.52, 9.51, 28.84, 48.12
2006, 4, 15.97, 11.87, 18.43, 33.38
2006, 5, 18.58, 14.2, 1.445, 2.184
2006, 6, 21.82, 17.52, 0.001098, 0
2006, 7, 22.61, 18.05, 0, 0
2006, 8, 24.51, 19.89, 0.003845, 0.01102
2006, 9, 19.42, 15.17, 0.7642, 2.432
2006, 10, 17.02, 12.94, 1.14, 1.878
2006, 11, 15.23, 11.48, 2.619, 3.959
2006, 12, 8.422, 4.854, 39.53, 71.13
2007, 1, 11.37, 7.697, 110.1, 204.4
2007, 2, 8.785, 5.055, 97.48, 162.4
2007, 3, 11.5, 7.623, 35.23, 66.52
2007, 4, 13.9, 9.906, 50.19, 81.1
2007, 5, 16.95, 12.75, 1.408, 2.328
2007, 6, 18.75, 14.17, 0.02008, 0.09208
2007, 7, 22.13, 17.14, 1.472E-5, 0
2007, 8, 21.1, 16.66, 0.09731, 0.04205
2007, 9, 19.72, 15.47, 0.1073, 0.8292
2007, 10, 18.43, 14.2, 7.559, 11.5
2007, 11, 11.98, 8.181, 1.166, 2.534
2007, 12, 7.514, 3.815, 1.117, 2.936
2008, 1, 8.565, 4.755, 104.4, 209.5
2008, 2, 9.638, 5.872, 25.34, 47.14
2008, 3, 11.26, 7.128, 44.31, 88.53
2008, 4, 14.84, 10.51, 8.17, 15.1
2008, 5, 17.26, 12.75, 15.65, 23.09
2008, 6, 21.6, 16.81, 0.002704, 0.0004076
2008, 7, 21.87, 17.03, 0.04745, 0.000556
2008, 8, 22.52, 17.85, 0.03899, 0.102
2008, 9, 23.53, 18.86, 1.836, 1.358
2008, 10, 17.83, 13.92, 17.44, 22.33
2008, 11, 14.39, 10.76, 1.865, 4.004
2008, 12, 10.78, 7.311, 33.67, 59.32
2009, 1, 9.897, 6.314, 313.6, 593.9
2009, 2, 12.29, 8.73, 27.15, 58.89
