# Created by WEAP: 5/10/2021 8:08:08 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_HadGEM2-CC_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: OR_W_Klamath (1,759,114 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (769,785 ha),  1000 - 2000 m (944,405 ha),  2000 - 3000 m (44,021 ha),  3000 - 4000 m (887 ha),  4000 - 5000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 2.173, -0.8009, -4.284, -12.06, -12.44, 76.71, 64.19, 44.05, 31, 31.56
2006, 2, 5.933, 3.333, 0.0182, -7.297, -7.673, 39.57, 32.09, 20.4, 7.917, 8.098
2006, 3, 10.04, 7.602, 4.407, -3.338, -3.726, 47.32, 49.63, 47.62, 50.66, 51.69
2006, 4, 10.36, 8.04, 4.836, -3.195, -3.583, 146.8, 166.4, 204.4, 267.9, 273.2
2006, 5, 16.6, 14.68, 11.79, 4.007, 3.627, 5.137, 4.594, 4.056, 1.628, 1.644
2006, 6, 18.09, 16.25, 13.4, 5.441, 5.055, 1.64, 1.779, 2.43, 1.688, 1.717
2006, 7, 21.42, 19.96, 17.21, 9.051, 8.67, 0.8582, 0.9928, 0.8075, 1.05, 1.055
2006, 8, 22.21, 20.75, 18.01, 9.788, 9.404, 3.726, 4.402, 5.612, 17.82, 18.16
2006, 9, 16.12, 14.07, 10.86, 2.231, 1.845, 10.31, 12.16, 15.54, 22.75, 23.13
2006, 10, 12.53, 10.24, 7.103, -0.4794, -0.859, 29.83, 28.22, 24.73, 33.27, 34.21
2006, 11, 8.803, 6.117, 2.828, -3.873, -4.249, 102, 94.46, 83.89, 30.81, 31.39
2006, 12, 2.865, 0.04159, -3.25, -10.6, -10.99, 515.5, 548.9, 564.8, 558.7, 570.3
2007, 1, 4.694, 1.918, -1.311, -8.966, -9.358, 485.1, 500.1, 460.8, 502.4, 512
2007, 2, 2.92, 0.07978, -3.634, -12.18, -12.57, 240.5, 228.1, 204.2, 234.1, 238.5
2007, 3, 6.712, 4.007, 0.6048, -7.87, -8.259, 300.6, 317, 372.4, 635.9, 649.4
2007, 4, 10.94, 8.57, 5.456, -2.209, -2.601, 96.16, 101.5, 109.8, 150.9, 154
2007, 5, 14.32, 12.26, 9.171, 1.166, 0.7818, 68.03, 67.61, 74.71, 118.3, 120.5
2007, 6, 16.36, 14.48, 11.61, 3.748, 3.362, 2.824, 4.276, 6.356, 6.018, 6.12
2007, 7, 21.89, 20.4, 17.58, 9.632, 9.248, 0.4901, 0.4337, 0.1942, 0.1295, 0.1303
2007, 8, 19.83, 18.2, 15.27, 7.115, 6.731, 11.62, 17.13, 26.04, 23.38, 23.52
2007, 9, 17.01, 15.02, 11.97, 3.491, 3.102, 14.59, 12.23, 8.317, 8.289, 8.409
2007, 10, 12.87, 10.59, 7.592, 0.4039, 0.02578, 27.12, 26.38, 24.15, 26.53, 27.12
2007, 11, 4.742, 1.925, -1.426, -8.595, -8.969, 67.9, 53.78, 38.93, 28.87, 29.6
2007, 12, 1.998, -0.9191, -4.324, -10.95, -11.33, 43.83, 37.28, 29.03, 26.48, 27.03
2008, 1, 1.996, -0.9114, -4.401, -12.33, -12.71, 632.8, 684.5, 684.8, 839.9, 856.1
2008, 2, 2.829, -0.04283, -3.728, -12.31, -12.7, 278.7, 282.4, 274.7, 294.7, 300.5
2008, 3, 5.625, 3.028, -0.3684, -8.627, -9.01, 204, 230.5, 283.9, 423.9, 432
2008, 4, 9.547, 7.105, 3.862, -4.038, -4.425, 98.68, 88.17, 83.61, 107.9, 110.1
2008, 5, 15.57, 13.56, 10.6, 2.813, 2.433, 10.86, 13.79, 20.17, 42.88, 43.58
2008, 6, 20.64, 19.06, 16.28, 8.226, 7.842, 1.862, 2.201, 2.579, 1.268, 1.289
2008, 7, 20.1, 18.55, 15.8, 7.645, 7.257, 6.897, 6.308, 4.833, 1.769, 1.775
2008, 8, 18.5, 16.57, 13.67, 5.705, 5.323, 7.45, 7.045, 8.345, 4.528, 4.605
2008, 9, 20.26, 18.55, 15.77, 7.525, 7.133, 5.054, 4.945, 6.009, 7.603, 7.752
2008, 10, 12.36, 10.05, 6.992, -0.7508, -1.136, 87.03, 77.97, 72.69, 62.15, 63.57
2008, 11, 7.576, 4.863, 1.668, -5.102, -5.476, 58.16, 52.83, 43.65, 26.86, 27.35
2008, 12, 3.413, 0.4918, -2.951, -10.23, -10.61, 366.7, 378.9, 362, 328.9, 335.6
2009, 1, 3.574, 0.708, -2.752, -10.63, -11.02, 318.6, 351.2, 347.6, 457.8, 466.2
2009, 2, 7.392, 4.718, 1.502, -6.417, -6.805, 249.2, 249.7, 260.1, 381.3, 388.6
2009, 3, 11.22, 8.689, 5.392, -2.592, -2.981, 91.25, 87.88, 97.08, 139.6, 142.6
2009, 4, 11.45, 8.957, 5.487, -2.379, -2.767, 117.7, 109.7, 101, 153.5, 156.9
2009, 5, 15.47, 13.31, 10.14, 2.377, 1.998, 59.63, 63.13, 71.79, 58.43, 59.83
2009, 6, 17.4, 15.5, 12.46, 4.069, 3.676, 11.55, 16.85, 27.69, 54.94, 55.67
2009, 7, 21.72, 20.21, 17.28, 9.18, 8.794, 1.699, 3.622, 5.953, 0.4699, 0.4692
2009, 8, 22.23, 20.73, 17.98, 10.12, 9.729, 22.02, 27.26, 38.45, 65, 66.2
2009, 9, 16.36, 14.1, 10.77, 2.487, 2.093, 77.1, 91.08, 121.7, 153.3, 156.1
2009, 10, 12.95, 10.62, 7.463, -0.1197, -0.4981, 28.75, 29.33, 32.59, 49.28, 50.44
2009, 11, 5.017, 2.148, -1.263, -8.932, -9.317, 301.7, 312, 314.6, 319.3, 326.1
2009, 12, 4.239, 1.292, -2.144, -9.191, -9.581, 231.7, 234, 210.4, 240.1, 244.9
2010, 1, 4.124, 1.247, -1.997, -9.747, -10.13, 501, 511, 500.4, 602.4, 613.6
2010, 2, 6.87, 4.16, 0.8725, -6.829, -7.217, 246.7, 257.2, 262.3, 280.1, 285.3
2010, 3, 6.577, 3.818, 0.3984, -7.886, -8.274, 148.5, 146.7, 138.8, 193.1, 197.6
2010, 4, 7.698, 5.126, 1.728, -6.257, -6.644, 74.94, 74.23, 76.41, 94.17, 96.05
2010, 5, 14.45, 12.32, 9.267, 1.569, 1.188, 17.78, 20.57, 29.5, 34.15, 34.81
2010, 6, 18.15, 16.29, 13.3, 5.301, 4.915, 5.628, 5.91, 6.586, 10.06, 10.21
2010, 7, 22.88, 21.39, 18.53, 10.14, 9.761, 0.248, 0.2092, 0.1828, 0.5731, 0.5686
2010, 8, 17.96, 15.99, 12.93, 4.719, 4.335, 20.14, 27.55, 38.1, 36.85, 37
2010, 9, 17.11, 14.98, 12.04, 3.945, 3.557, 10.65, 12.56, 14.13, 17.01, 17.41
2010, 10, 13.14, 10.81, 7.635, 0.0911, -0.289, 12.6, 12.45, 15.56, 12.53, 12.74
2010, 11, 6.938, 4.243, 0.9495, -6.73, -7.119, 185.1, 177.2, 160.2, 225.4, 230.4
2010, 12, 3.402, 0.4963, -3.021, -10.99, -11.38, 621.1, 654.8, 687.9, 885.5, 903.6
2011, 1, 1.598, -1.557, -5.552, -14.05, -14.43, 57.91, 56.83, 53.49, 88.64, 90.47
