# Created by WEAP: 5/10/2021 8:07:22 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_HadGEM2-CC_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Carbon (73,012 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (55,196 ha),  1000 - 2000 m (16,317 ha),  2000 - 3000 m (1,117 ha),  3000 - 4000 m (294 ha),  4000 - 5000 m (88 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 4.002, -1.347, -6.899, -9.492, -13.23, 223.3, 351.5, 601.9, 616.1, 632
2006, 2, 4.793, 0.02026, -5.205, -7.691, -11.28, 142.1, 211.2, 338.1, 346.5, 356.3
2006, 3, 8.294, 3.09, -1.789, -4.263, -7.838, 114.8, 162.8, 219.2, 227.9, 239.8
2006, 4, 8.683, 3.076, -2.177, -4.753, -8.471, 166.8, 255.9, 330.5, 331.8, 332.5
2006, 5, 12.24, 7.278, 2.686, 0.2142, -3.361, 33.22, 57.01, 61.87, 59.82, 56.79
2006, 6, 13.79, 8.615, 3.95, 1.451, -2.162, 39.8, 67.97, 64.41, 56.71, 45.29
2006, 7, 17.26, 12.45, 8.28, 5.949, 2.575, 14.18, 26.78, 33.74, 29.89, 24.03
2006, 8, 18.06, 13.64, 9.825, 7.518, 4.178, 39.87, 55.45, 49.17, 48.26, 47.18
2006, 9, 14.94, 9.854, 5.234, 2.789, -0.7455, 46.76, 79.5, 89.1, 87.87, 86.12
2006, 10, 10.75, 5.761, 1.344, -0.9919, -4.365, 98.28, 133.2, 169.4, 172.1, 175.8
2006, 11, 8.346, 3.086, -2.169, -4.747, -8.471, 201.4, 339.1, 521.6, 530.3, 540.2
2006, 12, -0.429, -5.289, -9.912, -12.34, -15.85, 195.5, 298.4, 428.4, 431.6, 434
2007, 1, 4.877, -0.6402, -6.382, -8.998, -12.77, 353.9, 569.6, 951.4, 963.8, 974
2007, 2, 3.414, -2.294, -8.175, -10.84, -14.69, 204.9, 304.4, 507.7, 518.4, 529.6
2007, 3, 4.844, -0.6434, -6.086, -8.718, -12.52, 187, 285.9, 420.7, 441, 468.6
2007, 4, 10.53, 5.3, 0.4395, -2.012, -5.553, 56.54, 80.84, 94.68, 96.11, 97.89
2007, 5, 13.87, 8.754, 4.142, 1.672, -1.899, 73.3, 113.2, 116.4, 110.6, 102.2
2007, 6, 13.55, 8.336, 3.834, 1.298, -2.375, 26.97, 47.72, 51.02, 45.5, 37.23
2007, 7, 18.31, 13.76, 9.958, 7.662, 4.338, 18.46, 29.89, 31.47, 28.44, 23.84
2007, 8, 17.57, 12.85, 8.689, 6.315, 2.881, 44.09, 69, 70.85, 69.77, 68.21
2007, 9, 15.07, 9.826, 5.315, 2.886, -0.6248, 80.41, 125.6, 139.7, 137.2, 133.3
2007, 10, 10.08, 4.678, -0.01591, -2.432, -5.922, 162, 235.4, 293.6, 288.3, 280.1
2007, 11, 4.091, -0.9392, -6.072, -8.599, -12.24, 188.7, 308.6, 472.4, 488.5, 509.8
2007, 12, 1.582, -3.414, -7.907, -10.27, -13.67, 147.2, 275.3, 475.5, 486.2, 498.8
2008, 1, 2.549, -2.96, -8.566, -11.13, -14.84, 184.6, 284, 451.9, 456.9, 460.9
2008, 2, 3.001, -2.24, -7.492, -10.07, -13.8, 213.4, 347.8, 521.9, 541.7, 567.3
2008, 3, 4.502, -1.272, -7.091, -9.829, -13.78, 143.7, 230.4, 304.3, 310.4, 318
2008, 4, 5.738, 0.1488, -5.224, -7.777, -11.46, 164.7, 238, 326.5, 329.9, 332.8
2008, 5, 12.58, 7.435, 2.677, 0.2524, -3.247, 50.41, 85.66, 90.47, 88.17, 84.72
2008, 6, 15.46, 10.57, 6.337, 3.994, 0.6057, 3.168, 6.983, 8.055, 7.06, 5.54
2008, 7, 17.47, 12.77, 8.832, 6.496, 3.115, 24.43, 41.78, 46.83, 42.11, 34.95
2008, 8, 16.24, 11.47, 6.929, 4.498, 0.9839, 25.48, 35.31, 41.98, 41.39, 40.39
2008, 9, 17.29, 12.69, 8.639, 6.317, 2.962, 27.79, 33.67, 23.12, 20.25, 16.39
2008, 10, 10.71, 5.659, 1.082, -1.317, -4.783, 199.9, 318.7, 460.3, 472.2, 488
2008, 11, 6.545, 1.385, -3.6, -6.119, -9.758, 145.2, 200.5, 281.3, 284.4, 287.7
2008, 12, 3.222, -1.851, -6.827, -9.32, -12.92, 257.4, 407.9, 673.2, 685.9, 699
2009, 1, 2.827, -2.865, -8.452, -11, -14.67, 131.9, 212, 322.7, 326.9, 330.8
2009, 2, 5.914, 0.4738, -4.948, -7.554, -11.32, 189.5, 266.3, 419.6, 437, 459.3
2009, 3, 9.66, 4.592, -0.2277, -2.708, -6.29, 133.8, 192.2, 269.8, 274.9, 280.5
2009, 4, 9.995, 4.576, -0.9644, -3.539, -7.254, 122.2, 187.3, 237.4, 237.8, 237.3
2009, 5, 11.92, 6.685, 1.784, -0.6821, -4.244, 49.09, 75.2, 89.04, 86.35, 82.06
2009, 6, 15.48, 10.57, 6.133, 3.719, 0.2288, 31.71, 56.49, 51.6, 44.31, 33.45
2009, 7, 18.53, 13.97, 9.94, 7.584, 4.174, 14.24, 27.98, 41.51, 36.43, 28.57
