"Year","Month","date","Generation_GWh","EIA_Plant_ID","latlon"
2003,1,2003-01-01,38.556,285,"38.139048,-120.370325"
2003,2,2003-02-01,26.487,285,"38.139048,-120.370325"
2003,3,2003-03-01,32.807,285,"38.139048,-120.370325"
2003,4,2003-04-01,39.779,285,"38.139048,-120.370325"
2003,5,2003-05-01,41.599,285,"38.139048,-120.370325"
2003,6,2003-06-01,41.072,285,"38.139048,-120.370325"
2003,7,2003-07-01,41.604,285,"38.139048,-120.370325"
2003,8,2003-08-01,40.676,285,"38.139048,-120.370325"
2003,9,2003-09-01,35.897,285,"38.139048,-120.370325"
2003,10,2003-10-01,0,285,"38.139048,-120.370325"
2003,11,2003-11-01,0,285,"38.139048,-120.370325"
2003,12,2003-12-01,0,285,"38.139048,-120.370325"
2004,1,2004-01-01,25.074,285,"38.139048,-120.370325"
2004,2,2004-02-01,38.137,285,"38.139048,-120.370325"
2004,3,2004-03-01,41.428,285,"38.139048,-120.370325"
2004,4,2004-04-01,40.017,285,"38.139048,-120.370325"
2004,5,2004-05-01,41.696,285,"38.139048,-120.370325"
2004,6,2004-06-01,20.749,285,"38.139048,-120.370325"
2004,7,2004-07-01,21.526,285,"38.139048,-120.370325"
2004,8,2004-08-01,41.683,285,"38.139048,-120.370325"
2004,9,2004-09-01,39.543,285,"38.139048,-120.370325"
2004,10,2004-10-01,41.192,285,"38.139048,-120.370325"
2004,11,2004-11-01,16.966,285,"38.139048,-120.370325"
2004,12,2004-12-01,39.013,285,"38.139048,-120.370325"
2005,1,2005-01-01,35.273,285,"38.139048,-120.370325"
2005,2,2005-02-01,36.077,285,"38.139048,-120.370325"
2005,3,2005-03-01,40.249,285,"38.139048,-120.370325"
2005,4,2005-04-01,40.166,285,"38.139048,-120.370325"
2005,5,2005-05-01,41.689,285,"38.139048,-120.370325"
2005,6,2005-06-01,40.518,285,"38.139048,-120.370325"
2005,7,2005-07-01,41.685,285,"38.139048,-120.370325"
2005,8,2005-08-01,41.462,285,"38.139048,-120.370325"
2005,9,2005-09-01,38.502,285,"38.139048,-120.370325"
2005,10,2005-10-01,36.43,285,"38.139048,-120.370325"
2005,11,2005-11-01,27.183,285,"38.139048,-120.370325"
2005,12,2005-12-01,41.328,285,"38.139048,-120.370325"
2006,1,2006-01-01,42.091,285,"38.139048,-120.370325"
2006,2,2006-02-01,37.569,285,"38.139048,-120.370325"
2006,3,2006-03-01,42.183,285,"38.139048,-120.370325"
2006,4,2006-04-01,40.898,285,"38.139048,-120.370325"
2006,5,2006-05-01,41.633,285,"38.139048,-120.370325"
2006,6,2006-06-01,40.474,285,"38.139048,-120.370325"
2006,7,2006-07-01,41.852,285,"38.139048,-120.370325"
2006,8,2006-08-01,41.35,285,"38.139048,-120.370325"
2006,9,2006-09-01,39.965,285,"38.139048,-120.370325"
2006,10,2006-10-01,25.542,285,"38.139048,-120.370325"
2006,11,2006-11-01,39.872,285,"38.139048,-120.370325"
2006,12,2006-12-01,40.753,285,"38.139048,-120.370325"
2007,1,2007-01-01,39.7,285,"38.139048,-120.370325"
2007,2,2007-02-01,20.053,285,"38.139048,-120.370325"
2007,3,2007-03-01,27.279,285,"38.139048,-120.370325"
2007,4,2007-04-01,18.818,285,"38.139048,-120.370325"
2007,5,2007-05-01,20.814,285,"38.139048,-120.370325"
2007,6,2007-06-01,18.649,285,"38.139048,-120.370325"
2007,7,2007-07-01,30.49,285,"38.139048,-120.370325"
2007,8,2007-08-01,26.172,285,"38.139048,-120.370325"
2007,9,2007-09-01,21.154,285,"38.139048,-120.370325"
2007,10,2007-10-01,18.606,285,"38.139048,-120.370325"
2007,11,2007-11-01,21.475,285,"38.139048,-120.370325"
2007,12,2007-12-01,17.087,285,"38.139048,-120.370325"
2008,1,2008-01-01,21.520939,285,"38.139048,-120.370325"
2008,2,2008-02-01,16.868998,285,"38.139048,-120.370325"
2008,3,2008-03-01,19.800403,285,"38.139048,-120.370325"
2008,4,2008-04-01,37.281837,285,"38.139048,-120.370325"
2008,5,2008-05-01,44.356942,285,"38.139048,-120.370325"
2008,6,2008-06-01,37.63842,285,"38.139048,-120.370325"
2008,7,2008-07-01,45.727599,285,"38.139048,-120.370325"
2008,8,2008-08-01,46.92555,285,"38.139048,-120.370325"
2008,9,2008-09-01,23.494033,285,"38.139048,-120.370325"
2008,10,2008-10-01,15.06809,285,"38.139048,-120.370325"
2008,11,2008-11-01,10.810765,285,"38.139048,-120.370325"
2008,12,2008-12-01,11.741424,285,"38.139048,-120.370325"
2009,1,2009-01-01,13.46,285,"38.139048,-120.370325"
2009,2,2009-02-01,26.279,285,"38.139048,-120.370325"
2009,3,2009-03-01,40.805,285,"38.139048,-120.370325"
2009,4,2009-04-01,40.778,285,"38.139048,-120.370325"
2009,5,2009-05-01,42.107,285,"38.139048,-120.370325"
2009,6,2009-06-01,40.737,285,"38.139048,-120.370325"
2009,7,2009-07-01,40.8,285,"38.139048,-120.370325"
2009,8,2009-08-01,40.498,285,"38.139048,-120.370325"
2009,9,2009-09-01,38.994,285,"38.139048,-120.370325"
2009,10,2009-10-01,30.094,285,"38.139048,-120.370325"
2009,11,2009-11-01,10.277,285,"38.139048,-120.370325"
2009,12,2009-12-01,37.054,285,"38.139048,-120.370325"
2010,1,2010-01-01,24.461,285,"38.139048,-120.370325"
2010,2,2010-02-01,13.003,285,"38.139048,-120.370325"
2010,3,2010-03-01,19.756,285,"38.139048,-120.370325"
2010,4,2010-04-01,30.033,285,"38.139048,-120.370325"
2010,5,2010-05-01,42.324,285,"38.139048,-120.370325"
2010,6,2010-06-01,40.718,285,"38.139048,-120.370325"
2010,7,2010-07-01,42.173,285,"38.139048,-120.370325"
2010,8,2010-08-01,40.842,285,"38.139048,-120.370325"
2010,9,2010-09-01,37.713,285,"38.139048,-120.370325"
2010,10,2010-10-01,29.054,285,"38.139048,-120.370325"
2010,11,2010-11-01,15.758,285,"38.139048,-120.370325"
2010,12,2010-12-01,40.588,285,"38.139048,-120.370325"
2011,1,2011-01-01,42.18,285,"38.139048,-120.370325"
2011,2,2011-02-01,36.744,285,"38.139048,-120.370325"
2011,3,2011-03-01,42.098,285,"38.139048,-120.370325"
2011,4,2011-04-01,40.902,285,"38.139048,-120.370325"
2011,5,2011-05-01,42.472,285,"38.139048,-120.370325"
2011,6,2011-06-01,40.941,285,"38.139048,-120.370325"
2011,7,2011-07-01,42.106,285,"38.139048,-120.370325"
2011,8,2011-08-01,42.256,285,"38.139048,-120.370325"
2011,9,2011-09-01,41.032,285,"38.139048,-120.370325"
2011,10,2011-10-01,28.024,285,"38.139048,-120.370325"
2011,11,2011-11-01,14.806,285,"38.139048,-120.370325"
2011,12,2011-12-01,35.408,285,"38.139048,-120.370325"
2012,1,2012-01-01,15.647,285,"38.139048,-120.370325"
2012,2,2012-02-01,-0.001,285,"38.139048,-120.370325"
2012,3,2012-03-01,12.723,285,"38.139048,-120.370325"
2012,4,2012-04-01,17.716,285,"38.139048,-120.370325"
2012,5,2012-05-01,29.009,285,"38.139048,-120.370325"
2012,6,2012-06-01,25.137,285,"38.139048,-120.370325"
2012,7,2012-07-01,23.274,285,"38.139048,-120.370325"
2012,8,2012-08-01,27.416,285,"38.139048,-120.370325"
2012,9,2012-09-01,33.598,285,"38.139048,-120.370325"
2012,10,2012-10-01,7.198,285,"38.139048,-120.370325"
2012,11,2012-11-01,15.117,285,"38.139048,-120.370325"
2012,12,2012-12-01,33.972,285,"38.139048,-120.370325"
2013,1,2013-01-01,36.873,285,"38.139048,-120.370325"
2013,2,2013-02-01,32.907,285,"38.139048,-120.370325"
2013,3,2013-03-01,28.982,285,"38.139048,-120.370325"
2013,4,2013-04-01,13.949,285,"38.139048,-120.370325"
2013,5,2013-05-01,7.717,285,"38.139048,-120.370325"
2013,6,2013-06-01,17.391,285,"38.139048,-120.370325"
2013,7,2013-07-01,17.533,285,"38.139048,-120.370325"
2013,8,2013-08-01,26.477,285,"38.139048,-120.370325"
2013,9,2013-09-01,13.486,285,"38.139048,-120.370325"
2013,10,2013-10-01,-0.001,285,"38.139048,-120.370325"
2013,11,2013-11-01,0,285,"38.139048,-120.370325"
2013,12,2013-12-01,23.415,285,"38.139048,-120.370325"
2014,1,2014-01-01,7.802,285,"38.139048,-120.370325"
2014,2,2014-02-01,5.63,285,"38.139048,-120.370325"
2014,3,2014-03-01,6.197,285,"38.139048,-120.370325"
2014,4,2014-04-01,8.531,285,"38.139048,-120.370325"
2014,5,2014-05-01,15.866,285,"38.139048,-120.370325"
2014,6,2014-06-01,11.17,285,"38.139048,-120.370325"
2014,7,2014-07-01,10.696,285,"38.139048,-120.370325"
2014,8,2014-08-01,10.292,285,"38.139048,-120.370325"
2014,9,2014-09-01,12.219,285,"38.139048,-120.370325"
2014,10,2014-10-01,17.203,285,"38.139048,-120.370325"
2014,11,2014-11-01,9.465,285,"38.139048,-120.370325"
2014,12,2014-12-01,31.386,285,"38.139048,-120.370325"
2015,1,2015-01-01,31.225,285,"38.139048,-120.370325"
2015,2,2015-02-01,13.933,285,"38.139048,-120.370325"
2015,3,2015-03-01,1.013,285,"38.139048,-120.370325"
2015,4,2015-04-01,0,285,"38.139048,-120.370325"
2015,5,2015-05-01,3.477,285,"38.139048,-120.370325"
2015,6,2015-06-01,9.371,285,"38.139048,-120.370325"
2015,7,2015-07-01,11.007,285,"38.139048,-120.370325"
2015,8,2015-08-01,13.32,285,"38.139048,-120.370325"
2015,9,2015-09-01,20.104,285,"38.139048,-120.370325"
2015,10,2015-10-01,29.712,285,"38.139048,-120.370325"
2015,11,2015-11-01,2.435,285,"38.139048,-120.370325"
2015,12,2015-12-01,20.097,285,"38.139048,-120.370325"
2016,1,2016-01-01,38.94,285,"38.139048,-120.370325"
2016,2,2016-02-01,36.259,285,"38.139048,-120.370325"
2016,3,2016-03-01,38.938,285,"38.139048,-120.370325"
2016,4,2016-04-01,34.811,285,"38.139048,-120.370325"
2016,5,2016-05-01,39.73,285,"38.139048,-120.370325"
2016,6,2016-06-01,40.425,285,"38.139048,-120.370325"
2016,7,2016-07-01,39.904,285,"38.139048,-120.370325"
2016,8,2016-08-01,39.45,285,"38.139048,-120.370325"
2016,9,2016-09-01,31.324,285,"38.139048,-120.370325"
2016,10,2016-10-01,18.674,285,"38.139048,-120.370325"
2016,11,2016-11-01,11.01,285,"38.139048,-120.370325"
2016,12,2016-12-01,32.701,285,"38.139048,-120.370325"
2017,1,2017-01-01,37.216733,285,"38.139048,-120.370325"
2017,2,2017-02-01,34.815898,285,"38.139048,-120.370325"
2017,3,2017-03-01,44.622526,285,"38.139048,-120.370325"
2017,4,2017-04-01,44.251987,285,"38.139048,-120.370325"
2017,5,2017-05-01,50.636311,285,"38.139048,-120.370325"
2017,6,2017-06-01,44.009542,285,"38.139048,-120.370325"
2017,7,2017-07-01,42.806601,285,"38.139048,-120.370325"
2017,8,2017-08-01,38.314937,285,"38.139048,-120.370325"
2017,9,2017-09-01,29.887711,285,"38.139048,-120.370325"
2017,10,2017-10-01,21.065891,285,"38.139048,-120.370325"
2017,11,2017-11-01,19.376243,285,"38.139048,-120.370325"
2017,12,2017-12-01,19.89462,285,"38.139048,-120.370325"
2018,1,2018-01-01,20.758681,285,"38.139048,-120.370325"
2018,2,2018-02-01,15.618137,285,"38.139048,-120.370325"
2018,3,2018-03-01,24.034585,285,"38.139048,-120.370325"
2018,4,2018-04-01,41.407071,285,"38.139048,-120.370325"
2018,5,2018-05-01,38.462748,285,"38.139048,-120.370325"
2018,6,2018-06-01,35.833217,285,"38.139048,-120.370325"
2018,7,2018-07-01,39.400653,285,"38.139048,-120.370325"
2018,8,2018-08-01,35.757254,285,"38.139048,-120.370325"
2018,9,2018-09-01,29.019381,285,"38.139048,-120.370325"
2018,10,2018-10-01,19.295633,285,"38.139048,-120.370325"
2018,11,2018-11-01,15.376572,285,"38.139048,-120.370325"
2018,12,2018-12-01,18.296068,285,"38.139048,-120.370325"
