"Year","Month","date","Pumped_storage_generation_GWh","EIA_Plant_ID","latlon"
2003,1,2003-01-01,7.266,148,"33.5536,-111.4431"
2003,2,2003-02-01,5.33,148,"33.5536,-111.4431"
2003,3,2003-03-01,2.812,148,"33.5536,-111.4431"
2003,4,2003-04-01,5.038,148,"33.5536,-111.4431"
2003,5,2003-05-01,7.836,148,"33.5536,-111.4431"
2003,6,2003-06-01,10.959,148,"33.5536,-111.4431"
2003,7,2003-07-01,11.933,148,"33.5536,-111.4431"
2003,8,2003-08-01,10.868,148,"33.5536,-111.4431"
2003,9,2003-09-01,10.052,148,"33.5536,-111.4431"
2003,10,2003-10-01,6.487,148,"33.5536,-111.4431"
2003,11,2003-11-01,4.687,148,"33.5536,-111.4431"
2003,12,2003-12-01,5.844,148,"33.5536,-111.4431"
2004,1,2004-01-01,-3.542,148,"33.5536,-111.4431"
2004,2,2004-02-01,-3.64,148,"33.5536,-111.4431"
2004,3,2004-03-01,-0.603,148,"33.5536,-111.4431"
2004,4,2004-04-01,-1.059,148,"33.5536,-111.4431"
2004,5,2004-05-01,-0.459,148,"33.5536,-111.4431"
2004,6,2004-06-01,0.918,148,"33.5536,-111.4431"
2004,7,2004-07-01,2.87,148,"33.5536,-111.4431"
2004,8,2004-08-01,-0.584,148,"33.5536,-111.4431"
2004,9,2004-09-01,-1.882,148,"33.5536,-111.4431"
2004,10,2004-10-01,-2.888,148,"33.5536,-111.4431"
2004,11,2004-11-01,-3.255,148,"33.5536,-111.4431"
2004,12,2004-12-01,-3.8,148,"33.5536,-111.4431"
2005,1,2005-01-01,-1.808,148,"33.5536,-111.4431"
2005,2,2005-02-01,6.472,148,"33.5536,-111.4431"
2005,3,2005-03-01,-2.637,148,"33.5536,-111.4431"
2005,4,2005-04-01,1.396,148,"33.5536,-111.4431"
2005,5,2005-05-01,1.986,148,"33.5536,-111.4431"
2005,6,2005-06-01,3.223,148,"33.5536,-111.4431"
2005,7,2005-07-01,3.117,148,"33.5536,-111.4431"
2005,8,2005-08-01,2.353,148,"33.5536,-111.4431"
2005,9,2005-09-01,4.472,148,"33.5536,-111.4431"
2005,10,2005-10-01,0.168,148,"33.5536,-111.4431"
2005,11,2005-11-01,-0.571,148,"33.5536,-111.4431"
2005,12,2005-12-01,-0.65,148,"33.5536,-111.4431"
2006,1,2006-01-01,-0.89,148,"33.5536,-111.4431"
2006,2,2006-02-01,-3.843,148,"33.5536,-111.4431"
2006,3,2006-03-01,1.179,148,"33.5536,-111.4431"
2006,4,2006-04-01,5.777,148,"33.5536,-111.4431"
2006,5,2006-05-01,6.184,148,"33.5536,-111.4431"
2006,6,2006-06-01,7.41,148,"33.5536,-111.4431"
2006,7,2006-07-01,7.831,148,"33.5536,-111.4431"
2006,8,2006-08-01,5.944,148,"33.5536,-111.4431"
2006,9,2006-09-01,6.736,148,"33.5536,-111.4431"
2006,10,2006-10-01,1.76,148,"33.5536,-111.4431"
2006,11,2006-11-01,-0.608,148,"33.5536,-111.4431"
2006,12,2006-12-01,-2.048,148,"33.5536,-111.4431"
2007,1,2007-01-01,-1.299,148,"33.5536,-111.4431"
2007,2,2007-02-01,-1.612,148,"33.5536,-111.4431"
2007,3,2007-03-01,-0.543,148,"33.5536,-111.4431"
2007,4,2007-04-01,1.065,148,"33.5536,-111.4431"
2007,5,2007-05-01,2.464,148,"33.5536,-111.4431"
2007,6,2007-06-01,6.806,148,"33.5536,-111.4431"
2007,7,2007-07-01,7.03,148,"33.5536,-111.4431"
2007,8,2007-08-01,6.538,148,"33.5536,-111.4431"
2007,9,2007-09-01,5.34,148,"33.5536,-111.4431"
2007,10,2007-10-01,1.764,148,"33.5536,-111.4431"
2007,11,2007-11-01,-0.043,148,"33.5536,-111.4431"
2007,12,2007-12-01,-0.043,148,"33.5536,-111.4431"
2008,1,2008-01-01,0.014,148,"33.5536,-111.4431"
2008,2,2008-02-01,0.084,148,"33.5536,-111.4431"
2008,3,2008-03-01,-0.258,148,"33.5536,-111.4431"
2008,4,2008-04-01,4.784,148,"33.5536,-111.4431"
2008,5,2008-05-01,2.045,148,"33.5536,-111.4431"
2008,6,2008-06-01,-0.151,148,"33.5536,-111.4431"
2008,7,2008-07-01,3.571,148,"33.5536,-111.4431"
2008,8,2008-08-01,5.883,148,"33.5536,-111.4431"
2008,9,2008-09-01,5.115,148,"33.5536,-111.4431"
2008,10,2008-10-01,-1.675,148,"33.5536,-111.4431"
2008,11,2008-11-01,-1.208,148,"33.5536,-111.4431"
2008,12,2008-12-01,-1.811,148,"33.5536,-111.4431"
2009,1,2009-01-01,-0.804,148,"33.5536,-111.4431"
2009,2,2009-02-01,7.494,148,"33.5536,-111.4431"
2009,3,2009-03-01,5.794,148,"33.5536,-111.4431"
2009,4,2009-04-01,4.585,148,"33.5536,-111.4431"
2009,5,2009-05-01,-0.014,148,"33.5536,-111.4431"
2009,6,2009-06-01,5.045,148,"33.5536,-111.4431"
2009,7,2009-07-01,8.222,148,"33.5536,-111.4431"
2009,8,2009-08-01,7.607,148,"33.5536,-111.4431"
2009,9,2009-09-01,5.697,148,"33.5536,-111.4431"
2009,10,2009-10-01,0.677,148,"33.5536,-111.4431"
2009,11,2009-11-01,0.967,148,"33.5536,-111.4431"
2009,12,2009-12-01,-0.09,148,"33.5536,-111.4431"
2010,1,2010-01-01,-0.125,148,"33.5536,-111.4431"
2010,2,2010-02-01,4.816,148,"33.5536,-111.4431"
2010,3,2010-03-01,23.512,148,"33.5536,-111.4431"
2010,4,2010-04-01,13.81,148,"33.5536,-111.4431"
2010,5,2010-05-01,10.126,148,"33.5536,-111.4431"
2010,6,2010-06-01,2.653,148,"33.5536,-111.4431"
2010,7,2010-07-01,1.893,148,"33.5536,-111.4431"
2010,8,2010-08-01,2.579,148,"33.5536,-111.4431"
2010,9,2010-09-01,5.044,148,"33.5536,-111.4431"
2010,10,2010-10-01,0.674,148,"33.5536,-111.4431"
2010,11,2010-11-01,-2.898,148,"33.5536,-111.4431"
2010,12,2010-12-01,-2.81,148,"33.5536,-111.4431"
2011,1,2011-01-01,-1.791,148,"33.5536,-111.4431"
2011,2,2011-02-01,-1.642,148,"33.5536,-111.4431"
2011,3,2011-03-01,-2.63,148,"33.5536,-111.4431"
