"Year","Month","date","Pumped_storage_generation_GWh","EIA_Plant_ID","latlon"
2003,1,2003-01-01,-25.362,392,"34.587237,-118.656638"
2003,2,2003-02-01,-5.504,392,"34.587237,-118.656638"
2003,3,2003-03-01,0,392,"34.587237,-118.656638"
2003,4,2003-04-01,0,392,"34.587237,-118.656638"
2003,5,2003-05-01,0,392,"34.587237,-118.656638"
2003,6,2003-06-01,0,392,"34.587237,-118.656638"
2003,7,2003-07-01,0,392,"34.587237,-118.656638"
2003,8,2003-08-01,0,392,"34.587237,-118.656638"
2003,9,2003-09-01,0,392,"34.587237,-118.656638"
2003,10,2003-10-01,0,392,"34.587237,-118.656638"
2003,11,2003-11-01,0,392,"34.587237,-118.656638"
2003,12,2003-12-01,0,392,"34.587237,-118.656638"
2004,1,2004-01-01,0,392,"34.587237,-118.656638"
2004,2,2004-02-01,0,392,"34.587237,-118.656638"
2004,3,2004-03-01,0,392,"34.587237,-118.656638"
2004,4,2004-04-01,0,392,"34.587237,-118.656638"
2004,5,2004-05-01,0,392,"34.587237,-118.656638"
2004,6,2004-06-01,0,392,"34.587237,-118.656638"
2004,7,2004-07-01,0,392,"34.587237,-118.656638"
2004,8,2004-08-01,0,392,"34.587237,-118.656638"
2004,9,2004-09-01,0,392,"34.587237,-118.656638"
2004,10,2004-10-01,0,392,"34.587237,-118.656638"
2004,11,2004-11-01,0,392,"34.587237,-118.656638"
2004,12,2004-12-01,0,392,"34.587237,-118.656638"
2005,1,2005-01-01,15.8,392,"34.587237,-118.656638"
2005,2,2005-02-01,45.207,392,"34.587237,-118.656638"
2005,3,2005-03-01,3.409,392,"34.587237,-118.656638"
2005,4,2005-04-01,66.724,392,"34.587237,-118.656638"
2005,5,2005-05-01,0.12,392,"34.587237,-118.656638"
2005,6,2005-06-01,8.29,392,"34.587237,-118.656638"
2005,7,2005-07-01,28.093,392,"34.587237,-118.656638"
2005,8,2005-08-01,26.073,392,"34.587237,-118.656638"
2005,9,2005-09-01,25.16,392,"34.587237,-118.656638"
2005,10,2005-10-01,34.201,392,"34.587237,-118.656638"
2005,11,2005-11-01,36.129,392,"34.587237,-118.656638"
2005,12,2005-12-01,6.603,392,"34.587237,-118.656638"
2006,1,2006-01-01,46.936,392,"34.587237,-118.656638"
2006,2,2006-02-01,29.578,392,"34.587237,-118.656638"
2006,3,2006-03-01,56.244,392,"34.587237,-118.656638"
2006,4,2006-04-01,10.978,392,"34.587237,-118.656638"
2006,5,2006-05-01,14.06,392,"34.587237,-118.656638"
2006,6,2006-06-01,147.76,392,"34.587237,-118.656638"
2006,7,2006-07-01,9.572,392,"34.587237,-118.656638"
2006,8,2006-08-01,23.575,392,"34.587237,-118.656638"
2006,9,2006-09-01,12.968,392,"34.587237,-118.656638"
2006,10,2006-10-01,18.659,392,"34.587237,-118.656638"
2006,11,2006-11-01,-1.367,392,"34.587237,-118.656638"
2006,12,2006-12-01,-0.487,392,"34.587237,-118.656638"
2007,1,2007-01-01,41.35,392,"34.587237,-118.656638"
2007,2,2007-02-01,85.328,392,"34.587237,-118.656638"
2007,3,2007-03-01,100.493,392,"34.587237,-118.656638"
2007,4,2007-04-01,100.501,392,"34.587237,-118.656638"
2007,5,2007-05-01,-13.407,392,"34.587237,-118.656638"
2007,6,2007-06-01,15.318,392,"34.587237,-118.656638"
2007,7,2007-07-01,60.289,392,"34.587237,-118.656638"
2007,8,2007-08-01,72.876,392,"34.587237,-118.656638"
2007,9,2007-09-01,50.187,392,"34.587237,-118.656638"
2007,10,2007-10-01,35.103,392,"34.587237,-118.656638"
2007,11,2007-11-01,10.609,392,"34.587237,-118.656638"
2007,12,2007-12-01,26.48,392,"34.587237,-118.656638"
2008,1,2008-01-01,57.888,392,"34.587237,-118.656638"
2008,2,2008-02-01,22.676,392,"34.587237,-118.656638"
2008,3,2008-03-01,-10.164,392,"34.587237,-118.656638"
2008,4,2008-04-01,43.893,392,"34.587237,-118.656638"
2008,5,2008-05-01,30.077,392,"34.587237,-118.656638"
2008,6,2008-06-01,24.575,392,"34.587237,-118.656638"
2008,7,2008-07-01,73.453,392,"34.587237,-118.656638"
2008,8,2008-08-01,27.393,392,"34.587237,-118.656638"
2008,9,2008-09-01,3.242,392,"34.587237,-118.656638"
2008,10,2008-10-01,8.931,392,"34.587237,-118.656638"
2008,11,2008-11-01,36.193,392,"34.587237,-118.656638"
2008,12,2008-12-01,34.699,392,"34.587237,-118.656638"
2009,1,2009-01-01,18.79,392,"34.587237,-118.656638"
2009,2,2009-02-01,27.098,392,"34.587237,-118.656638"
2009,3,2009-03-01,26.813,392,"34.587237,-118.656638"
2009,4,2009-04-01,18.843,392,"34.587237,-118.656638"
2009,5,2009-05-01,34.774,392,"34.587237,-118.656638"
2009,6,2009-06-01,147.655,392,"34.587237,-118.656638"
2009,7,2009-07-01,28.721,392,"34.587237,-118.656638"
2009,8,2009-08-01,26.314,392,"34.587237,-118.656638"
2009,9,2009-09-01,16.905,392,"34.587237,-118.656638"
2009,10,2009-10-01,32.386,392,"34.587237,-118.656638"
2009,11,2009-11-01,43.589,392,"34.587237,-118.656638"
2009,12,2009-12-01,43.472,392,"34.587237,-118.656638"
2010,1,2010-01-01,29.321,392,"34.587237,-118.656638"
2010,2,2010-02-01,15.927,392,"34.587237,-118.656638"
2010,3,2010-03-01,4.874,392,"34.587237,-118.656638"
2010,4,2010-04-01,5.12,392,"34.587237,-118.656638"
2010,5,2010-05-01,9.027,392,"34.587237,-118.656638"
2010,6,2010-06-01,6.176,392,"34.587237,-118.656638"
2010,7,2010-07-01,16.264,392,"34.587237,-118.656638"
2010,8,2010-08-01,29.518,392,"34.587237,-118.656638"
2010,9,2010-09-01,31.326,392,"34.587237,-118.656638"
2010,10,2010-10-01,45.949,392,"34.587237,-118.656638"
2010,11,2010-11-01,20.078,392,"34.587237,-118.656638"
2010,12,2010-12-01,27.964,392,"34.587237,-118.656638"
2011,1,2011-01-01,8.096,392,"34.587237,-118.656638"
2011,2,2011-02-01,23.609,392,"34.587237,-118.656638"
2011,3,2011-03-01,23.759,392,"34.587237,-118.656638"
2011,4,2011-04-01,12.747,392,"34.587237,-118.656638"
2011,5,2011-05-01,7.127,392,"34.587237,-118.656638"
2011,6,2011-06-01,26.57,392,"34.587237,-118.656638"
2011,7,2011-07-01,6.161,392,"34.587237,-118.656638"
2011,8,2011-08-01,9.65,392,"34.587237,-118.656638"
2011,9,2011-09-01,23.236,392,"34.587237,-118.656638"
2011,10,2011-10-01,13.841,392,"34.587237,-118.656638"
2011,11,2011-11-01,15.972,392,"34.587237,-118.656638"
2011,12,2011-12-01,13.34,392,"34.587237,-118.656638"
2012,1,2012-01-01,32.445,392,"34.587237,-118.656638"
2012,2,2012-02-01,15.358,392,"34.587237,-118.656638"
2012,3,2012-03-01,29.607,392,"34.587237,-118.656638"
2012,4,2012-04-01,47.473,392,"34.587237,-118.656638"
2012,5,2012-05-01,45.031,392,"34.587237,-118.656638"
2012,6,2012-06-01,36.624,392,"34.587237,-118.656638"
2012,7,2012-07-01,35.503,392,"34.587237,-118.656638"
2012,8,2012-08-01,34.759,392,"34.587237,-118.656638"
2012,9,2012-09-01,36.412,392,"34.587237,-118.656638"
2012,10,2012-10-01,35.953,392,"34.587237,-118.656638"
2012,11,2012-11-01,59.819,392,"34.587237,-118.656638"
2012,12,2012-12-01,43.903,392,"34.587237,-118.656638"
2013,1,2013-01-01,19.117,392,"34.587237,-118.656638"
2013,2,2013-02-01,26.11,392,"34.587237,-118.656638"
2013,3,2013-03-01,29.607,392,"34.587237,-118.656638"
2013,4,2013-04-01,46.33,392,"34.587237,-118.656638"
2013,5,2013-05-01,28.606,392,"34.587237,-118.656638"
2013,6,2013-06-01,36.624,392,"34.587237,-118.656638"
2013,7,2013-07-01,75.45,392,"34.587237,-118.656638"
2013,8,2013-08-01,34.954,392,"34.587237,-118.656638"
2013,9,2013-09-01,39.38,392,"34.587237,-118.656638"
2013,10,2013-10-01,35.496,392,"34.587237,-118.656638"
2013,11,2013-11-01,38.361,392,"34.587237,-118.656638"
2013,12,2013-12-01,53.936,392,"34.587237,-118.656638"
2014,1,2014-01-01,27.263,392,"34.587237,-118.656638"
2014,2,2014-02-01,19.101,392,"34.587237,-118.656638"
2014,3,2014-03-01,47.25,392,"34.587237,-118.656638"
2014,4,2014-04-01,9.677,392,"34.587237,-118.656638"
2014,5,2014-05-01,-6.63,392,"34.587237,-118.656638"
2014,6,2014-06-01,-17.49,392,"34.587237,-118.656638"
2014,7,2014-07-01,22.369,392,"34.587237,-118.656638"
2014,8,2014-08-01,0.133,392,"34.587237,-118.656638"
2014,9,2014-09-01,-5.12,392,"34.587237,-118.656638"
2014,10,2014-10-01,18.53,392,"34.587237,-118.656638"
2014,11,2014-11-01,26.526,392,"34.587237,-118.656638"
2014,12,2014-12-01,42.029,392,"34.587237,-118.656638"
2015,1,2015-01-01,18.48,392,"34.587237,-118.656638"
2015,2,2015-02-01,3.614,392,"34.587237,-118.656638"
2015,3,2015-03-01,25.875,392,"34.587237,-118.656638"
2015,4,2015-04-01,40.469,392,"34.587237,-118.656638"
2015,5,2015-05-01,38.388,392,"34.587237,-118.656638"
2015,6,2015-06-01,28.729,392,"34.587237,-118.656638"
2015,7,2015-07-01,41.978,392,"34.587237,-118.656638"
2015,8,2015-08-01,24.142,392,"34.587237,-118.656638"
2015,9,2015-09-01,18.449,392,"34.587237,-118.656638"
2015,10,2015-10-01,16.167,392,"34.587237,-118.656638"
2015,11,2015-11-01,34.765,392,"34.587237,-118.656638"
2015,12,2015-12-01,43.022,392,"34.587237,-118.656638"
2016,1,2016-01-01,0.735,392,"34.587237,-118.656638"
2016,2,2016-02-01,0.832,392,"34.587237,-118.656638"
2016,3,2016-03-01,72.086,392,"34.587237,-118.656638"
2016,4,2016-04-01,51.765,392,"34.587237,-118.656638"
2016,5,2016-05-01,58.207,392,"34.587237,-118.656638"
2016,6,2016-06-01,61.185,392,"34.587237,-118.656638"
2016,7,2016-07-01,24.23,392,"34.587237,-118.656638"
2016,8,2016-08-01,19.817,392,"34.587237,-118.656638"
2016,9,2016-09-01,15.414,392,"34.587237,-118.656638"
2016,10,2016-10-01,42.079,392,"34.587237,-118.656638"
2016,11,2016-11-01,4.301,392,"34.587237,-118.656638"
2016,12,2016-12-01,28.271,392,"34.587237,-118.656638"
2017,1,2017-01-01,87.043,392,"34.587237,-118.656638"
2017,2,2017-02-01,43.709,392,"34.587237,-118.656638"
2017,3,2017-03-01,0.33,392,"34.587237,-118.656638"
2017,4,2017-04-01,13.498,392,"34.587237,-118.656638"
2017,5,2017-05-01,32.035,392,"34.587237,-118.656638"
2017,6,2017-06-01,29.743,392,"34.587237,-118.656638"
2017,7,2017-07-01,30.282,392,"34.587237,-118.656638"
2017,8,2017-08-01,20.529,392,"34.587237,-118.656638"
2017,9,2017-09-01,21.308,392,"34.587237,-118.656638"
2017,10,2017-10-01,29.582,392,"34.587237,-118.656638"
2017,11,2017-11-01,15.595,392,"34.587237,-118.656638"
2017,12,2017-12-01,33.066,392,"34.587237,-118.656638"
2018,1,2018-01-01,31.171,392,"34.587237,-118.656638"
2018,2,2018-02-01,21.07,392,"34.587237,-118.656638"
2018,3,2018-03-01,31.197,392,"34.587237,-118.656638"
2018,4,2018-04-01,25.839,392,"34.587237,-118.656638"
2018,5,2018-05-01,23.858,392,"34.587237,-118.656638"
2018,6,2018-06-01,14.638,392,"34.587237,-118.656638"
2018,7,2018-07-01,5.981,392,"34.587237,-118.656638"
2018,8,2018-08-01,10.447,392,"34.587237,-118.656638"
2018,9,2018-09-01,15.48,392,"34.587237,-118.656638"
2018,10,2018-10-01,15.845,392,"34.587237,-118.656638"
2018,11,2018-11-01,24.946,392,"34.587237,-118.656638"
2018,12,2018-12-01,11.93,392,"34.587237,-118.656638"
2019,1,2019-01-01,7.674,392,"34.587237,-118.656638"
2019,2,2019-02-01,1.98,392,"34.587237,-118.656638"
2019,3,2019-03-01,25.701,392,"34.587237,-118.656638"
2019,4,2019-04-01,38.464,392,"34.587237,-118.656638"
2019,5,2019-05-01,13.069,392,"34.587237,-118.656638"
2019,6,2019-06-01,23.675,392,"34.587237,-118.656638"
2019,7,2019-07-01,23.519,392,"34.587237,-118.656638"
2019,8,2019-08-01,9.837,392,"34.587237,-118.656638"
2019,9,2019-09-01,33.239,392,"34.587237,-118.656638"
2019,10,2019-10-01,12.591,392,"34.587237,-118.656638"
2019,11,2019-11-01,-1.86,392,"34.587237,-118.656638"
2019,12,2019-12-01,5.252,392,"34.587237,-118.656638"
2020,1,2020-01-01,12.82,392,"34.587237,-118.656638"
2020,2,2020-02-01,26.763,392,"34.587237,-118.656638"
2020,3,2020-03-01,36.273,392,"34.587237,-118.656638"
2020,4,2020-04-01,15.107,392,"34.587237,-118.656638"
2020,5,2020-05-01,28.703,392,"34.587237,-118.656638"
2020,6,2020-06-01,30.113,392,"34.587237,-118.656638"
