"Year","Month","date","Pumped_storage_generation_GWh","EIA_Plant_ID","latlon"
2003,1,2003-01-01,-137.187,448,"37.0692,-121.0772"
2003,2,2003-02-01,-107.891,448,"37.0692,-121.0772"
2003,3,2003-03-01,-95.697,448,"37.0692,-121.0772"
2003,4,2003-04-01,35.102,448,"37.0692,-121.0772"
2003,5,2003-05-01,95.385,448,"37.0692,-121.0772"
2003,6,2003-06-01,38.381,448,"37.0692,-121.0772"
2003,7,2003-07-01,54.635,448,"37.0692,-121.0772"
2003,8,2003-08-01,15.317,448,"37.0692,-121.0772"
2003,9,2003-09-01,-46.057,448,"37.0692,-121.0772"
2003,10,2003-10-01,-17.049,448,"37.0692,-121.0772"
2003,11,2003-11-01,-58.298,448,"37.0692,-121.0772"
2003,12,2003-12-01,-73.541,448,"37.0692,-121.0772"
2004,1,2004-01-01,-125.039,448,"37.0692,-121.0772"
2004,2,2004-02-01,-87.437,448,"37.0692,-121.0772"
2004,3,2004-03-01,-74.134,448,"37.0692,-121.0772"
2004,4,2004-04-01,-100.528,448,"37.0692,-121.0772"
2004,5,2004-05-01,128.251,448,"37.0692,-121.0772"
2004,6,2004-06-01,93.441,448,"37.0692,-121.0772"
2004,7,2004-07-01,32.751,448,"37.0692,-121.0772"
2004,8,2004-08-01,-10.045,448,"37.0692,-121.0772"
2004,9,2004-09-01,-45.666,448,"37.0692,-121.0772"
2004,10,2004-10-01,-50.864,448,"37.0692,-121.0772"
2004,11,2004-11-01,-84.343,448,"37.0692,-121.0772"
2004,12,2004-12-01,-78.149,448,"37.0692,-121.0772"
2005,1,2005-01-01,-188.14,448,"37.0692,-121.0772"
2005,2,2005-02-01,-70.609,448,"37.0692,-121.0772"
2005,3,2005-03-01,-25.1,448,"37.0692,-121.0772"
2005,4,2005-04-01,34.596,448,"37.0692,-121.0772"
2005,5,2005-05-01,50.096,448,"37.0692,-121.0772"
2005,6,2005-06-01,24.713,448,"37.0692,-121.0772"
2005,7,2005-07-01,42.175,448,"37.0692,-121.0772"
2005,8,2005-08-01,15.832,448,"37.0692,-121.0772"
2005,9,2005-09-01,-50.331,448,"37.0692,-121.0772"
2005,10,2005-10-01,-53.293,448,"37.0692,-121.0772"
2005,11,2005-11-01,-64.043,448,"37.0692,-121.0772"
2005,12,2005-12-01,-106.789,448,"37.0692,-121.0772"
2006,1,2006-01-01,-60.31,448,"37.0692,-121.0772"
2006,2,2006-02-01,-0.158,448,"37.0692,-121.0772"
2006,3,2006-03-01,-5.184,448,"37.0692,-121.0772"
2006,4,2006-04-01,-0.163,448,"37.0692,-121.0772"
2006,5,2006-05-01,23.679,448,"37.0692,-121.0772"
2006,6,2006-06-01,38.475,448,"37.0692,-121.0772"
2006,7,2006-07-01,56.044,448,"37.0692,-121.0772"
2006,8,2006-08-01,17.696,448,"37.0692,-121.0772"
2006,9,2006-09-01,-36.73,448,"37.0692,-121.0772"
2006,10,2006-10-01,-54.892,448,"37.0692,-121.0772"
2006,11,2006-11-01,-71.53,448,"37.0692,-121.0772"
2006,12,2006-12-01,-113.348,448,"37.0692,-121.0772"
2007,1,2007-01-01,-28.581,448,"37.0692,-121.0772"
2007,2,2007-02-01,1.518,448,"37.0692,-121.0772"
2007,3,2007-03-01,15.512,448,"37.0692,-121.0772"
2007,4,2007-04-01,48.987,448,"37.0692,-121.0772"
2007,5,2007-05-01,113.598,448,"37.0692,-121.0772"
2007,6,2007-06-01,89.533,448,"37.0692,-121.0772"
2007,7,2007-07-01,5.324,448,"37.0692,-121.0772"
2007,8,2007-08-01,-19.987,448,"37.0692,-121.0772"
2007,9,2007-09-01,-41.294,448,"37.0692,-121.0772"
2007,10,2007-10-01,-49.888,448,"37.0692,-121.0772"
2007,11,2007-11-01,-67.252,448,"37.0692,-121.0772"
2007,12,2007-12-01,-87.427,448,"37.0692,-121.0772"
2008,1,2008-01-01,-78.5,448,"37.0692,-121.0772"
2008,2,2008-02-01,51.642,448,"37.0692,-121.0772"
2008,3,2008-03-01,16.798,448,"37.0692,-121.0772"
2008,4,2008-04-01,51.642,448,"37.0692,-121.0772"
2008,5,2008-05-01,73.667,448,"37.0692,-121.0772"
2008,6,2008-06-01,79.276,448,"37.0692,-121.0772"
2008,7,2008-07-01,32.153,448,"37.0692,-121.0772"
2008,8,2008-08-01,17.5,448,"37.0692,-121.0772"
2008,9,2008-09-01,-0.747,448,"37.0692,-121.0772"
2008,10,2008-10-01,-8.695,448,"37.0692,-121.0772"
2008,11,2008-11-01,-32.53,448,"37.0692,-121.0772"
2008,12,2008-12-01,-18.391,448,"37.0692,-121.0772"
2009,1,2009-01-01,-55.711,448,"37.0692,-121.0772"
2009,2,2009-02-01,-34.076,448,"37.0692,-121.0772"
2009,3,2009-03-01,-54.681,448,"37.0692,-121.0772"
2009,4,2009-04-01,5.049,448,"37.0692,-121.0772"
2009,5,2009-05-01,43.178,448,"37.0692,-121.0772"
2009,6,2009-06-01,52.508,448,"37.0692,-121.0772"
2009,7,2009-07-01,-10.863,448,"37.0692,-121.0772"
2009,8,2009-08-01,-8.844,448,"37.0692,-121.0772"
2009,9,2009-09-01,-8.584,448,"37.0692,-121.0772"
2009,10,2009-10-01,-21.038,448,"37.0692,-121.0772"
2009,11,2009-11-01,-46.501,448,"37.0692,-121.0772"
2009,12,2009-12-01,-74.579,448,"37.0692,-121.0772"
2010,1,2010-01-01,-87.018,448,"37.0692,-121.0772"
2010,2,2010-02-01,-89.722,448,"37.0692,-121.0772"
2010,3,2010-03-01,-98.701,448,"37.0692,-121.0772"
2010,4,2010-04-01,10.07,448,"37.0692,-121.0772"
2010,5,2010-05-01,50.796,448,"37.0692,-121.0772"
2010,6,2010-06-01,54.73,448,"37.0692,-121.0772"
