"Year","Month","date","Generation_GWh","EIA_Plant_ID","latlon"
2003,1,2003-01-01,155.525,811,"44.8367,-116.8975"
2003,2,2003-02-01,191.78,811,"44.8367,-116.8975"
2003,3,2003-03-01,166.657,811,"44.8367,-116.8975"
2003,4,2003-04-01,211.096,811,"44.8367,-116.8975"
2003,5,2003-05-01,233.589,811,"44.8367,-116.8975"
2003,6,2003-06-01,221.158,811,"44.8367,-116.8975"
2003,7,2003-07-01,128.318,811,"44.8367,-116.8975"
2003,8,2003-08-01,154.943,811,"44.8367,-116.8975"
2003,9,2003-09-01,154.164,811,"44.8367,-116.8975"
2003,10,2003-10-01,109.643,811,"44.8367,-116.8975"
2003,11,2003-11-01,101.917,811,"44.8367,-116.8975"
2003,12,2003-12-01,114.496,811,"44.8367,-116.8975"
2004,1,2004-01-01,174.492,811,"44.8367,-116.8975"
2004,2,2004-02-01,173.494,811,"44.8367,-116.8975"
2004,3,2004-03-01,223.211,811,"44.8367,-116.8975"
2004,4,2004-04-01,127.759,811,"44.8367,-116.8975"
2004,5,2004-05-01,193.571,811,"44.8367,-116.8975"
2004,6,2004-06-01,183.54,811,"44.8367,-116.8975"
2004,7,2004-07-01,154.925,811,"44.8367,-116.8975"
2004,8,2004-08-01,129.368,811,"44.8367,-116.8975"
2004,9,2004-09-01,151.096,811,"44.8367,-116.8975"
2004,10,2004-10-01,115.584,811,"44.8367,-116.8975"
2004,11,2004-11-01,113.91,811,"44.8367,-116.8975"
2004,12,2004-12-01,140.586,811,"44.8367,-116.8975"
2005,1,2005-01-01,160.554,811,"44.8367,-116.8975"
2005,2,2005-02-01,124.053,811,"44.8367,-116.8975"
2005,3,2005-03-01,152.932,811,"44.8367,-116.8975"
2005,4,2005-04-01,165.895,811,"44.8367,-116.8975"
2005,5,2005-05-01,301.474,811,"44.8367,-116.8975"
2005,6,2005-06-01,204.872,811,"44.8367,-116.8975"
2005,7,2005-07-01,173.636,811,"44.8367,-116.8975"
2005,8,2005-08-01,125.908,811,"44.8367,-116.8975"
2005,9,2005-09-01,116.501,811,"44.8367,-116.8975"
2005,10,2005-10-01,126.404,811,"44.8367,-116.8975"
2005,11,2005-11-01,126.913,811,"44.8367,-116.8975"
2005,12,2005-12-01,177.621,811,"44.8367,-116.8975"
2006,1,2006-01-01,332.502,811,"44.8367,-116.8975"
2006,2,2006-02-01,318.124,811,"44.8367,-116.8975"
2006,3,2006-03-01,354.961,811,"44.8367,-116.8975"
2006,4,2006-04-01,294.668,811,"44.8367,-116.8975"
2006,5,2006-05-01,325.322,811,"44.8367,-116.8975"
2006,6,2006-06-01,327.385,811,"44.8367,-116.8975"
2006,7,2006-07-01,203.865,811,"44.8367,-116.8975"
2006,8,2006-08-01,153.468,811,"44.8367,-116.8975"
2006,9,2006-09-01,162.493,811,"44.8367,-116.8975"
2006,10,2006-10-01,144.243,811,"44.8367,-116.8975"
2006,11,2006-11-01,117.571,811,"44.8367,-116.8975"
