"Year","Month","date","Pumped_storage_generation_GWh","EIA_Plant_ID","latlon"
2003,1,2003-01-01,-2.316,104,"37.147926,-119.2567"
2003,2,2003-02-01,-0.304,104,"37.147926,-119.2567"
2003,3,2003-03-01,-0.09,104,"37.147926,-119.2567"
2003,4,2003-04-01,0,104,"37.147926,-119.2567"
2003,5,2003-05-01,-35.757,104,"37.147926,-119.2567"
2003,6,2003-06-01,-77.866,104,"37.147926,-119.2567"
2003,7,2003-07-01,-35.958,104,"37.147926,-119.2567"
2003,8,2003-08-01,-19.095,104,"37.147926,-119.2567"
2003,9,2003-09-01,-21.331,104,"37.147926,-119.2567"
2003,10,2003-10-01,-11.668,104,"37.147926,-119.2567"
2003,11,2003-11-01,-6.211,104,"37.147926,-119.2567"
2003,12,2003-12-01,-0.203,104,"37.147926,-119.2567"
2004,1,2004-01-01,0.38,104,"37.147926,-119.2567"
2004,2,2004-02-01,0.378,104,"37.147926,-119.2567"
2004,3,2004-03-01,0.395,104,"37.147926,-119.2567"
2004,4,2004-04-01,0.149,104,"37.147926,-119.2567"
2004,5,2004-05-01,-25.805,104,"37.147926,-119.2567"
2004,6,2004-06-01,-43.185,104,"37.147926,-119.2567"
2004,7,2004-07-01,-25.059,104,"37.147926,-119.2567"
2004,8,2004-08-01,-12.803,104,"37.147926,-119.2567"
2004,9,2004-09-01,-20.354,104,"37.147926,-119.2567"
2004,10,2004-10-01,-9.325,104,"37.147926,-119.2567"
2004,11,2004-11-01,-9.425,104,"37.147926,-119.2567"
2004,12,2004-12-01,-10.402,104,"37.147926,-119.2567"
2005,1,2005-01-01,8.543,104,"37.147926,-119.2567"
2005,2,2005-02-01,22.715,104,"37.147926,-119.2567"
2005,3,2005-03-01,1.625,104,"37.147926,-119.2567"
2005,4,2005-04-01,2.999,104,"37.147926,-119.2567"
2005,5,2005-05-01,65.288,104,"37.147926,-119.2567"
2005,6,2005-06-01,86.061,104,"37.147926,-119.2567"
2005,7,2005-07-01,59.042,104,"37.147926,-119.2567"
2005,8,2005-08-01,25.05,104,"37.147926,-119.2567"
2005,9,2005-09-01,14.13,104,"37.147926,-119.2567"
2005,10,2005-10-01,8.981,104,"37.147926,-119.2567"
2005,11,2005-11-01,23.058,104,"37.147926,-119.2567"
2005,12,2005-12-01,21.223,104,"37.147926,-119.2567"
2006,1,2006-01-01,5.144,104,"37.147926,-119.2567"
2006,2,2006-02-01,-2.475,104,"37.147926,-119.2567"
2006,3,2006-03-01,4.412,104,"37.147926,-119.2567"
2006,4,2006-04-01,17.722,104,"37.147926,-119.2567"
2006,5,2006-05-01,63.644,104,"37.147926,-119.2567"
2006,6,2006-06-01,93.997,104,"37.147926,-119.2567"
2006,7,2006-07-01,65.683,104,"37.147926,-119.2567"
2006,8,2006-08-01,39.478,104,"37.147926,-119.2567"
2006,9,2006-09-01,17.397,104,"37.147926,-119.2567"
2006,10,2006-10-01,-0.265,104,"37.147926,-119.2567"
2006,11,2006-11-01,-3.753,104,"37.147926,-119.2567"
2006,12,2006-12-01,-5.825,104,"37.147926,-119.2567"
2007,1,2007-01-01,-6.835,104,"37.147926,-119.2567"
2007,2,2007-02-01,-5.138,104,"37.147926,-119.2567"
2007,3,2007-03-01,-2.081,104,"37.147926,-119.2567"
2007,4,2007-04-01,3.401,104,"37.147926,-119.2567"
2007,5,2007-05-01,7.873,104,"37.147926,-119.2567"
2007,6,2007-06-01,8.234,104,"37.147926,-119.2567"
2007,7,2007-07-01,11.485,104,"37.147926,-119.2567"
2007,8,2007-08-01,2.74,104,"37.147926,-119.2567"
2007,9,2007-09-01,35.969,104,"37.147926,-119.2567"
2007,10,2007-10-01,-6.623,104,"37.147926,-119.2567"
2007,11,2007-11-01,-6.352,104,"37.147926,-119.2567"
2007,12,2007-12-01,-5.013,104,"37.147926,-119.2567"
2008,1,2008-01-01,0,104,"37.147926,-119.2567"
2008,2,2008-02-01,6.388,104,"37.147926,-119.2567"
2008,3,2008-03-01,-0.917,104,"37.147926,-119.2567"
2008,4,2008-04-01,-0.895,104,"37.147926,-119.2567"
2008,5,2008-05-01,-3.271,104,"37.147926,-119.2567"
2008,6,2008-06-01,43.513,104,"37.147926,-119.2567"
2008,7,2008-07-01,-8.327,104,"37.147926,-119.2567"
2008,8,2008-08-01,-7.471,104,"37.147926,-119.2567"
2008,9,2008-09-01,-5.873,104,"37.147926,-119.2567"
2008,10,2008-10-01,-1.025,104,"37.147926,-119.2567"
2008,11,2008-11-01,-0.603,104,"37.147926,-119.2567"
2008,12,2008-12-01,-8.069,104,"37.147926,-119.2567"
2009,1,2009-01-01,-7.555,104,"37.147926,-119.2567"
2009,2,2009-02-01,-6.692,104,"37.147926,-119.2567"
2009,3,2009-03-01,-6.815,104,"37.147926,-119.2567"
2009,4,2009-04-01,8.791,104,"37.147926,-119.2567"
2009,5,2009-05-01,44.033,104,"37.147926,-119.2567"
2009,6,2009-06-01,44.421,104,"37.147926,-119.2567"
2009,7,2009-07-01,30.624,104,"37.147926,-119.2567"
2009,8,2009-08-01,2.199,104,"37.147926,-119.2567"
2009,9,2009-09-01,25.811,104,"37.147926,-119.2567"
2009,10,2009-10-01,3.716,104,"37.147926,-119.2567"
2009,11,2009-11-01,-0.026,104,"37.147926,-119.2567"
2009,12,2009-12-01,-7.395,104,"37.147926,-119.2567"
2010,1,2010-01-01,-1.394,104,"37.147926,-119.2567"
2010,2,2010-02-01,21.57,104,"37.147926,-119.2567"
2010,3,2010-03-01,30.299,104,"37.147926,-119.2567"
2010,4,2010-04-01,-2.675,104,"37.147926,-119.2567"
2010,5,2010-05-01,35.684,104,"37.147926,-119.2567"
2010,6,2010-06-01,61.764,104,"37.147926,-119.2567"
2010,7,2010-07-01,45.219,104,"37.147926,-119.2567"
2010,8,2010-08-01,15.471,104,"37.147926,-119.2567"
2010,9,2010-09-01,3.188,104,"37.147926,-119.2567"
2010,10,2010-10-01,-0.261,104,"37.147926,-119.2567"
2010,11,2010-11-01,0.472,104,"37.147926,-119.2567"
2010,12,2010-12-01,19.458,104,"37.147926,-119.2567"
2011,1,2011-01-01,22.552,104,"37.147926,-119.2567"
2011,2,2011-02-01,44.607,104,"37.147926,-119.2567"
2011,3,2011-03-01,48.578,104,"37.147926,-119.2567"
2011,4,2011-04-01,32.67,104,"37.147926,-119.2567"
2011,5,2011-05-01,55.182,104,"37.147926,-119.2567"
2011,6,2011-06-01,69.284,104,"37.147926,-119.2567"
2011,7,2011-07-01,66.459,104,"37.147926,-119.2567"
2011,8,2011-08-01,29.994,104,"37.147926,-119.2567"
2011,9,2011-09-01,1.439,104,"37.147926,-119.2567"
2011,10,2011-10-01,-0.254,104,"37.147926,-119.2567"
2011,11,2011-11-01,-0.21,104,"37.147926,-119.2567"
2011,12,2011-12-01,-0.224,104,"37.147926,-119.2567"
2012,1,2012-01-01,-0.089,104,"37.147926,-119.2567"
2012,2,2012-02-01,0.539,104,"37.147926,-119.2567"
2012,3,2012-03-01,72.609,104,"37.147926,-119.2567"
2012,4,2012-04-01,3.629,104,"37.147926,-119.2567"
2012,5,2012-05-01,25.55,104,"37.147926,-119.2567"
2012,6,2012-06-01,13.945,104,"37.147926,-119.2567"
2012,7,2012-07-01,13.654,104,"37.147926,-119.2567"
2012,8,2012-08-01,14.843,104,"37.147926,-119.2567"
2012,9,2012-09-01,32.418,104,"37.147926,-119.2567"
2012,10,2012-10-01,5.147,104,"37.147926,-119.2567"
2012,11,2012-11-01,-0.011,104,"37.147926,-119.2567"
2012,12,2012-12-01,-2.806,104,"37.147926,-119.2567"
2013,1,2013-01-01,-3.404,104,"37.147926,-119.2567"
2013,2,2013-02-01,-0.523,104,"37.147926,-119.2567"
2013,3,2013-03-01,-2.8,104,"37.147926,-119.2567"
2013,4,2013-04-01,0.441,104,"37.147926,-119.2567"
2013,5,2013-05-01,-1.762,104,"37.147926,-119.2567"
2013,6,2013-06-01,16.034,104,"37.147926,-119.2567"
2013,7,2013-07-01,22.674,104,"37.147926,-119.2567"
2013,8,2013-08-01,1.784,104,"37.147926,-119.2567"
2013,9,2013-09-01,47.152,104,"37.147926,-119.2567"
2013,10,2013-10-01,-3.442,104,"37.147926,-119.2567"
2013,11,2013-11-01,-3.017,104,"37.147926,-119.2567"
2013,12,2013-12-01,-0.997,104,"37.147926,-119.2567"
2014,1,2014-01-01,0.001,104,"37.147926,-119.2567"
2014,2,2014-02-01,-0.018,104,"37.147926,-119.2567"
2014,3,2014-03-01,-1.45,104,"37.147926,-119.2567"
2014,4,2014-04-01,-2.214,104,"37.147926,-119.2567"
2014,5,2014-05-01,14.806,104,"37.147926,-119.2567"
2014,6,2014-06-01,26.029,104,"37.147926,-119.2567"
2014,7,2014-07-01,23.433,104,"37.147926,-119.2567"
2014,8,2014-08-01,8.094,104,"37.147926,-119.2567"
2014,9,2014-09-01,1.314,104,"37.147926,-119.2567"
2014,10,2014-10-01,9.454,104,"37.147926,-119.2567"
2014,11,2014-11-01,0.945,104,"37.147926,-119.2567"
2014,12,2014-12-01,-2.104,104,"37.147926,-119.2567"
2015,1,2015-01-01,-0.177,104,"37.147926,-119.2567"
2015,2,2015-02-01,-0.14,104,"37.147926,-119.2567"
2015,3,2015-03-01,-0.151,104,"37.147926,-119.2567"
2015,4,2015-04-01,-0.143,104,"37.147926,-119.2567"
2015,5,2015-05-01,4.217,104,"37.147926,-119.2567"
2015,6,2015-06-01,27.333,104,"37.147926,-119.2567"
2015,7,2015-07-01,15.515,104,"37.147926,-119.2567"
2015,8,2015-08-01,21.631,104,"37.147926,-119.2567"
2015,9,2015-09-01,6.513,104,"37.147926,-119.2567"
2015,10,2015-10-01,3.613,104,"37.147926,-119.2567"
2015,11,2015-11-01,0.491,104,"37.147926,-119.2567"
2015,12,2015-12-01,1.695,104,"37.147926,-119.2567"
2016,1,2016-01-01,5.012,104,"37.147926,-119.2567"
2016,2,2016-02-01,1.656,104,"37.147926,-119.2567"
2016,3,2016-03-01,6.567,104,"37.147926,-119.2567"
2016,4,2016-04-01,11.07,104,"37.147926,-119.2567"
2016,5,2016-05-01,44.845,104,"37.147926,-119.2567"
2016,6,2016-06-01,68.478,104,"37.147926,-119.2567"
2016,7,2016-07-01,40.406,104,"37.147926,-119.2567"
2016,8,2016-08-01,0.2,104,"37.147926,-119.2567"
2016,9,2016-09-01,36.419,104,"37.147926,-119.2567"
2016,10,2016-10-01,24.424,104,"37.147926,-119.2567"
2016,11,2016-11-01,-0.18,104,"37.147926,-119.2567"
2016,12,2016-12-01,-0.198,104,"37.147926,-119.2567"
2017,1,2017-01-01,9.406,104,"37.147926,-119.2567"
2017,2,2017-02-01,29.381,104,"37.147926,-119.2567"
2017,3,2017-03-01,25.706,104,"37.147926,-119.2567"
2017,4,2017-04-01,33.477,104,"37.147926,-119.2567"
2017,5,2017-05-01,71.894,104,"37.147926,-119.2567"
2017,6,2017-06-01,79.783,104,"37.147926,-119.2567"
2017,7,2017-07-01,83.864,104,"37.147926,-119.2567"
2017,8,2017-08-01,58.17,104,"37.147926,-119.2567"
2017,9,2017-09-01,16.772,104,"37.147926,-119.2567"
2017,10,2017-10-01,6.537,104,"37.147926,-119.2567"
2017,11,2017-11-01,10.36,104,"37.147926,-119.2567"
2017,12,2017-12-01,-0.21,104,"37.147926,-119.2567"
2018,1,2018-01-01,7.85,104,"37.147926,-119.2567"
2018,2,2018-02-01,7.713,104,"37.147926,-119.2567"
2018,3,2018-03-01,3.409,104,"37.147926,-119.2567"
2018,4,2018-04-01,10.361,104,"37.147926,-119.2567"
2018,5,2018-05-01,47.484,104,"37.147926,-119.2567"
2018,6,2018-06-01,53.329,104,"37.147926,-119.2567"
2018,7,2018-07-01,36.659,104,"37.147926,-119.2567"
2018,8,2018-08-01,22.273,104,"37.147926,-119.2567"
2018,9,2018-09-01,33.528,104,"37.147926,-119.2567"
2018,10,2018-10-01,6.228,104,"37.147926,-119.2567"
2018,11,2018-11-01,0.5,104,"37.147926,-119.2567"
2018,12,2018-12-01,4.736,104,"37.147926,-119.2567"
2019,1,2019-01-01,6.183,104,"37.147926,-119.2567"
2019,2,2019-02-01,13.721,104,"37.147926,-119.2567"
2019,3,2019-03-01,3.296,104,"37.147926,-119.2567"
2019,4,2019-04-01,20.736,104,"37.147926,-119.2567"
2019,5,2019-05-01,57.672,104,"37.147926,-119.2567"
2019,6,2019-06-01,65.663,104,"37.147926,-119.2567"
2019,7,2019-07-01,36.134,104,"37.147926,-119.2567"
2019,8,2019-08-01,27.857,104,"37.147926,-119.2567"
2019,9,2019-09-01,17.988,104,"37.147926,-119.2567"
2019,10,2019-10-01,4.723,104,"37.147926,-119.2567"
2019,11,2019-11-01,-0.181,104,"37.147926,-119.2567"
2019,12,2019-12-01,0.885,104,"37.147926,-119.2567"
2020,1,2020-01-01,6.513,104,"37.147926,-119.2567"
2020,2,2020-02-01,5.648,104,"37.147926,-119.2567"
2020,3,2020-03-01,2.478,104,"37.147926,-119.2567"
2020,4,2020-04-01,5.885,104,"37.147926,-119.2567"
2020,5,2020-05-01,29.346,104,"37.147926,-119.2567"
2020,6,2020-06-01,35.546,104,"37.147926,-119.2567"
