"Year","Month","date","Generation_GWh","EIA_Plant_ID","latlon"
2003,1,2003-01-01,75.722,6202,"48.732577,-121.06788"
2003,2,2003-02-01,64.385,6202,"48.732577,-121.06788"
2003,3,2003-03-01,47.953,6202,"48.732577,-121.06788"
2003,4,2003-04-01,55.896,6202,"48.732577,-121.06788"
2003,5,2003-05-01,46.219,6202,"48.732577,-121.06788"
2003,6,2003-06-01,52.727,6202,"48.732577,-121.06788"
2003,7,2003-07-01,50.673,6202,"48.732577,-121.06788"
2003,8,2003-08-01,43.841,6202,"48.732577,-121.06788"
2003,9,2003-09-01,44.99,6202,"48.732577,-121.06788"
2003,10,2003-10-01,79.203,6202,"48.732577,-121.06788"
2003,11,2003-11-01,95.659,6202,"48.732577,-121.06788"
2003,12,2003-12-01,67.768,6202,"48.732577,-121.06788"
2004,1,2004-01-01,102.869,6202,"48.732577,-121.06788"
2004,2,2004-02-01,106.465,6202,"48.732577,-121.06788"
2004,3,2004-03-01,34.982,6202,"48.732577,-121.06788"
2004,4,2004-04-01,28.771,6202,"48.732577,-121.06788"
2004,5,2004-05-01,9.522,6202,"48.732577,-121.06788"
2004,6,2004-06-01,50.293,6202,"48.732577,-121.06788"
2004,7,2004-07-01,47.117,6202,"48.732577,-121.06788"
2004,8,2004-08-01,39.251,6202,"48.732577,-121.06788"
2004,9,2004-09-01,42.561,6202,"48.732577,-121.06788"
2004,10,2004-10-01,61.508,6202,"48.732577,-121.06788"
2004,11,2004-11-01,86.439,6202,"48.732577,-121.06788"
2004,12,2004-12-01,68.934,6202,"48.732577,-121.06788"
2005,1,2005-01-01,94.151,6202,"48.732577,-121.06788"
2005,2,2005-02-01,87.192,6202,"48.732577,-121.06788"
2005,3,2005-03-01,44.481,6202,"48.732577,-121.06788"
2005,4,2005-04-01,26.287,6202,"48.732577,-121.06788"
2005,5,2005-05-01,21.031,6202,"48.732577,-121.06788"
2005,6,2005-06-01,18.432,6202,"48.732577,-121.06788"
2005,7,2005-07-01,17.703,6202,"48.732577,-121.06788"
2005,8,2005-08-01,18.345,6202,"48.732577,-121.06788"
2005,9,2005-09-01,42.607,6202,"48.732577,-121.06788"
2005,10,2005-10-01,43.578,6202,"48.732577,-121.06788"
2005,11,2005-11-01,88.093,6202,"48.732577,-121.06788"
2005,12,2005-12-01,59.214,6202,"48.732577,-121.06788"
2006,1,2006-01-01,86.953,6202,"48.732577,-121.06788"
2006,2,2006-02-01,98.418,6202,"48.732577,-121.06788"
2006,3,2006-03-01,93.727,6202,"48.732577,-121.06788"
2006,4,2006-04-01,22.925,6202,"48.732577,-121.06788"
2006,5,2006-05-01,12.621,6202,"48.732577,-121.06788"
2006,6,2006-06-01,14.965,6202,"48.732577,-121.06788"
2006,7,2006-07-01,41.783,6202,"48.732577,-121.06788"
2006,8,2006-08-01,22.075,6202,"48.732577,-121.06788"
2006,9,2006-09-01,38.03,6202,"48.732577,-121.06788"
2006,10,2006-10-01,26.723,6202,"48.732577,-121.06788"
2006,11,2006-11-01,117.754,6202,"48.732577,-121.06788"
