"Year","Month","date","Pumped_storage_generation_GWh","EIA_Plant_ID","latlon"
2003,1,2003-01-01,3.508839,7164,"33.8447,-112.2714"
2003,2,2003-02-01,3.107227,7164,"33.8447,-112.2714"
2003,3,2003-03-01,3.277491,7164,"33.8447,-112.2714"
2003,4,2003-04-01,2.862871,7164,"33.8447,-112.2714"
2003,5,2003-05-01,3.3594,7164,"33.8447,-112.2714"
2003,6,2003-06-01,3.582402,7164,"33.8447,-112.2714"
2003,7,2003-07-01,4.54632,7164,"33.8447,-112.2714"
2003,8,2003-08-01,4.522152,7164,"33.8447,-112.2714"
2003,9,2003-09-01,4.176547,7164,"33.8447,-112.2714"
2003,10,2003-10-01,3.640141,7164,"33.8447,-112.2714"
2003,11,2003-11-01,3.149086,7164,"33.8447,-112.2714"
2003,12,2003-12-01,3.297523,7164,"33.8447,-112.2714"
2004,1,2004-01-01,3.81225,7164,"33.8447,-112.2714"
2004,2,2004-02-01,3.81225,7164,"33.8447,-112.2714"
2004,3,2004-03-01,3.81225,7164,"33.8447,-112.2714"
2004,4,2004-04-01,3.81225,7164,"33.8447,-112.2714"
2004,5,2004-05-01,3.81225,7164,"33.8447,-112.2714"
2004,6,2004-06-01,3.81225,7164,"33.8447,-112.2714"
2004,7,2004-07-01,3.81225,7164,"33.8447,-112.2714"
2004,8,2004-08-01,3.81225,7164,"33.8447,-112.2714"
2004,9,2004-09-01,3.81225,7164,"33.8447,-112.2714"
2004,10,2004-10-01,3.81225,7164,"33.8447,-112.2714"
2004,11,2004-11-01,3.81225,7164,"33.8447,-112.2714"
2004,12,2004-12-01,3.81225,7164,"33.8447,-112.2714"
2005,1,2005-01-01,3.387986,7164,"33.8447,-112.2714"
2005,2,2005-02-01,4.040087,7164,"33.8447,-112.2714"
2005,3,2005-03-01,2.754897,7164,"33.8447,-112.2714"
2005,4,2005-04-01,4.035867,7164,"33.8447,-112.2714"
2005,5,2005-05-01,6.432838,7164,"33.8447,-112.2714"
2005,6,2005-06-01,7.903408,7164,"33.8447,-112.2714"
2005,7,2005-07-01,6.996076,7164,"33.8447,-112.2714"
2005,8,2005-08-01,5.748085,7164,"33.8447,-112.2714"
2005,9,2005-09-01,3.987694,7164,"33.8447,-112.2714"
