"Year","Month","date","Pumped_storage_generation_GWh","EIA_Plant_ID","latlon"
2003,1,2003-01-01,0,6163,"47.957511,-118.977323"
2003,2,2003-02-01,-4.565,6163,"47.957511,-118.977323"
2003,3,2003-03-01,0,6163,"47.957511,-118.977323"
2003,4,2003-04-01,-2.243,6163,"47.957511,-118.977323"
2003,5,2003-05-01,9.71,6163,"47.957511,-118.977323"
2003,6,2003-06-01,-3.228,6163,"47.957511,-118.977323"
2003,7,2003-07-01,-0.114,6163,"47.957511,-118.977323"
2003,8,2003-08-01,-0.404,6163,"47.957511,-118.977323"
2003,9,2003-09-01,-0.002,6163,"47.957511,-118.977323"
2003,10,2003-10-01,-0.028,6163,"47.957511,-118.977323"
2003,11,2003-11-01,-1.271,6163,"47.957511,-118.977323"
2003,12,2003-12-01,-1.148,6163,"47.957511,-118.977323"
2004,1,2004-01-01,-4.918,6163,"47.957511,-118.977323"
2004,2,2004-02-01,-1.45,6163,"47.957511,-118.977323"
2004,3,2004-03-01,0,6163,"47.957511,-118.977323"
2004,4,2004-04-01,-2.668,6163,"47.957511,-118.977323"
2004,5,2004-05-01,-0.749,6163,"47.957511,-118.977323"
2004,6,2004-06-01,-0.033,6163,"47.957511,-118.977323"
2004,7,2004-07-01,0,6163,"47.957511,-118.977323"
2004,8,2004-08-01,0,6163,"47.957511,-118.977323"
2004,9,2004-09-01,0,6163,"47.957511,-118.977323"
2004,10,2004-10-01,0,6163,"47.957511,-118.977323"
2004,11,2004-11-01,0,6163,"47.957511,-118.977323"
2004,12,2004-12-01,0,6163,"47.957511,-118.977323"
2005,1,2005-01-01,0.357,6163,"47.957511,-118.977323"
2005,2,2005-02-01,0.357,6163,"47.957511,-118.977323"
2005,3,2005-03-01,0.455,6163,"47.957511,-118.977323"
2005,4,2005-04-01,0,6163,"47.957511,-118.977323"
2005,5,2005-05-01,2.61,6163,"47.957511,-118.977323"
2005,6,2005-06-01,0.075,6163,"47.957511,-118.977323"
2005,7,2005-07-01,0.973,6163,"47.957511,-118.977323"
2005,8,2005-08-01,0.107,6163,"47.957511,-118.977323"
2005,9,2005-09-01,0,6163,"47.957511,-118.977323"
2005,10,2005-10-01,0,6163,"47.957511,-118.977323"
2005,11,2005-11-01,0.156,6163,"47.957511,-118.977323"
2005,12,2005-12-01,3.383,6163,"47.957511,-118.977323"
2006,1,2006-01-01,0.456,6163,"47.957511,-118.977323"
2006,2,2006-02-01,9.464,6163,"47.957511,-118.977323"
2006,3,2006-03-01,5.498,6163,"47.957511,-118.977323"
2006,4,2006-04-01,6.333,6163,"47.957511,-118.977323"
2006,5,2006-05-01,2.088,6163,"47.957511,-118.977323"
2006,6,2006-06-01,16.012,6163,"47.957511,-118.977323"
2006,7,2006-07-01,2.382,6163,"47.957511,-118.977323"
2006,8,2006-08-01,4.866,6163,"47.957511,-118.977323"
2006,9,2006-09-01,0,6163,"47.957511,-118.977323"
2006,10,2006-10-01,0,6163,"47.957511,-118.977323"
2006,11,2006-11-01,0,6163,"47.957511,-118.977323"
2006,12,2006-12-01,0,6163,"47.957511,-118.977323"
2007,1,2007-01-01,0,6163,"47.957511,-118.977323"
2007,2,2007-02-01,0,6163,"47.957511,-118.977323"
2007,3,2007-03-01,0,6163,"47.957511,-118.977323"
2007,4,2007-04-01,0,6163,"47.957511,-118.977323"
2007,5,2007-05-01,0,6163,"47.957511,-118.977323"
2007,6,2007-06-01,0,6163,"47.957511,-118.977323"
2007,7,2007-07-01,0,6163,"47.957511,-118.977323"
2007,8,2007-08-01,10.381,6163,"47.957511,-118.977323"
2007,9,2007-09-01,0,6163,"47.957511,-118.977323"
2007,10,2007-10-01,0.182,6163,"47.957511,-118.977323"
2007,11,2007-11-01,9.607,6163,"47.957511,-118.977323"
2007,12,2007-12-01,24.342,6163,"47.957511,-118.977323"
2008,1,2008-01-01,4.194,6163,"47.957511,-118.977323"
2008,2,2008-02-01,4.455,6163,"47.957511,-118.977323"
2008,3,2008-03-01,-0.518,6163,"47.957511,-118.977323"
2008,4,2008-04-01,0,6163,"47.957511,-118.977323"
2008,5,2008-05-01,0.713,6163,"47.957511,-118.977323"
2008,6,2008-06-01,4.417,6163,"47.957511,-118.977323"
2008,7,2008-07-01,7.152,6163,"47.957511,-118.977323"
2008,8,2008-08-01,6.631,6163,"47.957511,-118.977323"
2008,9,2008-09-01,0,6163,"47.957511,-118.977323"
2008,10,2008-10-01,-0.39,6163,"47.957511,-118.977323"
2008,11,2008-11-01,9.821,6163,"47.957511,-118.977323"
2008,12,2008-12-01,12.238,6163,"47.957511,-118.977323"
2009,1,2009-01-01,1.472,6163,"47.957511,-118.977323"
2009,2,2009-02-01,1.499,6163,"47.957511,-118.977323"
2009,3,2009-03-01,5.376,6163,"47.957511,-118.977323"
2009,4,2009-04-01,5.221,6163,"47.957511,-118.977323"
2009,5,2009-05-01,10.178,6163,"47.957511,-118.977323"
2009,6,2009-06-01,3.714,6163,"47.957511,-118.977323"
2009,7,2009-07-01,2.233,6163,"47.957511,-118.977323"
2009,8,2009-08-01,6.37,6163,"47.957511,-118.977323"
2009,9,2009-09-01,4.103,6163,"47.957511,-118.977323"
2009,10,2009-10-01,-0.332,6163,"47.957511,-118.977323"
2009,11,2009-11-01,-0.195,6163,"47.957511,-118.977323"
2009,12,2009-12-01,12.744,6163,"47.957511,-118.977323"
2010,1,2010-01-01,-0.176,6163,"47.957511,-118.977323"
2010,2,2010-02-01,7.478,6163,"47.957511,-118.977323"
2010,3,2010-03-01,14.119,6163,"47.957511,-118.977323"
2010,4,2010-04-01,0.983,6163,"47.957511,-118.977323"
2010,5,2010-05-01,3.708,6163,"47.957511,-118.977323"
2010,6,2010-06-01,5.598,6163,"47.957511,-118.977323"
2010,7,2010-07-01,0.983,6163,"47.957511,-118.977323"
2010,8,2010-08-01,3.934,6163,"47.957511,-118.977323"
2010,9,2010-09-01,-0.158,6163,"47.957511,-118.977323"
2010,10,2010-10-01,-0.161,6163,"47.957511,-118.977323"
2010,11,2010-11-01,9.204,6163,"47.957511,-118.977323"
2010,12,2010-12-01,7.816,6163,"47.957511,-118.977323"
2011,1,2011-01-01,15.217,6163,"47.957511,-118.977323"
2011,2,2011-02-01,18.547,6163,"47.957511,-118.977323"
2011,3,2011-03-01,17.587,6163,"47.957511,-118.977323"
2011,4,2011-04-01,-0.41,6163,"47.957511,-118.977323"
2011,5,2011-05-01,-0.462,6163,"47.957511,-118.977323"
2011,6,2011-06-01,1.359,6163,"47.957511,-118.977323"
2011,7,2011-07-01,1.053,6163,"47.957511,-118.977323"
