# Created by WEAP: 5/10/2021 8:30:23 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_bcc-csm1-1-m_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_McCloud (110,591 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (6,589 ha),  1000 - 2000 m (95,260 ha),  2000 - 3000 m (7,726 ha),  3000 - 4000 m (920 ha),  4000 - 5000 m (97 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 2.163, -0.2623, -5.431, -8.922, -11.85, 277.5, 254.9, 237, 281.4, 317
2006, 2, 4.845, 2.416, -2.789, -6.311, -9.289, 212.8, 182, 158.1, 190.9, 207
2006, 3, 8.046, 5.743, 0.6889, -2.733, -5.552, 102.2, 89.71, 99.35, 129.9, 158.3
2006, 4, 10.72, 8.334, 3.133, -0.3964, -3.343, 134.5, 124.2, 136.5, 179.6, 224.3
2006, 5, 12.61, 10.21, 5.174, 1.783, -1.066, 80.77, 76.14, 72.93, 92.39, 108.4
2006, 6, 18.36, 15.77, 10.51, 7.063, 4.132, 16.17, 18.6, 20.92, 24.41, 33.95
2006, 7, 21.42, 18.88, 13.75, 10.29, 7.344, 8.529, 9.846, 14.87, 17.27, 20.45
2006, 8, 22.48, 20.1, 14.95, 11.43, 8.522, 2.652, 2.503, 2.342, 2.606, 2.309
2006, 9, 20.5, 17.96, 12.85, 9.395, 6.463, 0.1721, 0.3044, 0.4127, 0.4702, 0.6724
2006, 10, 14.66, 11.8, 6.459, 3.021, -0.0131, 52.77, 52.58, 56.41, 70.22, 84.05
2006, 11, 4.96, 2.355, -3.011, -6.51, -9.562, 139.8, 120.9, 113.8, 137.5, 159.8
2006, 12, 0.9557, -1.905, -7.221, -10.58, -13.55, 196.4, 192.6, 176.3, 209.6, 236.8
2007, 1, 2.667, -0.226, -5.594, -9.023, -12.11, 188, 190.3, 158.5, 190.5, 223.8
2007, 2, 6.28, 3.981, -1.107, -4.622, -7.522, 240.2, 229.3, 217.4, 266.6, 297
2007, 3, 5.386, 2.993, -2.122, -5.581, -8.481, 107.6, 103.4, 106.6, 134, 157.3
2007, 4, 7.826, 5.416, 0.3363, -3.142, -6.065, 95.08, 83.56, 80.1, 103.2, 122.1
2007, 5, 14.79, 12.31, 7.041, 3.615, 0.6237, 24.63, 25.63, 24.64, 32.31, 41.08
2007, 6, 19.82, 17.17, 11.91, 8.404, 5.424, 43.66, 49.5, 55.6, 65.65, 89.02
2007, 7, 23.26, 20.82, 15.66, 12.15, 9.193, 9.199, 11.15, 22.43, 28.27, 35.34
2007, 8, 21.95, 19.42, 14.23, 10.74, 7.731, 4.743, 5.04, 6.043, 7.779, 10.09
2007, 9, 19.15, 16.75, 11.64, 8.208, 5.286, 37.65, 28.51, 36.36, 47.25, 57.07
2007, 10, 11.3, 8.646, 3.423, -0.06454, -3.116, 193.9, 176.5, 176.4, 219.4, 270.9
2007, 11, 6.446, 3.982, -1.306, -4.826, -7.867, 153.2, 140.3, 129.4, 153.9, 177.9
2007, 12, 0.7519, -2.055, -7.214, -10.55, -13.48, 277.6, 249, 224.8, 264.5, 301.8
2008, 1, -0.7342, -3.627, -9.013, -12.35, -15.34, 68.43, 67.8, 58.55, 67.64, 70.81
2008, 2, 5.935, 3.408, -1.627, -5.136, -7.994, 319.3, 287.1, 272, 337.2, 378.9
2008, 3, 9.259, 6.895, 1.788, -1.722, -4.645, 137.6, 120.2, 123.3, 152.5, 174.3
2008, 4, 9.747, 7.468, 2.485, -0.9986, -3.847, 115.2, 114, 122.4, 155.8, 181.5
2008, 5, 15.01, 12.47, 7.248, 3.849, 0.9316, 8.531, 6.919, 7.572, 9.835, 11.2
2008, 6, 19.47, 16.82, 11.55, 8.037, 5.036, 91.4, 81.85, 90.64, 107.4, 131.7
2008, 7, 22.69, 20.2, 14.95, 11.57, 8.67, 11.7, 14.16, 23.98, 28.29, 33.98
2008, 8, 24.3, 21.56, 16.56, 13.1, 10.15, 12.2, 12.58, 22.88, 29.67, 37.23
2008, 9, 21.4, 18.73, 13.56, 10.11, 7.209, 3.439, 5.738, 7.722, 8.934, 11.61
2008, 10, 10.1, 7.641, 2.328, -1.262, -4.286, 229.9, 244.4, 280.3, 341.4, 418.8
2008, 11, 8.401, 5.967, 0.8079, -2.662, -5.618, 122.2, 113.7, 98.57, 116.9, 138.1
2008, 12, 3.976, 1.647, -3.392, -6.915, -9.855, 363.5, 339.6, 273.9, 319, 349.7
2009, 1, 6.097, 3.089, -2.458, -5.906, -9.043, 27.22, 28.8, 18.04, 20.21, 21.16
2009, 2, 7.064, 4.555, -0.5704, -4.052, -6.989, 157.3, 140.7, 122.3, 144, 157.7
2009, 3, 10.41, 8.039, 3.076, -0.3352, -3.155, 56.87, 53.29, 49.33, 61.77, 70.33
2009, 4, 10.51, 7.964, 3.031, -0.4348, -3.292, 52.16, 50.71, 52.88, 69.71, 87.74
2009, 5, 15.2, 12.8, 7.781, 4.364, 1.493, 24.02, 27.48, 36.66, 49.04, 67.05
2009, 6, 18.95, 16.52, 11.27, 7.71, 4.711, 33.35, 31.33, 30.13, 35.94, 43.08
2009, 7, 23.97, 21.53, 16.36, 12.89, 9.97, 0.1519, 0.4637, 1.838, 2.206, 2.714
