# Created by WEAP: 5/10/2021 8:30:56 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_bcc-csm1-1-m_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_LADWP_CoastalLA (36,256 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (36,256 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, 13.3, 33.44
2006, 2, 14.44, 105.5
2006, 3, 15.93, 10.4
2006, 4, 16.87, 28.98
2006, 5, 17.4, 0.3934
2006, 6, 19.59, 0.1775
2006, 7, 21.8, 0.01305
2006, 8, 23.72, 0.3363
2006, 9, 24.43, 39.06
2006, 10, 21.91, 22.48
2006, 11, 16.69, 27.53
2006, 12, 14.07, 48.37
2007, 1, 12.83, 11.23
2007, 2, 15.88, 125.3
2007, 3, 14.7, 38.36
2007, 4, 17.86, 38.71
2007, 5, 19.21, 5.346
2007, 6, 20.32, 0.3847
2007, 7, 22.67, 0.1252
2007, 8, 23.75, 0.001458
2007, 9, 22.82, 0
2007, 10, 18.95, 0
2007, 11, 16.42, 72.95
2007, 12, 13.38, 15.69
2008, 1, 12.19, 149.8
2008, 2, 15.18, 107.7
2008, 3, 17.1, 50.92
2008, 4, 16.99, 63.69
2008, 5, 18.37, 0.0971
2008, 6, 19.39, 6.008E-5
2008, 7, 22.31, 0
2008, 8, 23.16, 0.1302
2008, 9, 24.95, 20.63
2008, 10, 18.8, 25.03
2008, 11, 18.91, 85.18
2008, 12, 16.45, 63.98
2009, 1, 19.03, 6.036
2009, 2, 16.13, 212.4
2009, 3, 21.45, 0.7134
2009, 4, 17.82, 23.31
2009, 5, 18.39, 1.823
2009, 6, 21.25, 0.1993
2009, 7, 22.88, 0.005984
2009, 8, 22.09, 0.01272
2009, 9, 23.35, 0.06381
2009, 10, 18.58, 15.84
2009, 11, 16.95, 101.3
2009, 12, 12.99, 124.2
2010, 1, 15.33, 5.981
2010, 2, 15.79, 80.71
2010, 3, 16.34, 1.988
2010, 4, 16.2, 97.72
2010, 5, 20, 12.73
2010, 6, 19.88, 0.06635
2010, 7, 23.07, 0.0841
2010, 8, 21.56, 0.1364
2010, 9, 22.97, 5.458
2010, 10, 20.17, 9.173
2010, 11, 20.1, 0.09623
2010, 12, 14.57, 93.04
2011, 1, 14.98, 14.43
2011, 2, 15.74, 115.3
2011, 3, 17.07, 47.9
2011, 4, 16.51, 43.91
2011, 5, 18.48, 0.4668
2011, 6, 20.2, 0.106
2011, 7, 22.79, 0
2011, 8, 23.6, 0.2624
2011, 9, 22.69, 19.61
2011, 10, 17.08, 16.19
2011, 11, 19.19, 0.856
2011, 12, 16.68, 59.6
2012, 1, 15.37, 8.597
2012, 2, 15.09, 46.97
2012, 3, 16.05, 25.13
2012, 4, 17.67, 21.95
2012, 5, 18.14, 3.263
2012, 6, 20.3, 0.5652
2012, 7, 22.26, 0
2012, 8, 23.27, 1.134
2012, 9, 22.7, 0.8789
2012, 10, 20.46, 4.259
2012, 11, 15.76, 11.1
2012, 12, 14.75, 35.18
2013, 1, 13.77, 68.12
2013, 2, 15.01, 65.7
2013, 3, 17.91, 36.57
2013, 4, 18.4, 22.11
2013, 5, 17.58, 11.94
2013, 6, 19.5, 0.1448
2013, 7, 23.12, 0.2551
2013, 8, 24.73, 0.207
2013, 9, 22.98, 0
2013, 10, 21.63, 10.56
2013, 11, 17.68, 34.56
2013, 12, 15.2, 36.01
2014, 1, 13.63, 157.5
2014, 2, 14.12, 162.1
2014, 3, 17.2, 182.6
2014, 4, 16.53, 62.81
2014, 5, 18.17, 25.41
2014, 6, 19.97, 0.122
2014, 7, 21.76, 0
2014, 8, 23.77, 0.08341
2014, 9, 23.78, 0.8697
2014, 10, 19.94, 0.001896
2014, 11, 16.06, 38.95
2014, 12, 18.65, 11.43
2015, 1, 17.98, 10.26
2015, 2, 18.57, 0.06183
2015, 3, 15.71, 69.71
2015, 4, 16.64, 39.54
2015, 5, 17.79, 7.677
2015, 6, 21.51, 0.02156
2015, 7, 22.97, 0.01948
2015, 8, 24.26, 0.05291
2015, 9, 21.48, 0.2318
2015, 10, 20.38, 9.458
2015, 11, 16.93, 109.7
2015, 12, 16.69, 89.17
2016, 1, 16.95, 225.3
2016, 2, 16.56, 352
2016, 3, 15.65, 225.1
2016, 4, 16.75, 31.46
2016, 5, 19.16, 0.367
2016, 6, 23.94, 0.342
2016, 7, 24.09, 0.05408
2016, 8, 22.98, 0.005332
2016, 9, 20.62, 4.601
2016, 10, 20.81, 2.335
2016, 11, 20.99, 66.73
2016, 12, 18.77, 13.24
2017, 1, 14.46, 277.8
2017, 2, 16.75, 170.3
2017, 3, 15.94, 97.97
2017, 4, 18.35, 4.989
2017, 5, 19.12, 0.1123
2017, 6, 21.02, 0.06391
2017, 7, 22.65, 0
2017, 8, 23.69, 0.007229
2017, 9, 20.53, 0.2159
2017, 10, 19.41, 0.08478
2017, 11, 18.56, 0.8006
2017, 12, 14.71, 45.52
2018, 1, 16.92, 12.45
2018, 2, 16.13, 39.2
2018, 3, 16.08, 137.3
2018, 4, 18.16, 13.48
2018, 5, 17.85, 15.65
2018, 6, 19.48, 0.06636
2018, 7, 21.75, 0.07879
2018, 8, 23.99, 0.01214
2018, 9, 22.61, 0.2786
2018, 10, 18.87, 0.2669
2018, 11, 20.35, 0.353
2018, 12, 18.87, 3.652
2019, 1, 18.49, 16.06
2019, 2, 17.55, 24.51
2019, 3, 17.16, 32.62
2019, 4, 18.26, 45.18
2019, 5, 19.78, 13.17
2019, 6, 19.77, 0.06621
2019, 7, 22.98, 0
2019, 8, 24.15, 0.01234
2019, 9, 22.16, 0
2019, 10, 21.05, 20.17
2019, 11, 17.29, 157.7
2019, 12, 15.81, 90.1
2020, 1, 14.79, 9.051
2020, 2, 16.36, 43.34
2020, 3, 16.6, 75.03
2020, 4, 16.28, 108
2020, 5, 18.09, 1.744
2020, 6, 20.13, 0.129
2020, 7, 22.85, 0.03637
2020, 8, 23.58, 0.0001827
2020, 9, 23.47, 0.2194
2020, 10, 23.16, 0.5106
2020, 11, 18.06, 35.48
2020, 12, 16.91, 75.62
2021, 1, 13.96, 249.7
2021, 2, 14.83, 114.2
2021, 3, 15.17, 80.33
2021, 4, 16.13, 0.9413
2021, 5, 17.77, 0.4705
2021, 6, 19.63, 0.02263
2021, 7, 23.2, 0.08561
2021, 8, 23.98, 0
2021, 9, 22.7, 0.1684
2021, 10, 19.45, 11.1
2021, 11, 14.83, 35.88
2021, 12, 15.22, 31.52
2022, 1, 17.49, 131.1
2022, 2, 15.88, 222.2
2022, 3, 17.49, 119.1
2022, 4, 20.63, 64.37
2022, 5, 18.48, 0.8336
2022, 6, 20.82, 0.09006
2022, 7, 24.4, 0.03795
2022, 8, 24.56, 0.1448
2022, 9, 22.6, 0.4575
2022, 10, 18.5, 0.006807
2022, 11, 15.9, 67.61
2022, 12, 16.65, 13.47
2023, 1, 15.61, 72.85
2023, 2, 15.48, 2.884
2023, 3, 18.18, 2.591
2023, 4, 16.35, 15.9
2023, 5, 18.84, 0.169
2023, 6, 22.32, 0
2023, 7, 22.27, 0.01762
2023, 8, 23.53, 0.05209
2023, 9, 22.48, 0
2023, 10, 19.34, 3.785
2023, 11, 16.31, 86.82
2023, 12, 17.24, 13.35
2024, 1, 15.17, 74.3
2024, 2, 16.48, 106.6
2024, 3, 16.4, 80.17
2024, 4, 17.12, 57.34
2024, 5, 19.31, 3.015
2024, 6, 21, 0
2024, 7, 23.89, 0.009378
2024, 8, 23.43, 0.2749
2024, 9, 20.57, 6.392
2024, 10, 19.32, 11.41
2024, 11, 17.87, 26.24
2024, 12, 15.65, 42.18
2025, 1, 14.24, 364.7
2025, 2, 17.7, 21.13
2025, 3, 15.43, 83.62
2025, 4, 18.71, 2.585
2025, 5, 18.32, 39.39
2025, 6, 21.67, 46.83
2025, 7, 22.93, 0.03225
2025, 8, 23.48, 0.3121
2025, 9, 21.54, 0.9659
2025, 10, 19.68, 0.2651
2025, 11, 16.94, 39.88
2025, 12, 15.87, 44.41
2026, 1, 14.16, 89.25
2026, 2, 15.55, 18.88
2026, 3, 17.47, 13.72
2026, 4, 17.1, 0.07926
2026, 5, 18.39, 5.074
2026, 6, 21.53, 0.008514
2026, 7, 24.73, 0
2026, 8, 24.79, 0.1314
2026, 9, 22.88, 16.76
2026, 10, 19.91, 0.03351
2026, 11, 20.26, 0
2026, 12, 18.39, 58.11
2027, 1, 14.42, 238.6
2027, 2, 16.4, 134
2027, 3, 17.84, 109.6
2027, 4, 19.47, 0.5995
2027, 5, 19.42, 0.1863
2027, 6, 20.35, 0.06917
2027, 7, 23.7, 0.02195
2027, 8, 24.83, 0.02656
2027, 9, 22.38, 13
2027, 10, 23.77, 0.04192
2027, 11, 19.37, 83.78
2027, 12, 19.11, 74.02
2028, 1, 18.18, 107.2
2028, 2, 18.57, 247.4
2028, 3, 16.81, 159.4
2028, 4, 17.37, 55.47
2028, 5, 19.28, 1.55
2028, 6, 20.24, 3.344
2028, 7, 22.92, 0.03592
2028, 8, 24.62, 0.03968
2028, 9, 22.19, 0.4445
2028, 10, 20.25, 30.63
2028, 11, 17.74, 25.95
2028, 12, 16.19, 0.4726
2029, 1, 16.83, 10.91
2029, 2, 17.69, 133.8
2029, 3, 16.99, 289.3
2029, 4, 17.28, 7.764
2029, 5, 18.32, 5.366
2029, 6, 21.67, 0.2056
2029, 7, 25.02, 0.0063
2029, 8, 25.63, 0.3963
2029, 9, 23.32, 0.2314
2029, 10, 21.81, 0
2029, 11, 19.25, 2.948
2029, 12, 15.16, 52.49
2030, 1, 13.77, 349.4
2030, 2, 14.62, 190.1
2030, 3, 15.98, 92.33
2030, 4, 16.52, 4.339
2030, 5, 17.84, 0.4576
2030, 6, 19.65, 0.03782
2030, 7, 23.16, 0.1346
2030, 8, 24.63, 0
2030, 9, 24.39, 0.000295
2030, 10, 18.85, 46.77
2030, 11, 18.13, 156.3
2030, 12, 16.64, 155.8
2031, 1, 17.25, 192.3
2031, 2, 16.8, 145.5
2031, 3, 16.57, 262.5
2031, 4, 18.39, 2.471
2031, 5, 18.51, 0.7588
2031, 6, 20.69, 0.02001
2031, 7, 23.94, 0.02338
2031, 8, 23.89, 0.9951
2031, 9, 24.65, 3.341E-6
2031, 10, 19.65, 42.6
2031, 11, 18.49, 3.436
2031, 12, 17.25, 36.89
2032, 1, 13.28, 142.2
2032, 2, 13.02, 155.9
2032, 3, 15.47, 53.04
2032, 4, 16.22, 62.45
2032, 5, 18.77, 9.028
2032, 6, 20.97, 0.03034
2032, 7, 22.82, 0.008378
2032, 8, 23.66, 0.0107
2032, 9, 24.05, 0.8555
2032, 10, 20.37, 0.4108
2032, 11, 17.97, 3.979
2032, 12, 15.85, 144.3
2033, 1, 14.32, 81.28
2033, 2, 16.91, 66.49
2033, 3, 16.49, 253.2
2033, 4, 16.3, 15.28
2033, 5, 18.46, 0.07634
2033, 6, 21.05, 0.5112
2033, 7, 23.15, 0.01244
2033, 8, 23.53, 0.3917
2033, 9, 23.67, 1.949
2033, 10, 19.54, 31.12
2033, 11, 16.52, 7.326
2033, 12, 15.71, 124.4
2034, 1, 17.34, 27.34
2034, 2, 19.24, 0.6621
2034, 3, 18.95, 104.8
2034, 4, 19.75, 0.8434
2034, 5, 20.04, 74.82
2034, 6, 21.72, 0.07272
2034, 7, 24, 0.02397
2034, 8, 25.05, 0.003604
2034, 9, 22.56, 0
2034, 10, 21.85, 0.003832
2034, 11, 19.8, 17.55
2034, 12, 16.43, 71.36
2035, 1, 17, 172.8
2035, 2, 17.36, 10.86
2035, 3, 17.02, 185
2035, 4, 16.72, 58.91
2035, 5, 18.13, 0.1946
2035, 6, 20.65, 0.02408
2035, 7, 22.37, 0.06298
2035, 8, 24.43, 0.3468
2035, 9, 23.67, 0.4325
2035, 10, 21.85, 2.677
2035, 11, 19.05, 22.1
2035, 12, 18.33, 4.262
2036, 1, 15.73, 145.3
2036, 2, 17.76, 20.9
2036, 3, 19.7, 0.0009553
2036, 4, 19.23, 1.757
2036, 5, 18.72, 6.101
2036, 6, 22.14, 0.02778
2036, 7, 22.78, 0
2036, 8, 23.8, 0
2036, 9, 21.36, 15.28
2036, 10, 20.15, 7.438
2036, 11, 16.49, 5.866
2036, 12, 13.49, 153.4
2037, 1, 12.6, 32.41
2037, 2, 17.8, 2.721
2037, 3, 18.3, 22.3
2037, 4, 22.67, 0.05287
2037, 5, 18.91, 0.2197
2037, 6, 20.55, 0.008063
2037, 7, 23.85, 0.02944
2037, 8, 23.86, 0
2037, 9, 22.44, 0
2037, 10, 20.49, 0.6099
2037, 11, 16.21, 51.67
2037, 12, 16.77, 96.06
2038, 1, 15.65, 51.04
2038, 2, 14.98, 196.8
2038, 3, 15.82, 86.53
2038, 4, 19.1, 0.7116
2038, 5, 18.49, 2.053
2038, 6, 22.23, 0.01255
2038, 7, 23.93, 0
2038, 8, 25.04, 0.008652
2038, 9, 24.84, 0.01289
2038, 10, 19.31, 34.07
2038, 11, 17.27, 162.5
2038, 12, 17.86, 172.7
2039, 1, 13.5, 160.7
2039, 2, 13.94, 161
2039, 3, 14.59, 39.06
2039, 4, 17.73, 53.98
2039, 5, 18.01, 0.7415
2039, 6, 19.37, 0.7399
2039, 7, 24.24, 0.01699
2039, 8, 23.72, 0
2039, 9, 23.19, 0.7899
2039, 10, 20.6, 0.8162
2039, 11, 18.7, 5.587
2039, 12, 17.58, 94.12
2040, 1, 17.3, 198.3
2040, 2, 16.28, 56.74
2040, 3, 19.53, 15.23
