# Created by WEAP: 5/10/2021 8:29:19 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_bcc-csm1-1-m_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: ID_S_OR_E_Snake (6,644,828 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,822,983 ha),  1000 - 2000 m (2,634,357 ha),  2000 - 3000 m (2,158,318 ha),  3000 - 4000 m (29,170 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

2006, 1, 1.043, -4.485, -9.408, -12.66, 117, 163.9, 194.7, 112.2
2006, 2, 3.585, -1.69, -6.488, -10.17, 31.41, 66.13, 86.09, 66.85
2006, 3, 6.984, 1.167, -3.595, -6.409, 17.71, 45.71, 67.68, 58.6
2006, 4, 11.8, 8.251, 5.126, 2.916, 38.47, 67.99, 94.46, 103.4
2006, 5, 12.82, 8.57, 5.256, 3.114, 52.6, 78.52, 91.68, 94.09
2006, 6, 18.42, 14.16, 10.93, 8.72, 33.05, 51.27, 71.79, 92.89
2006, 7, 22.02, 18.34, 15.33, 13.38, 28.09, 42.5, 50.61, 66.03
2006, 8, 24.71, 21.22, 18.01, 15.2, 18.12, 28.41, 21.19, 23.48
2006, 9, 19.16, 14.75, 11.09, 8.854, 7.059, 8.558, 13.94, 27.24
2006, 10, 13.93, 9.181, 5.371, 2.793, 12.98, 20.03, 21.09, 27.69
2006, 11, 3.03, -1.681, -6.009, -8.73, 31.83, 54, 80.66, 85.65
2006, 12, -2.165, -6.842, -11.76, -15.42, 56.14, 83.01, 123, 144.7
2007, 1, -3.805, -8.043, -12.28, -15.23, 16.06, 33.32, 41, 32.19
2007, 2, 3.331, -1.305, -5.872, -9.22, 55.97, 76.08, 104.1, 102.8
2007, 3, 6.907, 0.827, -4.505, -8.119, 17.88, 30.82, 39.09, 31.71
2007, 4, 8.267, 3.854, 0.2357, -2.214, 61.79, 85.55, 113.6, 133.9
2007, 5, 13.5, 9.895, 7.048, 4.914, 28.89, 58.13, 92.8, 132.4
2007, 6, 20.46, 16.17, 13.13, 10.88, 40.35, 76.96, 88.84, 96.93
2007, 7, 24.49, 20.03, 16.53, 14.18, 16.25, 24.9, 32.28, 36.52
2007, 8, 23.23, 19.29, 16.03, 13.75, 6.353, 6.78, 7.074, 5.644
2007, 9, 17.62, 13.44, 10.02, 7.82, 15.51, 23.27, 21.21, 11.81
2007, 10, 10.17, 5.638, 1.679, -0.9708, 33.51, 40.41, 52.21, 38.95
2007, 11, 5.262, 0.9116, -2.883, -5.692, 73.86, 91.91, 96.16, 65.02
2007, 12, -2.063, -6.903, -11.79, -15.26, 46.76, 84.14, 114.2, 107.9
2008, 1, -7.069, -10.87, -15.33, -18.56, 18.96, 29.16, 29.26, 13.89
2008, 2, 5.799, 0.8859, -3.308, -6.408, 28.09, 43.51, 61.81, 70.48
2008, 3, 9.411, 4.674, 0.4562, -2.709, 32.09, 45.74, 47.75, 33.01
2008, 4, 12.03, 8.02, 4.772, 2.493, 27.45, 59.68, 87.14, 97.85
2008, 5, 15.58, 11.46, 8.23, 6.05, 34.01, 48.66, 45.22, 37.49
2008, 6, 19.85, 15.49, 12.13, 9.71, 42.43, 68.72, 78.09, 93.29
2008, 7, 22.49, 18.33, 15.27, 13.4, 26.74, 26.45, 19.5, 14
2008, 8, 25.5, 21.02, 17.17, 14.91, 5.235, 15.15, 28.67, 31.94
2008, 9, 21.95, 17.1, 12.98, 10.55, 5.779, 7.011, 3.842, 3.417
2008, 10, 9.849, 5.613, 2.151, -0.05976, 62.39, 92.72, 111.6, 95.47
2008, 11, 7.944, 4.253, 0.9896, -0.8825, 34.89, 47.85, 50.73, 42.18
2008, 12, 1.036, -2.692, -6.971, -9.651, 56.44, 108.9, 182.9, 206.3
2009, 1, 1.32, -3.262, -8.085, -10.9, 27.28, 45.76, 51.09, 18.88
2009, 2, 7.322, 1.8, -2.803, -5.832, 32.79, 50.43, 53.44, 34.31
2009, 3, 10.08, 6.575, 3.513, 1.243, 40.9, 58.96, 67.08, 41.8
2009, 4, 12.06, 8.041, 4.743, 2.506, 18.36, 41.87, 64.84, 80.41
2009, 5, 16.25, 12.05, 8.7, 6.721, 20.12, 24.07, 22.8, 23.32
2009, 6, 20.01, 16.54, 13.5, 11.5, 19.59, 23.16, 25.94, 32.23
2009, 7, 25.03, 20.76, 17.56, 15.56, 2.076, 5.575, 7.979, 17.49
2009, 8, 21.49, 17.9, 14.77, 12.58, 14.06, 25.14, 29.32, 38.5
2009, 9, 18.25, 14.51, 11.42, 9.388, 33.25, 36.16, 30.64, 26.05
2009, 10, 11.25, 6.913, 3.188, 0.7861, 11.41, 20.84, 25.11, 26.52
2009, 11, 3.202, -1.253, -5.543, -8.29, 29, 42.56, 53.32, 40.68
2009, 12, -2.851, -7.207, -12.25, -15.38, 26.33, 40.38, 59.5, 60.83
2010, 1, -0.4693, -4.796, -9.388, -12.43, 48.86, 93.92, 140.2, 93.88
2010, 2, 7.176, 1.375, -3.385, -6.553, 51.62, 93.14, 144.4, 133.6
2010, 3, 8.073, 2.597, -2.114, -5.653, 39.9, 58.11, 83.76, 82.08
2010, 4, 11.27, 7.34, 4.078, 1.388, 28.28, 47.79, 64.71, 73.98
2010, 5, 16.44, 12.41, 9.247, 7.075, 21.89, 27.44, 25.64, 18.78
2010, 6, 21.38, 16.97, 13.66, 11.45, 23.86, 38.77, 40.74, 38.28
2010, 7, 22.06, 18.06, 15.08, 13.11, 45.03, 62.32, 49.5, 37.54
2010, 8, 22.58, 17.72, 13.88, 11.1, 79.23, 117.6, 126.7, 113.2
2010, 9, 18.92, 14.64, 11.23, 8.667, 64.91, 90.25, 93.17, 92.47
2010, 10, 11.12, 7.102, 3.66, 1.495, 34.56, 38.85, 38.7, 27.21
2010, 11, 6.169, 2.281, -1.254, -3.401, 30.69, 45.85, 50.26, 43.38
2010, 12, 0.6163, -4.163, -9.145, -12.36, 29.95, 50.44, 68.75, 54.03
2011, 1, 3.364, -2.748, -8.01, -11.73, 43.5, 73.41, 101.9, 75.54
2011, 2, 5.587, -0.003042, -4.865, -8.321, 53.53, 76.92, 108.8, 91.63
2011, 3, 10.28, 5.074, 0.4558, -2.749, 28.66, 43.84, 53.4, 36.5
2011, 4, 9.675, 5.257, 1.764, -0.6415, 34.88, 60.26, 64.82, 56.56
2011, 5, 12.23, 8.064, 4.903, 2.883, 40.95, 65.17, 61.63, 59.63
2011, 6, 18.75, 14.97, 11.84, 9.685, 25.59, 53.29, 90.37, 139.3
2011, 7, 25.3, 20.8, 17.35, 14.97, 11.67, 18.41, 12.78, 8.533
2011, 8, 24.16, 20.09, 16.64, 14.39, 2.93, 9.041, 10.31, 9.179
2011, 9, 19.01, 15.32, 12.04, 9.785, 22.71, 24.87, 22.88, 13.84
2011, 10, 9.345, 4.954, 1.135, -1.295, 15.71, 39.29, 62.74, 75.45
2011, 11, 8.392, 4.046, 0.3399, -1.901, 62.01, 73.4, 87.43, 70.06
2011, 12, 2.288, -3.027, -8.052, -11.25, 72.51, 112.8, 160.7, 137.6
2012, 1, 0.4104, -4.54, -9.407, -12.49, 41.28, 51.03, 50.95, 26.79
2012, 2, 4.615, -1.492, -6.981, -10.45, 29.24, 48.44, 62.42, 52.24
2012, 3, 8.502, 3.215, -1.295, -4.826, 62.2, 84.36, 93.04, 60.67
2012, 4, 10.58, 6.467, 3.323, 0.9797, 38.24, 78.77, 113.4, 119.5
2012, 5, 17.11, 12.78, 9.544, 7.371, 19.98, 45.51, 44.47, 40.49
2012, 6, 20.15, 15.75, 12.42, 10.27, 28.23, 68.6, 102.7, 121.5
2012, 7, 23.09, 19.48, 16.56, 14.52, 11.93, 22.63, 22.96, 22.07
2012, 8, 23.51, 19.12, 15.53, 13.06, 16.8, 38.59, 55.45, 80.81
2012, 9, 17.56, 13.3, 9.812, 7.752, 2.121, 4.108, 5.213, 5.261
2012, 10, 11.2, 6.864, 3.244, 0.9231, 51.37, 70.52, 87.49, 59.75
2012, 11, 0.1672, -3.824, -7.976, -11.56, 88.5, 116.8, 144.1, 119.7
2012, 12, -0.1402, -5.734, -10.54, -13.65, 65.21, 95.99, 124.1, 89.46
2013, 1, 2.711, -2.921, -7.955, -11.36, 106.6, 162.6, 226, 198.2
2013, 2, 2.133, -2.746, -8.105, -11.81, 27.97, 46.29, 62.14, 64.02
2013, 3, 7.186, 2.367, -1.988, -5.217, 48.02, 67.43, 83.12, 81.59
2013, 4, 12.17, 7.919, 4.359, 1.653, 23.45, 44.71, 53.41, 40.71
2013, 5, 15.17, 10.9, 7.562, 4.963, 33.77, 61.79, 81.13, 109.7
2013, 6, 19.94, 16.16, 12.93, 10.82, 11.59, 18.73, 20.36, 24.82
2013, 7, 24.05, 19.81, 16.65, 14.45, 7.359, 14, 16.21, 14.62
2013, 8, 23.19, 19.36, 16.01, 13.74, 0.7753, 8.528, 20.2, 31.51
2013, 9, 17.37, 13.32, 9.849, 7.549, 39.3, 54.3, 54.24, 39.38
2013, 10, 11.87, 8.352, 5.124, 2.772, 30.62, 54.7, 73.56, 102.1
2013, 11, 5.282, 0.8047, -3.386, -6.372, 69.46, 77.78, 81.1, 65.28
2013, 12, 2.946, -2.866, -8.101, -11.66, 70.51, 94.58, 123.9, 113.7
2014, 1, -0.7065, -6.106, -11.14, -14.44, 55.83, 73.21, 86.07, 59.9
2014, 2, 0.3362, -4.037, -8.61, -12.15, 40.02, 82.54, 133, 127.6
2014, 3, 10.02, 5.084, 0.9786, -2.192, 85.3, 110.4, 121.4, 102.7
2014, 4, 11.93, 8.222, 5.108, 2.738, 63.39, 92.71, 109.5, 124.5
2014, 5, 16.5, 12.29, 8.985, 6.539, 23.41, 54.03, 89.74, 111.9
2014, 6, 19.21, 14.83, 11.35, 9.096, 22.12, 27.29, 26.43, 27.55
2014, 7, 22.76, 19.1, 16.08, 13.87, 1.806, 6.11, 8.848, 14.71
2014, 8, 24.27, 20.09, 16.49, 14.09, 3.728, 18.57, 29.15, 30.58
2014, 9, 18.43, 13.86, 10.21, 7.794, 34.03, 59.67, 69.32, 67.14
2014, 10, 10.72, 6.817, 3.442, 1.191, 57.02, 72.15, 80.23, 69.01
2014, 11, -2.191, -4.763, -8.226, -11.2, 88.24, 128.3, 170.6, 163.1
2014, 12, 2.585, -3.029, -8.213, -11.4, 54.02, 65.43, 78.28, 52.37
2015, 1, 2.414, -3.1, -8.166, -11.86, 43.75, 70.57, 93.07, 80.49
2015, 2, 0.5972, -4.445, -9.22, -12.66, 80.64, 120.6, 149.1, 63.71
2015, 3, 8.231, 3.285, -1.204, -4.48, 14.68, 36.8, 67.25, 84.12
2015, 4, 8.756, 4.561, 1.048, -1.508, 27.28, 45.45, 61.3, 74.31
2015, 5, 14.8, 10.28, 6.821, 4.302, 30.31, 55.55, 60.05, 69.66
2015, 6, 20.19, 15.92, 12.59, 10.55, 10.89, 18.11, 21.17, 26.16
2015, 7, 25.85, 21.43, 17.88, 15.31, 11.79, 22.78, 32.35, 49.6
2015, 8, 22.71, 18.6, 15.14, 12.9, 39.17, 44.59, 30.98, 23.66
2015, 9, 18.27, 14.22, 10.66, 7.891, 39.23, 53.13, 56.67, 51.06
2015, 10, 12.12, 7.788, 4.17, 1.638, 20.24, 36.71, 40.55, 34.07
2015, 11, 5.249, 1.387, -2.49, -5.38, 82.14, 115.4, 134, 115.2
2015, 12, 2.987, -2.041, -7.194, -10.81, 80.64, 128, 169.7, 148.1
2016, 1, 2.667, -3.478, -8.898, -12.38, 52.06, 69.44, 89.28, 56.28
2016, 2, 2.099, -3.045, -7.788, -11.53, 45.69, 78.11, 110.3, 96.79
2016, 3, 5.908, 1.16, -2.913, -6.266, 62.48, 98.6, 114.3, 83.06
2016, 4, 10.11, 5.217, 1.086, -1.987, 57.55, 87.24, 96.3, 78.58
2016, 5, 14.26, 10.31, 7.211, 4.682, 102.5, 152.5, 164.9, 202.6
2016, 6, 17.71, 13.61, 10.45, 8.181, 84.41, 106.6, 109.4, 122.9
2016, 7, 22.65, 18.89, 15.93, 13.69, 37.73, 36.86, 31.36, 36.93
2016, 8, 20.27, 16.21, 12.94, 10.65, 121.4, 129.4, 79.88, 39.55
2016, 9, 16.78, 13.46, 10.54, 8.24, 15.6, 28.7, 39.24, 50.88
2016, 10, 12.24, 8.936, 5.805, 3.516, 22.23, 31.2, 21.07, 16.89
2016, 11, 9.065, 4.887, 0.746, -1.848, 32.66, 36.33, 30.78, 24.43
2016, 12, 1.325, -4.552, -10.21, -13.76, 63.64, 86.8, 107.7, 84.35
2017, 1, -4.062, -8.429, -12.6, -15.78, 92.93, 150.2, 199.1, 133.5
2017, 2, 5.844, 0.1528, -4.648, -8.341, 58.28, 88.32, 110.4, 86.04
2017, 3, 8.787, 3.3, -1.768, -5.062, 35.02, 63.59, 82.52, 57.28
2017, 4, 12.45, 8.933, 5.662, 3.545, 14.87, 35.41, 58.44, 68.16
2017, 5, 13.53, 9.633, 6.583, 4.61, 31.58, 49.69, 41.8, 36.24
