# Created by WEAP: 5/10/2021 8:29:03 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_bcc-csm1-1-m_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Carbon (73,012 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (55,196 ha),  1000 - 2000 m (16,317 ha),  2000 - 3000 m (1,117 ha),  3000 - 4000 m (294 ha),  4000 - 5000 m (88 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 4.463, -1.001, -6.646, -9.186, -12.85, 339.9, 546.2, 909, 931.1, 956.3
2006, 2, 6.379, 1.038, -4.117, -6.619, -10.23, 116.6, 196.3, 310.1, 315.4, 320.8
2006, 3, 7.846, 2.71, -2.286, -4.761, -8.333, 68.8, 107.3, 144.1, 150.1, 158.4
2006, 4, 8.981, 3.64, -1.465, -4.014, -7.696, 116, 168, 193.3, 194.1, 194.8
2006, 5, 11.65, 6.35, 1.143, -1.405, -5.083, 125.7, 205.4, 228.2, 222.8, 214.3
2006, 6, 15.46, 10.24, 5.457, 2.99, -0.5723, 43.52, 81.03, 80.86, 71.43, 57.37
2006, 7, 16.95, 11.98, 7.492, 5.033, 1.474, 59.06, 80.5, 77.19, 66.6, 50.64
2006, 8, 19.37, 15.15, 11.47, 9.234, 5.998, 24.11, 43.99, 53.31, 50.41, 45.94
2006, 9, 16.86, 12.24, 8.077, 5.752, 2.392, 36.85, 53.58, 69.26, 70.85, 73.15
2006, 10, 12.69, 8.222, 4.371, 2.093, -1.202, 74.1, 119.2, 158.5, 159.1, 159.5
2006, 11, 4.234, -1.147, -6.127, -8.599, -12.17, 116.7, 191.7, 298.1, 306.5, 317.1
2006, 12, 2.049, -3.233, -8.136, -10.6, -14.16, 165.1, 262, 418.9, 422.6, 424.9
2007, 1, 1.147, -3.651, -8.572, -11, -14.49, 79.19, 125.6, 217.1, 218.6, 218.8
2007, 2, 4.826, -0.39, -5.587, -8.116, -11.76, 154.4, 232.8, 406.5, 411.3, 414.2
2007, 3, 6.562, 0.881, -4.674, -7.226, -10.9, 86.27, 110.2, 138.9, 143.7, 150.2
2007, 4, 6.635, 0.9775, -4.603, -7.271, -11.12, 145.2, 232, 312.1, 322.3, 335.6
2007, 5, 11.67, 6.255, 1.009, -1.538, -5.214, 88, 177, 209.4, 200.2, 186.2
2007, 6, 15.18, 10.14, 5.546, 3.085, -0.4717, 106.2, 174.8, 165.7, 145.2, 114.3
2007, 7, 19.07, 14.5, 10.7, 8.458, 5.207, 33.76, 51.87, 45.97, 40.12, 31.34
2007, 8, 18.18, 13.58, 9.339, 6.985, 3.582, 56.78, 75.36, 65.88, 63.65, 60.66
2007, 9, 14.77, 9.889, 5.404, 3.01, -0.4498, 53.1, 78.97, 93.7, 94.66, 96.04
2007, 10, 9.897, 5.03, 0.9966, -1.303, -4.63, 141.3, 199.9, 271.4, 271.6, 270.5
2007, 11, 6.57, 1.074, -4.294, -6.844, -10.52, 270.5, 410.3, 624.7, 638.6, 656
2007, 12, 2.173, -3.064, -7.994, -10.43, -13.95, 151.4, 259.7, 423.5, 433.3, 445.2
2008, 1, -1.42, -6.639, -11.67, -14.16, -17.77, 109.6, 182.4, 292.7, 296, 298.8
2008, 2, 7.739, 2.575, -2.506, -4.982, -8.557, 119.8, 182.9, 282.1, 292.1, 305
2008, 3, 8.517, 3.033, -2.219, -4.791, -8.505, 107.5, 152.2, 216.8, 223, 230.7
