# Created by WEAP: 5/10/2021 8:30:33 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_bcc-csm1-1-m_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Lost Creek (4,240 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,240 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 1.437, 305.8
2006, 2, 3.231, 247.7
2006, 3, 7.659, 102.2
2006, 4, 8.7, 175.4
2006, 5, 11.56, 97.83
2006, 6, 16.42, 18.58
2006, 7, 19.66, 13.16
2006, 8, 21.74, 7.133
2006, 9, 19.64, 0.007282
2006, 10, 13.38, 66.59
2006, 11, 5.276, 233.5
2006, 12, 1.177, 121.4
2007, 1, 2.651, 232.2
2007, 2, 5.418, 290.4
2007, 3, 4.063, 210.2
2007, 4, 6.713, 163.5
2007, 5, 13.69, 48.7
2007, 6, 17.97, 17.29
2007, 7, 21.36, 21.32
2007, 8, 20.09, 8.595
2007, 9, 18.1, 5.919
2007, 10, 10.86, 139.9
2007, 11, 5.621, 256
2007, 12, 0.1538, 359.8
2008, 1, -1.298, 186.1
2008, 2, 5.255, 425.7
2008, 3, 8.484, 217.9
2008, 4, 8.532, 161
2008, 5, 13.55, 2.654
2008, 6, 16.86, 32.35
2008, 7, 21.52, 0.729
2008, 8, 22.59, 19.48
2008, 9, 19.87, 15.08
2008, 10, 10.1, 285.5
2008, 11, 7.924, 314.6
2008, 12, 3.789, 580.5
2009, 1, 6.223, 16.81
2009, 2, 6.577, 247.2
2009, 3, 10.54, 83.32
2009, 4, 8.57, 113.1
2009, 5, 13.86, 53.79
2009, 6, 17.92, 37.95
2009, 7, 22.43, 0
2009, 8, 18, 0.9197
2009, 9, 17.49, 7.168
2009, 10, 12.19, 154.6
2009, 11, 5.315, 98.34
2009, 12, 0.3699, 258.9
2010, 1, 4.359, 68.33
2010, 2, 5.699, 369.2
2010, 3, 6.679, 282.3
2010, 4, 7.932, 184.5
2010, 5, 14.48, 26.08
2010, 6, 19, 28.29
2010, 7, 22.46, 43.92
2010, 8, 18.22, 63.68
2010, 9, 16.21, 228.2
2010, 10, 12.22, 101.4
2010, 11, 9.674, 154.5
2010, 12, 4.079, 244.3
2011, 1, 2.907, 319.6
2011, 2, 5.289, 308.4
2011, 3, 8.877, 212.8
2011, 4, 6.957, 87.82
2011, 5, 12.37, 2.117
2011, 6, 18.97, 9.977
2011, 7, 21.05, 2.757
2011, 8, 21.59, 0.002609
2011, 9, 17.92, 48.91
2011, 10, 8.329, 163.2
2011, 11, 9.638, 188.3
2011, 12, 4.082, 460.2
2012, 1, 2.195, 82.55
2012, 2, 5.441, 491.8
2012, 3, 5.233, 463.6
2012, 4, 7.766, 122
2012, 5, 15.17, 17.53
2012, 6, 17.38, 31.94
2012, 7, 22.65, 1.92
2012, 8, 21, 1.439
2012, 9, 18.43, 1.995
2012, 10, 12.81, 37.56
2012, 11, 2.957, 272.1
2012, 12, 3.234, 292.8
2013, 1, 1.946, 915.9
2013, 2, 5.774, 143.9
2013, 3, 9.093, 210.5
2013, 4, 8.158, 47.98
2013, 5, 10.83, 145.4
2013, 6, 16.81, 44.69
2013, 7, 22.46, 2.356
2013, 8, 21.67, 0.03948
2013, 9, 17.09, 19.27
2013, 10, 12.48, 272.7
2013, 11, 5.731, 260
2013, 12, 2.973, 257.3
2014, 1, 1.234, 287.5
2014, 2, 1.367, 411
2014, 3, 7.552, 652
2014, 4, 6.745, 411.2
2014, 5, 13.98, 105.1
2014, 6, 18.23, 29.47
2014, 7, 21.29, 2.855
2014, 8, 22.09, 13.46
2014, 9, 16.56, 48.23
2014, 10, 12.08, 116.8
2014, 11, 3.264, 504.1
2014, 12, 5.629, 26.36
2015, 1, 4.176, 350.1
2015, 2, 5.936, 38.04
2015, 3, 8.377, 292.6
2015, 4, 8.066, 55.86
2015, 5, 11.43, 99.74
2015, 6, 19.41, 1.02
2015, 7, 22.07, 3.281
2015, 8, 21.39, 49.89
2015, 9, 16.6, 41.84
2015, 10, 12.99, 179.4
2015, 11, 5.697, 488.4
2015, 12, 5.041, 525.6
2016, 1, 3.507, 429
2016, 2, 3.175, 606.4
2016, 3, 3.498, 484.2
2016, 4, 6.516, 222.2
2016, 5, 10.96, 411.6
2016, 6, 16.14, 43.29
2016, 7, 21.1, 1.302
2016, 8, 18.97, 9.15
2016, 9, 15.96, 39.92
2016, 10, 14.99, 47.49
2016, 11, 12.15, 70.81
2016, 12, 5.355, 120.8
2017, 1, 0.375, 353.9
2017, 2, 4.234, 477.3
2017, 3, 7.012, 231.5
2017, 4, 10.61, 79.53
2017, 5, 12.41, 18.16
2017, 6, 20.19, 30.37
2017, 7, 21.34, 0
2017, 8, 19.42, 10.29
2017, 9, 16.17, 5.878
2017, 10, 13.61, 41.06
2017, 11, 9.483, 12.42
2017, 12, 4.058, 128.4
2018, 1, 4.812, 242.4
2018, 2, 3.133, 261.8
2018, 3, 6.904, 386.4
2018, 4, 9.237, 138.4
2018, 5, 11.88, 77.87
2018, 6, 17.04, 22.62
2018, 7, 21.06, 11.32
2018, 8, 22.03, 6.25
2018, 9, 17.76, 0.1338
2018, 10, 10.59, 247.4
2018, 11, 7.597, 297.9
2018, 12, 6.675, 89.78
2019, 1, 4.715, 497.6
2019, 2, 4.393, 448.8
2019, 3, 4.974, 540.6
2019, 4, 8.095, 97.91
2019, 5, 13.64, 163.3
2019, 6, 14.29, 128.2
2019, 7, 21.85, 1.922
2019, 8, 19.68, 7.02
2019, 9, 16.18, 6.564
2019, 10, 13.36, 406.5
2019, 11, 5.75, 721.1
2019, 12, 4.409, 363.7
2020, 1, 4.231, 182.7
2020, 2, 6.114, 187
2020, 3, 5.728, 517.7
2020, 4, 6.541, 151.6
2020, 5, 14.32, 67.21
2020, 6, 17.72, 3.109
2020, 7, 22.24, 2.343
2020, 8, 18.84, 1.577
2020, 9, 19.35, 0
2020, 10, 13.74, 146.1
2020, 11, 5.579, 197.2
2020, 12, 3.074, 333.8
2021, 1, 0.8926, 371.6
2021, 2, 3.334, 450.5
2021, 3, 6.233, 135.3
2021, 4, 5.863, 46.51
2021, 5, 13.84, 54.03
2021, 6, 14.99, 17.61
2021, 7, 21.15, 7.214
2021, 8, 24.25, 4.416
2021, 9, 17.17, 98.24
2021, 10, 10.87, 41.34
2021, 11, 3.691, 361.2
2021, 12, 5.739, 357.4
2022, 1, 3.756, 439.5
2022, 2, 3.735, 564.2
2022, 3, 9.236, 287.7
2022, 4, 14.34, 75.41
2022, 5, 11.38, 131.5
