# Created by WEAP: 5/10/2021 8:30:00 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_bcc-csm1-1-m_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Upr Bear (3,880 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (3,880 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 2.765, 273.4
2006, 2, 4.472, 250.9
2006, 3, 8.544, 84.93
2006, 4, 9.129, 183.6
2006, 5, 12.62, 87.54
2006, 6, 17.56, 15.11
2006, 7, 20.95, 5.67
2006, 8, 23.25, 7.409
2006, 9, 21.55, 0.07089
2006, 10, 15.06, 57.52
2006, 11, 7.061, 256.4
2006, 12, 2.513, 94.49
2007, 1, 4.514, 211.4
2007, 2, 6.251, 249.3
2007, 3, 4.184, 194.5
2007, 4, 6.978, 112.4
2007, 5, 14.83, 46.49
2007, 6, 19.38, 13.23
2007, 7, 23.04, 10.46
2007, 8, 21.81, 0.8944
2007, 9, 19.84, 11.52
2007, 10, 12.29, 98.18
2007, 11, 7, 283.8
2007, 12, 1.871, 413.9
2008, 1, 0.9385, 186.7
2008, 2, 6.812, 334
2008, 3, 8.441, 200.1
2008, 4, 8.816, 184
2008, 5, 14.4, 3.645
2008, 6, 18.02, 28.64
2008, 7, 22.86, 0.01415
2008, 8, 24.06, 7.33
2008, 9, 21.57, 58.7
2008, 10, 10.48, 234.2
2008, 11, 9.749, 313.6
2008, 12, 5.195, 632.3
2009, 1, 9.625, 6.885
2009, 2, 7.196, 244.6
2009, 3, 11.45, 62.35
2009, 4, 8.776, 144.8
2009, 5, 14.7, 81.07
2009, 6, 19.73, 14.96
2009, 7, 23.72, 0
2009, 8, 19.98, 0.7691
2009, 9, 19.85, 12.09
2009, 10, 13.99, 137.7
2009, 11, 7.272, 69.91
2009, 12, 2.47, 286.3
2010, 1, 7.46, 73.52
2010, 2, 5.951, 301.2
2010, 3, 7.815, 216.5
2010, 4, 8.003, 162.5
2010, 5, 16.7, 22.06
2010, 6, 19.91, 13.19
