# Created by WEAP: 5/10/2021 8:30:24 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_bcc-csm1-1-m_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Pit River (273,146 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (160,042 ha),  1000 - 2000 m (103,687 ha),  2000 - 3000 m (8,514 ha),  3000 - 4000 m (888 ha),  4000 - 5000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 4.344, 0.6165, -4.926, -11.85, -11.85, 314.3, 304.1, 258, 317, 317
2006, 2, 7.563, 3.265, -2.45, -9.289, -9.289, 239.1, 208.7, 163.9, 207, 207
2006, 3, 11.52, 7.136, 1.446, -5.552, -5.552, 128.7, 114.5, 110.1, 158.3, 158.3
2006, 4, 13.03, 9.068, 3.488, -3.343, -3.343, 179.6, 167.9, 156.6, 224.3, 224.3
2006, 5, 15.89, 11.6, 5.896, -1.066, -1.066, 97.01, 87.94, 76.34, 108.4, 108.4
2006, 6, 21.54, 16.99, 11.18, 4.132, 4.132, 24.06, 21.73, 22.48, 33.95, 33.95
2006, 7, 24.59, 19.99, 14.25, 7.344, 7.344, 11.24, 11.98, 15.66, 20.45, 20.45
2006, 8, 25.67, 21.05, 15.39, 8.522, 8.522, 1.635, 1.919, 2.257, 2.309, 2.309
2006, 9, 23.77, 19.14, 13.38, 6.463, 6.463, 1.561, 0.5045, 0.3105, 0.6724, 0.6724
2006, 10, 17.11, 12.75, 6.898, -0.0131, -0.0131, 70.9, 59.03, 55.61, 84.05, 84.05
2006, 11, 7.956, 3.452, -2.604, -9.562, -9.562, 150.3, 143, 125.4, 159.8, 159.8
