# Created by WEAP: 4/20/2021 6:31:39 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_GFDL-ESM2M_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_N_CEN_Interior Coulee (1,197,238 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,197,238 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, -3.385, 25.01
2006, 2, 0.8428, 73.21
2006, 3, 8.475, 3.122
2006, 4, 13.45, 7.733
2006, 5, 19.23, 9.116
2006, 6, 19.58, 2.748
2006, 7, 24.17, 0.9799
2006, 8, 24.54, 30.64
2006, 9, 15.54, 30.12
2006, 10, 11.45, 25.38
2006, 11, 5.522, 39.84
2006, 12, -3.878, 36.4
2007, 1, -1.248, 33.1
2007, 2, 2.402, 28.13
2007, 3, 8.362, 8.947
2007, 4, 11.29, 20.57
2007, 5, 17.13, 27.52
2007, 6, 23.98, 26.57
2007, 7, 23.34, 22.37
2007, 8, 26.6, 12.88
2007, 9, 16.75, 1.248
2007, 10, 11.61, 3.623
2007, 11, 4.576, 40.44
2007, 12, -0.815, 16.15
2008, 1, -0.9349, 18.3
2008, 2, 4.289, 67.41
2008, 3, 5.228, 61.71
2008, 4, 12.54, 10.08
2008, 5, 13.16, 19.23
2008, 6, 22.11, 10.53
2008, 7, 22.56, 1.43
2008, 8, 24.22, 0.6059
2008, 9, 19.25, 4.284
2008, 10, 9.731, 25.29
2008, 11, 4.602, 27.49
2008, 12, -1.857, 56.01
2009, 1, -1.221, 31.51
2009, 2, -1.168, 50.17
2009, 3, 6.068, 30.83
2009, 4, 7.426, 2.878
2009, 5, 13.11, 13.53
2009, 6, 21.36, 2.301
2009, 7, 23.05, 8.406
2009, 8, 23.56, 8.169
2009, 9, 16.69, 1.504
2009, 10, 10.91, 3.628
2009, 11, 4.679, 22.75
2009, 12, -2.521, 48.77
2010, 1, -2.367, 17.05
2010, 2, 0.1514, 23.8
2010, 3, 7.179, 10.13
2010, 4, 12.78, 18.18
2010, 5, 19.69, 9.367
2010, 6, 18.37, 25.58
2010, 7, 25.27, 4.31
2010, 8, 25.41, 5.469
2010, 9, 21.12, 7.787
2010, 10, 10.91, 13.67
2010, 11, 0.2608, 19.82
2010, 12, -2.109, 18.71
2011, 1, -6.263, 41.07
2011, 2, 3.764, 21.25
2011, 3, 8.163, 18.85
2011, 4, 12.15, 14.93
2011, 5, 18.81, 16.47
2011, 6, 17.02, 5.93
2011, 7, 26.68, 0.2773
2011, 8, 24.48, 0.2109
2011, 9, 18.45, 1.56
2011, 10, 11.96, 19.47
2011, 11, 5.53, 26.79
2011, 12, 1.28, 30.92
2012, 1, -3.516, 40.36
2012, 2, -2.272, 19.03
2012, 3, 5.492, 21.89
2012, 4, 12.29, 16.57
2012, 5, 17.46, 8.231
2012, 6, 20.94, 12
2012, 7, 26.86, 2.605
2012, 8, 25.56, 0.04568
2012, 9, 20.34, 3.57
2012, 10, 10.36, 13.22
2012, 11, 3.105, 28.19
2012, 12, -6.015, 25.29
2013, 1, -5.852, 17.63
2013, 2, 2.883, 18.13
2013, 3, 6.319, 6.297
2013, 4, 9.837, 27.06
2013, 5, 15.79, 53.13
2013, 6, 18.14, 11.53
2013, 7, 24.69, 0.9668
2013, 8, 24.03, 2.635
2013, 9, 24.59, 17.65
2013, 10, 11.76, 9.271
2013, 11, 3.731, 33.93
2013, 12, -7.993, 15
2014, 1, -5.614, 16.75
2014, 2, 2.538, 11.85
2014, 3, 7.788, 10.58
2014, 4, 11.51, 7.488
2014, 5, 16.29, 18.66
2014, 6, 21.44, 24.33
2014, 7, 25.95, 11.45
2014, 8, 23.76, 2.901
2014, 9, 15.07, 1.823
2014, 10, 10.25, 11.72
2014, 11, 4.517, 16.99
2014, 12, 2.092, 77.53
2015, 1, 2.066, 50.87
2015, 2, 4.38, 21.28
2015, 3, 12.84, 9.605
