# Created by WEAP: 4/20/2021 6:32:08 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_GFDL-ESM2M_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_LADWP_CoastalLA (36,256 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (36,256 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, 14.42, 8.228
2006, 2, 15.3, 146.3
2006, 3, 17.65, 225.5
2006, 4, 16.35, 14.39
2006, 5, 19.67, 2.619
2006, 6, 21.06, 0.04387
2006, 7, 22.6, 0.04548
2006, 8, 21.68, 0.8277
2006, 9, 21.46, 0
2006, 10, 20.28, 90.18
2006, 11, 17.71, 4.149
2006, 12, 15.92, 29.73
2007, 1, 14.74, 61.09
2007, 2, 15.04, 181.7
2007, 3, 14.32, 317.1
2007, 4, 14.73, 28.04
2007, 5, 18.18, 2.657
2007, 6, 18.96, 0.6623
2007, 7, 21.64, 0.009678
2007, 8, 21.8, 0
2007, 9, 22, 0.03218
2007, 10, 18.85, 18.61
2007, 11, 18.25, 17.06
2007, 12, 13.33, 43.47
2008, 1, 15.66, 25.63
2008, 2, 18.19, 0.2651
2008, 3, 17.68, 0.01742
2008, 4, 17.86, 56.69
2008, 5, 18.7, 1.487
2008, 6, 21.32, 0.07799
2008, 7, 22.18, 0.1126
2008, 8, 24.14, 0.006346
2008, 9, 23.48, 0
2008, 10, 20.37, 3.82
2008, 11, 16.93, 86.63
2008, 12, 15.21, 14.21
2009, 1, 13.28, 26.79
2009, 2, 13.63, 70.99
2009, 3, 20.83, 1.07
2009, 4, 17.45, 16.82
2009, 5, 17.94, 3.951
2009, 6, 23.13, 0.002264
2009, 7, 21.89, 0
2009, 8, 23.09, 0
2009, 9, 22.09, 0.1978
2009, 10, 20.36, 71.72
2009, 11, 17.52, 2.06
2009, 12, 15.65, 100.1
2010, 1, 14.27, 68.08
2010, 2, 14.26, 56.8
2010, 3, 14.95, 207.7
2010, 4, 18.12, 4.54
2010, 5, 19.72, 1.111
2010, 6, 20.93, 0.08483
2010, 7, 22.15, 0.03765
2010, 8, 22.17, 0.1378
2010, 9, 19.44, 2.063
2010, 10, 20.07, 0.08774
2010, 11, 16, 16.6
2010, 12, 15.95, 0.08677
2011, 1, 13.24, 143.8
2011, 2, 16.93, 74.34
2011, 3, 15.3, 97.99
2011, 4, 17.78, 1.161
2011, 5, 19.38, 0
2011, 6, 20.83, 0
2011, 7, 22.76, 0.09217
2011, 8, 25.15, 0.02768
2011, 9, 22.26, 1.271
2011, 10, 21.62, 13.02
2011, 11, 18.42, 9.43
2011, 12, 15.96, 7.8
2012, 1, 16.59, 5.872
2012, 2, 17.01, 2.698
2012, 3, 14.59, 32.67
2012, 4, 20.38, 0.002154
2012, 5, 18.65, 0.03939
2012, 6, 19.16, 0.08122
2012, 7, 23.23, 0.1822
2012, 8, 24.62, 0
2012, 9, 22.42, 0.2734
2012, 10, 21.3, 7.856
2012, 11, 17.39, 93.46
2012, 12, 13.71, 21.31
2013, 1, 13.24, 50.49
2013, 2, 17.22, 77.3
2013, 3, 16.34, 5.95
2013, 4, 16.67, 28.13
2013, 5, 19.01, 3.972
2013, 6, 20.81, 0.07891
2013, 7, 23.4, 0
2013, 8, 23.46, 2.446
2013, 9, 20.11, 35.63
2013, 10, 19.28, 0.0003261
2013, 11, 18.27, 9.707
2013, 12, 13.18, 176.9
2014, 1, 13.09, 56.2
2014, 2, 15.88, 17.59
2014, 3, 17.39, 10.96
2014, 4, 15.58, 70.42
2014, 5, 17.95, 20.27
2014, 6, 18.97, 0.06243
2014, 7, 22.46, 0.02875
2014, 8, 24.69, 0.03508
2014, 9, 23.1, 0
2014, 10, 18.06, 16.59
2014, 11, 16.18, 61.58
