# Created by WEAP: 9/4/2020 10:29:23 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_CEN_San Joaquin (2,080,565 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (2,005,914 ha),  1000 - 2000 m (71,121 ha),  2000 - 3000 m (3,530 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 144.4, 508.8, 505.7, 10.11, 4.146, 0.597, 2.869, 3.092, 3.056
1970, 2, 39.94, 119.6, 147, 12.01, 7.042, 3.351, 1.867, 1.911, 1.906
1970, 3, 46.22, 101.8, 88.76, 13.51, 7.289, 3.417, 1.992, 2.083, 2.087
1970, 4, 15.72, 77.22, 98.99, 14.05, 6.985, 2.872, 2.576, 2.38, 2.358
1970, 5, 0.04467, 0.3428, 1.571, 21.02, 15.15, 10.99, 2.273, 2.356, 2.385
1970, 6, 9.075, 57.2, 91.19, 23.54, 18.01, 13.86, 2.563, 2.312, 2.24
1970, 7, 0, 0.0361, 0.3699, 27.37, 23.22, 19.14, 2.253, 2.231, 2.212
1970, 8, 0, 0, 0, 25.65, 22.44, 18.89, 1.958, 1.972, 1.969
1970, 9, 0.3474, 0.3396, 0.7862, 23.52, 18.7, 14.75, 1.899, 1.92, 1.935
1970, 10, 13.79, 50.1, 47.48, 17.76, 13.1, 9.576, 1.534, 1.776, 1.837
1970, 11, 129, 312.5, 357.1, 13.4, 7.977, 4.822, 2.147, 2.497, 2.535
1970, 12, 96.13, 345.7, 386.5, 7.958, 1.363, -2.16, 2.297, 2.821, 2.896
1971, 1, 26.16, 117.1, 113.6, 7.882, 3.573, 0.7419, 2.39, 2.573, 2.585
1971, 2, 12.34, 42.26, 52.75, 9.393, 5.621, 2.211, 2.033, 2.081, 2.089
1971, 3, 47.97, 176.8, 183, 12.15, 6.209, 2.449, 1.84, 2.056, 2.096
1971, 4, 24.73, 62.06, 65.54, 14.39, 8.15, 4.471, 2.226, 2.339, 2.371
1971, 5, 21.36, 69.19, 79.69, 17.19, 10.45, 6.806, 2.608, 2.446, 2.399
1971, 6, 1.604, 35.47, 49.65, 22.33, 16.32, 12.38, 2.818, 2.561, 2.507
1971, 7, 0.005601, 0.7238, 6.468, 26.64, 22.24, 18, 2.8, 2.591, 2.517
1971, 8, 0.03967, 0.7076, 6.722, 26.72, 22.76, 18.75, 2.403, 2.218, 2.168
1971, 9, 3.645, 27.84, 33.48, 23.57, 18.7, 14.63, 1.811, 1.925, 1.956
1971, 10, 6.464, 19.49, 24.67, 16.96, 11.51, 8.002, 1.862, 1.835, 1.834
1971, 11, 34.24, 170.9, 215.7, 11.78, 6.798, 3.554, 1.838, 2.117, 2.167
1971, 12, 96.09, 310.1, 337.4, 6.514, 0.06594, -3.293, 2.497, 2.853, 2.894
1972, 1, 19.85, 73.25, 76.03, 5.532, 2.648, -0.3036, 2.367, 2.658, 2.697
1972, 2, 27.31, 115.2, 114.6, 11.36, 6.08, 2.505, 1.836, 1.997, 2.002
1972, 3, 3.767, 44.74, 51.66, 16.04, 10.05, 6.471, 1.64, 1.594, 1.597
1972, 4, 26.71, 126.3, 136.8, 15.84, 8.89, 5.135, 2.371, 2.467, 2.494
1972, 5, 2.079, 12.06, 14.09, 20.69, 14.65, 10.74, 2.124, 1.983, 1.961
1972, 6, 2.102, 10.7, 18.98, 24.31, 19.03, 14.84, 2.331, 2.21, 2.175
1972, 7, 0.003263, 0.05023, 0.4631, 26.56, 22.9, 19.41, 2.334, 2.25, 2.22
1972, 8, 0.05052, 3.131, 16.42, 25.96, 21.6, 18, 2.344, 2.188, 2.145
1972, 9, 12.43, 58.42, 71.19, 22.19, 17.02, 13.5, 1.651, 1.611, 1.608
1972, 10, 22.3, 45.78, 61.58, 17.5, 11.43, 7.738, 1.84, 1.834, 1.83
1972, 11, 118.1, 188, 190, 10.44, 5.348, 2.441, 2.044, 2.311, 2.341
1972, 12, 48.15, 167.7, 180.5, 5.701, 1.286, -1.35, 2.249, 2.602, 2.637
1973, 1, 131.6, 390, 340.7, 7.712, 1.917, -1.227, 2.616, 2.82, 2.836
1973, 2, 138.2, 278.1, 292.9, 11.28, 4.835, 0.9078, 2.984, 3.072, 3.055
1973, 3, 77.96, 155.4, 148.6, 10.88, 3.989, -0.001158, 2.154, 2.339, 2.373
1973, 4, 7.797, 45.94, 51.48, 16.66, 10.19, 6.419, 2.139, 2.204, 2.224
1973, 5, 1.27, 19.04, 30.41, 21.94, 16.07, 12.23, 2.038, 1.962, 1.947
1973, 6, 0.3849, 4.96, 5.685, 25.28, 19.23, 15.36, 2.437, 2.349, 2.329
1973, 7, 0, 3.428, 17.07, 26.18, 21.9, 17.93, 2.984, 2.744, 2.665
1973, 8, 0.07269, 3.991, 15.97, 25.33, 21.39, 17.65, 2.381, 2.368, 2.358
1973, 9, 2.528, 13.76, 9.632, 22.37, 17.91, 14.44, 2.001, 2.091, 2.111
1973, 10, 49.66, 114.3, 124.7, 17.86, 13.04, 9.84, 1.831, 1.956, 1.982
1973, 11, 84.92, 347.7, 394.8, 11.66, 4.641, 1.386, 2.737, 3.196, 3.244
1973, 12, 89.87, 281.7, 303.3, 8.674, 3.945, 1.26, 2.198, 2.484, 2.507
1974, 1, 60.98, 211.4, 174.7, 8.569, 2.814, -0.3547, 2.565, 2.747, 2.749
1974, 2, 22.44, 103.2, 110.4, 10.02, 4.859, 1.678, 2.063, 2.389, 2.437
1974, 3, 84.27, 293.2, 300.5, 12.9, 6.525, 3.243, 2.37, 2.554, 2.573
1974, 4, 46.73, 137.6, 147.1, 14.91, 8.293, 4.781, 2.098, 2.267, 2.316
1974, 5, 0.08581, 1.67, 6.083, 19.72, 13.93, 10.16, 2.562, 2.359, 2.312
1974, 6, 5.806, 8.864, 7.172, 24.18, 19.01, 15.29, 2.64, 2.542, 2.505
1974, 7, 39.48, 279.4, 229.8, 26.11, 20.58, 16.82, 2.723, 2.655, 2.622
