# Created by WEAP: 4/13/2020 6:10:01 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: Upper Columbia (3,678,705 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (576,374 ha),  1000 - 2000 m (2,004,968 ha),  2000 - 3000 m (1,092,124 ha),  3000 - 4000 m (5,239 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 104.8, 109.3, 111.8, 114.9, -9, -13.29, -16.48, -19.46, 2.221, 2.278, 2.342, 2.428
1970, 2, 38.82, 46.92, 53.28, 55.47, -2.489, -6.223, -8.884, -11.51, 2.155, 2.211, 2.272, 2.347
1970, 3, 47.16, 54.84, 60.71, 64.76, -0.3944, -4.298, -7.074, -9.72, 2.717, 2.789, 2.871, 2.941
1970, 4, 53.08, 62.73, 70.61, 72.27, 3.536, -0.4566, -3.295, -5.862, 2.757, 2.764, 2.786, 2.825
1970, 5, 34.92, 38.04, 39.77, 38.88, 10.42, 6.459, 3.673, 1.326, 1.662, 1.742, 1.831, 1.93
1970, 6, 55.59, 55.94, 57.71, 68.99, 16.49, 12.69, 10.05, 7.683, 2.154, 2.167, 2.193, 2.241
1970, 7, 59.46, 63.47, 67.13, 66.41, 18.46, 14.54, 11.76, 9.375, 1.967, 1.945, 1.942, 1.974
1970, 8, 20.1, 22.7, 24.56, 24.21, 17.63, 13.81, 11.14, 8.854, 1.882, 1.911, 1.954, 2.005
1970, 9, 88.95, 94.82, 97.84, 93, 8.37, 4.564, 1.893, -0.359, 2.628, 2.679, 2.747, 2.82
1970, 10, 51.06, 52.17, 51.31, 52.04, 3.482, -0.2093, -2.779, -5.084, 2.457, 2.545, 2.645, 2.748
1970, 11, 94.62, 102.6, 108.3, 109.9, -3.379, -7.489, -10.46, -13.18, 2.232, 2.203, 2.172, 2.176
1970, 12, 122.2, 131.6, 138.6, 139.3, -8.093, -12.47, -15.66, -18.37, 3.035, 3.089, 3.148, 3.202
1971, 1, 177.6, 192.3, 204.7, 226.8, -8.26, -12.47, -15.57, -18.56, 3.685, 3.706, 3.736, 3.753
1971, 2, 94.05, 103.7, 108.4, 112, -4.288, -8.171, -10.91, -13.39, 2.372, 2.45, 2.544, 2.648
1971, 3, 82.96, 96.42, 108.3, 115, -2.218, -6.19, -8.997, -11.57, 2.657, 2.675, 2.707, 2.754
1971, 4, 45.96, 47.91, 49.31, 52.79, 4.812, 1.02, -1.618, -3.983, 1.999, 2.036, 2.078, 2.124
1971, 5, 45.42, 43.68, 39.43, 37.02, 10.85, 7.029, 4.359, 1.955, 1.472, 1.489, 1.515, 1.583
1971, 6, 103.2, 105.9, 106.4, 107.3, 12.54, 8.814, 6.257, 3.943, 2.082, 2.145, 2.218, 2.285
1971, 7, 37.31, 39.97, 41.86, 42.67, 17.14, 13.3, 10.6, 8.073, 2.024, 2.061, 2.111, 2.152
1971, 8, 30.12, 31.83, 32.02, 29.11, 19.66, 15.82, 13.11, 10.62, 2.151, 2.146, 2.154, 2.161
1971, 9, 78.6, 85.82, 90.36, 89.22, 9.248, 5.293, 2.497, 0.1497, 2.523, 2.576, 2.651, 2.739
1971, 10, 97.09, 99.65, 99.12, 91.08, 3.421, -0.4928, -3.276, -5.744, 2.553, 2.635, 2.732, 2.826
1971, 11, 108, 116.1, 119.8, 105.5, -1.325, -5.288, -8.098, -10.56, 2.864, 2.965, 3.073, 3.155
1971, 12, 151.3, 153, 152.6, 156.8, -10.53, -14.94, -18.19, -20.95, 2.62, 2.685, 2.761, 2.844
1972, 1, 153.4, 167.5, 180.3, 182.6, -12.02, -16.4, -19.62, -22.4, 3.698, 3.714, 3.745, 3.794
1972, 2, 148.3, 176.3, 204.2, 223.5, -5.506, -9.724, -12.81, -15.8, 2.966, 2.991, 3.024, 3.062
1972, 3, 125.7, 144.2, 158.8, 170.3, -0.01739, -3.667, -6.201, -8.586, 2.874, 2.933, 2.998, 3.036
1972, 4, 58.93, 64.63, 67.92, 66.85, 2.397, -1.435, -4.094, -6.358, 2.803, 2.836, 2.876, 2.912
1972, 5, 44.02, 43.41, 40.78, 40.66, 10.46, 6.554, 3.815, 1.37, 2.054, 2.054, 2.065, 2.092
1972, 6, 109.6, 123.1, 133.9, 138, 12.8, 9.033, 6.412, 4.148, 2.246, 2.281, 2.334, 2.399
1972, 7, 67.45, 67.25, 64.56, 64.01, 15.48, 11.67, 8.97, 6.321, 2.23, 2.213, 2.21, 2.224
1972, 8, 26.73, 27.67, 28.05, 30.46, 17.96, 14.24, 11.68, 9.192, 1.571, 1.584, 1.603, 1.619
1972, 9, 103.2, 109.1, 113.5, 121.1, 8.153, 4.147, 1.269, -1.309, 2.527, 2.537, 2.559, 2.584
1972, 10, 34.79, 39.01, 43.87, 47.44, 3.438, -0.2885, -2.882, -5.363, 2.098, 2.201, 2.312, 2.411
1972, 11, 69, 77.66, 82.95, 77.39, -1.109, -5.232, -8.199, -10.83, 2.45, 2.539, 2.633, 2.713
1972, 12, 135.7, 144.4, 153.8, 162.1, -9.394, -13.78, -17.04, -20.03, 2.895, 2.901, 2.917, 2.959
1973, 1, 80.68, 89.64, 99.21, 104.8, -8.681, -12.63, -15.43, -18.15, 3.016, 3.075, 3.14, 3.226
1973, 2, 70.74, 81.27, 90.73, 98.61, -4.163, -7.915, -10.56, -13.3, 2.197, 2.271, 2.348, 2.42
1973, 3, 64.31, 73.33, 82.69, 91.04, 1.159, -2.696, -5.4, -7.946, 2.075, 2.13, 2.193, 2.254
