# Created by WEAP: 9/4/2020 10:27:37 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: MT_NE_Missouri (8,562,118 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (3,837,047 ha),  1000 - 2000 m (4,525,009 ha),  2000 - 3000 m (200,061 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 17.63, 26.76, 114.7, -9.966, -8.164, -9.885, 4.222, 4.137, 3.946
1970, 2, 9.52, 29.26, 139.5, -1.61, -0.1843, -3.669, 4.141, 4.127, 3.83
1970, 3, 8.553, 21.37, 89.82, -0.9525, -1.58, -6.072, 3.584, 3.61, 3.297
1970, 4, 65.61, 53.32, 128.1, 5.131, 3.352, -2.048, 5.231, 4.719, 4.219
1970, 5, 57.07, 83.96, 146.9, 13.73, 12.17, 6.745, 3.043, 2.735, 2.534
1970, 6, 66.36, 63.06, 78.98, 20.71, 18.39, 12.76, 3.203, 2.985, 2.674
1970, 7, 36.2, 49.99, 68.81, 23.61, 21.12, 15.66, 2.639, 2.503, 2.247
1970, 8, 15.99, 16.09, 19.5, 23.84, 21.21, 15.84, 2.475, 2.293, 2.108
1970, 9, 33.19, 34.65, 70.52, 14.78, 12.5, 7.073, 3.508, 3.63, 3.385
1970, 10, 20.73, 19.77, 43.1, 7.994, 7.022, 2.145, 4.002, 3.861, 3.519
1970, 11, 9.593, 17.38, 82.23, -0.2726, -0.7507, -4.155, 3.552, 3.702, 3.577
1970, 12, 6.806, 13.11, 66.03, -6.628, -5.787, -8.384, 4.693, 4.627, 4.292
1971, 1, 38.32, 43.11, 172.7, -10.05, -8.551, -10.7, 4.737, 4.93, 4.616
1971, 2, 7.657, 15.02, 69.89, -3.913, -2.174, -5.804, 4.395, 4.284, 3.921
1971, 3, 14.44, 21.54, 88.33, 0.9439, -0.3183, -5.129, 4.276, 4.336, 3.98
1971, 4, 20.71, 30.56, 84.33, 8.402, 6.652, 1.436, 3.809, 3.578, 3.232
1971, 5, 36.76, 54.44, 80.86, 14.33, 12.27, 6.957, 3.39, 3.054, 2.803
1971, 6, 57, 55.68, 79.38, 18.65, 15.78, 10.37, 2.798, 2.772, 2.449
