# Created by WEAP: 9/4/2020 10:29:28 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CO_DEN_Boulder (255,527 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (123,618 ha),  2000 - 3000 m (91,800 ha),  3000 - 4000 m (39,961 ha),  4000 - 5000 m (148 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 4000 to 5000 m

1970, 1, 3.12, 23.43, 92.26, 71.16, 0.8369, -3.825, -10.14, -9.834, 4.604, 4.408, 4.308, 4.493
1970, 2, 1.62, 17.86, 66.52, 64.77, 5.13, -0.5159, -7.384, -7.296, 3.592, 3.419, 3.334, 3.479
1970, 3, 67.52, 101.5, 135.6, 148.2, 2.593, -2.522, -8.386, -8.517, 3.54, 3.407, 3.344, 3.455
1970, 4, 22.94, 45.61, 110.1, 118.4, 7.755, 1.686, -4.687, -4.786, 3.654, 3.535, 3.479, 3.559
1970, 5, 19.92, 22.86, 19.65, 15.62, 16.92, 10.75, 4.615, 4.168, 2.318, 2.26, 2.239, 2.292
1970, 6, 85.08, 84.36, 87.87, 91.79, 19.8, 13.68, 8.124, 7.673, 2.518, 2.465, 2.438, 2.459
1970, 7, 30.19, 48.02, 59.67, 59.49, 23.67, 17.61, 11.91, 11.47, 1.431, 1.402, 1.404, 1.446
1970, 8, 12.3, 26.41, 53.65, 53.44, 24.09, 17.81, 12.08, 11.7, 1.623, 1.546, 1.523, 1.584
1970, 9, 87.54, 78.98, 90.1, 84.2, 16.67, 11.09, 5.622, 5.448, 2.841, 2.776, 2.745, 2.782
1970, 10, 24.26, 38.94, 75.27, 75.13, 9.174, 3.963, -1.565, -1.808, 2.995, 2.934, 2.905, 2.962
