# Created by WEAP: 9/4/2020 10:28:50 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: MT_SW_Middle Missouri (274,874 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (251,664 ha),  2000 - 3000 m (23,210 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 19.85, 46.03, -6.275, -9.112, 3.707, 3.695
1970, 2, 20.67, 42.45, 0.3889, -2.7, 3.414, 3.37
1970, 3, 29.66, 66.43, -1.638, -4.771, 2.844, 2.808
1970, 4, 32.42, 69.43, 2.527, -0.808, 3.572, 3.512
1970, 5, 34.86, 58.29, 11.06, 7.735, 2.196, 2.173
1970, 6, 78.82, 109.4, 17.03, 13.68, 2.252, 2.214
1970, 7, 36.94, 50.69, 20.28, 16.72, 1.915, 1.866
1970, 8, 10.33, 13.99, 20.47, 17.13, 1.865, 1.838
1970, 9, 13.18, 27.44, 11.11, 7.682, 3.021, 2.964
1970, 10, 19.98, 37.13, 5.325, 2.193, 3.008, 2.963
1970, 11, 15.9, 28.44, -0.3878, -3.252, 3.376, 3.359
1970, 12, 15.52, 37.47, -5.142, -8.057, 3.834, 3.792
1971, 1, 48.15, 90.68, -6.626, -9.3, 4.243, 4.206
1971, 2, 23.31, 49.05, -2.126, -4.961, 3.433, 3.389
1971, 3, 14.07, 29.98, -0.4023, -3.605, 3.469, 3.421
1971, 4, 26.51, 46.98, 5.629, 2.486, 2.787, 2.746
1971, 5, 60.24, 77.92, 11.02, 7.929, 2.471, 2.448
1971, 6, 25.86, 36.03, 14.37, 11.11, 2.058, 2.012
1971, 7, 8.381, 11.81, 18.3, 15.07, 1.882, 1.845
1971, 8, 35.08, 40.05, 21.8, 18.62, 1.494, 1.468
1971, 9, 31.93, 50.98, 10.95, 7.802, 2.531, 2.498
1971, 10, 9.719, 16.98, 5.943, 2.662, 3.2, 3.149
1971, 11, 11.07, 31.84, 1.093, -2.035, 3.489, 3.441
1971, 12, 36.3, 79.83, -7.55, -10.46, 4.006, 3.971
1972, 1, 41.01, 80.43, -9.414, -11.75, 4.743, 4.697
1972, 2, 20.92, 47.91, -2.165, -5.119, 4.11, 4.071
1972, 3, 23.79, 57.5, 4.046, 0.8982, 3.616, 3.578
1972, 4, 19.57, 31.33, 4.962, 1.822, 2.984, 2.953
1972, 5, 29.74, 38.19, 10.34, 7.051, 2.303, 2.264
1972, 6, 31.39, 42.72, 16.44, 13.11, 2.18, 2.144
