# Created by WEAP: 3/19/2020 3:28:52 PM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: Wind (12,993,093 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (4,663,531 ha),  1000 - 2000 m (6,470,564 ha),  2000 - 3000 m (1,679,767 ha),  3000 - 4000 m (179,231 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 0 to 1000 m, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, T_mean[C]:Elevation 3000 to 4000 m, Precip[mm/month]:Elevation 0 to 1000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 3000 to 4000 m, Wind[m/sec]:Elevation 0 to 1000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 3000 to 4000 m

1948, 1, -4.381, -2.907, -7.157, -9.048, 9.728, 23.67, 39.27, 44.33, 4.633, 4.616, 4.011, 4.043
1948, 2, -7.575, -5.718, -8.702, -10.37, 10.49, 11.07, 27.27, 29.17, 3.909, 3.954, 3.637, 3.66
1948, 3, -2.404, -2.175, -6.936, -8.941, 8.783, 21.14, 25.85, 29.57, 3.816, 3.616, 3.252, 3.254
1948, 4, 8.206, 7.699, 1.7, -0.7465, 32.51, 52.4, 40.07, 42.67, 3.687, 3.615, 3.437, 3.451
1948, 5, 14.11, 13.08, 7.563, 5.234, 37.5, 41.71, 45.18, 46.94, 3.907, 3.28, 2.784, 2.808
1948, 6, 17.48, 16.65, 11.48, 9.103, 102.9, 107.2, 100, 99.93, 2.836, 2.449, 2.043, 2.029
1948, 7, 21.25, 19.82, 14.14, 11.84, 78.32, 64.79, 40.81, 38.82, 3.003, 2.742, 2.321, 2.33
1948, 8, 21.66, 20.19, 14.75, 12.76, 24.98, 24.05, 35.23, 30.55, 2.938, 2.753, 2.37, 2.367
1948, 9, 17.89, 16.17, 10.7, 8.42, 8.774, 17.51, 23.52, 22.48, 3.217, 2.975, 2.572, 2.582
1948, 10, 9.905, 9.326, 4.403, 2.421, 1.179, 4.631, 8.899, 7.952, 3.464, 3.15, 2.718, 2.721
1948, 11, 0.9138, 0.6155, -5.125, -7.443, 18.38, 24.07, 31.61, 31.26, 4.391, 4.549, 4.177, 4.188
1948, 12, -9.753, -7.051, -9.679, -11.31, 9.35, 18.23, 50.6, 46.64, 4.288, 4.36, 3.966, 4
1949, 1, -14.69, -13.11, -16.21, -17.46, 13.6, 31.74, 50.1, 53.02, 4.525, 4.19, 3.411, 3.433
1949, 2, -12.11, -8.267, -9.986, -11.66, 14.39, 24.68, 34.87, 37.97, 4.069, 4.426, 4.236, 4.265
1949, 3, -2.047, -1.027, -5.028, -7.072, 12.93, 33.29, 35.9, 45.95, 3.156, 3.012, 2.562, 2.562
1949, 4, 11.16, 9.979, 4.61, 2.353, 6.069, 31.8, 36.06, 40.68, 3.559, 3.302, 2.834, 2.846
1949, 5, 15.38, 13.41, 8.459, 6.418, 33.43, 59.81, 56.26, 57.12, 3.098, 2.752, 2.311, 2.298
1949, 6, 17.92, 16.15, 10.79, 8.745, 38, 54.43, 67.31, 69.74, 3.357, 2.933, 2.68, 2.692
1949, 7, 22.28, 20.84, 15.22, 12.79, 33.97, 28.85, 19.65, 17.31, 2.982, 2.539, 2.308, 2.299
1949, 8, 23.05, 21.32, 15.48, 13.15, 9.558, 5.658, 16.85, 17.27, 2.833, 2.559, 2.165, 2.161
1949, 9, 14.8, 13.85, 8.844, 6.565, 12.57, 30.92, 55.9, 60.5, 3.23, 2.973, 2.565, 2.576
1949, 10, 6.929, 5.73, 1.138, -0.7874, 42.11, 48.32, 41.04, 44.59, 4.443, 3.93, 3.418, 3.417
1949, 11, 6.791, 7.412, 3.062, 1.104, 0.5144, 6.195, 13.47, 13.31, 4.592, 4.379, 3.809, 3.827
1949, 12, -9.633, -5.748, -7.426, -9.11, 10.51, 17.41, 24.83, 27.48, 4.172, 4.516, 4.232, 4.252
1950, 1, -20.21, -14.68, -14.36, -16.43, 10.17, 20.55, 48.93, 56.73, 3.508, 3.953, 3.997, 4.016
1950, 2, -5.339, -1.694, -3.749, -5.575, 7.371, 7.55, 17.21, 11.01, 3.853, 4.025, 3.725, 3.751
1950, 3, -4.083, -1.884, -5.511, -7.716, 29.89, 38.86, 47.71, 50.92, 4.197, 4.082, 3.604, 3.602
1950, 4, 4.566, 4.909, 0.544, -1.783, 25.45, 45.72, 47.44, 64.06, 4.156, 3.665, 3.154, 3.155
1950, 5, 10.55, 9.251, 4.72, 2.713, 27.95, 39.37, 29.62, 32.58, 3.809, 3.353, 2.987, 2.985
1950, 6, 16.14, 14.83, 9.735, 7.388, 101, 68.95, 62.58, 66.36, 3.829, 3.204, 2.693, 2.683
1950, 7, 19.96, 18.56, 12.83, 10.59, 30.5, 41.82, 51.79, 49.39, 2.916, 2.664, 2.284, 2.301
1950, 8, 18.98, 18.05, 12.97, 10.78, 42.54, 27.68, 36.6, 32.8, 2.668, 2.456, 2.181, 2.184
1950, 9, 14.29, 13.04, 7.905, 5.648, 62.96, 45.92, 59.37, 58.47, 2.984, 2.873, 2.364, 2.352
1950, 10, 9.747, 10.32, 6.062, 3.885, 10.85, 14.91, 21.05, 24.62, 3.876, 3.809, 3.535, 3.549
1950, 11, -1.606, -0.1834, -3.627, -5.691, 11.03, 23.34, 34.84, 37.61, 3.939, 3.919, 3.763, 3.779
1950, 12, -4.183, -0.8147, -3.32, -4.754, 7.343, 15.43, 29.97, 32.79, 4.016, 4.153, 3.711, 3.741
1951, 1, -9.62, -7.13, -9.78, -11.58, 5.791, 12.4, 22.78, 28.34, 4.19, 4.207, 3.863, 3.886
1951, 2, -6.055, -2.344, -5.495, -7.396, 7.786, 13.34, 22.82, 24.33, 3.888, 4.056, 3.729, 3.758
1951, 3, -7.493, -4.777, -7.805, -9.417, 7.125, 25.84, 43.63, 46.24, 4.063, 3.992, 3.58, 3.592
1951, 4, 4.716, 4.669, 0.6686, -1.621, 14.59, 29.57, 40.86, 48.27, 3.571, 3.333, 2.818, 2.815
1951, 5, 13.5, 12.41, 7.746, 5.512, 32.84, 39.54, 35.93, 35.08, 3.628, 3.526, 3.125, 3.126
1951, 6, 14.55, 12.83, 7.589, 5.307, 58.55, 59.86, 37.84, 38.59, 2.976, 2.524, 2.227, 2.211
1951, 7, 22.01, 20.68, 15.13, 12.8, 32.02, 35.38, 34.6, 37.35, 2.907, 2.673, 2.212, 2.208
1951, 8, 19.54, 18.86, 13.06, 10.92, 123.9, 50.4, 54.11, 48.1, 3.283, 2.78, 2.334, 2.329
1951, 9, 12.33, 11.65, 7.109, 5.007, 46.3, 49.43, 45.68, 46.25, 3.485, 3.235, 2.884, 2.885
1951, 10, 6.478, 6.387, 1.728, -0.3812, 23.29, 38.58, 63.71, 67.35, 3.249, 3.104, 2.884, 2.896
1951, 11, -1.03, 0.4753, -3.617, -5.483, 8.513, 12.18, 14.62, 19.53, 3.825, 4.042, 3.775, 3.793
1951, 12, -11.63, -8.504, -9.929, -11.59, 19.9, 31.86, 50.59, 52.02, 4.004, 4.137, 3.91, 3.923
1952, 1, -12.79, -7.889, -9.564, -11.36, 10.78, 15.26, 53.6, 49.48, 4.208, 4.489, 4.049, 4.077
1952, 2, -5.204, -3.138, -6.449, -8.052, 12.45, 20.89, 38.7, 38.22, 4.057, 4.023, 3.567, 3.592
1952, 3, -5.326, -3.093, -7.198, -9.037, 8.99, 17.05, 24.85, 26.98, 3.26, 3.21, 2.895, 2.898
1952, 4, 11.02, 9.519, 3.869, 1.696, 4.23, 16.81, 24.7, 24.16, 3.333, 3.095, 2.707, 2.713
1952, 5, 13.65, 12.43, 7.642, 5.373, 39.21, 84.37, 92.44, 95.24, 3.03, 2.811, 2.484, 2.499
1952, 6, 18.87, 17.72, 11.9, 9.623, 39.25, 42.32, 47.32, 43.82, 3.683, 3.317, 2.98, 3
1952, 7, 20.57, 19.55, 13.72, 11.44, 39.63, 53.12, 45.19, 38.58, 3.211, 2.846, 2.466, 2.456
1952, 8, 20.9, 19.8, 14.11, 11.93, 35.09, 27.48, 33.79, 36.6, 3.021, 2.644, 2.243, 2.237
1952, 9, 16.88, 16.28, 11.12, 9.068, 19.94, 15.22, 12.64, 14.28, 3.265, 2.882, 2.561, 2.562
1952, 10, 8.31, 9.319, 6.252, 4.265, 1.571, 3.76, 3.613, 3.747, 3.392, 2.996, 2.574, 2.581
1952, 11, -0.5602, -0.4546, -4.728, -6.672, 10.33, 16.15, 24.03, 20.19, 3.771, 3.546, 2.886, 2.9
1952, 12, -3.787, -1.486, -5.145, -6.582, 2.827, 7.458, 13.75, 14.38, 3.99, 4.28, 3.796, 3.818
1953, 1, -2.555, 1.433, -1.748, -3.598, 9.733, 19.42, 28.38, 31.93, 4.482, 5.135, 4.886, 4.925
1953, 2, -2.087, -0.8758, -5.409, -7.227, 11.87, 27.79, 42.31, 44.1, 4.381, 4.433, 3.893, 3.914
1953, 3, 1.726, 2.895, -1.964, -4.017, 14.94, 15.96, 19.61, 19.99, 4.566, 4.535, 3.913, 3.928
1953, 4, 3.616, 3.556, -0.9025, -2.99, 53.17, 52.39, 58.39, 68.28, 3.54, 3.191, 2.866, 2.862
1953, 5, 10.5, 9.427, 4.62, 2.694, 106.8, 76.68, 54.89, 58, 3.924, 3.837, 3.317, 3.331
1953, 6, 17.48, 16.3, 10.91, 8.85, 99.11, 58.98, 52.08, 49.07, 3.304, 3.037, 2.634, 2.634
1953, 7, 21.92, 21.78, 16.56, 14.35, 27.55, 15.75, 7.871, 7.704, 3.192, 2.708, 2.143, 2.142
1953, 8, 21.24, 20.45, 15.26, 12.92, 47.83, 37.78, 24.62, 25.67, 2.95, 2.534, 2.059, 2.06
1953, 9, 16.14, 15.71, 11.23, 8.971, 13.04, 18.48, 20.91, 23.58, 3.689, 3.282, 2.914, 2.921
1953, 10, 12.12, 11.17, 6.666, 4.578, 42.99, 28.88, 22.99, 20.65, 3.539, 3.391, 2.979, 2.986
1953, 11, 4.34, 4.822, 0.6621, -1.216, 2.18, 9.433, 20.55, 18.25, 4.163, 4.201, 3.89, 3.912
1953, 12, -0.9671, -0.8787, -4.653, -6.611, 6.806, 13.21, 24.31, 27.67, 5.309, 5.241, 4.534, 4.575
1954, 1, -12.35, -7.686, -9.393, -11.56, 13.86, 25.25, 46.79, 56.44, 3.918, 4.151, 4.067, 4.078
1954, 2, 3.139, 4.122, -0.6115, -2.492, 5.958, 12.04, 18.62, 22.74, 5.081, 5.21, 4.54, 4.575
1954, 3, -3.303, -2.673, -6.693, -8.768, 27.76, 45.38, 51.27, 62.35, 3.887, 3.562, 3.178, 3.187
1954, 4, 5.295, 5.49, 1.848, -0.4706, 18.91, 23.39, 28.24, 36.24, 3.929, 3.682, 3.476, 3.483
1954, 5, 11.41, 10.94, 6.798, 4.578, 29.43, 36.16, 37.09, 36.72, 3.673, 3.197, 2.602, 2.608
1954, 6, 15.52, 14.91, 9.514, 7.245, 66.84, 47.54, 59.54, 57.57, 3.78, 3.393, 2.994, 3
1954, 7, 23.51, 22.63, 17.1, 14.85, 21.6, 18.2, 18.43, 20.84, 3.301, 2.71, 2.21, 2.202
1954, 8, 20.59, 19.63, 13.67, 11.39, 113.4, 39.33, 29.8, 28.45, 3.3, 2.603, 2.214, 2.207
1954, 9, 14.34, 14.77, 10.02, 7.769, 37.63, 26.72, 22.56, 26.3, 3.629, 3.062, 2.659, 2.674
