# Created by WEAP: 9/4/2020 10:27:57 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: MT_SW_Upper Clark Fork (3,140,745 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (115,488 ha),  1000 - 2000 m (2,400,158 ha),  2000 - 3000 m (624,726 ha),  3000 - 4000 m (373 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 130.5, 158.1, 205.9, 88.71, -4.131, -6.334, -8.602, -9.854, 3.161, 3.344, 3.407, 3.427
1970, 2, 38.26, 48.81, 61.34, 43.77, 1.12, -1.334, -3.795, -5.415, 2.77, 2.928, 2.916, 2.879
1970, 3, 52.31, 67.04, 96.26, 135.4, 1.88, -1.457, -4.426, -7.364, 2.425, 2.515, 2.488, 2.452
1970, 4, 64.66, 61.72, 69.99, 105.2, 4.842, 1.66, -1.382, -4.37, 3.028, 3.125, 3.052, 2.979
1970, 5, 43.38, 58.98, 85.6, 99.64, 12.67, 9.794, 6.837, 4.613, 1.859, 1.927, 1.908, 1.891
1970, 6, 56.72, 87.38, 131.8, 173.8, 18.28, 15.42, 12.42, 10.44, 2.145, 2.111, 2.01, 1.944
1970, 7, 50.83, 62.57, 71.81, 64.77, 20.99, 18.24, 15.32, 13.64, 1.884, 1.8, 1.63, 1.556
1970, 8, 7.603, 8.703, 9.032, 17.98, 20.41, 17.98, 15.35, 14.04, 1.726, 1.722, 1.643, 1.621
1970, 9, 26.23, 39.7, 66.3, 65.37, 11.42, 8.92, 6.271, 4.116, 2.667, 2.704, 2.589, 2.53
1970, 10, 33.24, 38.93, 53.38, 61.93, 6.288, 3.86, 1.135, -0.7349, 2.417, 2.551, 2.53, 2.488
1970, 11, 74.74, 80.33, 95.7, 67.96, 0.9212, -1.207, -3.683, -5.427, 3.096, 3.168, 3.171, 3.147
1970, 12, 61.19, 75.22, 87.66, 49.1, -3.887, -6.36, -8.961, -10.76, 3.318, 3.43, 3.398, 3.35
1971, 1, 139.9, 169.5, 219.9, 118.9, -3.157, -5.429, -8.051, -9.498, 3.937, 3.998, 3.946, 3.898
1971, 2, 36.25, 62.35, 94.67, 73.1, -0.2662, -2.894, -5.666, -8.034, 2.866, 2.987, 2.95, 2.913
1971, 3, 59.67, 63.47, 68.85, 57.71, 1.696, -1.216, -4.053, -6.989, 3.051, 3.119, 3.048, 2.999
1971, 4, 60.26, 70.56, 120.3, 138.7, 7.525, 4.659, 1.643, -1.354, 2.307, 2.419, 2.398, 2.357
1971, 5, 53.05, 69.12, 98.03, 95.06, 13.23, 10.23, 7.096, 4.63, 2.295, 2.318, 2.291, 2.248
1971, 6, 69.1, 56.63, 52.62, 58.22, 14.87, 12.43, 9.675, 7.57, 1.814, 1.852, 1.788, 1.725
1971, 7, 19.51, 15.14, 8.758, 7.366, 19.7, 16.93, 14.13, 12.55, 1.793, 1.78, 1.703, 1.639
1971, 8, 29.08, 34.53, 43.84, 74.04, 22.07, 19.66, 16.89, 15.81, 1.744, 1.603, 1.478, 1.397
1971, 9, 18.39, 25.84, 37.88, 59.47, 11.65, 9.189, 6.492, 4.46, 2.332, 2.367, 2.317, 2.289
1971, 10, 30.65, 26.49, 27.24, 32.52, 6.476, 4.126, 1.435, -0.4314, 2.633, 2.746, 2.68, 2.648
1971, 11, 43.98, 56.57, 86.84, 82.83, 1.264, -1.041, -3.571, -5.362, 2.715, 2.899, 2.883, 2.861
1971, 12, 86.95, 108.1, 138.9, 105.5, -4.996, -7.843, -10.39, -12.03, 3.354, 3.543, 3.565, 3.55
1972, 1, 136.3, 164.2, 211.8, 98.59, -5.612, -8.107, -10.74, -12.37, 4.374, 4.453, 4.393, 4.339
1972, 2, 124.7, 148.4, 224.2, 242.2, -1.415, -3.69, -6.23, -8.107, 3.603, 3.715, 3.661, 3.638
1972, 3, 84.72, 97.29, 129.7, 117.9, 4.832, 2.322, -0.2535, -2.815, 2.971, 3.132, 3.099, 3.116
1972, 4, 47.33, 55.35, 72.7, 87.24, 5.545, 3.241, 0.4725, -2.422, 2.711, 2.802, 2.801, 2.773
1972, 5, 25.67, 37.08, 51.86, 63.03, 12.64, 9.55, 6.444, 3.747, 1.988, 2.012, 1.927, 1.892
1972, 6, 28.66, 41.3, 51.97, 70.56, 16.68, 14.5, 11.84, 9.555, 1.979, 1.986, 1.896, 1.872
1972, 7, 27.13, 27.84, 25.96, 25.49, 18.73, 16.2, 13.45, 11.21, 2.2, 2.141, 2.048, 1.987
1972, 8, 20.25, 26.92, 33.87, 52.71, 20.9, 18.1, 15.12, 13.19, 1.494, 1.45, 1.385, 1.338
1972, 9, 42.97, 49.66, 58.91, 77.25, 12.39, 9.924, 7.139, 4.94, 2.659, 2.702, 2.611, 2.604
1972, 10, 37.01, 34.87, 36.91, 33.13, 6.442, 4.346, 1.916, 0.1298, 1.958, 2.026, 1.971, 1.935
1972, 11, 20.17, 29.32, 47.84, 34.86, 1.216, -1.437, -4.264, -6.165, 2.443, 2.554, 2.51, 2.461
1972, 12, 67.69, 91.85, 126.7, 55.82, -5.988, -9.213, -12.21, -14.03, 3.422, 3.426, 3.338, 3.227
1973, 1, 36.85, 42.21, 54.85, 48.2, -5.006, -7.578, -10.04, -11.83, 3.143, 3.13, 3.044, 2.896
1973, 2, 8.144, 16.55, 35.91, 61.47, -0.07379, -3.504, -6.556, -8.767, 2.326, 2.392, 2.376, 2.29
1973, 3, 19.39, 30.81, 60.36, 78.83, 4.262, 1.352, -1.623, -4.708, 2.244, 2.319, 2.306, 2.23
1973, 4, 18.68, 27.21, 43.75, 94.9, 7.2, 3.862, 0.7761, -2.089, 2.301, 2.457, 2.462, 2.453
