# Created by WEAP: 9/4/2020 10:28:06 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_N_Payette (551,553 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (34,269 ha),  1000 - 2000 m (382,441 ha),  2000 - 3000 m (134,720 ha),  3000 - 4000 m (124 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 200.8, 319.4, 533.2, 681.9, 0.0456, -4.255, -7.95, -11.11, 3.571, 3.459, 3.368, 3.308
1970, 2, 32.18, 55.44, 91.81, 100.4, 3.718, -0.6225, -4.886, -9.073, 2.596, 2.564, 2.526, 2.493
1970, 3, 39.72, 65.77, 111.1, 137.8, 4.988, 0.3853, -4.165, -8.284, 2.569, 2.474, 2.416, 2.407
1970, 4, 18.75, 32.75, 53.45, 56.71, 6.681, 2.32, -1.96, -5.824, 2.983, 2.838, 2.752, 2.742
1970, 5, 22.85, 44.51, 81.73, 142.5, 14.52, 10.1, 5.901, 2.675, 1.931, 1.846, 1.78, 1.752
1970, 6, 75.07, 108.7, 147.1, 175.3, 20.32, 16, 11.97, 8.869, 1.98, 1.872, 1.773, 1.704
1970, 7, 5.828, 14.17, 23.9, 33.77, 23.68, 19.61, 15.6, 12.18, 1.534, 1.389, 1.266, 1.194
1970, 8, 0.7381, 3.635, 13.11, 40.93, 23.62, 19.91, 15.97, 11.83, 1.516, 1.45, 1.387, 1.352
1970, 9, 36.57, 55.03, 78.69, 106.6, 14.78, 11.16, 7.593, 4.42, 2.185, 2.105, 2.038, 1.996
1970, 10, 52.72, 75.76, 105.8, 82.35, 8.245, 4.858, 1.598, -1.593, 2.401, 2.342, 2.294, 2.265
1970, 11, 105, 188.3, 317.8, 353.6, 4.188, 0.4919, -2.997, -6.264, 3.252, 3.181, 3.102, 3.029
1970, 12, 95.72, 180.9, 297.9, 235.2, -1.742, -6.527, -10.77, -14.45, 3.21, 3.135, 3.07, 3.028
1971, 1, 96.3, 168.1, 259.9, 234.8, -1.245, -5.221, -8.547, -11.28, 3.567, 3.501, 3.467, 3.469
1971, 2, 37.84, 65.8, 102.3, 86.51, 1.448, -3.249, -7.106, -10.45, 2.866, 2.752, 2.682, 2.674
1971, 3, 78.44, 142.6, 226.8, 200, 3.214, -1.613, -5.767, -8.505, 3.032, 2.9, 2.828, 2.833
1971, 4, 18.62, 24.49, 32.22, 29.52, 9.499, 5.044, 0.8929, -2.29, 2.671, 2.545, 2.433, 2.357
1971, 5, 16.91, 32.41, 46.78, 61.08, 15.52, 11.26, 6.829, 2.999, 2.697, 2.584, 2.492, 2.449
1971, 6, 68.36, 101.9, 134.6, 147.5, 17.53, 13.66, 9.657, 6.201, 1.537, 1.446, 1.401, 1.404
1971, 7, 6.904, 15.5, 23.43, 35.87, 23.48, 19.33, 15.07, 11.11, 1.973, 1.825, 1.69, 1.593
1971, 8, 0.4273, 3.269, 9.337, 20.94, 24.87, 21.06, 16.95, 12.74, 1.402, 1.34, 1.298, 1.289
1971, 9, 10.42, 15.21, 28.46, 73.84, 14.67, 11.18, 7.703, 3.99, 2.139, 2.092, 2.086, 2.119
1971, 10, 16.28, 27.28, 45.37, 73.36, 9.684, 6.453, 3.223, -0.08334, 2.172, 2.114, 2.092, 2.113
1971, 11, 82.35, 98.19, 147.1, 204.7, 2.616, -0.6553, -3.536, -6.194, 2.672, 2.583, 2.532, 2.527
1971, 12, 82.59, 137.8, 207.5, 174.4, -2.534, -6.026, -9.512, -13, 3.605, 3.485, 3.396, 3.353
1972, 1, 92.75, 156.3, 224, 192.5, -2.919, -6.417, -9.697, -13.09, 3.976, 3.907, 3.88, 3.901
1972, 2, 54.95, 106.7, 174.6, 158, 0.117, -3.198, -6.445, -10.27, 3.25, 3.158, 3.079, 3.025
1972, 3, 52.1, 74.72, 108.1, 115.1, 6.652, 2.552, -1.068, -4.258, 2.448, 2.409, 2.395, 2.408
1972, 4, 29.87, 59.46, 101.3, 119.2, 8.307, 4.11, 0.4656, -1.97, 2.985, 2.882, 2.86, 2.928
1972, 5, 10.63, 18.05, 34.52, 70.45, 15.85, 11.45, 7.375, 4.241, 1.751, 1.662, 1.632, 1.673
1972, 6, 59.07, 83.17, 96.96, 88.44, 19.77, 15.86, 12.08, 8.994, 1.636, 1.554, 1.503, 1.497
1972, 7, 1.82, 3.737, 4.004, 7.463, 22.25, 18.38, 14.53, 12.07, 2.02, 1.945, 1.881, 1.842
1972, 8, 7.363, 13.41, 22.1, 32.89, 23.51, 19.7, 15.92, 12.98, 1.562, 1.461, 1.397, 1.391
1972, 9, 21.4, 32.41, 52.06, 102.8, 14.79, 11.24, 7.751, 4.948, 1.546, 1.569, 1.596, 1.621
1972, 10, 25.5, 37.59, 60.65, 76.01, 10.96, 7.702, 4.463, 1.081, 1.943, 1.843, 1.781, 1.771
1972, 11, 42.6, 60.55, 77.61, 68.95, 3.537, -0.07508, -3.423, -6.689, 2.347, 2.285, 2.247, 2.24
1972, 12, 90.6, 152.4, 220.4, 141.4, -5.519, -7.949, -10.86, -14.37, 3.239, 3.118, 3.021, 2.959
1973, 1, 63.96, 112.8, 174.7, 131.5, -2.399, -6.421, -10.23, -13.9, 3.102, 3.017, 2.919, 2.821
1973, 2, 28.64, 47.05, 72.2, 55.46, 2.576, -1.723, -5.925, -10.84, 2.564, 2.52, 2.462, 2.403
1973, 3, 24.65, 38.43, 55.51, 52.26, 5.451, 1.005, -3.266, -7.734, 2.767, 2.631, 2.54, 2.508
1973, 4, 26.34, 37.9, 62.81, 108.8, 9.005, 4.816, 0.8488, -2.775, 2.811, 2.698, 2.649, 2.683
1973, 5, 27.4, 35.71, 43.31, 49.08, 15.72, 11.73, 7.782, 3.905, 2.078, 1.978, 1.898, 1.859
1973, 6, 14.94, 28.92, 50.53, 92.8, 19.52, 15.45, 11.41, 7.712, 2.518, 2.423, 2.34, 2.276
1973, 7, 4.9, 9.889, 34.34, 118.9, 24.06, 20.21, 16.01, 11.9, 2.331, 2.163, 2.026, 1.936
1973, 8, 1.629, 7.478, 27.53, 83.21, 23.14, 19.2, 14.93, 10.91, 2.143, 2.025, 1.879, 1.734
1973, 9, 33.62, 53.06, 76.03, 124.1, 17.49, 13.71, 9.799, 6.115, 2.267, 2.192, 2.158, 2.176
1973, 10, 37.06, 55.07, 84.51, 118.2, 10.72, 7.243, 3.902, 1.02, 2.314, 2.23, 2.21, 2.265
1973, 11, 138.1, 224.3, 369.8, 515.4, 3.61, -0.5402, -4.367, -7.707, 3.447, 3.268, 3.164, 3.156
1973, 12, 99.9, 156.6, 256.8, 315.5, 0.9485, -3.19, -6.926, -10.15, 3.106, 2.985, 2.916, 2.912
1974, 1, 71.36, 189.4, 370.1, 530.6, -3.179, -7.027, -10.46, -13.9, 3.573, 3.485, 3.4, 3.333
1974, 2, 34.05, 73.83, 136.3, 180.3, 1.933, -2.876, -7.042, -9.949, 3.011, 2.878, 2.803, 2.799
1974, 3, 87.27, 184.3, 348.1, 494.6, 5.271, 0.7343, -3.239, -6.405, 3.204, 3.084, 3.012, 3.007
1974, 4, 22.37, 35.67, 61.09, 96.02, 9.419, 5.351, 1.437, -1.266, 3.234, 3.145, 3.147, 3.25
1974, 5, 3.859, 9.386, 16.13, 31.08, 13.21, 9.157, 5.105, 2.045, 2.199, 2.039, 1.918, 1.856
1974, 6, 14.91, 24.42, 36.03, 42.73, 21.58, 17.48, 13.47, 10.66, 2.087, 1.974, 1.906, 1.911
1974, 7, 27.87, 33.28, 39.17, 51.73, 22.98, 19, 15.04, 12.32, 2.1, 1.953, 1.797, 1.662
1974, 8, 10.06, 23.67, 38.87, 52.43, 21.94, 18, 13.99, 10.69, 2.264, 2.161, 2.063, 1.987
1974, 9, 0, 0.08442, 1.127, 6.926, 18.15, 14.6, 11.06, 7.902, 1.734, 1.706, 1.716, 1.765
1974, 10, 26.4, 33.52, 53.55, 92.29, 11.12, 8.327, 5.218, 1.827, 1.9, 1.832, 1.795, 1.795
1974, 11, 33.95, 51.49, 75.93, 95.02, 4.223, 0.7935, -2.767, -6.24, 2.469, 2.388, 2.301, 2.223
