# Created by WEAP: 9/4/2020 10:28:58 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_SDGE_Sweetwater (127,800 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (108,080 ha),  1000 - 2000 m (19,720 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 24.3, 41.24, 13.29, 8.214, 3.398, 3.075
1970, 2, 45.01, 44.9, 15.12, 9.386, 2.976, 2.77
1970, 3, 109, 165.6, 14.7, 9.536, 4.061, 3.739
1970, 4, 14.57, 45.14, 14.9, 9.687, 4.737, 4.302
1970, 5, 0.5962, 0.2408, 19, 15.81, 4.02, 3.702
1970, 6, 1.247, 2.056, 20.94, 19.65, 3.926, 3.618
1970, 7, 0.173, 1.15, 24.93, 24.81, 3.099, 2.886
1970, 8, 2.229, 9.943, 25.59, 24.86, 2.924, 2.656
1970, 9, 0.8364, 5.924, 23.11, 20.15, 3.176, 2.938
1970, 10, 3.908, 5.122, 19.32, 14.78, 3.024, 2.763
1970, 11, 70.48, 114.2, 16.13, 11.62, 3.032, 2.778
1970, 12, 78.45, 140.6, 11.94, 5.974, 2.78, 2.512
1971, 1, 25.09, 57.51, 12.77, 7.498, 3.289, 3.084
1971, 2, 44.14, 64.37, 13.05, 8.384, 3.755, 3.363
1971, 3, 11.34, 25.93, 14.56, 10.43, 4.257, 3.943
1971, 4, 40.73, 84.62, 15.36, 10.03, 4.687, 4.269
1971, 5, 53.92, 78.84, 16.15, 12.14, 4.272, 3.918
1971, 6, 0.06032, 0, 20.06, 17.86, 3.657, 3.34
1971, 7, 0.1031, 1.319, 24.14, 23.65, 3.036, 2.865
1971, 8, 3.6, 15.67, 26.03, 24.07, 2.881, 2.672
1971, 9, 3.222, 5.068, 23.55, 20.83, 2.735, 2.443
1971, 10, 42.7, 61.9, 18.76, 12.95, 3.129, 2.863
1971, 11, 6.005, 8.097, 14.48, 9.959, 3.122, 2.812
1971, 12, 105.5, 210.4, 10.08, 4.262, 3.562, 3.184
1972, 1, 1.337, 2.892, 11.97, 7.191, 3.267, 3.007
1972, 2, 5.758, 12.94, 14.56, 9.971, 2.835, 2.64
1972, 3, 0, 0, 16.58, 13.85, 3.507, 3.153
1972, 4, 7.891, 22.56, 16.99, 12.83, 4.027, 3.715
1972, 5, 12.7, 26.71, 19.22, 15.75, 3.533, 3.208
1972, 6, 32.91, 25.75, 21.12, 19.6, 3.362, 3.041
1972, 7, 0.03058, 0.5033, 25.68, 24.78, 3.337, 3.153
1972, 8, 2, 0.8814, 24.82, 22.57, 2.865, 2.613
1972, 9, 14.84, 12.85, 22.01, 19.49, 2.645, 2.346
1972, 10, 33.27, 65.94, 18.32, 13.4, 2.404, 2.181
1972, 11, 78.89, 130.4, 14.5, 8.827, 2.877, 2.587
1972, 12, 58.74, 110.6, 12.31, 6.149, 3.622, 3.329
1973, 1, 64.08, 131.3, 11.15, 5.113, 3.587, 3.288
1973, 2, 97.39, 187, 13.17, 6.718, 2.913, 2.733
1973, 3, 148.8, 291.3, 11.71, 5.178, 4.145, 3.638
1973, 4, 7.379, 23.13, 15.31, 10.59, 4.973, 4.597
1973, 5, 4.389, 14.36, 18.82, 16.1, 3.685, 3.407
1973, 6, 1.124, 0.9322, 22.43, 20.66, 3.855, 3.598
1973, 7, 0, 0, 22.97, 22.88, 3.579, 3.309
1973, 8, 2.63, 20.02, 23.86, 22.62, 3.195, 2.92
1973, 9, 0.06797, 0, 21.35, 18.8, 3.512, 3.167
1973, 10, 0.5918, 2.252, 20.3, 15.7, 2.677, 2.424
1973, 11, 54.63, 85.82, 14.77, 9.668, 3.87, 3.447
1973, 12, 7.035, 16.07, 14.05, 9.03, 3.606, 3.275
1974, 1, 122.6, 179.4, 12.3, 6.339, 3.514, 3.27
1974, 2, 3.368, 11.4, 13.69, 8.101, 3.913, 3.58
1974, 3, 58.62, 85.47, 14.39, 9.421, 3.834, 3.605
1974, 4, 15.87, 38.73, 16.47, 11.52, 4.516, 4.134
1974, 5, 1.769, 6.254, 18.01, 14.73, 4.808, 4.469
1974, 6, 0.1755, 0.657, 22.54, 21.52, 3.962, 3.691
1974, 7, 6.396, 47.01, 24.16, 22.93, 3.296, 3.113
1974, 8, 0.2486, 2.69, 23.26, 22.26, 3.51, 3.236
1974, 9, 1.529, 7.891, 23.72, 22.09, 2.738, 2.477
1974, 10, 59.06, 100.2, 19.02, 14.96, 2.994, 2.666
1974, 11, 11.27, 24.26, 16.46, 11.09, 2.821, 2.503
1974, 12, 53.82, 63.07, 12.42, 6.854, 3.166, 2.875
1975, 1, 10.56, 20.86, 13.76, 8.426, 3.644, 3.389
1975, 2, 44.96, 91.57, 12.45, 7.013, 3.61, 3.247
1975, 3, 146.9, 202.9, 12.65, 7.129, 4.745, 4.305
1975, 4, 89.26, 139, 12.67, 6.649, 4.779, 4.375
1975, 5, 4.42, 12.96, 17.31, 14.07, 4.362, 4.087
1975, 6, 4.101, 7.053, 19.79, 18.49, 4.445, 4.137
1975, 7, 0.3145, 1.27, 23.34, 23, 3.031, 2.837
1975, 8, 0, 0.0007363, 23.51, 22.7, 2.856, 2.625
1975, 9, 7.338, 33.36, 23.9, 21.43, 2.83, 2.552
