# Created by WEAP: 9/4/2020 10:29:45 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: OR_W_Upr Williamette (821,552 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (787,544 ha),  1000 - 2000 m (34,008 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 387.3, 489.6, 5.021, 1.376, 3.407, 3.393
1970, 2, 132.9, 136.1, 7.455, 3.924, 2.464, 2.277
1970, 3, 88.33, 148.8, 7.993, 4.227, 2.616, 2.461
1970, 4, 117.7, 199.7, 7.82, 3.855, 2.887, 2.694
1970, 5, 40.56, 66.71, 13, 9.506, 2.659, 2.482
1970, 6, 24.64, 47.01, 18.03, 14.56, 2.742, 2.463
1970, 7, 1.399, 1.323, 20.04, 16.62, 3.074, 2.75
1970, 8, 0.4849, 1.686, 19.32, 15.9, 2.837, 2.536
1970, 9, 51.94, 85.21, 15.05, 11.15, 2.305, 2.178
1970, 10, 122.8, 194, 11.14, 7.436, 2.523, 2.39
1970, 11, 243.7, 333, 7.529, 3.977, 3.138, 3.009
1970, 12, 295.8, 323.2, 3.706, -0.2575, 3.456, 3.354
1971, 1, 286.8, 443.8, 3.58, -0.6039, 3.056, 2.916
1971, 2, 175.5, 248.8, 5.004, 1.418, 2.809, 2.669
1971, 3, 226.7, 304.4, 5.507, 1.589, 3.294, 3.098
1971, 4, 129, 161.7, 8.795, 5.114, 2.578, 2.479
1971, 5, 67.6, 107.3, 12.78, 9.247, 2.972, 2.89
1971, 6, 75.85, 101.5, 14.18, 10.88, 2.129, 2.031
1971, 7, 2.97, 6.928, 19.38, 16.16, 2.89, 2.563
1971, 8, 27.73, 38.92, 20.42, 17.16, 2.752, 2.454
1971, 9, 98.83, 152.7, 15.29, 11.74, 2.602, 2.511
