# Created by WEAP: 2/27/2020 12:37:15 PM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: UprWest Snake (2,497,142 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (908,367 ha),  2000 - 3000 m (1,514,103 ha),  3000 - 4000 m (74,672 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, T_mean[C]:Elevation 3000 to 4000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 3000 to 4000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 3000 to 4000 m
1951, 5, 10.6, 7.941, 6.048, 28.92, 35.96, 38.52, 2.772, 2.784, 2.812
1951, 6, 10.68, 7.89, 6.005, 18.83, 25.01, 28.39, 2.423, 2.369, 2.341
1951, 7, 17.88, 14.83, 12.86, 37, 45.94, 46.47, 2.311, 2.27, 2.255
1951, 8, 15.55, 12.7, 10.87, 80.07, 97.34, 91.47, 2.403, 2.449, 2.474
1951, 9, 11.57, 8.664, 6.773, 4.88, 7.674, 5.865, 2.799, 2.821, 2.834
1951, 10, 5.235, 2.664, 0.7965, 54.83, 56.95, 54.77, 2.75, 2.8, 2.851
1951, 11, -0.7841, -3.653, -5.537, 28.29, 21.43, 18.95, 3.113, 3.219, 3.306
1951, 12, -6.471, -8.218, -9.56, 52.94, 61.89, 56.48, 3.531, 3.619, 3.705
1952, 1, -7.94, -9.782, -11.21, 51.8, 56.2, 45.64, 3.241, 3.408, 3.548
1952, 2, -6.747, -9.195, -10.81, 35.42, 37.79, 33.46, 2.921, 3.028, 3.121
1952, 3, -4.572, -7.515, -9.279, 34.02, 36.51, 33.53, 2.759, 2.805, 2.855
1952, 4, 5.337, 2.039, 0.1337, 17.38, 19.21, 21.8, 2.477, 2.411, 2.403
1952, 5, 10.37, 7.672, 5.8, 41.61, 43.7, 40.83, 2.592, 2.618, 2.637
1952, 6, 14.42, 11.68, 9.81, 54.09, 46.75, 43.35, 2.886, 2.968, 3.001
1952, 7, 16.47, 13.39, 11.45, 20.89, 28.4, 22.63, 2.483, 2.502, 2.51
1952, 8, 16.82, 13.7, 11.67, 11.93, 17.39, 19.86, 2.413, 2.488, 2.519
1952, 9, 13.5, 10.58, 8.6, 14.03, 11.65, 10.33, 2.492, 2.56, 2.593
1952, 10, 9.337, 6.529, 4.413, 1.762, 1.158, 0.9284, 2.129, 2.193, 2.233
1952, 11, -4.256, -6.45, -8.156, 35.65, 17.2, 9.686, 2.071, 2.185, 2.269
1952, 12, -4.617, -6.644, -8.049, 29.61, 31.25, 30.65, 2.96, 3.058, 3.162
1953, 1, 0.3049, -1.899, -3.567, 35.28, 51.33, 55.17, 4.012, 4.171, 4.317
1953, 2, -3.394, -6.529, -8.463, 45.16, 37.76, 31.13, 3.208, 3.329, 3.431
1953, 3, 0.4161, -2.769, -4.798, 22.26, 29.8, 29.82, 3.133, 3.214, 3.305
1953, 4, 2.743, -0.5934, -2.741, 30.51, 35.62, 40.2, 2.788, 2.817, 2.85
1953, 5, 7.13, 4.728, 3.072, 41.18, 46.01, 47.72, 2.925, 2.976, 3.02
1953, 6, 13.18, 10.72, 8.966, 42.51, 41.43, 38.66, 2.756, 2.806, 2.832
1953, 7, 19.18, 16.05, 14.02, 5.91, 8.189, 7.702, 2.117, 2.147, 2.16
1953, 8, 17.48, 14.42, 12.22, 10.03, 13.32, 14.91, 2.135, 2.194, 2.212
1953, 9, 13.98, 10.86, 8.831, 7.243, 11.87, 14.46, 2.622, 2.682, 2.724
1953, 10, 8.261, 5.675, 3.711, 12.54, 13.25, 10.77, 2.621, 2.624, 2.647
1953, 11, 3.696, 1.003, -0.9827, 25.87, 21.69, 18.52, 3.273, 3.346, 3.421
1953, 12, -3.497, -6.095, -7.951, 23.06, 25.94, 26.15, 3.215, 3.353, 3.486
1954, 1, -3.397, -5.655, -7.319, 35.73, 48.23, 51.1, 3.733, 3.792, 3.88
1954, 2, -0.4319, -4.122, -6.265, 20.8, 22.58, 24.2, 3.298, 3.491, 3.646
1954, 3, -2.036, -5.346, -7.505, 47.17, 43.83, 42.52, 2.966, 2.963, 2.991
1954, 4, 5.88, 2.725, 0.5557, 24.25, 37.89, 43.19, 3.395, 3.454, 3.518
1954, 5, 10.81, 8.036, 6.088, 26.85, 31.02, 30.93, 2.382, 2.403, 2.429
1954, 6, 12.4, 9.617, 7.686, 78.89, 93.32, 93.46, 2.802, 2.859, 2.897
1954, 7, 19.14, 16.36, 14.66, 21.35, 23.22, 24.32, 2.339, 2.378, 2.399
1954, 8, 15.94, 12.95, 10.92, 27.72, 26.06, 23.12, 2.563, 2.6, 2.61
1954, 9, 12.5, 9.76, 7.762, 8.764, 10.3, 11.49, 2.609, 2.685, 2.727
1954, 10, 6.245, 3.749, 1.884, 10.64, 15.57, 15.67, 2.692, 2.766, 2.83
1954, 11, 2.872, 0.1094, -1.758, 12.39, 15.52, 11.43, 2.818, 2.918, 3.001
1954, 12, -6.233, -8.037, -9.329, 30.34, 36.15, 31.62, 2.613, 2.719, 2.834
1955, 1, -9.468, -11.31, -12.38, 32.97, 32.2, 22.72, 2.601, 2.763, 2.888
1955, 2, -7.126, -9.304, -10.8, 38.82, 34.62, 30.72, 3.416, 3.502, 3.593
1955, 3, -5.046, -8.443, -10.34, 26.71, 41.19, 44.15, 3.819, 3.856, 3.923
1955, 4, 2.419, -0.4053, -2.253, 25.13, 25.48, 22.77, 3.351, 3.505, 3.599
1955, 5, 8.872, 6.309, 4.525, 50.89, 51.04, 50.55, 2.72, 2.77, 2.808
1955, 6, 13.41, 10.45, 8.443, 46.58, 48.86, 48.63, 2.471, 2.445, 2.44
1955, 7, 17.39, 14.75, 13.06, 24.53, 28.87, 28.8, 2.3, 2.359, 2.382
1955, 8, 17.4, 14.51, 12.66, 23.68, 28.97, 25.47, 2.136, 2.134, 2.128
1955, 9, 11.93, 9.184, 7.241, 19.82, 22.94, 24.1, 2.595, 2.705, 2.775
1955, 10, 7.539, 4.845, 2.993, 30.39, 38.31, 38.78, 3.179, 3.27, 3.345
1955, 11, -2.086, -4.57, -6.392, 28.57, 41.97, 45.41, 3.607, 3.655, 3.707
1955, 12, -2.694, -4.903, -6.759, 92.04, 104.1, 91.68, 3.574, 3.658, 3.739
1956, 1, -3.496, -5.595, -7.372, 63, 67.75, 68.1, 2.874, 2.934, 2.99
1956, 2, -8.342, -11.12, -13.09, 14.79, 23.82, 25.54, 3.308, 3.411, 3.503
1956, 3, -2.39, -5.816, -7.755, 14.98, 26.22, 30.17, 3.219, 3.321, 3.416
1956, 4, 5.289, 2.154, 0.1192, 36.33, 47.56, 56.48, 2.587, 2.582, 2.59
1956, 5, 11.16, 8.389, 6.487, 31.92, 23.9, 22.8, 2.377, 2.374, 2.382
1956, 6, 15.02, 12.62, 10.9, 22.03, 22.43, 22.92, 2.814, 2.854, 2.878
1956, 7, 17.49, 14.46, 12.46, 21.05, 20.21, 17.36, 2.112, 2.1, 2.091
1956, 8, 15.31, 12.38, 10.53, 5.122, 11.6, 14.17, 2.244, 2.253, 2.246
1956, 9, 12.86, 10.31, 8.397, 14.2, 16.15, 14.73, 2.772, 2.831, 2.866
1956, 10, 6.35, 3.991, 2.299, 41.24, 46.83, 44.59, 2.987, 3.082, 3.146
1956, 11, -2.943, -5.555, -7.315, 18.2, 21.88, 21.56, 2.675, 2.91, 3.063
1956, 12, -4.035, -6.335, -7.817, 27.56, 27.81, 26.66, 3.018, 3.243, 3.404
1957, 1, -10.87, -12.61, -13.87, 29.76, 42.61, 39.63, 2.625, 2.711, 2.778
1957, 2, -3.312, -4.943, -6.098, 36.7, 42.46, 40.13, 3.174, 3.268, 3.358
1957, 3, -0.3417, -3.89, -5.945, 38.54, 45.66, 42.46, 2.847, 2.885, 2.932
1957, 4, 3.859, 1.023, -0.8971, 35.86, 34.16, 36.75, 2.89, 2.948, 2.981
1957, 5, 10.23, 7.59, 5.652, 83.05, 69.33, 67.62, 2.347, 2.356, 2.37
1957, 6, 13.8, 10.99, 9.068, 47.22, 46.49, 45.33, 2.498, 2.466, 2.457
1957, 7, 17.85, 14.97, 12.98, 18.05, 22, 22.27, 2.565, 2.641, 2.682
1957, 8, 16.99, 14.24, 12.35, 23.93, 33.56, 35.82, 2.466, 2.573, 2.621
1957, 9, 12.43, 9.802, 7.89, 13.91, 16.04, 18.12, 2.286, 2.346, 2.375
1957, 10, 6.95, 4.496, 2.584, 50.44, 34.92, 28.72, 2.416, 2.44, 2.464
1957, 11, -2.125, -4.823, -6.712, 17.17, 20, 19.74, 2.947, 3.051, 3.134
1957, 12, -1.809, -4.145, -5.904, 32.09, 42.24, 40.27, 3.64, 3.789, 3.932
1958, 1, -5.506, -7.902, -9.355, 40.26, 37.39, 27.26, 2.554, 2.683, 2.801
1958, 2, 0.2738, -2.477, -4.186, 27.6, 36.32, 32.74, 2.966, 3.016, 3.075
1958, 3, -1.835, -4.875, -6.796, 35.87, 36.75, 33.42, 2.517, 2.543, 2.575
1958, 4, 3.257, 0.1861, -1.827, 35.39, 44.74, 44.14, 3.127, 3.114, 3.122
1958, 5, 13.24, 10.22, 8.117, 29.06, 28.72, 31.61, 2.495, 2.571, 2.614
1958, 6, 15.09, 12.36, 10.47, 45.68, 44.66, 43.67, 2.536, 2.625, 2.65
1958, 7, 16.39, 13.52, 11.56, 21.84, 27.13, 27.77, 2.371, 2.372, 2.36
1958, 8, 18.35, 15.44, 13.48, 22.43, 27.27, 27.05, 2.036, 2.086, 2.108
1958, 9, 12.1, 9.343, 7.489, 33.66, 33.88, 29.89, 2.966, 3.034, 3.068
1958, 10, 8.492, 5.672, 3.719, 3.583, 4.225, 4.486, 2.883, 2.991, 3.065
1958, 11, -0.09118, -2.681, -4.405, 27.83, 40.5, 43.99, 3.325, 3.448, 3.557
1958, 12, -0.9998, -3.425, -5.116, 26.62, 27.42, 24.84, 2.928, 3.085, 3.214
1959, 1, -3.634, -5.942, -7.732, 24.66, 36.19, 36.86, 3.213, 3.301, 3.392
1959, 2, -3.935, -6.177, -7.641, 39.03, 40.78, 35.71, 3.066, 3.158, 3.235
1959, 3, -0.6534, -4.263, -6.427, 17.1, 24.56, 26.21, 3.127, 3.277, 3.397
1959, 4, 5.159, 2.008, -0.1305, 15.51, 22.38, 23.99, 3.138, 3.216, 3.279
1959, 5, 7.152, 4.614, 2.824, 66.54, 66.47, 61.62, 2.857, 2.883, 2.907
1959, 6, 15.26, 12.35, 10.38, 46.93, 41.8, 38.66, 2.55, 2.575, 2.584
1959, 7, 17.99, 15.11, 13.21, 5.639, 6.68, 3.454, 2.307, 2.309, 2.316
1959, 8, 16.56, 14, 12.23, 16.73, 21.4, 21.51, 2.692, 2.749, 2.759
1959, 9, 11.25, 8.694, 6.873, 42.9, 50.04, 46.02, 2.817, 2.844, 2.877
1959, 10, 6.886, 4.37, 2.472, 25.75, 29.46, 30.15, 3.171, 3.248, 3.303
1959, 11, -0.8529, -3.274, -4.982, 7.401, 14.31, 17.26, 3.536, 3.735, 3.874
1959, 12, -3.51, -5.553, -7.045, 21.87, 15.71, 12.58, 2.41, 2.537, 2.654
1960, 1, -7.47, -8.63, -9.774, 33.99, 34.14, 32.95, 2.608, 2.747, 2.858
1960, 2, -7.75, -9.946, -11.43, 41.17, 46.89, 39.01, 2.913, 2.973, 3.041
1960, 3, -0.5463, -3.187, -4.802, 25.01, 34.93, 32.9, 3.022, 3.107, 3.185
1960, 4, 5.376, 2.569, 0.6948, 40.23, 42.78, 43.22, 3.121, 3.256, 3.341
1960, 5, 9.216, 6.823, 5.128, 26.71, 28.77, 30.12, 2.825, 2.859, 2.885
1960, 6, 14.86, 11.96, 10.03, 27.48, 29.95, 33.66, 2.744, 2.783, 2.799
1960, 7, 19.59, 16.4, 14.19, 7.929, 4.697, 5.176, 2.174, 2.177, 2.186
1960, 8, 15.57, 12.95, 11.16, 37.03, 43.62, 41.07, 2.803, 2.865, 2.896
1960, 9, 13.53, 10.86, 8.921, 10.54, 10.28, 10.31, 2.667, 2.676, 2.686
1960, 10, 7.203, 4.815, 3.012, 34.52, 39.36, 39.03, 2.946, 3.031, 3.089
1960, 11, -0.1061, -2.783, -4.624, 38.21, 45.46, 45.35, 3.601, 3.667, 3.737
1960, 12, -4.611, -6.892, -8.542, 16.09, 19.88, 18.82, 2.381, 2.515, 2.614
1961, 1, -5.425, -8.127, -9.831, 4.314, 6.537, 6.207, 2.452, 2.674, 2.844
1961, 2, -0.5062, -3.116, -4.865, 42.91, 48.15, 44.88, 2.986, 3.102, 3.209
1961, 3, 0.3596, -2.731, -4.683, 30.72, 33.1, 31.02, 2.794, 2.847, 2.904
1961, 4, 3.696, 0.728, -1.246, 15.25, 25.12, 29.43, 3.227, 3.346, 3.425
1961, 5, 9.93, 7.358, 5.491, 41.76, 43.49, 44.41, 2.767, 2.741, 2.74
1961, 6, 16.95, 13.95, 11.9, 11.53, 11.71, 13.18, 2.397, 2.429, 2.445
1961, 7, 18.65, 15.57, 13.56, 15.05, 15.77, 15.66, 2.376, 2.378, 2.383
1961, 8, 18.48, 15.39, 13.36, 40.04, 53.52, 56.6, 2.016, 2.025, 2.028
1961, 9, 8.953, 6.297, 4.389, 87.88, 97.62, 96.83, 2.958, 3.028, 3.06
1961, 10, 5.578, 2.992, 1.089, 48.74, 58.34, 56.9, 3.246, 3.354, 3.424
1961, 11, -1.211, -4.208, -6.091, 19.47, 27.6, 29.76, 3.037, 3.139, 3.211
1961, 12, -5.801, -8.058, -9.835, 27.61, 39.32, 41.63, 3.232, 3.416, 3.57
1962, 1, -9.62, -11.61, -13.12, 45.22, 46.82, 42.49, 2.848, 3.046, 3.194
1962, 2, -3.633, -5.682, -7.179, 45.62, 55.37, 56.88, 2.822, 2.962, 3.072
1962, 3, -2.351, -5.36, -7.155, 25.97, 34.5, 34.13, 2.802, 2.884, 2.967
1962, 4, 6.113, 2.711, 0.4803, 15.92, 22.44, 27.22, 2.823, 2.831, 2.871
1962, 5, 9.164, 6.905, 5.286, 61.3, 66.51, 66.44, 2.73, 2.85, 2.91
1962, 6, 13.76, 10.89, 8.949, 38.7, 39.83, 42.76, 2.279, 2.31, 2.311
1962, 7, 16.61, 13.51, 11.46, 45.36, 47.59, 44.39, 2.249, 2.26, 2.256
1962, 8, 15.89, 12.91, 10.87, 22.77, 29.79, 29.97, 2.626, 2.71, 2.75
1962, 9, 13.22, 10.23, 8.237, 20.98, 17.81, 18.92, 2.633, 2.667, 2.692
1962, 10, 9.023, 6.553, 4.729, 22.29, 21.08, 18.65, 2.881, 2.96, 3.012
1962, 11, 1.677, -0.7863, -2.682, 57.84, 44.01, 32.08, 2.928, 3.051, 3.141
1962, 12, -1.297, -3.482, -5.272, 8.008, 13.22, 13, 2.569, 2.788, 2.962
1963, 1, -9.398, -11.02, -12.35, 32.7, 45.24, 52.54, 3.174, 3.371, 3.515
1963, 2, 1.411, -1.662, -3.746, 26.16, 33.15, 32.02, 3.002, 3.157, 3.287
1963, 3, 0.3737, -3.007, -5.24, 23.96, 26.8, 25.36, 3.003, 3.077, 3.156
1963, 4, 3.482, 0.7063, -1.199, 70.09, 74.03, 72.29, 3.065, 3.105, 3.144
1963, 5, 10.52, 7.879, 5.945, 54.03, 60.04, 59.56, 2.328, 2.402, 2.451
1963, 6, 12.94, 10.26, 8.385, 100.8, 91.14, 84.07, 2.174, 2.272, 2.324
1963, 7, 17.54, 14.68, 12.68, 4.905, 9.15, 10.67, 2.634, 2.658, 2.669
1963, 8, 17.9, 14.61, 12.47, 29.05, 30.6, 27.35, 2.104, 2.134, 2.142
1963, 9, 14.68, 11.72, 9.631, 61.31, 67.51, 68.21, 2.215, 2.283, 2.334
1963, 10, 10.07, 7.242, 5.297, 29.48, 28.68, 26.46, 2.554, 2.612, 2.653
1963, 11, 0.8553, -1.64, -3.347, 35.68, 40.45, 36.1, 3.074, 3.17, 3.248
1963, 12, -5.631, -7.001, -8.146, 37.92, 31.06, 23.54, 2.782, 2.979, 3.136
1964, 1, -7.699, -9.511, -10.96, 29.03, 46.69, 49.15, 3.668, 3.86, 4.028
1964, 2, -9.704, -11.78, -13.26, 14.52, 19.01, 20.94, 3.245, 3.397, 3.53
1964, 3, -5.344, -7.932, -9.54, 27.12, 38.82, 40.26, 3.353, 3.447, 3.546
1964, 4, 2.543, 0.03459, -1.526, 41.46, 41.43, 40.9, 3.449, 3.533, 3.597
1964, 5, 8.781, 6.122, 4.286, 41.73, 43.08, 43.09, 2.922, 2.97, 3.013
1964, 6, 12.48, 9.508, 7.475, 117.2, 114.2, 102.6, 2.482, 2.495, 2.516
1964, 7, 18.49, 15.4, 13.32, 18.76, 18.88, 17.45, 2.423, 2.448, 2.465
1964, 8, 15.27, 12.27, 10.3, 22.22, 24.02, 23.51, 2.937, 2.991, 3.028
1964, 9, 11.52, 8.897, 7.02, 3.829, 3.479, 3.113, 2.901, 2.969, 3.01
1964, 10, 8.006, 5.235, 3.281, 28.87, 31.41, 33.11, 2.451, 2.545, 2.606
1964, 11, -0.2506, -2.748, -4.48, 38.37, 38.58, 35.03, 3.374, 3.455, 3.524
1964, 12, -3.854, -6.014, -7.837, 80.46, 97.56, 102.8, 4.258, 4.33, 4.419
1965, 1, -3.335, -5.808, -7.686, 60.13, 74.55, 71.07, 3.694, 3.847, 3.978
1965, 2, -3.488, -6.97, -9.169, 9.268, 15.33, 17.2, 3.298, 3.421, 3.531
1965, 3, -5.106, -8.796, -11.26, 8.243, 11.01, 14.63, 2.347, 2.352, 2.385
1965, 4, 5.375, 2.416, 0.4995, 42.3, 58.82, 63.15, 3.198, 3.289, 3.364
1965, 5, 7.887, 5.344, 3.523, 46.86, 39.84, 36.1, 2.776, 2.769, 2.788
1965, 6, 12.92, 9.922, 7.895, 65.81, 63.96, 59.96, 2.476, 2.508, 2.521
1965, 7, 17.35, 14.42, 12.42, 27.65, 24.24, 22.26, 2.206, 2.228, 2.234
1965, 8, 16, 13.17, 11.28, 36.85, 33.4, 28, 2.245, 2.255, 2.258
1965, 9, 8.205, 5.488, 3.6, 37.3, 49.39, 49.65, 2.909, 2.984, 3.033
1965, 10, 8.932, 6.203, 4.297, 9.944, 9.43, 10.18, 2.478, 2.607, 2.688
1965, 11, 2.843, 0.2629, -1.586, 30.11, 32.82, 30.68, 3.13, 3.25, 3.341
1965, 12, -3.755, -5.727, -6.96, 25.39, 30.16, 27.87, 2.918, 3.05, 3.16
1966, 1, -4.716, -7.166, -8.868, 34.97, 36.69, 34.23, 3.378, 3.481, 3.585
1966, 2, -5.133, -8.209, -10.09, 18.09, 19.19, 18.01, 2.824, 2.903, 2.978
1966, 3, -0.8229, -4.088, -5.88, 15.79, 20.12, 21.66, 2.839, 2.933, 3.022
1966, 4, 3.843, 0.7615, -1.265, 21.69, 22.38, 27.32, 2.782, 2.826, 2.879
1966, 5, 11.88, 8.942, 6.936, 25.68, 34.24, 36.38, 2.911, 2.911, 2.933
1966, 6, 13.33, 10.42, 8.431, 42.17, 49.02, 48.77, 2.563, 2.621, 2.641
1966, 7, 19.08, 16.1, 14.11, 10.05, 14.23, 14.04, 2.711, 2.742, 2.747
1966, 8, 16.83, 13.82, 11.84, 21.9, 21.08, 20.34, 2.364, 2.358, 2.36
1966, 9, 14.55, 11.6, 9.715, 38.95, 50.47, 54.12, 2.579, 2.615, 2.636
1966, 10, 5.778, 3.229, 1.464, 17.71, 20.58, 19.74, 2.996, 3.102, 3.186
1966, 11, 1.649, -0.7601, -2.616, 37.93, 40.75, 36.77, 3.236, 3.322, 3.392
1966, 12, -4.526, -6.628, -8.215, 27.48, 31.79, 30.83, 2.907, 3.018, 3.125
1967, 1, -1.855, -3.836, -5.492, 35.66, 47.44, 46.18, 4.639, 4.779, 4.905
1967, 2, -2.026, -5.114, -7.145, 26.14, 26.07, 24.96, 4.126, 4.313, 4.458
1967, 3, 0.2317, -2.489, -4.268, 40.5, 41.9, 36.93, 3.403, 3.499, 3.57
1967, 4, 2.723, 0.1114, -1.676, 50.25, 41.83, 38.48, 2.747, 2.82, 2.847
1967, 5, 9.052, 6.293, 4.356, 35.6, 42.68, 43.34, 2.66, 2.688, 2.723
1967, 6, 13.3, 10.45, 8.532, 93.3, 91.83, 89.07, 2.026, 2.058, 2.072
1967, 7, 18.56, 15.52, 13.44, 34.73, 35.02, 33.33, 1.986, 2.058, 2.092
1967, 8, 18.08, 14.86, 12.64, 9.489, 16.38, 21.48, 1.962, 1.963, 1.965
1967, 9, 14.58, 11.37, 9.181, 14.83, 19.96, 21.01, 2.585, 2.643, 2.698
1967, 10, 7.101, 4.721, 2.863, 55.35, 65.98, 64.36, 3.627, 3.734, 3.808
1967, 11, 1.002, -1.605, -3.379, 42.79, 33.99, 30.96, 3.092, 3.215, 3.299
1967, 12, -7.281, -9.076, -10.5, 51.91, 57.66, 52.05, 3.56, 3.62, 3.682
1968, 1, -6.787, -8.774, -10.13, 53.13, 62.58, 64.91, 3.101, 3.215, 3.306
1968, 2, -1.731, -4.438, -6.245, 20.22, 30.28, 27.99, 2.707, 2.723, 2.751
1968, 3, 1.428, -1.761, -3.867, 30.93, 25.91, 21.62, 3.012, 3.035, 3.082
1968, 4, 3.191, -0.02817, -2.101, 18.54, 21.66, 24.07, 3.426, 3.319, 3.304
1968, 5, 8.655, 5.804, 3.853, 49.74, 50.63, 47.5, 2.656, 2.644, 2.662
1968, 6, 13.47, 10.61, 8.682, 77.59, 83.01, 83.7, 2.482, 2.493, 2.495
1968, 7, 18.75, 15.45, 13.25, 9.619, 15.49, 16.17, 2.074, 2.122, 2.141
1968, 8, 14.93, 12.17, 10.33, 89.91, 111, 108.9, 2.47, 2.6, 2.667
1968, 9, 11.44, 8.81, 7.032, 36.18, 29.59, 24.27, 2.866, 2.944, 2.99
1968, 10, 6.88, 4.473, 2.766, 16.85, 21.99, 20.56, 2.89, 2.982, 3.049
