# Created by WEAP: 4/13/2020 6:10:24 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: Colorado (52,962,916 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (11,555,543 ha),  1000 - 2000 m (27,456,227 ha),  2000 - 3000 m (13,133,282 ha),  3000 - 4000 m (816,102 ha),  4000 - 5000 m (1,763 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 4000 to 5000 m
1974, 12, 14.81, 12.57, 25.5, 63.14, 101.2, 9.792, 1.251, -4.037, -10.88, -12.77, 2.265, 2.204, 2.386, 2.563, 2.478
1975, 1, 4.265, 15.04, 39.9, 110.1, 134.6, 10.94, 1.033, -4.358, -11.08, -12.11, 2.801, 2.667, 2.887, 3.198, 3.328
1975, 2, 8.515, 20.94, 41.07, 105.9, 123.5, 12.3, 3.427, -2.43, -9.8, -11.42, 2.368, 2.478, 2.758, 3.082, 3.05
1975, 3, 25.4, 41.82, 67.74, 172.7, 208.6, 14.73, 6.745, 1.404, -5.859, -8.081, 3.082, 3.115, 3.121, 3.282, 3.301
1975, 4, 14.95, 23.11, 34.84, 105.8, 162.6, 16.44, 9.11, 4.133, -3.09, -5.401, 3.086, 3.277, 3.333, 3.468, 3.573
1975, 5, 0.947, 13.39, 33.06, 78.7, 80, 23.81, 15.55, 10.14, 3.095, 0.4297, 2.919, 2.723, 2.72, 2.841, 2.866
1975, 6, 0.08264, 5.128, 14.87, 58.01, 44.11, 29.51, 21.51, 15.71, 8.34, 5.905, 2.796, 2.77, 2.721, 2.776, 2.778
1975, 7, 20.25, 50.92, 60.73, 75.62, 89.1, 33.06, 25.42, 20.13, 13.13, 9.871, 2.599, 2.163, 1.928, 1.968, 1.879
1975, 8, 8.64, 17.46, 25.1, 35.27, 54.78, 32.36, 24.34, 18.73, 11.47, 8.651, 2.157, 2.106, 2.009, 2.139, 1.904
1975, 9, 21.04, 35.12, 50.87, 43.62, 53.4, 29.49, 20.53, 14.76, 8.041, 5.568, 2.212, 2.046, 2.014, 2.085, 2.191
1975, 10, 3.929, 8.632, 16.69, 37.34, 37.46, 22.14, 14.29, 9.195, 2.598, 0.9291, 2.143, 2.298, 2.426, 2.581, 2.301
1975, 11, 15.06, 21.7, 34.41, 82.43, 103.3, 15.71, 6.832, 1.619, -4.925, -6.143, 2.616, 2.446, 2.472, 2.596, 2.515
1975, 12, 15.54, 16.79, 26.69, 56.35, 73.46, 12.03, 2.755, -2.279, -8.795, -10.05, 2.795, 2.311, 2.198, 2.206, 1.922
1976, 1, 1.539, 3.552, 10.5, 29.56, 38.91, 12.16, 2.085, -3.695, -10.43, -11.6, 2.674, 2.077, 2.094, 2.279, 2.168
1976, 2, 42.84, 46.64, 64.2, 166.1, 210, 14.75, 6.423, 0.9783, -6.575, -8.247, 2.871, 2.65, 2.78, 3.058, 2.905
1976, 3, 6.851, 14.14, 27.7, 69.76, 66.89, 15.47, 7.033, 1.479, -6.23, -8.232, 2.993, 2.696, 2.754, 2.87, 2.939
1976, 4, 22.45, 25.89, 32.98, 91.35, 118.7, 19.05, 11.97, 7.039, 0.1451, -2.26, 2.696, 2.631, 2.587, 2.562, 2.435
1976, 5, 7.91, 24.05, 40.17, 81.57, 75.33, 26.03, 18.02, 12.61, 5.88, 3.219, 2.645, 2.28, 2.115, 2.07, 2.02
1976, 6, 0.3589, 4.18, 12.81, 26.33, 21.03, 30.09, 22.37, 16.8, 9.413, 6.835, 2.541, 2.569, 2.571, 2.756, 2.505
1976, 7, 29.15, 49.39, 52.22, 51.24, 61.4, 32.65, 25.67, 20.65, 13.94, 10.84, 2.284, 2.081, 1.837, 1.786, 1.757
1976, 8, 7.383, 16.85, 33.01, 55.47, 82.13, 31.55, 23.98, 18.67, 11.33, 8.06, 2.131, 2.238, 2.126, 2.315, 2.101
1976, 9, 70.28, 48.83, 48.39, 81.5, 100.7, 27.19, 19.97, 15.01, 8.086, 5.282, 1.617, 1.745, 1.737, 1.795, 1.686
1976, 10, 21.78, 17.34, 15.94, 19.93, 31.52, 21.6, 13, 7.875, 1.37, -0.8242, 2.401, 2.027, 1.905, 1.97, 1.971
1976, 11, 9.973, 5.02, 7.312, 10.97, 13.47, 16.74, 7.876, 2.778, -3.392, -5.263, 3.012, 2.126, 1.875, 1.844, 1.777
1976, 12, 10.77, 6.167, 5.488, 9.666, 11.14, 11.64, 2.527, -2.154, -8.052, -9.198, 3.266, 2.172, 1.856, 1.745, 1.518
1977, 1, 19.02, 23.94, 28.26, 55.21, 69.81, 10.97, 0.7665, -4.515, -10.94, -12.74, 2.668, 2.026, 1.986, 2.109, 2.005
1977, 2, 1.092, 5.267, 14.24, 43.76, 57.59, 15.18, 5.954, 0.3838, -6.448, -8.621, 2.94, 2.305, 2.128, 2.121, 2.083
1977, 3, 8.211, 10.53, 20.02, 45.2, 45.61, 14.19, 6.376, 1.055, -6.212, -8.438, 2.931, 2.868, 2.822, 2.917, 2.79
1977, 4, 3.645, 9.731, 19.16, 50.24, 75.28, 21.44, 13.83, 8.653, 2.001, -0.7203, 2.197, 2.234, 2.057, 2.003, 1.691
1977, 5, 10.86, 18.07, 28.15, 68.85, 68.22, 22.12, 15.75, 11.1, 4.341, 2.308, 2.555, 2.812, 2.68, 2.704, 2.538
1977, 6, 2.058, 9.017, 13.24, 18.48, 22.13, 31.41, 24.26, 19.14, 12.26, 9.052, 2.36, 2.284, 2.142, 2.133, 1.984
1977, 7, 14.11, 44.57, 64.48, 92.31, 111.5, 33.69, 25.85, 20.56, 13.47, 9.974, 2.295, 2.226, 2.12, 2.326, 2.315
1977, 8, 34.2, 45.22, 61.61, 80.22, 99.48, 32.82, 25.21, 19.85, 12.69, 9.471, 2.191, 2.134, 2.078, 2.29, 2.338
1977, 9, 18.29, 27.36, 34.47, 52.31, 78.67, 29.23, 21.42, 16.08, 9.222, 6.936, 1.761, 2.199, 2.364, 2.718, 2.739
1977, 10, 20, 25.51, 27.47, 53.51, 68.42, 24.46, 15.74, 10.43, 3.98, 2.107, 1.821, 1.897, 1.953, 2.15, 2.088
1977, 11, 2.667, 11.48, 27.69, 77.39, 122.6, 17.36, 8.678, 3.521, -3.314, -5.238, 2.597, 2.541, 2.706, 3.041, 2.975
1977, 12, 21.57, 19.33, 24.58, 78.66, 120.5, 14.04, 5.542, 0.2208, -6.976, -8.889, 2.068, 2.32, 2.78, 3.275, 3.207
1978, 1, 64.31, 61.94, 71.67, 141.3, 168.2, 11.79, 3.082, -2.354, -9.572, -10.86, 2.334, 2.178, 2.192, 2.386, 2.328
1978, 2, 58.47, 54.11, 66.27, 120.8, 120.4, 13.38, 4.237, -1.55, -8.85, -11.05, 2.976, 2.42, 2.287, 2.416, 2.262
1978, 3, 56.01, 65.83, 86.53, 164.6, 169.7, 17.69, 9.905, 4.44, -2.686, -5.036, 2.483, 2.27, 2.221, 2.272, 2.192
1978, 4, 13.06, 25.05, 39.45, 107.8, 110.5, 19.43, 12.6, 7.826, 0.847, -1.372, 2.544, 2.63, 2.666, 2.852, 2.79
1978, 5, 4.658, 16.18, 35.19, 77.69, 100.9, 24.71, 16.56, 11.12, 3.95, 1.448, 2.602, 2.611, 2.604, 2.683, 2.486
1978, 6, 1.887, 3.283, 8.134, 17.22, 15.85, 31.59, 23.59, 17.97, 10.48, 8.283, 2.759, 2.826, 2.565, 2.475, 2.164
1978, 7, 16.06, 22.27, 23.57, 28.91, 43.9, 33.75, 26.28, 21.02, 13.93, 11.51, 2.354, 2.234, 2.063, 2.227, 2.18
1978, 8, 24.17, 23.48, 31.55, 37.47, 38.8, 32.04, 24.55, 19.08, 12.2, 9.75, 2.156, 2.253, 2.213, 2.394, 2.224
1978, 9, 6.784, 20.64, 26.77, 42.95, 36.58, 28.53, 20.39, 15.22, 8.527, 6.671, 2.391, 2.186, 2.057, 2.098, 1.939
1978, 10, 35.09, 32.93, 31.13, 52.35, 89.2, 24.95, 16.36, 10.96, 4.518, 2.762, 1.861, 1.9, 1.894, 1.991, 1.909
1978, 11, 47.95, 75.25, 99.11, 193.1, 186.3, 15.03, 7.206, 2.235, -4.76, -5.912, 2.342, 2.387, 2.373, 2.51, 2.503
1978, 12, 58.05, 63.39, 82.08, 179, 185.2, 9.276, -0.7421, -5.909, -13.19, -13.87, 3.293, 2.676, 2.693, 2.89, 2.714
1979, 1, 66.38, 59.46, 83.89, 179.7, 237.8, 8.247, -1.729, -7.458, -14.82, -15.52, 2.736, 2.33, 2.323, 2.451, 2.448
1979, 2, 9.839, 21.26, 38.88, 91.33, 81.05, 12.16, 2.134, -3.168, -10.08, -11.31, 2.157, 2.115, 2.281, 2.589, 2.501
1979, 3, 48.77, 50.91, 70, 175.6, 174.7, 15.21, 6.943, 1.538, -5.74, -8.092, 2.333, 2.217, 2.171, 2.216, 2.188
1979, 4, 1.337, 7.191, 18, 52.07, 74.88, 20.25, 12.53, 7.097, -0.5179, -3.35, 2.372, 2.354, 2.324, 2.456, 2.356
1979, 5, 11.34, 30.87, 51.56, 92.12, 91.23, 24.6, 16.76, 11.49, 4.815, 2.392, 2.806, 2.429, 2.237, 2.128, 2.042
1979, 6, 2.904, 8.937, 15.15, 19.81, 35.3, 30.4, 22.33, 16.92, 9.977, 7.256, 2.586, 2.504, 2.369, 2.455, 2.424
1979, 7, 22.95, 20.76, 21.07, 32.06, 38.52, 32.94, 25.95, 20.63, 13.85, 11.36, 2.328, 2.218, 2.082, 2.069, 1.978
1979, 8, 36.59, 39.18, 47.28, 66.9, 69.81, 30.77, 23.64, 18.66, 12.02, 9.383, 1.959, 1.802, 1.703, 1.846, 1.765
1979, 9, 2.854, 3.81, 7.547, 10.13, 12.96, 31.27, 22.67, 17.21, 10.74, 8.579, 2.005, 1.841, 1.757, 1.838, 1.697
1979, 10, 3.604, 16.58, 29.69, 61.93, 72.3, 24.13, 16.2, 10.97, 4.607, 2.941, 1.885, 1.935, 1.984, 2.065, 1.902
1979, 11, 2.193, 17.03, 32.74, 78.47, 98.9, 14.55, 5.007, -0.7187, -7.609, -9.473, 2.862, 2.395, 2.219, 2.089, 1.957
1979, 12, 6.141, 18.08, 28.04, 59.24, 51.9, 12.99, 3.227, -1.757, -8.043, -8.609, 2.962, 2.141, 1.935, 1.971, 1.575
1980, 1, 51.41, 65.28, 102.8, 269.3, 259.9, 12.71, 3.355, -2.285, -9.216, -10.01, 2.934, 2.624, 2.635, 2.935, 2.919
1980, 2, 72, 80.22, 103.4, 225.6, 208.4, 14.95, 5.905, -0.07898, -7.557, -8.96, 3.222, 2.538, 2.433, 2.578, 2.475
1980, 3, 29.36, 40.19, 57.41, 130.5, 143.7, 15, 6.657, 1.038, -6.572, -9.088, 2.654, 2.653, 2.569, 2.603, 2.461
1980, 4, 10, 17.39, 25.93, 72.98, 123.1, 20.18, 12.19, 6.71, -0.8138, -3.716, 2.814, 2.593, 2.389, 2.268, 1.936
1980, 5, 3.427, 18.25, 41.24, 112.3, 134.8, 22.84, 15.4, 10.45, 3.606, 1.089, 2.687, 2.421, 2.253, 2.24, 2.23
1980, 6, 1.468, 3.388, 2.457, 2.329, 1.387, 30.46, 23.2, 18.02, 10.78, 8.759, 2.619, 2.796, 2.627, 2.757, 2.552
1980, 7, 18.85, 27.9, 30.77, 35.27, 44.54, 34.39, 26.43, 21.24, 14.28, 11.76, 2.564, 2.086, 1.886, 2.025, 2.077
1980, 8, 18.17, 34.81, 44.47, 71.73, 73.88, 32.45, 24.47, 19.21, 12.24, 9.87, 2.525, 2.504, 2.478, 2.689, 2.613
1980, 9, 9.733, 30.88, 45.58, 67.27, 48.42, 29.44, 20.95, 15.69, 8.978, 7.252, 2.047, 2.105, 2.08, 2.281, 2.16
1980, 10, 4.163, 18.16, 32.72, 66.26, 71.89, 23.37, 14.04, 8.765, 2.42, 0.8277, 2.596, 2.215, 2.028, 1.965, 1.903
1980, 11, 0.416, 5.036, 13.82, 44.41, 57.55, 17.03, 8.107, 3.091, -3.124, -4.411, 2.569, 2.149, 2.002, 1.979, 1.794
1980, 12, 2.993, 8.582, 13.61, 27.79, 42.17, 15.12, 6.498, 1.978, -4.262, -5.417, 3.209, 2.417, 2.13, 2.11, 1.932
1981, 1, 14.62, 11.76, 14.5, 25.98, 36.58, 14.02, 5.136, 0.4064, -5.983, -7.565, 2.742, 2.105, 1.874, 1.826, 1.534
1981, 2, 16.61, 16.37, 19.72, 35.18, 45.52, 15.05, 6.203, 0.8583, -5.841, -7.696, 2.841, 2.277, 2.247, 2.393, 2.164
1981, 3, 39.88, 49.77, 70.02, 128, 125.7, 16.1, 7.734, 2.528, -4.375, -6.989, 2.529, 2.302, 2.2, 2.167, 2.171
1981, 4, 5.312, 16.48, 27.57, 48.13, 50.63, 22.67, 14.95, 9.598, 2.903, 0.6768, 2.395, 2.643, 2.521, 2.556, 2.403
1981, 5, 7.213, 22.71, 51.86, 118.4, 153.3, 25.18, 17.27, 11.69, 4.592, 2.194, 2.968, 2.551, 2.388, 2.375, 2.422
1981, 6, 2.08, 11.53, 19.8, 32.07, 42.94, 32.86, 24.92, 19.17, 11.82, 9.407, 3.026, 2.629, 2.459, 2.438, 2.371
1981, 7, 21.1, 47.61, 64.03, 97.6, 158.2, 34.11, 26.3, 20.83, 13.73, 10.89, 2.785, 2.321, 2.016, 2.033, 1.951
1981, 8, 23.5, 38.53, 48.65, 65.51, 89.6, 33.66, 25.1, 19.66, 12.59, 9.688, 2.196, 1.924, 1.721, 1.706, 1.554
1981, 9, 19.14, 33.34, 45.58, 64.43, 58.77, 29.83, 21.4, 16.16, 9.345, 6.322, 1.843, 1.936, 1.966, 2.138, 2.014
1981, 10, 13.42, 38.89, 68.4, 140.9, 148.8, 21.36, 13.33, 8.272, 1.543, -0.1349, 2.389, 2.5, 2.484, 2.508, 2.477
1981, 11, 21.03, 25.29, 30.82, 55.04, 68.46, 17.71, 9.212, 4.22, -2.253, -3.581, 2.105, 2.049, 2.019, 2.077, 1.83
1981, 12, 0.5961, 3.919, 21.16, 102.1, 192.1, 13.42, 4.736, -0.3982, -7.753, -10.06, 2.291, 2.09, 2.317, 2.635, 2.453
1982, 1, 20.27, 34.64, 56.2, 123.8, 147.6, 11.02, 1.704, -3.867, -11.17, -12.61, 3.01, 2.723, 2.839, 3.177, 3.123
1982, 2, 22.03, 30.97, 40.81, 67.33, 98.57, 14.46, 4.206, -1.757, -9.336, -11.26, 2.739, 2.085, 2.086, 2.124, 2.018
1982, 3, 40.27, 42.22, 66.77, 136, 150.3, 15.63, 8.004, 2.706, -4.591, -6.865, 2.659, 2.689, 2.741, 2.962, 2.919
1982, 4, 1.333, 7.946, 15.19, 43.18, 53.46, 20.5, 12.22, 6.559, -0.7687, -2.648, 2.864, 2.758, 2.757, 2.842, 2.823
1982, 5, 10.93, 21.78, 32.77, 75.44, 108.1, 24.88, 16.86, 11.27, 4.427, 2.091, 2.659, 2.526, 2.393, 2.401, 2.224
1982, 6, 0.4661, 4.285, 10.11, 22.19, 20.55, 28.98, 21.79, 16.25, 9.093, 6.801, 2.816, 2.324, 2.049, 1.868, 1.768
1982, 7, 21.54, 30.37, 40.67, 53.48, 62.37, 32.47, 25.24, 19.95, 12.98, 10.41, 2.439, 2.256, 2.134, 2.154, 2.092
1982, 8, 48.98, 65.44, 80.77, 111.9, 183.8, 32.45, 24.68, 19.72, 13.13, 10.18, 1.875, 1.634, 1.642, 1.798, 1.572
1982, 9, 21.93, 48.73, 80.25, 156.4, 170.2, 28.49, 20.56, 15.1, 8.003, 5.633, 2.218, 2.333, 2.332, 2.434, 2.489
