# Created by WEAP: 2/19/2020 9:43:41 AM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: Wind (5,113,433 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (6,335 ha),  1000 - 2000 m (3,263,492 ha),  2000 - 3000 m (1,446,327 ha),  3000 - 4000 m (397,201 ha),  4000 - 5000 m (78 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 0 to 1000 m, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, T_mean[C]:Elevation 3000 to 4000 m, T_mean[C]:Elevation 4000 to 5000 m, Precip[mm/month]:Elevation 0 to 1000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 3000 to 4000 m, Precip[mm/month]:Elevation 4000 to 5000 m, Wind[m/sec]:Elevation 0 to 1000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 3000 to 4000 m, Wind[m/sec]:Elevation 4000 to 5000 m
1960, 10, 11.31, 9.382, 5.256, 2.148, -0.05657, 10.72, 27.56, 26.32, 28.9, 37.74, 4.255, 3.733, 3.553, 3.396, 3.196
1960, 11, 3.006, 0.9715, -2.753, -5.509, -7.284, 6.569, 17.43, 30.19, 36.12, 36, 4.815, 4.468, 4.267, 4.092, 3.865
1960, 12, -0.7832, -3.231, -6.045, -8.694, -11.52, 15.32, 4.692, 8.965, 11.3, 13.67, 4.9, 4.036, 3.635, 3.268, 2.802
1961, 1, 0.2994, -2.595, -5.258, -8.232, -11.86, 1.819, 1.034, 2.146, 2.465, 3.359, 5.24, 4.493, 4.06, 3.656, 3.133
1961, 2, 4.269, 1.117, -2.631, -5.634, -8.09, 7.264, 7.485, 17.11, 20.45, 23.15, 4.883, 4.334, 4.025, 3.757, 3.431
1961, 3, 5.532, 2.85, -1.815, -5.262, -7.922, 12.12, 12.61, 16.39, 20.25, 27.97, 4.001, 3.677, 3.457, 3.274, 3.061
1961, 4, 6.795, 4.995, 0.6345, -2.454, -4.292, 33.91, 17.02, 22.33, 24.86, 30.69, 3.814, 3.833, 3.711, 3.65, 3.675
1961, 5, 14.01, 11.95, 7.8, 4.687, 2.498, 37.22, 45.83, 46.44, 46.05, 44.99, 3.102, 2.95, 2.868, 2.811, 2.805
1961, 6, 21.41, 18.92, 14.29, 10.89, 8.515, 14.84, 23.36, 26.8, 25.73, 18.92, 2.593, 2.546, 2.495, 2.476, 2.519
1961, 7, 23.4, 20.77, 16.07, 12.69, 10.5, 14.45, 13.32, 19.31, 20.78, 17.09, 2.644, 2.431, 2.382, 2.363, 2.441
1961, 8, 24.12, 21.28, 16.39, 12.84, 10.33, 5.093, 10.5, 27.77, 39.19, 46.75, 2.525, 2.276, 2.165, 2.084, 2.052
1961, 9, 12.21, 11.07, 6.49, 3.315, 1.423, 81.55, 65.21, 81.09, 85.92, 84.63, 3.696, 3.316, 3.231, 3.177, 3.142
1961, 10, 9.321, 7.167, 3.214, 0.3069, -1.771, 30.94, 22.33, 33.85, 38.52, 42.6, 4.459, 4.079, 3.892, 3.738, 3.585
1961, 11, 0.4798, -1.235, -4.479, -6.937, -9.065, 22.2, 11.86, 23.11, 28.11, 31.28, 4.646, 4.134, 3.884, 3.651, 3.368
1961, 12, -4.572, -4.92, -8.223, -10.9, -12.96, 4.025, 7.706, 20.89, 30.35, 38.34, 5.291, 4.905, 4.553, 4.242, 3.874
1962, 1, -6.016, -9.107, -11.35, -13.53, -15.49, 22.1, 28.39, 51.33, 66.53, 63, 5.715, 4.779, 4.342, 3.948, 3.482
1962, 2, -2.949, -3.702, -6.715, -9.031, -10.28, 14.11, 9.101, 29.63, 44.78, 55.94, 3.933, 3.885, 3.664, 3.486, 3.305
1962, 3, -1.325, -1.014, -5.058, -7.947, -10.11, 14.25, 9.516, 21.5, 26.81, 29.35, 3.899, 3.799, 3.566, 3.375, 3.157
1962, 4, 10.58, 8.25, 3.592, 0.1903, -2.41, 6.288, 20.6, 29.17, 34.75, 39.54, 3.831, 3.511, 3.326, 3.171, 2.989
1962, 5, 12.93, 11.53, 7.468, 4.459, 2.599, 98.23, 72.91, 69.77, 64.61, 61.12, 3.356, 3.261, 3.139, 3.077, 3.127
1962, 6, 17.44, 15.73, 11.32, 8.096, 5.96, 47.5, 47.4, 53.88, 53.32, 39.88, 2.694, 2.474, 2.395, 2.343, 2.338
1962, 7, 19.97, 18.83, 14, 10.6, 8.482, 30.28, 28.49, 36.98, 39.04, 33.54, 2.321, 2.224, 2.207, 2.218, 2.29
1962, 8, 20.15, 18.63, 13.78, 10.29, 7.944, 36.13, 23.31, 32.17, 33.23, 22.48, 2.83, 2.887, 2.829, 2.821, 2.904
1962, 9, 14.92, 14.02, 9.882, 6.905, 4.952, 26.24, 23.17, 24.91, 24.06, 20.11, 3.424, 3.084, 2.96, 2.853, 2.739
1962, 10, 12.21, 10.71, 6.567, 3.597, 1.792, 12.62, 5.672, 8.511, 9.345, 11.89, 3.763, 3.554, 3.4, 3.277, 3.148
1962, 11, 5.171, 3.624, -0.5464, -3.634, -5.468, 17.75, 9.377, 20.89, 23.4, 15.92, 4.239, 3.937, 3.718, 3.536, 3.335
1962, 12, 1.021, -0.09209, -3.362, -6.08, -8.259, 6.588, 2.703, 6.893, 8.59, 9.052, 5.104, 4.565, 4.141, 3.755, 3.265
1963, 1, -9.083, -10.08, -12.33, -14.07, -14.91, 22.61, 27.7, 57.64, 78.45, 83.78, 5.104, 4.726, 4.4, 4.129, 3.834
1963, 2, 2.465, 1.349, -2.493, -5.38, -7.284, 6.843, 6.63, 15.73, 21.5, 25.47, 5.104, 4.614, 4.256, 3.94, 3.554
1963, 3, 5.532, 1.85, -2.642, -6.115, -8.964, 6.667, 7.71, 15.72, 20.22, 23.03, 4.442, 4.083, 3.816, 3.598, 3.389
1963, 4, 7.697, 5.525, 1.049, -2.215, -4.46, 48.72, 46.82, 64, 70.82, 69.06, 4.035, 3.684, 3.527, 3.406, 3.269
1963, 5, 13.11, 11.93, 7.75, 4.685, 2.767, 40.65, 23.43, 34.5, 41.47, 48.65, 2.762, 2.781, 2.67, 2.616, 2.648
1963, 6, 17.98, 16.04, 11.17, 7.604, 5.288, 59.11, 74.77, 75.83, 72.1, 74.22, 2.745, 2.663, 2.561, 2.503, 2.489
1963, 7, 23.03, 20.48, 15.34, 11.73, 9.624, 19.88, 21.22, 18.75, 15.07, 13.04, 2.694, 2.636, 2.626, 2.647, 2.715
1963, 8, 21.41, 19.89, 14.97, 11.5, 9.288, 0, 7.63, 14.25, 18.61, 22.86, 2.796, 2.403, 2.287, 2.21, 2.188
1963, 9, 18.88, 17.3, 12.47, 8.939, 6.465, 29, 20.12, 40.71, 54.8, 61.41, 2.932, 2.726, 2.596, 2.508, 2.465
1963, 10, 13.29, 12.21, 7.788, 4.465, 2.263, 5.45, 8.945, 14.2, 18.87, 23.11, 3.136, 2.972, 2.877, 2.813, 2.769
1963, 11, 4.089, 3.261, -0.7858, -3.776, -5.771, 3.445, 4.907, 9.992, 13.53, 20.25, 4.374, 4.01, 3.808, 3.627, 3.386
1963, 12, -4.572, -4.606, -6.621, -8.502, -10.28, 17.74, 13.2, 16.37, 17.05, 18.19, 4.714, 4.414, 4.078, 3.783, 3.41
1964, 1, -0.4224, -3.626, -7.083, -10.3, -13.1, 4.893, 4.249, 15.99, 24.7, 38.01, 5.884, 5.503, 5.111, 4.777, 4.397
1964, 2, 0.8407, -3.533, -7.897, -11.59, -14.81, 2.887, 8.261, 15.18, 20.52, 24.36, 5.8, 4.952, 4.563, 4.211, 3.798
1964, 3, 0.6603, -2.139, -6.575, -9.892, -12.33, 10.19, 12.17, 21.68, 29.22, 40.67, 4.612, 4.468, 4.218, 4.01, 3.774
1964, 4, 7.878, 5.614, 1.405, -1.659, -3.754, 94.52, 51.89, 57.91, 53.29, 32.07, 4.222, 4.126, 3.967, 3.861, 3.801
1964, 5, 13.65, 11.77, 7.35, 4.028, 1.759, 76.09, 48.87, 46.07, 43.53, 49, 3.696, 3.458, 3.324, 3.222, 3.169
1964, 6, 17.26, 15.08, 10.4, 6.961, 4.582, 127.9, 78.58, 87.32, 83.98, 75.19, 2.745, 2.732, 2.659, 2.617, 2.627
1964, 7, 23.4, 21.65, 16.59, 12.92, 10.63, 1.961, 3.987, 8.153, 11.2, 14.33, 2.661, 2.601, 2.519, 2.485, 2.558
1964, 8, 19.61, 18.26, 13.37, 9.945, 7.641, 49.49, 16, 16.21, 16.63, 20.81, 3.339, 3.227, 3.148, 3.107, 3.136
1964, 9, 13.65, 13.26, 9.029, 6.027, 3.977, 1.494, 0.8161, 1.684, 2.102, 2.199, 3.594, 3.375, 3.258, 3.172, 3.112
1964, 10, 12.03, 10.03, 5.745, 2.525, 0.3805, 6.643, 7.588, 20.71, 26.56, 15.62, 3.696, 3.292, 3.101, 2.933, 2.733
1964, 11, 0.4798, 0.0006934, -3.647, -6.308, -7.485, 14.86, 10.29, 19.08, 22.95, 25.54, 4.018, 4.069, 3.913, 3.799, 3.705
1964, 12, -7.82, -5.238, -8.216, -10.51, -11.69, 10.16, 20.2, 58.62, 84.97, 99.38, 5.087, 5.187, 4.981, 4.829, 4.659
1965, 1, -2.046, -0.767, -4.81, -8.034, -10.34, 20.31, 7.597, 22.24, 30.26, 37.67, 5.257, 5.174, 4.861, 4.599, 4.265
1965, 2, -2.407, -3.599, -7.308, -10.09, -12.19, 12.09, 6.264, 12.41, 15.3, 14.93, 5.121, 4.58, 4.297, 4.056, 3.777
1965, 3, -4.572, -5.84, -10.17, -13.1, -14.58, 9.505, 16.76, 29.5, 34.45, 26.91, 3.153, 2.957, 2.779, 2.638, 2.54
1965, 4, 7.878, 6.983, 2.588, -0.4595, -2.275, 41.19, 18.45, 30.97, 36.39, 44.44, 3.611, 3.858, 3.717, 3.632, 3.606
1965, 5, 11.85, 9.641, 5.46, 2.375, 0.4141, 53.14, 41.8, 45.33, 41.78, 31.52, 3.763, 3.312, 3.145, 2.996, 2.859
1965, 6, 16.72, 15.15, 10.54, 7.253, 5.12, 64.61, 50.65, 55.14, 57.59, 53.15, 3.017, 2.781, 2.697, 2.638, 2.624
1965, 7, 21.77, 20.16, 15.17, 11.64, 9.456, 25.97, 20.91, 22.26, 21.32, 22.5, 2.27, 2.244, 2.211, 2.211, 2.302
1965, 8, 20.51, 18.72, 13.98, 10.62, 8.482, 49.21, 31.41, 32.82, 29.5, 18.94, 2.864, 2.5, 2.408, 2.34, 2.284
1965, 9, 9.321, 8.346, 4.523, 1.872, 0.7167, 53.82, 34.31, 36.82, 38.7, 48.73, 3.679, 3.453, 3.321, 3.232, 3.211
1965, 10, 12.57, 11.6, 7.475, 4.248, 1.624, 2.288, 2.63, 6.807, 10.17, 12.67, 3.984, 3.433, 3.233, 3.048, 2.796
1965, 11, 3.547, 3.979, 0.0724, -2.768, -4.46, 11.34, 5.775, 10.8, 14.99, 22.82, 4.018, 3.988, 3.814, 3.678, 3.542
1965, 12, -1.505, -1.66, -4.626, -7.076, -8.931, 11.93, 6.33, 12.89, 16.91, 15.09, 4.612, 4.198, 3.907, 3.665, 3.398
1966, 1, -7.64, -4.592, -8.185, -10.61, -12.12, 9.838, 3.267, 11.08, 16.26, 24.19, 4.459, 4.453, 4.235, 4.05, 3.795
1966, 2, -3.851, -3.187, -7.42, -10.36, -12.63, 16.86, 4.86, 11.71, 16.79, 20.83, 4.103, 3.884, 3.634, 3.426, 3.172
1966, 3, 4.089, 2.269, -2.348, -5.714, -8.393, 16.89, 10.37, 15.18, 17.29, 20.5, 4.612, 4.094, 3.796, 3.534, 3.232
1966, 4, 6.073, 4.297, 0.1477, -2.767, -4.628, 27.54, 32.39, 38.56, 41.05, 37.74, 3.729, 3.575, 3.383, 3.22, 3.019
1966, 5, 14.92, 13.37, 9.06, 6.02, 3.977, 16.83, 13.97, 22.95, 27.91, 31.68, 3.679, 3.332, 3.205, 3.102, 3.01
1966, 6, 17.98, 15.73, 11.09, 7.64, 5.288, 39.39, 23.59, 34.82, 43.56, 52.27, 3.119, 2.873, 2.789, 2.736, 2.73
1966, 7, 24.48, 22.28, 17.3, 13.73, 11.17, 19.98, 10.28, 9.513, 8.982, 12.49, 2.83, 2.645, 2.632, 2.654, 2.796
1966, 8, 20.69, 19.18, 14.45, 11.22, 8.986, 22.16, 16.71, 20.61, 19.54, 15.21, 2.983, 2.622, 2.519, 2.442, 2.374
1966, 9, 18.34, 16.52, 12.06, 8.858, 6.666, 49.96, 29.78, 42.54, 51.43, 57.35, 3, 2.871, 2.784, 2.72, 2.691
1966, 10, 10.4, 8.253, 4.214, 1.16, -1.065, 19.82, 14, 17.71, 17.94, 18.38, 4.697, 4.088, 3.845, 3.618, 3.314
1966, 11, 1.743, 1.383, -2.173, -4.647, -5.67, 18.77, 10.72, 18.76, 22.06, 20.99, 4.069, 3.981, 3.828, 3.706, 3.56
1966, 12, -3.309, -2.708, -6.166, -8.836, -10.95, 15.86, 7.144, 16.8, 22.57, 24.78, 4.731, 4.228, 3.921, 3.659, 3.341
1967, 1, -0.6028, -1.62, -4.93, -7.575, -9.031, 10.2, 8.858, 19.27, 25.98, 36.98, 6.037, 5.872, 5.613, 5.414, 5.216
1967, 2, 1.743, -0.4531, -4.672, -7.845, -9.973, 12.85, 9.709, 17.84, 21.23, 19.86, 6.343, 5.713, 5.378, 5.093, 4.743
1967, 3, 0.6603, 0.89, -3.316, -6.05, -7.015, 28.61, 16.85, 29.13, 33.94, 34.6, 3.628, 3.901, 3.799, 3.77, 3.856
1967, 4, 6.073, 4.782, 0.5094, -2.59, -4.662, 36.59, 26.4, 30.27, 30.51, 32.86, 3.271, 3.249, 3.099, 3.032, 3.115
1967, 5, 11.85, 10.18, 6.075, 3.154, 1.423, 41.95, 49.32, 48.73, 47.23, 47.83, 3.746, 3.252, 3.068, 2.937, 2.877
1967, 6, 16.18, 14.07, 9.818, 6.834, 5.12, 118.2, 122.8, 119.9, 114.4, 105.3, 2.779, 2.478, 2.352, 2.257, 2.161
1967, 7, 21.95, 19.95, 15.28, 12.05, 9.994, 17.89, 13.67, 20.09, 22.2, 18.95, 2.474, 2.308, 2.222, 2.173, 2.188
1967, 8, 21.95, 19.68, 14.81, 11.42, 9.288, 16.88, 12.02, 19.96, 26.78, 34.58, 2.881, 2.424, 2.254, 2.1, 1.971
1967, 9, 17.8, 15.9, 11.37, 8.12, 5.759, 50.58, 24.92, 21.57, 19.8, 22.05, 3.543, 3.281, 3.102, 2.959, 2.832
1967, 10, 11.49, 9.62, 5.403, 2.341, 0.3805, 23.81, 15.85, 31.26, 38.8, 44.39, 4.442, 4.321, 4.182, 4.082, 4.003
1967, 11, 2.284, 0.8491, -2.567, -4.932, -6.174, 9.049, 8.207, 18.49, 23.29, 23.88, 4.154, 3.911, 3.739, 3.612, 3.506
1967, 12, -4.753, -6.259, -9.277, -11.65, -13, 24.18, 22.23, 35.66, 40.32, 34.17, 4.561, 4.377, 4.17, 4.025, 3.925
1968, 1, -5.655, -6.075, -8.434, -10.37, -11.92, 29.34, 9.428, 31.67, 42.51, 42.43, 4.408, 4.155, 3.912, 3.728, 3.567
1968, 2, 0.8407, -1.29, -4.69, -7.377, -9.469, 9.151, 10.97, 15.59, 19.36, 26.4, 3.56, 3.328, 3.142, 2.994, 2.859
1968, 3, 6.615, 3.418, -1.152, -4.542, -6.947, 8.264, 20.05, 25.87, 24.59, 18.09, 3.831, 3.671, 3.497, 3.371, 3.278
1968, 4, 7.156, 4.406, 0.02106, -3.168, -5.3, 0, 24.51, 24.12, 23.65, 27.65, 3.933, 3.715, 3.584, 3.465, 3.332
1968, 5, 11.49, 9.533, 5.481, 2.497, 0.4476, 61.96, 42.38, 46.49, 47.46, 49.27, 3.729, 3.271, 3.057, 2.888, 2.793
1968, 6, 16.9, 15.48, 11.22, 8.094, 5.826, 111, 71.6, 79.22, 79.86, 74.25, 3.034, 2.691, 2.614, 2.583, 2.6
1968, 7, 21.05, 19.74, 14.97, 11.63, 9.624, 16.38, 11.03, 15.83, 18.36, 22.08, 2.813, 2.475, 2.347, 2.258, 2.218
1968, 8, 19.61, 17.42, 12.78, 9.518, 7.608, 60.81, 52.18, 69.66, 76.18, 83.29, 3, 3.021, 2.901, 2.838, 2.862
1968, 9, 15.82, 13.66, 9.394, 6.267, 4.112, 39.34, 23.86, 26.19, 23.68, 18.08, 3.713, 3.404, 3.28, 3.185, 3.088
1968, 10, 10.95, 8.991, 5.112, 2.039, -0.2246, 11.73, 7.207, 12.76, 14.93, 14.16, 3.679, 3.62, 3.459, 3.333, 3.223
1968, 11, 3.186, 0.8118, -3.271, -6.543, -8.964, 32.46, 10.66, 20.39, 24, 23.37, 3.814, 3.442, 3.257, 3.116, 2.977
1968, 12, -6.738, -7.002, -9.28, -11.17, -12.46, 13.16, 14.96, 22.97, 26.2, 26.08, 3.831, 4.299, 4.186, 4.133, 4.132
1969, 1, -14.32, -7.201, -9.446, -10.55, -10.17, 31.66, 12.18, 41.19, 55.24, 59.87, 3.95, 4.47, 4.412, 4.409, 4.467
1969, 2, -4.933, -2.572, -6.735, -9.679, -11.62, 3.03, 4.217, 14.44, 22.7, 28.97, 3.407, 3.374, 3.258, 3.184, 3.13
1969, 3, -0.9637, -1.26, -5.781, -8.97, -11.28, 9.857, 5.822, 8.76, 10.54, 12.33, 3.594, 3.351, 3.175, 3.034, 2.907
1969, 4, 10.76, 8.466, 4.051, 0.768, -1.737, 32.22, 24.41, 29.32, 25.85, 10.76, 4.154, 3.731, 3.508, 3.332, 3.139
1969, 5, 14.01, 12.83, 8.812, 5.947, 4.28, 25.1, 22.18, 24.12, 21.13, 11.65, 2.881, 2.724, 2.576, 2.478, 2.429
1969, 6, 16.36, 14.04, 10.11, 7.169, 4.986, 136.4, 92.61, 98.84, 97.2, 82.94, 3.017, 2.892, 2.791, 2.709, 2.618
1969, 7, 21.23, 20.02, 15.47, 12.18, 9.86, 25.74, 15.6, 17.62, 17.3, 15.35, 2.61, 2.354, 2.289, 2.251, 2.275
1969, 8, 22.49, 21.12, 16.42, 13.04, 10.53, 16.43, 5.683, 10.89, 13.71, 15.9, 2.694, 2.362, 2.258, 2.185, 2.185
1969, 9, 17.44, 15.88, 11.59, 8.307, 5.859, 0, 5.192, 13.59, 18.37, 22.72, 3.051, 2.979, 2.902, 2.856, 2.853
1969, 10, 5.532, 4.21, 0.331, -2.334, -3.452, 27.26, 16.62, 21.27, 22.28, 18.92, 3.594, 3.353, 3.232, 3.134, 3.028
1969, 11, 5.532, 2.48, -1.209, -4.105, -6.107, 9.156, 6.87, 11.27, 11.29, 6.565, 4.493, 3.933, 3.635, 3.364, 3.04
1969, 12, -0.7832, -1.509, -4.689, -7.391, -9.603, 11.04, 2.452, 9.556, 13.59, 19.96, 4.323, 3.912, 3.63, 3.387, 3.097
1970, 1, -5.475, -3.744, -7.081, -9.306, -10.34, 18.07, 9.39, 21.05, 29.8, 46.77, 4.629, 4.609, 4.396, 4.218, 4
1970, 2, 1.382, 0.8669, -3.319, -6.424, -8.931, 32.98, 5.038, 8.259, 8.282, 9.715, 4.357, 3.875, 3.597, 3.348, 3.04
1970, 3, 0.2994, -1.206, -5.395, -8.256, -9.838, 20.14, 23.43, 39.04, 44.4, 40.59, 3.933, 3.828, 3.651, 3.515, 3.377
1970, 4, 4.81, 2.541, -2.074, -5.329, -7.183, 69.91, 46.52, 51.49, 51.1, 49.19, 4.612, 3.956, 3.695, 3.485, 3.281
1970, 5, 13.29, 11.6, 7.308, 4.12, 1.658, 89.48, 32.82, 38.12, 38.06, 35.42, 3.187, 2.927, 2.762, 2.648, 2.582
1970, 6, 19.25, 16.93, 12.27, 9.035, 6.801, 36.91, 36.95, 50.31, 52.71, 45.74, 3.407, 3.117, 2.946, 2.806, 2.666
1970, 7, 22.49, 20.83, 15.89, 12.36, 9.826, 11.63, 17.68, 21.13, 21.54, 21.69, 2.474, 2.298, 2.236, 2.202, 2.221
1970, 8, 22.67, 20.97, 15.9, 12.42, 10.3, 1.505, 2.942, 9.478, 14.58, 18.29, 2.593, 2.319, 2.285, 2.258, 2.281
1970, 9, 14.37, 12.32, 7.725, 4.372, 2.263, 51.58, 36.24, 43.48, 44.8, 43.62, 3.441, 3.14, 2.993, 2.87, 2.751
1970, 10, 8.419, 6.295, 2.08, -1.069, -3.25, 26.9, 12.77, 23.66, 28.96, 29.31, 3.984, 3.635, 3.446, 3.284, 3.079
1970, 11, 1.562, 0.9509, -3.055, -5.913, -7.317, 24.27, 10.65, 25.02, 33.69, 39.97, 4.018, 3.983, 3.822, 3.685, 3.527
1970, 12, -4.392, -4.541, -7.392, -9.814, -11.45, 10.19, 8.468, 20.79, 27.87, 35.15, 4.917, 4.555, 4.283, 4.046, 3.762
1971, 1, -6.196, -3.811, -7.005, -9.27, -10.17, 41.56, 13.94, 29.81, 39.04, 48.59, 4.951, 5.09, 4.872, 4.71, 4.554
1971, 2, -2.227, -2.706, -6.633, -9.512, -11.49, 19.44, 9.859, 22.41, 26.12, 20.63, 4.544, 4.255, 4.021, 3.833, 3.621
1971, 3, 1.562, -0.004626, -4.586, -7.847, -9.973, 21.06, 12.71, 22.56, 28.63, 38.58, 4.306, 4.155, 3.954, 3.802, 3.675
1971, 4, 7.878, 5.329, 0.8502, -2.276, -4.292, 33.52, 57.09, 66.8, 66.32, 56.59, 3.746, 3.437, 3.273, 3.144, 3.013
1971, 5, 13.65, 11.36, 6.935, 3.803, 2.061, 31.39, 71.96, 60.91, 50.45, 44.76, 3.458, 3.028, 2.901, 2.793, 2.694
1971, 6, 18.16, 16.68, 11.91, 8.394, 5.826, 27.74, 13.37, 23.06, 28.83, 33.85, 2.61, 2.519, 2.487, 2.494, 2.588
1971, 7, 20.69, 18.99, 14.22, 10.86, 8.784, 6.662, 6.821, 10.27, 13.01, 14.24, 2.627, 2.369, 2.288, 2.239, 2.233
1971, 8, 24.66, 21.83, 17.06, 13.68, 11.34, 23.35, 16.1, 22.82, 26.69, 30.22, 2.542, 2.117, 1.975, 1.856, 1.797
1971, 9, 14.19, 12.21, 7.855, 4.654, 2.296, 37.97, 27.55, 31.71, 31.12, 32.85, 3.119, 3.111, 3.032, 2.988, 3.001
1971, 10, 8.78, 6.594, 2.679, -0.08461, -1.468, 77.14, 70.11, 65.12, 55.53, 45.91, 4.188, 3.687, 3.483, 3.296, 3.076
1971, 11, 3.547, 0.4026, -3.44, -6.331, -8.158, 8.239, 10.01, 18.83, 22.3, 20.55, 4.357, 3.955, 3.731, 3.526, 3.25
1971, 12, -6.557, -5.219, -8.681, -11.32, -13, 19.08, 10.61, 24.75, 34.19, 42.33, 4.781, 4.597, 4.358, 4.16, 3.91
1972, 1, -8.001, -6.72, -9.65, -11.66, -12.49, 33.84, 29.59, 55.79, 68.06, 56.31, 5.613, 5.519, 5.283, 5.101, 4.915
1972, 2, -2.407, -1.337, -5.039, -7.923, -10.14, 14.61, 5.109, 8.12, 11.43, 21.79, 4.731, 4.681, 4.437, 4.236, 3.973
1972, 3, 5.352, 4.589, 0.008599, -3.31, -5.805, 16.14, 8.918, 16.16, 19.68, 24.4, 4.239, 4.216, 4.008, 3.842, 3.639
1972, 4, 7.878, 6.139, 1.589, -1.617, -3.519, 27.48, 17.45, 22.26, 24.56, 32.36, 3.848, 3.755, 3.638, 3.56, 3.506
1972, 5, 12.75, 10.74, 6.731, 3.617, 1.423, 44.44, 40.22, 38.58, 35.96, 34.91, 3.305, 2.787, 2.665, 2.558, 2.465
1972, 6, 19.43, 17.35, 12.84, 9.559, 7.171, 26.86, 25.32, 38.37, 46.35, 47.8, 2.728, 2.518, 2.491, 2.481, 2.495
1972, 7, 19.61, 18.25, 14.04, 10.96, 8.65, 32.68, 24.18, 23.72, 22.98, 24.11, 2.949, 2.682, 2.601, 2.559, 2.561
1972, 8, 21.59, 19.23, 14.66, 11.4, 9.288, 62.19, 31.76, 38.04, 45.92, 48, 2.711, 2.341, 2.216, 2.108, 2.025
1972, 9, 13.11, 12.64, 8.036, 4.717, 2.7, 26.79, 14.03, 31.75, 41.5, 50.57, 3.865, 3.748, 3.64, 3.577, 3.533
1972, 10, 8.78, 7.412, 3.329, 0.4867, -0.9976, 48.45, 28.06, 35.37, 39.74, 40.89, 3.254, 2.923, 2.792, 2.684, 2.558
1972, 11, 2.465, 0.05576, -3.669, -6.494, -8.158, 7.288, 9.417, 11.47, 11.4, 8.176, 3.95, 3.482, 3.297, 3.139, 2.955
1972, 12, -6.738, -8.058, -10.33, -12.45, -13.97, 18.71, 14.29, 22.89, 25.91, 23.87, 4.697, 4.359, 4.075, 3.833, 3.548
1973, 1, -3.309, -7.087, -9.456, -11.8, -13.7, 7.544, 11.13, 17.02, 19.85, 23.81, 4.561, 3.97, 3.676, 3.409, 3.097
1973, 2, -0.2419, -4.51, -6.882, -9.291, -11.92, 2.549, 2.445, 7.164, 10.15, 12.51, 3.831, 3.366, 3.11, 2.889, 2.627
1973, 3, 4.63, 0.3393, -3.874, -7.077, -9.637, 29.76, 20.43, 24.61, 23.75, 23.84, 3.526, 3.261, 3.028, 2.832, 2.639
1973, 4, 5.893, 3.037, -1.102, -4.059, -5.973, 64.2, 48.13, 47.22, 40.08, 32.19, 4.137, 3.789, 3.564, 3.374, 3.154
1973, 5, 12.75, 10.67, 6.593, 3.546, 1.557, 25.15, 9.773, 13.6, 17.13, 23.09, 3.696, 3.382, 3.153, 2.952, 2.748
1973, 6, 18.88, 16.94, 12.28, 8.907, 6.498, 32.74, 20.37, 27.63, 32.61, 34.36, 3.814, 3.345, 3.213, 3.104, 3.007
1973, 7, 21.41, 19.76, 15.08, 11.75, 9.624, 11.78, 33.38, 39.47, 41.32, 42.17, 2.762, 2.455, 2.306, 2.178, 2.073
1973, 8, 22.31, 20.12, 15.43, 11.91, 9.322, 31.73, 11.68, 18.75, 22.75, 24.93, 2.728, 2.693, 2.616, 2.593, 2.706
1973, 9, 14.92, 12.73, 8.566, 5.531, 3.574, 79.74, 79.98, 71.37, 61.3, 53.56, 3.288, 2.825, 2.688, 2.569, 2.432
1973, 10, 11.31, 9.357, 5.427, 2.496, 0.4476, 29.96, 16.36, 20.25, 21.58, 23.84, 3.729, 3.636, 3.51, 3.431, 3.395
1973, 11, -0.6028, -0.7204, -4.435, -7.079, -8.191, 22.34, 19.31, 38.11, 47.95, 50.45, 3.763, 4.082, 3.941, 3.857, 3.834
1973, 12, -0.7832, -1.38, -4.627, -7.186, -8.763, 36.56, 13.24, 21.88, 24.64, 26.87, 4.357, 4.408, 4.169, 3.994, 3.825
1974, 1, -4.753, -6.472, -9.197, -11.43, -12.36, 15.31, 6.246, 15.13, 20.15, 27.08, 4.849, 4.62, 4.384, 4.197, 3.997
1974, 2, 2.645, 0.2247, -4.502, -8.099, -10.95, 4.613, 2.793, 7.549, 10.65, 15.94, 4.951, 4.56, 4.256, 4, 3.714
1974, 3, 3.547, 1.734, -3.08, -6.396, -8.057, 20.71, 12.04, 40.53, 60.04, 80.96, 4.222, 4.43, 4.237, 4.122, 4.114
1974, 4, 9.682, 6.88, 2.196, -1.11, -3.283, 45.94, 22.74, 28.8, 26.34, 20.11, 3.967, 3.7, 3.572, 3.464, 3.344
