# Created by WEAP: 3/19/2020 3:28:51 PM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: Missouri (68,255,458 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (56,115,155 ha),  1000 - 2000 m (12,084,562 ha),  2000 - 3000 m (55,741 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 0 to 1000 m, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 0 to 1000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 0 to 1000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m
1949, 9, 15.32, 14.94, 10.84, 39.62, 18.69, 23.28, 3.312, 3.238, 3.2
1949, 10, 9.654, 7.711, 4.028, 50.91, 34.63, 35.73, 4.249, 4.044, 4.123
1949, 11, 6.697, 7.48, 4.56, 5.112, 3.043, 6.24, 4.512, 4.549, 4.62
1949, 12, -6.767, -3.748, -7.843, 14.44, 10.18, 16.89, 4.239, 4.441, 4.253
1950, 1, -14.47, -9.795, -16.12, 14.53, 10.19, 18.13, 4.044, 4.119, 3.678
1950, 2, -5.305, 0.3906, -4.206, 15.54, 8.534, 8.009, 4.101, 4.091, 3.688
1950, 3, -2.534, -0.5627, -6.716, 36.72, 29.19, 43.04, 4.622, 4.673, 4.58
1950, 4, 4.866, 5.889, -0.3005, 32.69, 30.36, 37.57, 4.457, 4.215, 4.258
1950, 5, 12.58, 10.61, 5.827, 88.86, 49.24, 53.45, 3.775, 3.643, 3.478
1950, 6, 19.18, 18.02, 13.03, 71.1, 39.29, 34.2, 3.766, 3.562, 3.469
1950, 7, 20.34, 19.84, 15.12, 89.53, 56.42, 44.26, 2.831, 2.795, 2.744
1950, 8, 19.57, 19.37, 15.07, 70.85, 53.72, 61.84, 2.861, 2.886, 2.844
1950, 9, 16.04, 15.06, 10.66, 56.72, 42.54, 34.39, 3.208, 3.483, 3.538
1950, 10, 11.77, 12.09, 8.494, 26.82, 9.483, 6.753, 3.768, 3.845, 3.875
1950, 11, -0.7168, 1.211, -2.914, 10.19, 10.75, 12.85, 4.117, 4.096, 3.915
1950, 12, -5.387, -0.3598, -3.786, 7.423, 6.014, 5.432, 3.807, 4.181, 3.942
1951, 1, -8.897, -4.922, -8.25, 11.05, 9.299, 8.418, 4.181, 4.39, 3.985
1951, 2, -4.572, -1.223, -3.794, 26.61, 11.06, 4.043, 4.137, 4.208, 3.895
1951, 3, -5.215, -2.376, -7.903, 29.88, 12.59, 12.18, 4.562, 4.377, 4.208
1951, 4, 6.063, 5.578, 1.049, 49.01, 31.83, 19.19, 4.461, 4.247, 4.15
1951, 5, 14.85, 13.6, 9.831, 82.14, 53.21, 47.99, 3.648, 3.698, 3.701
1951, 6, 16.29, 14.76, 10.08, 129.5, 97.58, 72.55, 2.912, 3.06, 2.971
1951, 7, 21.91, 21.34, 17.31, 79.04, 60.71, 54.92, 3.053, 3.306, 3.285
1951, 8, 20.6, 20.23, 15.62, 108.3, 52.24, 62.17, 3.165, 3.217, 3.199
1951, 9, 13.91, 13.58, 8.439, 70.59, 55.48, 37.32, 3.529, 3.546, 3.553
1951, 10, 8.454, 8.064, 3.589, 41.22, 31.14, 39.45, 3.441, 3.334, 3.123
1951, 11, -0.9036, 1.097, -2.974, 8.883, 8.745, 9.346, 3.883, 4.119, 3.992
1951, 12, -9.311, -5.847, -10.73, 23.42, 19.28, 19.9, 4.279, 4.513, 4.169
1952, 1, -9.207, -4.045, -7.611, 14.51, 6.159, 3.1, 4.005, 4.432, 4.184
1952, 2, -2.966, -0.781, -5.011, 20.89, 16.16, 9.121, 3.904, 4.333, 4.077
1952, 3, -3.737, -1.892, -7.497, 31.51, 25.79, 20.77, 3.764, 3.885, 3.518
1952, 4, 9.927, 9.585, 6.415, 28.38, 21.37, 4.943, 3.658, 3.602, 3.376
1952, 5, 14.51, 13.38, 9.492, 60.28, 88, 68.75, 3.33, 3.346, 3.238
1952, 6, 21.83, 20.63, 15.77, 75.17, 44.85, 50.15, 3.849, 3.628, 3.488
1952, 7, 22.52, 21.6, 17.14, 66.68, 47.74, 67.73, 3.532, 3.451, 3.228
1952, 8, 21.78, 21.39, 16.99, 67.78, 34.95, 15.58, 3.261, 3.057, 3.138
1952, 9, 18.37, 17.93, 14.55, 15.71, 16.87, 7.515, 3.445, 3.433, 3.264
1952, 10, 9.048, 10.17, 6.771, 1.312, 4, 0.7547, 3.576, 3.318, 3.276
1952, 11, 1.341, 0.06725, -2.593, 22.21, 13.71, 3.818, 4.086, 3.985, 3.854
1952, 12, -4.016, -1.899, -3.039, 10.54, 6.817, 1.531, 3.823, 4.555, 4.322
1953, 1, -4.415, 1.053, -1.751, 14.76, 16.29, 29.87, 4.036, 5.219, 4.737
1953, 2, -2.749, -0.9708, -5.032, 21.06, 24.03, 29.82, 4.412, 4.912, 4.6
1953, 3, 1.833, 4.06, -1.002, 35.74, 16.69, 16.62, 4.399, 4.689, 4.735
1953, 4, 5.192, 4.615, -0.3691, 72.58, 66.55, 64.19, 4.088, 3.801, 3.705
1953, 5, 12.94, 11.09, 6.408, 85.93, 48.08, 63.68, 3.926, 4.243, 4.218
1953, 6, 20.64, 19.48, 14.3, 109.7, 77.83, 85.7, 3.641, 3.735, 3.655
1953, 7, 22.57, 22.51, 17.89, 54.78, 43.22, 15.56, 3.187, 3.369, 3.284
1953, 8, 22.29, 21.02, 16.57, 56.95, 67, 103.2, 3.367, 3.217, 3.138
1953, 9, 17.22, 16.86, 11.93, 19.67, 7.024, 14.62, 3.702, 3.499, 3.441
1953, 10, 13.1, 12.07, 9.123, 23.24, 14.71, 10.6, 3.666, 3.555, 3.496
1953, 11, 4.399, 4.517, 1.845, 23.27, 19.8, 20.51, 4.253, 4.466, 4.4
1953, 12, -2.662, -1.572, -4.569, 21.89, 10.34, 8.053, 5.006, 5.433, 5.104
1954, 1, -10.39, -4.975, -9.766, 7.917, 7.9, 6.645, 4.098, 4.236, 3.997
1954, 2, 3.764, 5.434, 2.144, 16.78, 6.898, 15.23, 4.983, 5.573, 5.241
1954, 3, -1.379, -1.072, -6.673, 29.69, 33, 32.71, 4.408, 4.299, 3.96
1954, 4, 8.496, 8.42, 2.652, 36.3, 11.25, 1.294, 4.353, 4.225, 4.005
1954, 5, 12.25, 12.18, 7.89, 69, 48.6, 43.73, 3.739, 3.778, 3.796
1954, 6, 19.37, 18.24, 12.59, 100.4, 41.77, 41.99, 4.025, 3.904, 3.777
1954, 7, 24.71, 24.09, 20.03, 43.19, 45.84, 64.57, 3.295, 3.324, 3.387
1954, 8, 21.92, 21.31, 17.06, 103.7, 54.23, 37.74, 3.331, 3.168, 3.263
1954, 9, 17.19, 16.92, 11.75, 50.24, 23.36, 7.841, 3.709, 3.446, 3.425
1954, 10, 9.341, 8.659, 4.16, 40.25, 19.54, 23.03, 3.972, 3.978, 4.056
1954, 11, 5.588, 5.723, 2.477, 4.54, 5.912, 10.18, 4.434, 4.475, 4.416
1954, 12, -1.643, 0.1428, -2.328, 4.825, 5.582, 5.732, 4.395, 4.895, 4.528
1955, 1, -6.262, -4.222, -6.459, 12.9, 10.06, 5.022, 4.333, 4.543, 4.361
1955, 2, -8.216, -5.162, -9.95, 21.59, 19.89, 20.89, 4.371, 4.733, 4.566
1955, 3, -1.25, -1.098, -6.087, 10.74, 15.65, 13.23, 4.456, 4.838, 4.728
1955, 4, 11.32, 9.051, 4.947, 46.4, 30.8, 31.59, 4.552, 4.462, 4.143
1955, 5, 16.02, 13.88, 10.18, 69.94, 94.37, 99.8, 4.297, 4.112, 3.947
1955, 6, 18.22, 16.87, 12.27, 82.41, 62.63, 38.45, 3.537, 3.716, 3.91
1955, 7, 24.61, 23.16, 18.96, 65.94, 48.79, 64.44, 3.498, 3.5, 3.483
1955, 8, 24.02, 22.74, 18.64, 32.67, 28.05, 28.65, 3.188, 3.132, 2.981
1955, 9, 17.17, 16.03, 11.7, 49.73, 35.71, 30.44, 3.663, 3.588, 3.476
1955, 10, 11.12, 10.84, 7.353, 12.82, 8.047, 5.966, 4.033, 4.139, 4.043
1955, 11, -4.028, -2.953, -8.248, 11.95, 16.45, 16.77, 4.691, 4.446, 4.444
1955, 12, -8.819, -3.858, -8.282, 13.43, 14.11, 14.62, 4.121, 3.975, 3.698
1956, 1, -8.83, -3.809, -7.972, 14.19, 10.9, 12.25, 3.721, 3.554, 3.312
1956, 2, -7.237, -4.464, -7.242, 8.039, 7.726, 4.786, 3.811, 4.435, 4.196
1956, 3, 0.4017, 2.111, -1.947, 14.23, 14.85, 11.19, 4.545, 4.861, 4.638
1956, 4, 5.856, 5.428, 0.07667, 23.96, 26.88, 23.29, 3.964, 3.901, 3.835
1956, 5, 15.22, 14.24, 9.219, 57.15, 56.14, 53.24, 3.856, 3.637, 3.599
1956, 6, 22.67, 21.58, 17.3, 67.79, 41.95, 35.68, 3.657, 3.74, 3.546
1956, 7, 21.95, 21.43, 17.04, 80.86, 76.08, 57.66, 2.802, 2.987, 3.043
1956, 8, 21.5, 19.93, 15.44, 71.16, 49.78, 48.6, 2.975, 3.097, 3.103
1956, 9, 16.72, 16.52, 12.09, 14.73, 8.612, 17.11, 3.413, 3.375, 3.195
1956, 10, 12.49, 11.47, 7.808, 23.26, 9.297, 6.3, 4.319, 4.17, 4.036
1956, 11, 2.001, 1.365, -2.557, 30.95, 27.07, 18.44, 4.955, 5.549, 5.659
1956, 12, -2.635, -0.2817, -3.376, 8.157, 7.641, 6.782, 4.694, 5.407, 5.309
1957, 1, -11.76, -9.092, -14.26, 8.378, 9.608, 9.473, 4.322, 4.047, 3.938
1957, 2, -4.023, -0.6356, -5.481, 6.765, 4.902, 4.746, 4.345, 4.488, 4.506
1957, 3, 0.8947, 1.578, -3.08, 28.49, 20.96, 11.31, 4.143, 4.094, 3.883
1957, 4, 6.981, 5.354, 0.1938, 61.77, 54.91, 42.56, 3.98, 4.132, 4.017
1957, 5, 13.88, 12.25, 7.904, 104.6, 119, 95.98, 3.846, 3.658, 3.718
1957, 6, 18.62, 17.22, 12.22, 109.2, 89.61, 93.28, 3.242, 3.179, 3.258
1957, 7, 24.67, 23.02, 19.22, 60.14, 49.13, 24.67, 3.061, 3.022, 3.084
1957, 8, 22.1, 21.38, 16.83, 74.04, 50.23, 101.3, 3.411, 3.418, 3.669
1957, 9, 15.36, 14.86, 10.5, 50.39, 19.4, 17.15, 3.425, 3.372, 3.378
1957, 10, 8.822, 8.509, 4.186, 50.21, 33.73, 33.42, 3.824, 3.592, 3.541
1957, 11, 1.618, 1.365, -2.116, 26.06, 14.48, 16.43, 4.288, 4.57, 4.518
1957, 12, 0.1095, 2.154, -0.4069, 7.863, 4.151, 0.9081, 4.787, 5.646, 5.297
1958, 1, -2.918, -0.1412, -2.168, 8.774, 5.776, 7.876, 4.037, 4.845, 4.542
1958, 2, -6.849, -2.617, -7.694, 27.67, 15.63, 17.07, 4.117, 3.97, 3.75
1958, 3, -1.757, -1.889, -5.219, 25.5, 27.91, 17.43, 3.754, 3.335, 3.396
1958, 4, 8.201, 6.273, 1.728, 47.38, 52.93, 66.02, 4.22, 4.299, 4.369
1958, 5, 16.84, 16.41, 12.33, 43.8, 47.52, 12.16, 3.468, 3.326, 3.243
1958, 6, 17.95, 17.61, 11.76, 77.02, 84.3, 78.68, 3.379, 3.43, 3.341
1958, 7, 20.76, 19.58, 14.53, 117.6, 107.1, 85.64, 3.028, 2.997, 2.877
1958, 8, 23.01, 22.18, 18.15, 41.22, 30.82, 14.13, 2.957, 3.055, 2.867
1958, 9, 17.6, 16.87, 12.55, 31.31, 16.13, 3.43, 4.069, 3.831, 3.749
1958, 10, 11.04, 10.6, 6.612, 10.5, 9.972, 7.388, 3.635, 3.785, 3.797
1958, 11, 2.16, 2.208, -1.049, 25.93, 15.23, 10.15, 4.722, 4.953, 5.06
1958, 12, -5.452, -1.874, -4.957, 7.607, 14.28, 11.85, 4.314, 4.747, 4.533
1959, 1, -9.711, -4.826, -8.348, 12.08, 11.36, 9.398, 4.064, 4.471, 4.126
1959, 2, -8.25, -5.108, -9.062, 15.65, 15.78, 19.46, 4.134, 4.329, 4.158
1959, 3, 2.974, 2.734, -0.8793, 29.61, 24.74, 12.18, 4.465, 5.102, 4.608
1959, 4, 8.122, 6.658, 1.748, 25.49, 26.06, 32.9, 4.27, 4.257, 4.254
1959, 5, 13.84, 11.95, 7.194, 99.95, 68.58, 59.43, 3.902, 3.759, 3.672
1959, 6, 21.33, 20.44, 15.91, 72.18, 64.71, 59.68, 3.405, 3.332, 3.22
1959, 7, 22.77, 21.67, 17.81, 37.41, 26.94, 20.05, 3.165, 3.185, 2.981
1959, 8, 23.65, 22.17, 18.7, 55.28, 25.4, 9.582, 3.521, 3.234, 3.145
1959, 9, 15.9, 14.58, 9.913, 72.56, 45.55, 50.91, 4.088, 3.994, 4.028
1959, 10, 7.291, 7.699, 3.441, 48.84, 25.77, 12.83, 4.061, 4.194, 4.222
1959, 11, -1.853, -0.5222, -5.55, 17.48, 13.87, 23.84, 4.746, 5.286, 5.212
1959, 12, -0.3795, 1.022, -1.998, 11.77, 4.824, 2.567, 4.506, 5.123, 4.876
1960, 1, -8.008, -4.776, -7.25, 23.85, 17.14, 5.069, 4.281, 4.715, 4.504
1960, 2, -8.186, -5.848, -9.834, 20.74, 17.18, 15.87, 4.013, 3.98, 3.598
1960, 3, -4.404, -0.02843, -4.778, 22.83, 10.35, 9.067, 3.925, 4.162, 3.898
1960, 4, 8.925, 8.558, 3.759, 45.36, 32.33, 11.51, 4.612, 4.611, 4.466
1960, 5, 14.22, 13.26, 9.53, 86.69, 46.36, 34.32, 3.873, 3.693, 3.63
1960, 6, 18.66, 18.45, 14, 87.52, 53, 64.27, 3.574, 3.641, 3.652
1960, 7, 23.74, 23.17, 19.77, 38.85, 27.12, 13.22, 2.771, 2.984, 2.816
1960, 8, 22.32, 21.19, 16.97, 85.37, 34.29, 68.63, 3.578, 3.634, 3.51
1960, 9, 17.67, 16.84, 13.04, 35.26, 15.1, 11.12, 3.359, 3.406, 3.407
1960, 10, 10.91, 10.35, 6.235, 17.37, 15.82, 0.5516, 3.691, 3.931, 3.834
1960, 11, 2.072, 2.408, -0.9187, 14.66, 9.915, 4.965, 4.6, 4.869, 4.96
1960, 12, -4.886, -2.382, -5.248, 15.58, 15.42, 8.693, 4.546, 4.809, 4.705
1961, 1, -5.231, -1.762, -4.706, 2.882, 1.171, 1.433, 4.394, 5.239, 5.018
1961, 2, -1.763, 1.306, -1.383, 13.95, 10.17, 14.99, 4.106, 4.669, 4.556
1961, 3, 3.531, 3.829, 0.3889, 33.77, 27.77, 18.1, 4.286, 4.311, 3.986
1961, 4, 6.027, 5.881, 1.701, 38.73, 27.87, 31.13, 4.446, 4.341, 4.13
1961, 5, 13.48, 12.81, 8.693, 86.28, 73.87, 44.6, 4.154, 4.142, 4.304
1961, 6, 21.26, 20.55, 17.29, 59.23, 36.44, 31.85, 3, 2.887, 2.709
1961, 7, 22.78, 21.99, 17.73, 60.29, 63.98, 55.99, 2.728, 2.832, 2.924
1961, 8, 23.58, 22.85, 19.59, 40.96, 26.68, 24.09, 2.726, 2.916, 2.798
1961, 9, 14.23, 12.77, 8, 81.82, 50.32, 47.52, 3.818, 3.637, 3.457
1961, 10, 10.3, 9.196, 5.691, 31.24, 19.07, 29.54, 4.013, 4.146, 4.244
1961, 11, 1.188, 0.8104, -2.262, 18.32, 11.01, 8.488, 4.282, 4.456, 4.465
1961, 12, -7.875, -4.47, -7.278, 14.32, 9.858, 13.28, 4.545, 5.26, 5.123
1962, 1, -8.532, -6.684, -9.517, 10.73, 11.56, 10.69, 5.098, 5.693, 5.595
1962, 2, -6.347, -2.246, -6.817, 26.3, 11.97, 11.55, 4.002, 4.19, 3.866
1962, 3, -2.59, -0.5506, -5.403, 32.06, 16.77, 18.62, 4.104, 4.009, 3.743
1962, 4, 9.158, 9.784, 5.722, 21.93, 19.09, 32.18, 3.877, 3.871, 3.874
1962, 5, 15.72, 14.18, 9.681, 129.7, 123.4, 191, 4.03, 3.797, 3.94
1962, 6, 19.2, 17.94, 13.45, 110, 109.5, 80.09, 3.047, 3.314, 3.274
1962, 7, 21.21, 20.48, 15.64, 109.2, 94.42, 120.6, 2.835, 2.94, 2.815
1962, 8, 21.84, 20.63, 16.11, 62.82, 29.03, 26.73, 3.168, 3.028, 2.911
1962, 9, 15.55, 15.38, 11.23, 42.03, 25.91, 31.32, 3.372, 3.527, 3.534
1962, 10, 11.69, 11.42, 8.075, 30.22, 18.62, 23.4, 3.579, 3.783, 3.867
1962, 11, 4.475, 4.922, 1.51, 8.468, 9.257, 9.897, 3.927, 4.088, 3.888
1962, 12, -2.887, -0.07746, -2.636, 7.586, 7.422, 4.999, 4.435, 4.911, 4.767
1963, 1, -12.05, -9.061, -11.83, 13.24, 17.76, 17.72, 4.681, 5.174, 4.948
1963, 2, -2.989, 1.395, -2.911, 8.195, 10.47, 22.94, 4.225, 5.029, 4.977
1963, 3, 4.638, 4.305, 1.306, 28.98, 18.36, 14.37, 4.455, 4.746, 4.504
1963, 4, 9.246, 8.121, 2.7, 49.84, 54.63, 98.39, 4.127, 4.027, 3.951
1963, 5, 14.4, 13.96, 9.025, 59.97, 51.25, 61.3, 3.665, 3.328, 3.135
1963, 6, 21.18, 19.66, 14.78, 100.6, 93.84, 114.3, 3.558, 3.28, 2.995
1963, 7, 23.83, 22.82, 18.27, 87.93, 45.21, 42.18, 3.174, 3.046, 2.87
1963, 8, 22.39, 21.92, 17.9, 61.32, 34.11, 24.5, 2.83, 2.998, 3.003
1963, 9, 18.84, 18.71, 14.41, 59.93, 53.87, 42.52, 3.206, 3.113, 3.071
1963, 10, 15.27, 14.03, 10.62, 20.14, 13.27, 18.27, 3.382, 3.237, 3.191
1963, 11, 3.568, 3.899, 0.4431, 5.804, 5.132, 6.692, 3.827, 4.014, 3.938
1963, 12, -7.833, -4.541, -7.903, 8.414, 9.956, 9.576, 4.365, 4.765, 4.678
1964, 1, -3.806, -1.841, -4.44, 6.491, 6.293, 9.835, 4.869, 5.876, 5.602
1964, 2, -2.204, -1.799, -4.815, 10.89, 13.91, 25.21, 4.783, 5.724, 5.477
1964, 3, -1.288, -0.7113, -5.015, 25.31, 13.53, 17.81, 4.372, 4.73, 4.509
1964, 4, 9.207, 7.583, 3.497, 69.86, 46.96, 33.09, 4.643, 4.72, 4.773
1964, 5, 16.13, 14.2, 10.01, 63.36, 65.93, 84.73, 4.147, 4.186, 4.319
1964, 6, 19.29, 17.71, 13.42, 125.3, 106.4, 157.5, 3.415, 3.362, 3.25
1964, 7, 24.62, 23.78, 19.25, 61.24, 20.02, 25.26, 3.144, 3.219, 2.971
1964, 8, 20.61, 19.87, 15.08, 69.17, 38.18, 99.69, 3.73, 3.825, 3.901
1964, 9, 15.52, 14.96, 10.17, 43.54, 16.05, 8.81, 3.823, 3.753, 3.877
1964, 10, 10.73, 10.7, 7.3, 3.619, 5.173, 5.217, 3.796, 3.653, 3.633
1964, 11, 0.9321, 1.181, -3.765, 17.51, 11.49, 15.01, 3.763, 4.152, 4.04
1964, 12, -9.486, -4.767, -9.148, 17.54, 15.65, 17.4, 4.292, 4.841, 4.649
1965, 1, -8.647, -1.57, -4.945, 14.74, 16.32, 22.55, 3.909, 4.731, 4.381
1965, 2, -6.658, -3.278, -6.731, 15.03, 10.81, 6.638, 4.792, 5.09, 4.891
1965, 3, -5.76, -4.681, -10.04, 23.81, 14.75, 16.1, 4.294, 4.098, 3.919
1965, 4, 8.416, 8.871, 3.513, 47.58, 27.13, 38.55, 3.857, 3.919, 3.788
1965, 5, 15.03, 13.04, 8.216, 125, 105.9, 146.8, 4.335, 4.167, 4.29
1965, 6, 19, 17.49, 12.63, 121, 116.7, 97.09, 3.728, 3.748, 3.764
1965, 7, 22.48, 21.51, 16.84, 80.15, 74.59, 43.65, 3.007, 2.868, 2.752
1965, 8, 21.34, 20.05, 15.91, 55.72, 50.72, 42.47, 2.936, 2.947, 2.951
1965, 9, 11.4, 10.33, 4.575, 114.4, 57.91, 35.04, 3.685, 3.997, 4.135
1965, 10, 11.92, 12.24, 8.471, 18.72, 15.51, 1.516, 3.946, 3.831, 3.83
1965, 11, 2.022, 4.002, -0.2885, 9.432, 6.312, 8.819, 3.861, 4.118, 4.018
1965, 12, -1.48, -0.1328, -2.309, 16.35, 8.759, 3.548, 4.463, 4.594, 4.52
1966, 1, -12.53, -7.254, -11.23, 10.41, 10.43, 6.367, 3.713, 4.034, 3.771
1966, 2, -7.275, -4.648, -8.584, 13.36, 8.996, 17.07, 3.796, 3.913, 3.701
1966, 3, 3.51, 4.258, -0.2809, 25.11, 15.21, 23.55, 4.984, 5.015, 4.979
1966, 4, 5.7, 5.675, 0.3859, 34.58, 47.98, 64.63, 4.05, 3.956, 4.027
1966, 5, 14.39, 14.66, 9.913, 31.73, 14.64, 14.69, 4.192, 3.986, 4.144
1966, 6, 19.66, 18.44, 13.99, 81.16, 55.63, 51.73, 3.773, 3.644, 3.494
1966, 7, 24.9, 24.12, 20.28, 83.25, 73.66, 89.38, 3.315, 3.438, 3.506
1966, 8, 20.04, 19.42, 14.87, 79.37, 54.95, 39.68, 3.065, 3.277, 3.212
1966, 9, 16.67, 16.8, 12.78, 38.46, 41.75, 52.51, 3.218, 3.374, 3.484
1966, 10, 10.05, 9.494, 6.239, 21.78, 21.4, 23.51, 4.269, 4.42, 4.605
1966, 11, -0.056, 1.791, -2.646, 9.774, 10.91, 16.01, 3.776, 3.859, 3.787
1966, 12, -4.834, -2.748, -5.139, 11.44, 11.24, 18.89, 3.89, 4.533, 4.344
1967, 1, -5.807, -1.805, -4.891, 16.22, 9.678, 16.05, 4.905, 5.647, 5.416
1967, 2, -5.348, -0.701, -5.321, 10.43, 10.3, 17.9, 5.004, 5.612, 5.362
1967, 3, 2.137, 3.32, -2.002, 13.72, 16.6, 15.66, 4.275, 4.352, 3.888
1967, 4, 7.802, 7.675, 2.888, 66.02, 55.15, 67.87, 4.734, 4.574, 4.247
1967, 5, 12.21, 10.85, 6.062, 53.76, 77.27, 52.41, 3.965, 4.016, 4.096
1967, 6, 18.23, 16.34, 11.34, 149.7, 113.8, 112.7, 3.161, 3.036, 3.055
1967, 7, 21.92, 21.09, 16.85, 38.49, 34.69, 22.63, 2.796, 2.807, 2.743
1967, 8, 21.4, 20.71, 17.34, 31.49, 22.81, 11.73, 3.048, 3.212, 3.081
1967, 9, 17.11, 16.58, 12.56, 63.77, 44.07, 71.5, 3.628, 3.772, 3.85
1967, 10, 9.809, 10.17, 5.829, 32.96, 11.91, 12.1, 4.215, 4.264, 4.27
1967, 11, 1.541, 1.81, -1.739, 6.61, 8.335, 7.579, 3.887, 3.962, 3.83
1967, 12, -5.334, -4.814, -7.319, 16.01, 18.25, 16.68, 4.364, 4.673, 4.222
1968, 1, -7.772, -4.081, -6.861, 8.355, 9.482, 16.91, 4.473, 4.326, 4.241
1968, 2, -4.639, -0.6769, -5.025, 4.635, 6.001, 8, 3.648, 3.763, 3.576
1968, 3, 5.375, 5.217, 1.513, 11.13, 9.28, 6.695, 4.414, 4.17, 3.924
1968, 4, 8.277, 6.541, 2.206, 64.36, 27.71, 16.43, 4.525, 4.398, 4.402
1968, 5, 12.08, 11.14, 6.833, 51.87, 63.89, 58.34, 4.055, 4.221, 4.398
1968, 6, 19.59, 18.41, 13.11, 98.35, 90.28, 119, 3.645, 3.598, 3.152
1968, 7, 22.35, 21.41, 17.34, 61.34, 45.98, 56.36, 3.196, 3.321, 3.176
1968, 8, 20.83, 19.27, 14.8, 92.79, 76.9, 63.81, 3.643, 3.64, 3.603
1968, 9, 16.33, 15.36, 11.51, 50.82, 24.35, 23.03, 3.594, 3.518, 3.524
1968, 10, 10.75, 10.6, 7.137, 45.3, 9.909, 7.195, 4.169, 4.174, 3.984
1968, 11, 1.649, 2.019, -1.369, 14.99, 9.64, 12.78, 3.729, 3.766, 3.598
