# Created by WEAP: 4/6/2020 12:24:08 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\BCSD_HistClimo_PandT.nc
# Raster grid: 185 rows x 201 columns, (53 N, 124 W) - (30 N, 99 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      Prcp: monthly_avg_Prcp[mm/d]
#      Tavg: monthly_avg_Tavg[C]

# WEAP Catchment: Upper Boise (252,715 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (129,297 ha),  2000 - 3000 m (123,357 ha),  3000 - 4000 m (62 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm/d]:Elevation 1000 to 2000 m, Prcp[mm/d]:Elevation 2000 to 3000 m, Prcp[mm/d]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m
1979, 1, 3.029, 2.984, 2.589, -13.31, -16.28, -18.1
1979, 2, 2.817, 3.745, 4.685, -5.944, -8.651, -10.67
1979, 3, 0.7937, 1.532, 2.159, -1.619, -4.447, -6.221
1979, 4, 0.7785, 0.9002, 1.082, 3.217, 0.7043, -1.38
1979, 5, 1.279, 1.487, 1.352, 8.959, 6.366, 4.416
1979, 6, 0.1826, 0.3582, 0.6365, 13.69, 10.66, 8.498
1979, 7, 0.5705, 0.826, 0.6441, 17.71, 14.49, 12.16
1979, 8, 1.192, 1.345, 1.424, 16.82, 13.69, 11.18
1979, 9, 0.1577, 0.1943, 0.2268, 13.97, 10.74, 8.27
1979, 10, 1.844, 2.382, 2.908, 6.634, 4.383, 2.334
1979, 11, 1.939, 1.979, 1.815, -4.069, -6.775, -8.513
1979, 12, 1.903, 2.549, 3.309, -6.049, -9.204, -10.8
1980, 1, 4.928, 5.758, 6.738, -8.506, -12.01, -14.44
1980, 2, 2.514, 2.978, 3.446, -4.061, -6.937, -8.47
1980, 3, 1.555, 1.656, 1.741, -2.349, -5.482, -7.628
1980, 4, 1.064, 1.377, 1.64, 5.492, 2.681, 0.3849
1980, 5, 2.734, 3.672, 4.232, 8.488, 5.595, 3.209
1980, 6, 0.6738, 1.058, 1.445, 11.01, 8.354, 6.058
1980, 7, 0.5199, 0.9147, 1.055, 16.95, 13.64, 11.17
1980, 8, 0.121, 0.3638, 0.6506, 15.01, 11.72, 9.051
1980, 9, 1.861, 2.213, 2.456, 12, 9.027, 6.617
1980, 10, 0.4534, 0.4501, 0.4532, 5.651, 2.955, 1.007
1980, 11, 1.685, 2.165, 2.501, -0.9865, -3.987, -6.096
1980, 12, 4.185, 4.636, 4.713, -5.915, -8.889, -10.36
1981, 1, 1.136, 1.51, 1.948, -4.965, -8.316, -10.04
1981, 2, 1.868, 2.013, 1.774, -5.32, -8.539, -10.35
1981, 3, 1.779, 1.984, 2.123, 0.6371, -2.122, -4.18
1981, 4, 2.336, 2.813, 2.924, 4.676, 2.332, 0.2592
1981, 5, 2.298, 2.639, 2.215, 7.633, 5.188, 3.192
1981, 6, 0.6439, 1.076, 1.443, 11.87, 9.324, 7.333
1981, 7, 0.1203, 0.1176, 0.09108, 16.51, 13.72, 11.51
1981, 8, 0.2421, 0.4433, 0.6401, 18.77, 15.53, 12.99
1981, 9, 0.288, 0.4071, 0.561, 12.72, 9.601, 7.258
1981, 10, 1.453, 1.771, 2.193, 3.829, 1.17, -0.9856
1981, 11, 5.659, 6.804, 7.798, 0.2079, -2.571, -4.654
1981, 12, 6.665, 6.675, 5.814, -5.491, -8.448, -10.64
1982, 1, 3.39, 3.412, 3.184, -9.728, -12.93, -14.98
1982, 2, 4.177, 4.988, 4.193, -9.433, -12.02, -13.96
1982, 3, 2.765, 4.006, 5.065, -2.672, -5.212, -7.271
1982, 4, 1.797, 2.754, 3.317, -0.2384, -3.041, -5.544
1982, 5, 0.6689, 1.031, 1.199, 7.584, 4.983, 2.572
1982, 6, 1.085, 1.579, 1.769, 12.67, 9.653, 7.014
1982, 7, 1.365, 1.944, 1.541, 15.75, 12.92, 10.49
1982, 8, 0.1255, 0.254, 0.2482, 17.04, 13.95, 11.56
1982, 9, 1.488, 1.61, 1.343, 10.53, 7.948, 5.66
1982, 10, 3.19, 3.406, 3.459, 3.629, 0.86, -1.304
1982, 11, 3.833, 4.612, 5.299, -4.675, -7.742, -10.06
1982, 12, 4.267, 6.482, 7.159, -8.695, -12.11, -14.31
1983, 1, 2.703, 3.001, 2.79, -5.964, -9.222, -11.44
1983, 2, 3.855, 5.174, 6.147, -5.229, -8.279, -10.45
1983, 3, 4.985, 6.126, 7.35, -1.348, -4.077, -6.145
1983, 4, 1.781, 2.081, 1.905, 0.919, -1.802, -4.084
1983, 5, 1.55, 1.501, 1.317, 7.281, 5.042, 3.028
1983, 6, 0.6913, 1.278, 1.951, 11.05, 8.657, 6.519
1983, 7, 1.813, 1.542, 1.122, 14.42, 11.71, 9.356
1983, 8, 1.866, 2.05, 1.622, 17.66, 14.47, 11.87
1983, 9, 0.8236, 1.031, 1.31, 10.99, 8.023, 5.609
1983, 10, 1.509, 1.817, 2.126, 6.189, 3.299, 1.013
1983, 11, 6.949, 8.018, 8.642, -2.356, -5.464, -7.795
1983, 12, 6.05, 6.673, 6.56, -10.82, -14.41, -17.01
1984, 1, 0.624, 0.6195, 0.4185, -11.89, -15.14, -16.87
1984, 2, 2.439, 3.089, 3.316, -10.05, -12.56, -13.71
1984, 3, 1.996, 2.219, 2.598, -3.065, -6.077, -8.011
1984, 4, 1.651, 2.028, 2.05, 1.226, -1.458, -3.385
1984, 5, 1.502, 1.765, 1.807, 7.226, 4.802, 2.614
1984, 6, 2.25, 3.037, 3.519, 10.33, 7.736, 5.677
1984, 7, 1.587, 2.285, 2.1, 16.88, 14.12, 11.95
1984, 8, 0.7649, 1.075, 1.163, 17.23, 13.79, 11.23
1984, 9, 0.3507, 0.4607, 0.5436, 9.87, 7.165, 5.101
1984, 10, 0.9469, 0.9483, 0.9208, 2.901, 0.1205, -1.977
1984, 11, 5.291, 5.854, 5.931, -3.198, -6.1, -8.525
1984, 12, 1.765, 2.138, 2.529, -12.5, -15.83, -17.65
1985, 1, 0.1857, 0.3307, 0.441, -12.34, -15.35, -16.67
1985, 2, 2.666, 3.492, 4.306, -12.45, -15.54, -17.24
1985, 3, 1.243, 1.741, 2.082, -6.377, -9.031, -10.48
1985, 4, 0.4342, 0.5039, 0.5944, 3.912, 1.33, -0.5255
1985, 5, 1.491, 2.192, 2.519, 9.16, 6.579, 4.387
1985, 6, 0.181, 0.2865, 0.3611, 13.12, 10.2, 8.101
1985, 7, 0.7931, 1.243, 1.049, 19.06, 15.92, 13.7
1985, 8, 0.0643, 0.1239, 0.1418, 14.16, 11.01, 8.683
1985, 9, 3.23, 3.957, 4.402, 7.521, 4.717, 2.562
1985, 10, 2.099, 2.049, 1.872, 3.439, 0.9127, -1.199
1985, 11, 2.84, 3.074, 3.121, -6.944, -9.436, -11.54
1985, 12, 1.41, 1.928, 2.313, -13.41, -16.36, -17.57
1986, 1, 2.764, 3.241, 3.744, -7.289, -10.2, -11.92
1986, 2, 8.281, 9.891, 10.03, -3.666, -6.243, -7.997
1986, 3, 2.677, 3.029, 3.157, 1.504, -1.246, -3.352
1986, 4, 1.173, 1.135, 1.049, 3.815, 1.61, -0.4963
1986, 5, 1.163, 1.313, 1.323, 8.404, 5.85, 3.562
1986, 6, 0.9112, 1.115, 1.114, 15.35, 12.25, 9.72
1986, 7, 0.1873, 0.3444, 0.5514, 14.8, 11.9, 9.444
1986, 8, 0.2438, 0.4319, 0.6856, 18, 14.89, 12.34
1986, 9, 2.585, 2.697, 2.462, 7.987, 5.359, 3.263
1986, 10, 0.3055, 0.3382, 0.3322, 5.182, 2.693, 0.9031
1986, 11, 0.9481, 0.9419, 0.788, -1.822, -4.187, -6.046
1986, 12, 0.2719, 0.3774, 0.4579, -6.445, -9.086, -10.93
1987, 1, 1.593, 2.101, 2.676, -10.04, -12.9, -14.55
1987, 2, 1.706, 1.994, 2.189, -5.509, -8.044, -9.275
1987, 3, 2.368, 2.767, 3.079, -0.2825, -2.671, -4.745
1987, 4, 0.4433, 0.4587, 0.3464, 7.115, 4.667, 2.539
1987, 5, 2.291, 3.923, 5.17, 10.3, 7.596, 5.274
1987, 6, 0.9597, 1.415, 2.013, 13.89, 11.03, 8.691
1987, 7, 1.247, 1.682, 1.604, 15.29, 12.53, 10.14
1987, 8, 0.1157, 0.2823, 0.5631, 14.95, 11.93, 9.584
1987, 9, 0, 0, 0, 12.35, 9.498, 7.184
1987, 10, 0.0358, 0.1149, 0.2799, 7.282, 4.231, 2.006
1987, 11, 1.985, 2.318, 2.518, -0.6258, -3.343, -5.315
1987, 12, 2.629, 3.049, 3.376, -7.158, -9.912, -12.13
1988, 1, 2.19, 2.242, 2.281, -10.38, -13.02, -14.32
1988, 2, 0.5749, 0.6797, 0.7832, -5.591, -8.455, -10.3
1988, 3, 1.777, 1.698, 1.24, -0.8452, -3.378, -5.494
1988, 4, 1.848, 2.318, 2.88, 5.391, 2.861, 0.6426
1988, 5, 1.609, 2.164, 2.193, 8.55, 5.812, 3.473
1988, 6, 0.5273, 0.4843, 0.4255, 15.47, 12.44, 9.86
1988, 7, 0.08082, 0.1629, 0.1195, 18.24, 15.27, 12.84
1988, 8, 0.1484, 0.2553, 0.1761, 16.34, 13.39, 11.03
1988, 9, 0.3589, 0.3573, 0.3444, 10.78, 8.054, 6.02
1988, 10, 0.007957, 0.075, 0.2445, 9.843, 6.895, 4.65
1988, 11, 7.401, 8.906, 9.797, -3.485, -6.68, -8.876
1988, 12, 2.432, 2.53, 2.592, -10.53, -13.99, -15.88
1989, 1, 2.217, 2.409, 2.544, -12.18, -15.29, -17.18
1989, 2, 1.225, 1.293, 1.581, -11.69, -14.36, -15.53
1989, 3, 3.79, 4.165, 4.618, -2.616, -5.111, -6.853
1989, 4, 0.8993, 0.9388, 0.8977, 4.749, 1.815, -0.3166
1989, 5, 1.287, 1.7, 1.856, 7.595, 5.006, 2.761
1989, 6, 0.4326, 0.4251, 0.3385, 13.09, 9.926, 7.426
1989, 7, 0.1745, 0.2098, 0.1855, 18.48, 15.31, 12.61
1989, 8, 0.2377, 0.544, 0.8458, 14.91, 11.52, 8.9
1989, 9, 0.8711, 1.121, 1.414, 11, 7.673, 5.366
1989, 10, 1.73, 2.685, 3.72, 4.836, 1.858, -0.4235
1989, 11, 1.173, 1.432, 1.561, -1.53, -4.474, -6.52
1989, 12, 0.1629, 0.182, 0.2056, -6.134, -9.479, -11.32
1990, 1, 2.239, 3.011, 3.831, -6.088, -9.307, -11.71
1990, 2, 1.905, 2.219, 2.329, -8.939, -12.33, -14.39
1990, 3, 0.8729, 1.011, 1.225, -0.4138, -3.388, -5.681
1990, 4, 3.652, 4.004, 3.947, 6.48, 3.78, 1.448
1990, 5, 3.437, 3.795, 3.2, 6.68, 3.886, 1.529
1990, 6, 0.813, 1.365, 1.577, 11.96, 8.939, 6.707
1990, 7, 0.296, 0.3095, 0.3274, 17.72, 14.89, 12.17
1990, 8, 0.6574, 1.045, 1.341, 16.87, 13.52, 10.91
1990, 9, 0.1845, 0.2547, 0.388, 14.24, 11.01, 8.395
1990, 10, 0.5235, 0.649, 0.5058, 4.423, 1.57, -0.7329
1990, 11, 0.9648, 1.472, 1.957, -1.45, -4.367, -6.864
1990, 12, 1.318, 1.539, 1.593, -13.37, -16.48, -18.83
1991, 1, 1.521, 1.312, 0.5568, -10.24, -13.42, -15.38
1991, 2, 0.1858, 0.2282, 0.2285, -2.19, -4.667, -6.535
1991, 3, 3.939, 5.206, 6.414, -1.208, -4.341, -7.345
1991, 4, 1.672, 1.962, 1.896, 2.41, -0.2562, -2.673
1991, 5, 2.721, 3.338, 3.605, 6.134, 3.602, 1.345
1991, 6, 0.4955, 0.974, 1.626, 10.68, 7.876, 5.405
1991, 7, 0.2628, 0.4877, 0.5517, 17.6, 14.35, 11.71
1991, 8, 0.284, 0.5587, 0.7784, 18.05, 14.76, 11.81
1991, 9, 1.517, 1.9, 2.246, 12.59, 9.427, 6.498
1991, 10, 1.754, 2.342, 3.067, 5.185, 2.4, -0.08197
1991, 11, 2.549, 3.369, 3.852, -3.31, -6.165, -8.826
1991, 12, 0.4159, 0.7228, 1.156, -7.3, -10.88, -13.82
1992, 1, 0.2848, 0.3749, 0.515, -6.91, -10.24, -12.82
1992, 2, 2.041, 2.693, 3.067, -1.276, -4.371, -7.25
1992, 3, 0.24, 0.3387, 0.4397, 3.078, 0.4167, -2.12
1992, 4, 1.76, 1.86, 1.653, 5.939, 3.232, 0.6585
1992, 5, 0.00889, 0.03772, 0.09241, 11.25, 8.433, 5.893
1992, 6, 1.639, 1.966, 2.087, 14.32, 11.39, 8.76
1992, 7, 0.1002, 0.1546, 0.1251, 15.21, 12.2, 9.517
1992, 8, 0.004318, 0.01813, 0.04452, 16.79, 13.54, 10.6
1992, 9, 0.1162, 0.1234, 0.08133, 10.55, 7.57, 5.287
1992, 10, 1.648, 1.972, 2.477, 6.96, 4.156, 1.831
1992, 11, 2.163, 2.246, 2.083, -4.449, -7.15, -9.193
1992, 12, 3.192, 3.992, 4.703, -10.59, -13.52, -15.24
1993, 1, 6.686, 7.536, 7.421, -12.23, -15, -16.51
1993, 2, 2.16, 3.037, 3.944, -9.494, -12.23, -13.8
1993, 3, 4.274, 4.503, 4.194, -2.674, -5.159, -6.57
1993, 4, 2.327, 2.533, 2.583, 1.985, -0.5645, -2.716
1993, 5, 1.19, 1.299, 1.258, 10.75, 8.106, 5.703
1993, 6, 3.276, 3.858, 4.098, 9.872, 7.253, 4.905
1993, 7, 0.3782, 0.4354, 0.4113, 11.67, 8.766, 6.285
1993, 8, 0.8566, 1.08, 1.326, 13.77, 10.79, 8.467
1993, 9, 0.2304, 0.1709, 0.1324, 10.56, 7.463, 5.012
1993, 10, 0.7226, 0.9475, 1.122, 5.634, 2.893, 0.6925
1993, 11, 0.5991, 0.8349, 1.057, -5.42, -8.235, -10.25
1993, 12, 1.864, 2.275, 2.589, -8.445, -11.91, -14.09
1994, 1, 1.436, 1.414, 1.291, -5.583, -9.157, -11.57
1994, 2, 2.71, 3.118, 3.464, -7.695, -11.05, -13.07
1994, 3, 0.01792, 0.09514, 0.1805, 0.5599, -2.655, -4.738
1994, 4, 2.082, 2.245, 1.977, 5.25, 2.705, 0.5062
1994, 5, 1.312, 1.968, 2.544, 9.911, 7.385, 5.353
1994, 6, 0.274, 0.3446, 0.399, 13.3, 10.26, 7.648
1994, 7, 0.09325, 0.1376, 0.1997, 18.28, 14.89, 12.01
1994, 8, 0.03908, 0.1059, 0.2327, 17.81, 14.43, 11.3
1994, 9, 0.2569, 0.3015, 0.3339, 13.1, 10.06, 7.607
1994, 10, 0.9441, 1.362, 2.017, 4.777, 1.893, -0.449
1994, 11, 3.524, 3.962, 4.415, -7.153, -10.08, -12.12
1994, 12, 2.647, 3.333, 3.629, -9.037, -11.99, -13.69
1995, 1, 4.477, 5.532, 6.951, -7.714, -10.58, -12.41
1995, 2, 1.596, 2.162, 2.506, -4.38, -7.178, -8.736
1995, 3, 4.105, 6.735, 9.406, -2.618, -5.338, -7.312
1995, 4, 1.625, 1.904, 1.997, 3.127, 0.7593, -1.279
1995, 5, 3.372, 3.696, 3.482, 7.166, 4.633, 2.547
1995, 6, 2.564, 3.142, 2.928, 10.91, 8.248, 6.148
1995, 7, 0.3677, 0.4545, 0.494, 15.79, 12.92, 10.57
1995, 8, 0.06506, 0.1294, 0.1746, 15.14, 12.25, 9.912
1995, 9, 0.2839, 0.2183, 0.1257, 11.78, 8.91, 6.674
1995, 10, 0.601, 0.4819, 0.4073, 3.87, 1.19, -1.066
1995, 11, 3.861, 4.799, 5.665, 0.685, -1.781, -3.917
1995, 12, 4.696, 6.006, 7.048, -6.365, -9.563, -12.02
1996, 1, 4.862, 4.812, 4.624, -7.053, -10.16, -12.55
1996, 2, 1.903, 2.606, 3.279, -7.784, -10.35, -11.81
1996, 3, 2.547, 3.172, 3.205, -1.154, -3.97, -5.934
1996, 4, 2.428, 2.467, 2.334, 3.508, 1.159, -0.938
1996, 5, 4.12, 4.864, 4.378, 6.689, 4.295, 2.304
1996, 6, 0.3648, 0.4604, 0.3629, 12.58, 10.02, 7.887
1996, 7, 0.3439, 0.252, 0.1756, 17.43, 14.75, 12.65
1996, 8, 0.005659, 0.01612, 0.04032, 15.77, 12.9, 10.46
1996, 9, 0.3994, 0.484, 0.5419, 9.311, 6.643, 4.401
1996, 10, 1.531, 1.363, 1.174, 4.329, 1.789, -0.43
1996, 11, 3.427, 4.448, 5.074, -1.318, -3.521, -5.3
1996, 12, 9.823, 12.29, 12.1, -6.884, -9.56, -11.48
1997, 1, 4.657, 5.536, 6.228, -8.689, -11.63, -13.4
1997, 2, 0.7249, 0.7475, 0.6379, -7.246, -10.47, -12.41
1997, 3, 1.542, 1.74, 1.54, -3.037, -5.746, -7.233
1997, 4, 1.554, 1.503, 1.328, 1.732, -0.5639, -2.49
1997, 5, 0.3974, 0.4573, 0.5369, 9.214, 6.91, 5.111
1997, 6, 1.92, 2.256, 2.13, 12.39, 10.06, 8.143
1997, 7, 0.3683, 0.446, 0.4618, 15.18, 12.66, 10.68
1997, 8, 0.3622, 0.3357, 0.3687, 16.62, 13.56, 11.32
1997, 9, 0.791, 0.8316, 0.7851, 12.56, 9.757, 7.353
1997, 10, 1.492, 1.971, 3.095, 4.553, 1.975, -0.1217
1997, 11, 1.326, 1.884, 2.168, -1.407, -4.15, -6.215
1997, 12, 0.789, 0.8183, 0.8449, -8.024, -11.32, -13.09
1998, 1, 5, 5.001, 4.926, -5.453, -8.561, -10.77
1998, 2, 2.411, 3.363, 4.417, -4.928, -8.095, -10.3
1998, 3, 2.33, 2.872, 2.758, -3.14, -6.311, -8.083
1998, 4, 1.028, 1.031, 1.177, 2.989, 0.8012, -1.02
1998, 5, 5.934, 6.673, 6.142, 7.327, 4.999, 3.123
1998, 6, 2.603, 3.046, 2.995, 10.02, 7.527, 5.463
1998, 7, 0.3141, 0.4132, 0.4646, 18.72, 15.95, 13.94
1998, 8, 0.06193, 0.07547, 0.08079, 17.72, 14.81, 12.78
1998, 9, 1.537, 1.614, 1.466, 13.45, 10.97, 9.131
1998, 10, 0.3286, 0.4087, 0.6173, 4.157, 1.826, -0.1028
1998, 11, 3.535, 4.839, 5.427, -1.321, -3.784, -5.771
1998, 12, 3.222, 4.438, 3.679, -6.985, -9.897, -12.46
1999, 1, 3.627, 4.315, 4.065, -6.451, -9.386, -11.58
1999, 2, 4.462, 6.488, 7.543, -6.621, -9.564, -11.89
1999, 3, 1.028, 1.058, 0.9001, -3.046, -5.857, -7.747
1999, 4, 1.217, 1.7, 1.866, 1.648, -0.8986, -2.711
1999, 5, 1.159, 1.081, 1.121, 7.024, 4.454, 2.435
1999, 6, 1.6, 1.919, 1.698, 12.02, 9.23, 7.046
1999, 7, 0.1762, 0.1936, 0.1355, 15.64, 12.89, 10.69
1999, 8, 0.2136, 0.2226, 0.2676, 16.95, 13.95, 11.59
1999, 9, 0.01718, 0.01647, 0.008004, 10.6, 7.964, 5.781
1999, 10, 0.5373, 0.6927, 0.9214, 6.112, 3.667, 1.685
1999, 11, 1.278, 1.08, 0.7986, 1.957, -0.648, -2.716
1999, 12, 1.5, 1.519, 1.272, -6.924, -9.641, -11.54
