# Created by WEAP: 9/4/2020 10:28:05 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: ID_S_OR_E_Upper Boise (253,372 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (129,954 ha),  2000 - 3000 m (123,357 ha),  3000 - 4000 m (62 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 367.5, 381.1, 317.8, -5.314, -8.807, -10.75, 3.463, 3.373, 3.3
1970, 2, 31.95, 42.66, 46.79, -2.724, -6.449, -8.248, 2.605, 2.569, 2.537
1970, 3, 68.22, 91.32, 106.5, -0.9357, -4.605, -6.483, 2.638, 2.558, 2.498
1970, 4, 61.4, 68.63, 60.67, 2.136, -1.216, -3.233, 3.112, 2.987, 2.89
1970, 5, 38.63, 52.52, 54.56, 10.64, 7.331, 5.265, 1.939, 1.872, 1.822
1970, 6, 131.4, 147.8, 132.4, 15.79, 12.26, 10.03, 1.897, 1.807, 1.736
1970, 7, 29.09, 44.29, 65.08, 20.14, 16.47, 14.26, 1.492, 1.372, 1.277
1970, 8, 10.28, 14.96, 18.08, 20.9, 17.08, 14.76, 1.508, 1.467, 1.437
1970, 9, 27.13, 39.27, 42.53, 11.3, 7.978, 5.897, 2.152, 2.083, 2.031
1970, 10, 75.48, 85.05, 78.92, 5.105, 1.708, -0.1842, 2.375, 2.326, 2.286
1970, 11, 217.1, 246.1, 252.4, 0.4052, -2.783, -4.687, 3.139, 3.072, 3.013
1970, 12, 181, 234.5, 256.9, -7.244, -11.14, -13.32, 3.183, 3.119, 3.066
1971, 1, 227, 244.3, 212, -6.058, -9.41, -11.22, 3.644, 3.582, 3.539
1971, 2, 73.28, 75.67, 70.06, -4.128, -7.903, -10.07, 2.974, 2.877, 2.805
1971, 3, 127.6, 145.7, 138.9, -2.951, -6.493, -8.334, 3.169, 3.063, 2.987
1971, 4, 28.11, 34.75, 28, 4.732, 1.152, -1.218, 2.595, 2.491, 2.405
1971, 5, 47.17, 58.27, 59.55, 11.23, 7.868, 5.589, 2.723, 2.638, 2.568
1971, 6, 67.8, 84.3, 84.01, 14.12, 10.57, 8.203, 1.578, 1.501, 1.449
1971, 7, 14.61, 14.47, 19.02, 19.91, 16.23, 13.85, 1.827, 1.704, 1.598
1971, 8, 6.793, 17.35, 17.76, 21.87, 18.13, 15.75, 1.434, 1.391, 1.362
1971, 9, 20.8, 33.66, 38.09, 11.25, 7.754, 5.57, 2.246, 2.212, 2.195
1971, 10, 40.1, 46.42, 44.06, 6.135, 3.17, 1.406, 2.281, 2.236, 2.208
1971, 11, 102.1, 99.26, 72.71, -1.15, -4.309, -6.16, 2.735, 2.66, 2.605
1971, 12, 145.4, 175.6, 177.1, -7.781, -11.6, -13.79, 3.585, 3.487, 3.408
1972, 1, 220.8, 226.8, 180, -7.243, -10.69, -12.54, 4.135, 4.072, 4.029
1972, 2, 89.1, 92.87, 74.3, -4.532, -7.886, -9.65, 3.183, 3.103, 3.038
1972, 3, 95.15, 86, 67.89, 1.332, -1.622, -3.1, 2.531, 2.5, 2.485
1972, 4, 42.46, 53.65, 62.4, 4.616, 1.31, -0.8981, 3.272, 3.19, 3.138
1972, 5, 35.47, 47.61, 55.72, 11.92, 8.332, 5.953, 1.943, 1.879, 1.839
1972, 6, 36.41, 57.74, 70.35, 16.2, 12.59, 10.26, 1.672, 1.611, 1.574
1972, 7, 0.5454, 3.555, 8.936, 19.26, 15.71, 13.47, 1.999, 1.934, 1.886
1972, 8, 12.37, 19.82, 28.43, 20.4, 16.76, 14.38, 1.636, 1.571, 1.526
1972, 9, 40.95, 52.53, 52.52, 11.59, 8.293, 6.18, 1.55, 1.584, 1.627
1972, 10, 51.4, 65.99, 71.75, 7.706, 4.525, 2.438, 2.033, 1.948, 1.886
1972, 11, 70.79, 85.31, 84.23, 0.1119, -3.226, -5.368, 2.427, 2.364, 2.316
1972, 12, 133.2, 131, 97.57, -7.977, -11.43, -13.28, 3.2, 3.086, 2.993
1973, 1, 100.3, 130.4, 144.6, -7.27, -11.34, -13.92, 2.945, 2.858, 2.778
1973, 2, 79.47, 101.4, 103, -4.37, -8.522, -11.17, 2.52, 2.47, 2.421
1973, 3, 28.27, 36.26, 42.15, -0.9316, -4.826, -7.28, 2.817, 2.698, 2.601
1973, 4, 37.13, 41.76, 37.64, 4.833, 1.12, -1.42, 3.052, 2.956, 2.884
1973, 5, 20.66, 22.18, 20.66, 11.82, 8.249, 5.987, 2.083, 2, 1.936
1973, 6, 25.7, 40.82, 41.83, 15.47, 11.88, 9.694, 2.431, 2.34, 2.268
1973, 7, 20.53, 41.6, 69.85, 20.48, 16.39, 13.57, 2.217, 2.064, 1.935
1973, 8, 3.755, 8.329, 10.16, 19.41, 15.55, 13.12, 1.883, 1.783, 1.697
1973, 9, 24.18, 33.34, 37.07, 13.6, 9.793, 7.091, 2.434, 2.369, 2.322
1973, 10, 30.71, 30.72, 21.31, 7.835, 4.52, 2.391, 2.574, 2.505, 2.463
1973, 11, 206.4, 285.3, 330.9, -1.542, -4.908, -7.06, 3.558, 3.416, 3.31
1973, 12, 183.4, 201.1, 170.4, -4.051, -7.584, -9.831, 3.197, 3.099, 3.026
1974, 1, 138.8, 184.1, 201.6, -8.266, -11.79, -13.78, 3.532, 3.438, 3.36
1974, 2, 78.71, 91.96, 81.74, -5.926, -9.587, -11.51, 3.163, 3.041, 2.95
1974, 3, 149.8, 189.6, 209.1, -0.7205, -4.11, -6.041, 3.355, 3.251, 3.176
1974, 4, 36.84, 36.63, 34.31, 5.43, 2.298, 0.2081, 3.649, 3.576, 3.529
