# Created by WEAP: 5/17/2020 8:06:22 AM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\WEAPSwitch_24Apr2020\ClimateData\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: Rosebud (276,372 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (144,333 ha),  2000 - 3000 m (93,437 ha),  3000 - 4000 m (38,602 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 18.79, 105.8, 164, -3.789, -8.434, -10.66, 4.434, 4.288, 4.311
1970, 2, 16.49, 56.76, 86.19, 2.06, -4.17, -6.542, 3.877, 3.629, 3.629
1970, 3, 63.69, 132.5, 179.8, -0.7567, -6.554, -8.957, 3.291, 3.13, 3.14
1970, 4, 91.77, 139.6, 170.7, 2.466, -4.372, -6.958, 3.886, 3.571, 3.553
1970, 5, 126.3, 139.6, 152.3, 11.9, 5.216, 2.703, 2.44, 2.276, 2.268
1970, 6, 68.46, 82.15, 93.65, 17.54, 11.08, 8.55, 2.535, 2.384, 2.392
1970, 7, 30.02, 53.93, 56.99, 21.31, 14.72, 12.18, 1.827, 1.738, 1.733
1970, 8, 8.174, 22.54, 26.13, 21.98, 15.51, 13.05, 1.817, 1.751, 1.741
1970, 9, 87.41, 121.5, 133.4, 12.06, 5.736, 3.271, 2.971, 2.826, 2.815
1970, 10, 29, 52.67, 58.65, 6.832, 0.811, -1.592, 3.393, 3.22, 3.215
1970, 11, 34.32, 118.4, 173.6, 1.038, -4.24, -6.637, 3.734, 3.632, 3.636
