# Created by WEAP: 4/13/2020 6:10:31 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: Payette (860,573 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (146,905 ha),  1000 - 2000 m (530,732 ha),  2000 - 3000 m (182,812 ha),  3000 - 4000 m (124 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 149.3, 310.3, 513.7, 681.9, 1.539, -4.071, -7.717, -11.11, 3.62, 3.444, 3.359, 3.308
1970, 2, 18.71, 56.86, 96.85, 100.4, 4.957, -0.6961, -4.809, -9.073, 2.601, 2.566, 2.537, 2.493
1970, 3, 28.52, 65.48, 114.3, 137.8, 6.244, 0.2463, -4.168, -8.284, 2.593, 2.448, 2.387, 2.407
1970, 4, 11.96, 36.35, 60.43, 56.71, 8.052, 2.275, -1.872, -5.824, 3.024, 2.802, 2.713, 2.742
1970, 5, 18.32, 44.11, 78.56, 142.5, 15.8, 10.14, 6.031, 2.675, 1.969, 1.831, 1.767, 1.752
1970, 6, 61.54, 107.2, 142.2, 175.3, 21.76, 15.96, 11.98, 8.869, 2.033, 1.864, 1.775, 1.704
1970, 7, 3.114, 11.64, 20.08, 33.77, 24.95, 19.6, 15.66, 12.18, 1.596, 1.375, 1.262, 1.194
1970, 8, 0.2996, 2.651, 9.753, 40.93, 24.78, 19.86, 15.97, 11.83, 1.563, 1.451, 1.393, 1.352
1970, 9, 35.07, 60.83, 86.32, 106.6, 15.67, 11.04, 7.441, 4.42, 2.221, 2.098, 2.038, 1.996
1970, 10, 42.37, 73.41, 103.1, 82.35, 9.426, 4.922, 1.629, -1.593, 2.424, 2.335, 2.29, 2.265
1970, 11, 78.22, 180.3, 297.3, 353.6, 5.254, 0.5569, -2.918, -6.264, 3.285, 3.181, 3.114, 3.029
1970, 12, 62.43, 181, 302.3, 235.2, -0.3777, -6.35, -10.41, -14.45, 3.24, 3.129, 3.071, 3.028
1971, 1, 61.85, 168.8, 272.3, 234.8, 0.2624, -5.11, -8.438, -11.28, 3.575, 3.486, 3.456, 3.469
1971, 2, 20.64, 62.9, 105.5, 86.51, 3.335, -3.213, -7.036, -10.45, 2.894, 2.724, 2.654, 2.674
1971, 3, 49.99, 135, 217.6, 200, 4.81, -1.652, -5.783, -8.505, 3.068, 2.863, 2.786, 2.833
1971, 4, 12.67, 27.05, 41.49, 29.52, 11, 4.946, 0.8274, -2.29, 2.723, 2.528, 2.422, 2.357
1971, 5, 8.399, 36.09, 55.71, 61.08, 16.89, 11.27, 6.93, 2.999, 2.748, 2.569, 2.48, 2.449
1971, 6, 44.3, 102, 133.5, 147.5, 18.72, 13.46, 9.491, 6.201, 1.563, 1.422, 1.375, 1.404
1971, 7, 2.162, 11.6, 18.1, 35.87, 24.86, 19.22, 14.99, 11.11, 2.043, 1.811, 1.686, 1.593
1971, 8, 0.9757, 3.018, 8.095, 20.94, 26.13, 20.97, 16.93, 12.74, 1.438, 1.334, 1.295, 1.289
1971, 9, 8.651, 15.86, 27.93, 73.84, 15.75, 11.03, 7.504, 3.99, 2.145, 2.071, 2.058, 2.119
1971, 10, 14.56, 29.36, 47.06, 73.36, 10.45, 6.255, 2.947, -0.08334, 2.187, 2.097, 2.075, 2.113
1971, 11, 68.88, 96.82, 143.4, 204.7, 3.687, -0.6563, -3.622, -6.194, 2.689, 2.558, 2.505, 2.527
1971, 12, 50.36, 141.4, 224.8, 174.4, -1.598, -5.98, -9.39, -13, 3.654, 3.465, 3.378, 3.353
1972, 1, 54.54, 149.3, 224, 192.5, -1.902, -6.417, -9.664, -13.09, 3.969, 3.886, 3.86, 3.901
1972, 2, 34.94, 110.5, 189.9, 158, 0.9375, -3.229, -6.45, -10.27, 3.291, 3.151, 3.084, 3.025
1972, 3, 37.03, 77.05, 117.7, 115.1, 8.075, 2.593, -1.085, -4.258, 2.455, 2.399, 2.386, 2.408
1972, 4, 17.11, 63.65, 109.4, 119.2, 9.994, 4.092, 0.3305, -1.97, 2.987, 2.831, 2.793, 2.928
1972, 5, 8.138, 23.3, 42.96, 70.45, 17.17, 11.4, 7.34, 4.241, 1.776, 1.634, 1.598, 1.673
1972, 6, 39.96, 78.51, 91.75, 88.44, 21.13, 15.75, 11.94, 8.994, 1.67, 1.538, 1.488, 1.497
1972, 7, 1.509, 4.685, 5.828, 7.463, 23.57, 18.36, 14.49, 12.07, 2.046, 1.936, 1.877, 1.842
1972, 8, 7.204, 13.42, 20.63, 32.89, 24.74, 19.69, 15.89, 12.98, 1.62, 1.446, 1.38, 1.391
1972, 9, 13.9, 30.88, 48.42, 102.8, 15.96, 11.12, 7.592, 4.948, 1.559, 1.583, 1.617, 1.621
1972, 10, 18.95, 35.9, 56.45, 76.01, 12.19, 7.711, 4.388, 1.081, 1.97, 1.819, 1.756, 1.771
1972, 11, 30.31, 62.09, 84.86, 68.95, 4.762, 0.01556, -3.398, -6.689, 2.345, 2.268, 2.23, 2.24
1972, 12, 70.39, 149.7, 221.7, 141.4, -5.211, -7.919, -10.83, -14.37, 3.281, 3.105, 3.021, 2.959
1973, 1, 48.41, 116.8, 185.1, 131.5, -1.28, -6.431, -10.17, -13.9, 3.15, 3.022, 2.942, 2.821
1973, 2, 22.57, 46.28, 72.25, 55.46, 3.778, -1.835, -5.834, -10.84, 2.574, 2.519, 2.469, 2.403
1973, 3, 22.23, 44.44, 69.76, 52.26, 7.158, 1.031, -3.131, -7.734, 2.799, 2.595, 2.5, 2.508
1973, 4, 17.79, 36.13, 59.11, 108.8, 10.78, 4.915, 0.9364, -2.775, 2.817, 2.65, 2.587, 2.683
1973, 5, 24.59, 39.48, 50.2, 49.08, 17.16, 11.67, 7.716, 3.905, 2.121, 1.965, 1.892, 1.859
1973, 6, 6.727, 27.91, 47.47, 92.8, 20.85, 15.34, 11.31, 7.712, 2.552, 2.415, 2.343, 2.276
1973, 7, 3.635, 8.641, 27.67, 118.9, 25.22, 20.1, 15.94, 11.9, 2.388, 2.136, 2.006, 1.936
1973, 8, 0.8739, 7.507, 23.21, 83.21, 24, 19.01, 14.8, 10.91, 2.219, 2.036, 1.911, 1.734
1973, 9, 24.23, 53.18, 73.93, 124.1, 18.2, 13.51, 9.625, 6.115, 2.273, 2.165, 2.125, 2.176
1973, 10, 23.94, 53.23, 80.04, 118.2, 11.4, 7.142, 3.779, 1.02, 2.307, 2.188, 2.154, 2.265
1973, 11, 100.9, 242.7, 397.3, 515.4, 4.715, -0.5208, -4.294, -7.707, 3.506, 3.218, 3.105, 3.156
1973, 12, 72.4, 157.6, 257.8, 315.5, 2.258, -3.021, -6.658, -10.15, 3.147, 2.952, 2.878, 2.912
1974, 1, 41.17, 190.9, 371.1, 530.6, -2.173, -6.989, -10.38, -13.9, 3.599, 3.478, 3.404, 3.333
1974, 2, 23.22, 80.89, 151.3, 180.3, 3.271, -2.856, -6.902, -9.949, 3.043, 2.846, 2.771, 2.799
1974, 3, 50.5, 180.1, 335.1, 494.6, 6.756, 0.7128, -3.243, -6.405, 3.221, 3.047, 2.97, 3.007
