# Created by WEAP: 9/4/2020 10:28:59 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_SDGE_San Dieguito (88,565 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (78,697 ha),  1000 - 2000 m (9,869 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 27.52, 33.73, 12.1, 7.982, 3.337, 3.098
1970, 2, 54.17, 49.5, 14.06, 9.839, 2.922, 2.775
1970, 3, 133.8, 163.3, 13.62, 9.8, 3.968, 3.729
1970, 4, 18.01, 30.54, 13.92, 9.862, 4.62, 4.299
1970, 5, 0.8112, 0.06103, 18.97, 16.15, 3.897, 3.668
1970, 6, 1.579, 1.789, 21.51, 20.37, 3.784, 3.564
1970, 7, 0.2045, 0.6711, 25.78, 25.69, 2.955, 2.811
1970, 8, 4.466, 18.83, 26.21, 25.87, 2.776, 2.589
1970, 9, 1.549, 7.683, 22.99, 20.78, 3.075, 2.906
1970, 10, 4.726, 1.084, 18.7, 15.6, 2.951, 2.762
1970, 11, 68.99, 81.96, 15.39, 12.4, 2.989, 2.804
1970, 12, 91.59, 126.9, 11.09, 6.811, 2.72, 2.526
1971, 1, 28.72, 45.98, 12.19, 8.528, 3.255, 3.105
1971, 2, 38.77, 45.77, 12.18, 8.6, 3.668, 3.381
1971, 3, 12, 22.99, 14.02, 11.2, 4.182, 3.952
1971, 4, 46.47, 61.6, 14.53, 11.38, 4.592, 4.284
1971, 5, 54.69, 69.79, 15.99, 12.83, 4.155, 3.898
1971, 6, 0.3408, 0.001965, 20.11, 18.04, 3.539, 3.314
1971, 7, 0.08178, 0.5179, 24.78, 24.17, 2.932, 2.816
1971, 8, 3.383, 17.87, 26.61, 25.15, 2.777, 2.63
1971, 9, 3.473, 6.706, 23.59, 21.59, 2.622, 2.412
1971, 10, 42.1, 51.03, 17.77, 13.87, 3.052, 2.861
1971, 11, 9.806, 9.282, 13.42, 9.986, 3.064, 2.839
1971, 12, 116.8, 181.2, 9.034, 4.699, 3.525, 3.248
1972, 1, 0.5278, 0.977, 11.24, 7.755, 3.276, 3.085
1972, 2, 7.416, 10.12, 13.72, 9.952, 2.792, 2.648
1972, 3, 0, 0, 16.49, 14.4, 3.424, 3.16
1972, 4, 10.07, 20.09, 16.17, 12.93, 3.935, 3.71
1972, 5, 17.07, 23.03, 19.05, 16, 3.398, 3.165
1972, 6, 23.75, 20.65, 21.89, 20.72, 3.203, 2.975
1972, 7, 0.03839, 0.394, 26.19, 25.41, 3.233, 3.108
1972, 8, 0.8459, 4.001, 25.1, 23.23, 2.76, 2.579
1972, 9, 13.06, 10.12, 22.04, 19.73, 2.492, 2.28
1972, 10, 32.17, 41.09, 17.55, 13.84, 2.3, 2.143
1972, 11, 95.56, 103.9, 13.61, 9.463, 2.835, 2.622
1972, 12, 60.44, 88.68, 11.31, 6.695, 3.588, 3.374
1973, 1, 68.73, 82.85, 10.21, 5.888, 3.551, 3.332
1973, 2, 96.01, 129.7, 12.12, 7.884, 2.913, 2.779
1973, 3, 172.5, 234.2, 10.55, 6.382, 4.011, 3.636
1973, 4, 8.45, 10.72, 14.39, 11.63, 4.852, 4.577
1973, 5, 4.764, 9.285, 18.62, 16.49, 3.566, 3.362
1973, 6, 1.244, 1.092, 22.75, 21.16, 3.732, 3.549
1973, 7, 0.0003485, 0, 23.74, 23.21, 3.466, 3.274
1973, 8, 1.575, 3.998, 24.4, 23.46, 3.055, 2.86
1973, 9, 0.09517, 0.0005259, 21.09, 19, 3.385, 3.132
1973, 10, 0.4712, 1.149, 19.47, 16.34, 2.588, 2.405
1973, 11, 62.15, 72.59, 13.83, 10.28, 3.809, 3.495
1973, 12, 8.062, 10.67, 12.93, 8.955, 3.581, 3.336
1974, 1, 135.5, 187.2, 11.05, 6.962, 3.488, 3.307
1974, 2, 4.23, 7.996, 12.45, 8.671, 3.864, 3.616
1974, 3, 76.46, 73.31, 13.63, 10.13, 3.757, 3.592
1974, 4, 18.86, 25.04, 15.57, 12.26, 4.402, 4.121
1974, 5, 2.395, 4.213, 17.95, 15.2, 4.702, 4.454
1974, 6, 0.299, 0.8654, 22.94, 21.8, 3.83, 3.635
1974, 7, 8.826, 31.57, 24.77, 23.59, 3.202, 3.074
1974, 8, 1.247, 10.08, 24.02, 22.97, 3.379, 3.182
1974, 9, 2.829, 10.83, 24.39, 23.01, 2.618, 2.432
1974, 10, 52.78, 72.76, 18.45, 15.63, 2.877, 2.638
1974, 11, 8.463, 11.55, 15.63, 11.64, 2.77, 2.534
1974, 12, 60.56, 65.33, 11.4, 7.231, 3.166, 2.953
1975, 1, 8.787, 11.52, 12.9, 8.723, 3.621, 3.435
1975, 2, 52, 69.38, 11.38, 7.483, 3.58, 3.31
1975, 3, 158.1, 183.3, 11.84, 8.207, 4.657, 4.333
1975, 4, 113.3, 121.6, 11.97, 7.901, 4.677, 4.379
1975, 5, 5.983, 11.51, 17.35, 14.94, 4.264, 4.064
1975, 6, 3.135, 4.664, 20.12, 19.09, 4.329, 4.107
1975, 7, 0.8835, 0.3393, 24.33, 24.09, 2.919, 2.785
1975, 8, 0, 0.009826, 23.87, 23.24, 2.737, 2.575
1975, 9, 14.38, 45.62, 23.87, 21.97, 2.693, 2.494
1975, 10, 5.773, 9.229, 18.34, 16.08, 3.01, 2.751
1975, 11, 49.28, 73.43, 15.18, 11.48, 3.433, 3.172
1975, 12, 19.16, 24.07, 13, 9.32, 3.363, 3.217
1976, 1, 0.02849, 0.1843, 14.02, 9.605, 2.946, 2.837
1976, 2, 172, 205.6, 13.01, 9.25, 3.713, 3.525
1976, 3, 72.14, 80.69, 13.33, 9.337, 4.276, 4.043
1976, 4, 61.57, 71.26, 13.93, 10.52, 4.407, 4.103
1976, 5, 4.764, 12.68, 19.03, 16.8, 3.877, 3.612
1976, 6, 1.401, 3.09, 22.57, 21.18, 3.606, 3.416
1976, 7, 9.058, 29.33, 24, 23.14, 3.095, 2.901
1976, 8, 0.1539, 0.0003598, 23.15, 21.17, 3.146, 2.886
1976, 9, 89.07, 131.1, 21.53, 19.14, 1.977, 1.789
1976, 10, 9.286, 13.43, 19.75, 16.19, 2.507, 2.397
1976, 11, 34, 19.9, 17.09, 12.64, 3.266, 3.136
1976, 12, 29.07, 33.15, 13.46, 9.096, 3.318, 3.245
1977, 1, 73.72, 95.1, 12.06, 7.741, 2.696, 2.591
1977, 2, 16.7, 21.27, 14.87, 10.98, 2.89, 2.757
1977, 3, 59.08, 87.09, 11.46, 7.238, 4.203, 3.878
1977, 4, 7.815, 13.59, 16.28, 13.17, 3.318, 3.038
1977, 5, 74.87, 94.99, 15.2, 11.67, 4.279, 3.974
1977, 6, 0.9742, 1.351, 21.57, 20.44, 3.382, 3.203
1977, 7, 0.0513, 0.108, 25.16, 24.5, 2.856, 2.694
1977, 8, 54.42, 99.3, 25.11, 23.77, 2.78, 2.62
1977, 9, 0, 0, 22.81, 21.58, 2.777, 2.581
1977, 10, 6.007, 11.3, 20.57, 18.72, 2.12, 1.912
1977, 11, 4.484, 6.265, 17.17, 13.49, 2.708, 2.546
1977, 12, 81.96, 113.7, 14.47, 11, 2.47, 2.31
1978, 1, 284.6, 320.7, 12.77, 9.117, 2.483, 2.34
1978, 2, 198.1, 256.5, 12.7, 8.374, 3.561, 3.397
1978, 3, 282.2, 340.6, 14.87, 10.8, 3.346, 3.121
1978, 4, 49.57, 72.43, 14.3, 10.63, 4.188, 3.904
1978, 5, 7.644, 14.52, 19.12, 16.47, 3.881, 3.635
1978, 6, 0, 0, 23.46, 21.49, 3.524, 3.326
1978, 7, 0, 0, 25.12, 24.7, 2.992, 2.799
1978, 8, 0.2092, 0.7932, 24.43, 23.55, 2.866, 2.699
1978, 9, 26.96, 33.68, 23.19, 21.08, 2.998, 2.791
1978, 10, 1.09, 2.249, 21.67, 19.44, 2.187, 2.041
1978, 11, 94.96, 116.8, 13.82, 9.959, 2.527, 2.336
1978, 12, 95.17, 127.3, 10.63, 6.741, 3.695, 3.527
1979, 1, 165.6, 175.4, 10.02, 5.225, 3.408, 3.198
1979, 2, 91.28, 125.3, 11.68, 7.697, 2.695, 2.505
1979, 3, 170.2, 236.1, 13.01, 9.171, 3.031, 2.822
1979, 4, 1.757, 3.601, 16.1, 12.69, 3.828, 3.494
1979, 5, 9.805, 13.44, 18.5, 15.61, 4.03, 3.804
1979, 6, 0.3628, 0.05224, 23.4, 22.27, 3.591, 3.36
1979, 7, 24.02, 31.36, 24.48, 23.68, 3.237, 3.042
1979, 8, 1.725, 4.841, 23.55, 21.83, 2.901, 2.64
1979, 9, 0.4642, 2.075, 26.04, 24.28, 2.401, 2.215
1979, 10, 35.17, 50.47, 19.17, 16.5, 3.151, 2.899
1979, 11, 10.09, 6.693, 14.43, 10.2, 3.032, 2.882
1979, 12, 8.022, 17.52, 14.83, 11.64, 3.396, 3.276
1980, 1, 321.8, 393.4, 13.1, 8.948, 3.664, 3.543
1980, 2, 306.5, 456, 14.91, 10.8, 3.922, 3.758
1980, 3, 150.5, 189.3, 13.34, 9.16, 3.994, 3.694
1980, 4, 48.63, 58.07, 16.26, 12.97, 4.102, 3.794
1980, 5, 20.79, 48.51, 15.49, 12.41, 4.64, 4.32
1980, 6, 0.01675, 0.1455, 21.17, 18.86, 3.89, 3.609
1980, 7, 0.1758, 1.336, 25.79, 25.13, 3.347, 3.183
1980, 8, 0, 0, 25.15, 24.3, 3.008, 2.867
1980, 9, 0, 0, 22.85, 21.4, 3.079, 2.816
1980, 10, 4.814, 6.361, 20.45, 18.39, 3.184, 2.983
1980, 11, 0.0001273, 0.004087, 16.28, 13.22, 2.734, 2.563
1980, 12, 25.93, 35.21, 15.06, 11.47, 3.461, 3.373
1981, 1, 34.03, 50.15, 13.73, 9.894, 3.078, 2.987
1981, 2, 98.14, 113.1, 14.72, 10.76, 3.254, 3.077
1981, 3, 135.2, 165.3, 13.19, 9.157, 3.687, 3.413
1981, 4, 18.12, 36.33, 16.82, 13.72, 3.721, 3.425
1981, 5, 9.192, 18.17, 18.65, 15.63, 4.399, 4.123
1981, 6, 0.4252, 0.003057, 24.75, 23.7, 3.973, 3.789
1981, 7, 0.03189, 0.02807, 25.47, 24.44, 3.114, 2.957
1981, 8, 3.523, 18.09, 26.52, 25.57, 3.241, 3.031
1981, 9, 1.893, 7.601, 23.98, 22.04, 2.712, 2.435
1981, 10, 12.02, 19.24, 17.98, 15.1, 3.179, 2.919
1981, 11, 36.59, 40.73, 16.12, 12.73, 2.709, 2.472
1981, 12, 24.88, 29.54, 14.09, 10.8, 2.906, 2.725
1982, 1, 120, 210.8, 11.16, 7.096, 3.807, 3.586
1982, 2, 62.49, 101.9, 13.41, 9.587, 3.37, 3.276
1982, 3, 211.3, 256.9, 13.05, 9.08, 3.611, 3.42
1982, 4, 26.04, 41.17, 15.62, 12.06, 4.235, 4.018
1982, 5, 10.75, 14.6, 17.65, 14.86, 4.306, 4.044
1982, 6, 1.992, 1.484, 18.75, 16.48, 4.796, 4.5
1982, 7, 0.8883, 4.789, 24.13, 22.61, 2.933, 2.782
1982, 8, 6.47, 26.21, 25.8, 24.19, 2.843, 2.628
1982, 9, 28.07, 47.63, 23.4, 20.46, 2.903, 2.711
1982, 10, 5.604, 6.825, 19.53, 15.52, 3.153, 2.962
1982, 11, 124.8, 176.3, 13.67, 9.457, 3.266, 3.056
1982, 12, 68.24, 115.8, 11.29, 7.362, 3.777, 3.603
1983, 1, 68.88, 99.88, 13.26, 9.71, 3.511, 3.371
1983, 2, 169.4, 202.3, 12.82, 8.793, 3.178, 2.972
1983, 3, 286.2, 343.1, 13.27, 9.158, 5.107, 4.74
1983, 4, 90.37, 123.7, 13.68, 9.557, 4.044, 3.79
1983, 5, 5.967, 5.649, 18.26, 15.68, 4.704, 4.411
1983, 6, 1.299, 0.08833, 20.08, 17.99, 3.959, 3.681
1983, 7, 0.0006579, 0.01444, 24.04, 22.74, 3.122, 2.905
1983, 8, 33.4, 94.63, 26.34, 23.98, 2.834, 2.642
1983, 9, 12.35, 22.97, 25.3, 22.73, 2.682, 2.495
1983, 10, 20.85, 24.76, 20.52, 16.77, 2.811, 2.601
1983, 11, 83.39, 106.3, 14.96, 10.96, 3.362, 3.077
1983, 12, 81.06, 125.6, 12.69, 8.936, 3.41, 3.155
1984, 1, 4.036, 3.824, 13.52, 9.553, 4.039, 3.953
1984, 2, 1.827, 3.505, 13.44, 9.715, 3.733, 3.523
1984, 3, 5.743, 11.31, 15.34, 11.9, 4.332, 4.074
1984, 4, 23.21, 31.85, 16.17, 12.56, 4.676, 4.287
1984, 5, 0.001879, 0.1253, 21.24, 19.72, 3.899, 3.623
1984, 6, 1.999, 3.533, 21.77, 20.02, 3.838, 3.525
1984, 7, 13.44, 53.79, 26.63, 25.2, 3.212, 3.024
1984, 8, 17.14, 69.43, 25.45, 24.25, 3.045, 2.871
1984, 9, 7.45, 23.2, 26.24, 23.29, 2.421, 2.215
1984, 10, 7.563, 10.31, 18.28, 15.26, 3.684, 3.324
1984, 11, 54.26, 63.74, 13.55, 9.516, 2.874, 2.611
1984, 12, 149.4, 191.9, 10.74, 6.255, 2.999, 2.796
1985, 1, 31.25, 52.21, 11.08, 6.834, 3.834, 3.689
1985, 2, 50.37, 71, 12.26, 8.021, 3.251, 3.08
1985, 3, 49.46, 73.42, 12.3, 8.857, 3.909, 3.62
1985, 4, 12.14, 20.98, 17.51, 14.63, 4.014, 3.771
1985, 5, 0.4562, 1.735, 18.12, 15.74, 3.836, 3.545
1985, 6, 3.916, 6.05, 22.72, 21.45, 3.518, 3.373
1985, 7, 8.951, 33.68, 26.22, 24.94, 3.228, 3.137
1985, 8, 0, 0, 24.79, 23.54, 3.011, 2.822
1985, 9, 22.23, 33.23, 20.83, 17.7, 3.128, 2.885
1985, 10, 8.327, 13.61, 19.34, 15.58, 2.765, 2.536
1985, 11, 167.4, 202, 13.26, 9.464, 3.494, 3.258
1985, 12, 34.29, 44.31, 13.26, 9.001, 3.402, 3.295
1986, 1, 21.75, 28.54, 15.18, 11.34, 3.222, 3.116
1986, 2, 122.8, 154.9, 13.6, 9.418, 3.484, 3.267
1986, 3, 148.7, 193.5, 15.01, 11.74, 3.547, 3.308
1986, 4, 16.54, 18.6, 15.89, 12.63, 3.534, 3.315
1986, 5, 0.582, 2.237, 18.49, 16, 4.086, 3.858
1986, 6, 0, 0, 22.19, 21.21, 3.857, 3.613
1986, 7, 7.232, 26.52, 23.44, 22.31, 2.923, 2.77
1986, 8, 3.584, 12.13, 25.81, 25.47, 2.905, 2.717
1986, 9, 35.09, 54.07, 19.34, 17.12, 3.435, 3.103
1986, 10, 20.42, 23.04, 18.22, 14.6, 2.729, 2.511
1986, 11, 31.53, 30.88, 16.01, 12.09, 2.951, 2.783
1986, 12, 32.61, 43.46, 12.51, 8.581, 2.738, 2.657
1987, 1, 60.6, 76.64, 11.28, 7.02, 3.769, 3.537
1987, 2, 54.75, 66.61, 12.3, 7.99, 3.66, 3.455
1987, 3, 80.7, 105, 13.1, 8.775, 4.25, 3.972
1987, 4, 14.87, 17.98, 18.38, 15.42, 3.338, 3.092
1987, 5, 5.398, 12.15, 18.87, 16.38, 3.455, 3.206
1987, 6, 2.079, 6.457, 21.69, 21.33, 3.52, 3.315
1987, 7, 0.5433, 0.08851, 21.87, 21.1, 3.344, 3.114
1987, 8, 8.707, 39.48, 23.44, 22.84, 2.917, 2.721
1987, 9, 6.951, 13.07, 23.29, 21.19, 2.564, 2.345
1987, 10, 78.03, 108.4, 20.9, 17.68, 2.106, 1.938
1987, 11, 53.42, 72.63, 14.72, 10.66, 2.65, 2.456
1987, 12, 69.37, 63.81, 10.08, 5.758, 3.51, 3.242
1988, 1, 65.49, 117.4, 12.35, 8.161, 3.947, 3.774
1988, 2, 34.89, 49.93, 14.95, 11.2, 3.654, 3.551
1988, 3, 14.65, 22.97, 15.92, 12.42, 3.473, 3.298
1988, 4, 115.1, 119.8, 16.47, 13.19, 3.499, 3.272
1988, 5, 8.856, 15.73, 18.66, 16.17, 4.157, 3.848
1988, 6, 0, 0, 20.39, 19.83, 3.427, 3.182
1988, 7, 0.963, 3.942, 24.7, 24.84, 2.813, 2.708
1988, 8, 2.797, 15.39, 23.88, 23.49, 2.895, 2.633
1988, 9, 0.9541, 2.419, 22.24, 20.59, 2.544, 2.372
1988, 10, 0, 0, 20.65, 19.07, 2.27, 2.078
1988, 11, 28.38, 40.17, 14.86, 11.33, 3.577, 3.291
1988, 12, 66.57, 78.74, 11.72, 7.189, 3.514, 3.338
1989, 1, 19.77, 29.95, 10.93, 6.142, 3.91, 3.737
1989, 2, 40.87, 79.22, 11.97, 7.826, 3.995, 3.724
1989, 3, 56.56, 93, 15.29, 12.23, 3.792, 3.522
1989, 4, 3.675, 5.121, 18.63, 15.75, 3.842, 3.608
1989, 5, 4.513, 10.55, 18.01, 15.78, 4.245, 3.957
1989, 6, 0.135, 0.000655, 21.15, 20.42, 3.791, 3.599
1989, 7, 0.01315, 0.8198, 24.59, 24.77, 3.1, 2.946
1989, 8, 0.07283, 0.5145, 23.13, 21.97, 2.983, 2.755
1989, 9, 12.36, 13.99, 23.21, 21.16, 2.564, 2.324
1989, 10, 12.2, 19.98, 18.94, 15.78, 2.786, 2.576
1989, 11, 3.486, 3.284, 16.72, 12.62, 3.26, 3.171
1989, 12, 3.846, 7.725, 13.63, 9.058, 3.504, 3.397
1990, 1, 96.39, 132.8, 12.25, 7.778, 3.298, 3.069
1990, 2, 54.03, 87.89, 11.3, 6.927, 3.679, 3.421
1990, 3, 26.41, 40.96, 14.24, 11.05, 3.417, 3.139
1990, 4, 30.48, 34.02, 16.76, 13.51, 3.573, 3.372
1990, 5, 15.86, 21.14, 18.09, 14.72, 4.302, 4.054
1990, 6, 22.5, 14.96, 22.95, 21.33, 3.423, 3.183
1990, 7, 1.959, 7.569, 25.35, 24.46, 3.299, 3.197
1990, 8, 2.833, 11.99, 23.89, 22.9, 3.081, 2.824
1990, 9, 1.74, 6.932, 23.73, 21.71, 2.605, 2.372
1990, 10, 0.5716, 1.004, 21.11, 17.94, 2.265, 2.121
1990, 11, 19.7, 32.78, 15.91, 11.79, 3.516, 3.299
1990, 12, 19.39, 35.88, 11.29, 6.084, 3.982, 3.775
1991, 1, 27.44, 30.76, 12.62, 8.186, 2.645, 2.518
1991, 2, 110.2, 160.3, 15.55, 11.85, 3.145, 3.026
1991, 3, 320.7, 422.1, 11.65, 7.309, 4.068, 3.814
1991, 4, 2.844, 4.49, 15.69, 12.22, 4.058, 3.798
1991, 5, 0.7749, 2.666, 17.12, 14.56, 4.706, 4.408
1991, 6, 0, 0, 19.36, 17.98, 3.493, 3.286
1991, 7, 12.23, 17.71, 22.78, 22.84, 3.027, 2.869
1991, 8, 4.404, 26.06, 23.72, 23.23, 2.617, 2.42
1991, 9, 11.32, 17, 23.47, 22.29, 2.521, 2.35
1991, 10, 20.53, 22.89, 21.13, 18.75, 2.371, 2.237
1991, 11, 4.935, 11.96, 16.32, 12.65, 3.239, 3.053
1991, 12, 56.65, 77.2, 11.92, 7.96, 3.083, 3.007
1992, 1, 72.82, 94.03, 12.46, 7.812, 4.086, 3.989
1992, 2, 133.4, 155, 14.13, 9.893, 3.634, 3.476
1992, 3, 144.5, 204.9, 13.48, 9.687, 2.797, 2.565
1992, 4, 10.3, 19.82, 18.81, 15.55, 3.048, 2.819
1992, 5, 10.59, 16.79, 20.33, 18.17, 3.38, 3.151
1992, 6, 0.006819, 0, 21.59, 19.62, 4.134, 3.906
1992, 7, 2.45, 5.738, 24.6, 22.78, 3.038, 2.898
1992, 8, 14.41, 44.62, 26.64, 25, 2.731, 2.605
1992, 9, 1.196, 0.4672, 24.63, 22.23, 2.339, 2.104
1992, 10, 23.53, 43.88, 20.07, 17.22, 2.565, 2.319
1992, 11, 0.9062, 0.3249, 15.38, 10.91, 3.331, 3.124
1992, 12, 100.3, 143.5, 10.7, 6.695, 3.523, 3.334
1993, 1, 390.9, 595.7, 11.65, 7.391, 3.758, 3.578
1993, 2, 203.3, 316.1, 12.19, 7.687, 3.061, 2.847
1993, 3, 49.2, 73.21, 15.62, 12.15, 3.237, 3.029
1993, 4, 0, 0, 17.6, 14.56, 3.821, 3.508
1993, 5, 2.45, 8.545, 19.8, 17.33, 4.238, 4.001
1993, 6, 19.56, 26.75, 21.91, 19.74, 3.572, 3.348
1993, 7, 0.06949, 0.0002336, 22.18, 20.47, 2.937, 2.751
1993, 8, 0.2027, 1.937, 23.67, 22.66, 2.609, 2.397
1993, 9, 0.09935, 0, 23.36, 21.29, 2.537, 2.357
1993, 10, 5.228, 7.904, 20.25, 16.93, 2.617, 2.476
1993, 11, 41.29, 70.35, 15.23, 10.98, 3.072, 2.905
1993, 12, 26.34, 53.29, 12.38, 8.035, 3.474, 3.332
1994, 1, 38.99, 42.25, 13.75, 9.64, 3.59, 3.499
1994, 2, 121.1, 191.4, 11.86, 7.398, 3.576, 3.38
1994, 3, 108.7, 104.2, 15.22, 11.6, 2.929, 2.733
1994, 4, 53.21, 63.17, 16.06, 12.85, 4.019, 3.748
1994, 5, 6.323, 5.89, 17.21, 15.02, 3.429, 3.201
1994, 6, 0.9828, 0.02049, 23.22, 22.03, 3.276, 3.044
1994, 7, 2.15, 0.05474, 24, 23.49, 3.091, 2.881
1994, 8, 1.358, 8.54, 26.73, 25.54, 2.739, 2.572
1994, 9, 0.1135, 0.5651, 23.86, 21.66, 2.772, 2.526
1994, 10, 2.978, 6.72, 18.59, 14.88, 2.981, 2.723
1994, 11, 25.49, 39.33, 11.97, 7.452, 3.324, 3.091
1994, 12, 30.28, 36.3, 11.79, 7.413, 2.574, 2.449
1995, 1, 249.3, 343.1, 11.73, 6.96, 3.412, 3.207
1995, 2, 75.17, 128.5, 15.79, 11.97, 2.659, 2.567
1995, 3, 287.8, 356.1, 14.3, 10.61, 3.264, 3.04
1995, 4, 56.21, 59.1, 15.38, 11.6, 4.753, 4.484
1995, 5, 21.34, 39.44, 16.17, 12.85, 4.643, 4.432
1995, 6, 20.52, 26.34, 20.32, 18.52, 4.062, 3.822
1995, 7, 1.34, 3.711, 24.55, 23.44, 3.392, 3.219
1995, 8, 0.08414, 1.113, 26.45, 25.63, 3.272, 3.068
1995, 9, 1.843, 8.235, 24.89, 23.07, 2.94, 2.688
1995, 10, 1.067, 1.105, 20.59, 17.9, 2.252, 2.105
1995, 11, 3.473, 2.09, 17.66, 14.42, 2.001, 1.842
1995, 12, 19.04, 26.77, 13.22, 9.549, 2.597, 2.328
1996, 1, 61.36, 96.47, 13.16, 9.034, 3.365, 3.129
1996, 2, 82.42, 86.24, 13.95, 10.22, 2.978, 2.851
1996, 3, 68.64, 97.54, 14.83, 10.97, 3.615, 3.416
1996, 4, 20.32, 24.43, 18.18, 14.63, 4.221, 3.996
1996, 5, 9.645, 1.709, 19.98, 17.25, 4.872, 4.626
1996, 6, 0, 0, 22.57, 20.59, 3.397, 3.154
1996, 7, 2.396, 6.126, 25.86, 25.85, 3.288, 3.158
1996, 8, 0.4571, 2.292, 26.45, 25.52, 3.061, 2.886
1996, 9, 1.453, 2.272, 23.47, 21.46, 3.021, 2.831
1996, 10, 25.02, 31.49, 18.76, 15.92, 3.24, 2.95
1996, 11, 59.97, 77.96, 15.89, 11.82, 3.635, 3.396
1996, 12, 57, 79.45, 13.17, 8.807, 3.122, 2.977
1997, 1, 147.7, 174.4, 12.57, 8.057, 3.814, 3.627
1997, 2, 27.63, 45.05, 12.75, 8.792, 3.78, 3.447
1997, 3, 0.7363, 2.314, 16.8, 13.23, 3.145, 2.953
1997, 4, 3.994, 4.412, 16.64, 13.11, 5.104, 4.77
1997, 5, 1.477, 1.131, 22.49, 21.1, 3.823, 3.616
1997, 6, 1.008, 2.816, 21.42, 19.14, 4.451, 4.22
1997, 7, 0.8265, 0.9843, 23.45, 22.4, 3.212, 3.042
1997, 8, 0.9435, 4.184, 26.13, 25.23, 3.147, 2.952
1997, 9, 50.86, 62.16, 25.85, 22.99, 2.571, 2.417
1997, 10, 4.966, 14.03, 19.73, 15.36, 3.402, 3.166
1997, 11, 67.28, 89.78, 16.27, 11.82, 2.411, 2.213
1997, 12, 49.8, 65.42, 12.11, 6.581, 4.454, 4.189
1998, 1, 103.7, 121.3, 12.29, 8.13, 2.786, 2.531
1998, 2, 303.8, 355, 11.36, 6.485, 4.388, 3.992
1998, 3, 137.9, 180.2, 13.73, 9.475, 3.642, 3.396
1998, 4, 75.08, 97.76, 14.32, 10.17, 3.978, 3.716
1998, 5, 72.78, 114.8, 15.93, 12.06, 4.531, 4.275
1998, 6, 2.154, 2.322, 19.41, 17.73, 4.595, 4.395
1998, 7, 0.05893, 0.1279, 25.07, 24.17, 3.44, 3.296
1998, 8, 7.632, 18.37, 26.79, 25.33, 3.14, 2.99
1998, 9, 2.864, 2.207, 22.3, 19.54, 3.11, 2.847
1998, 10, 3.591, 3.15, 18.37, 14.55, 3.242, 2.977
1998, 11, 45.08, 69.57, 14.63, 10.61, 3.074, 2.787
1998, 12, 26.77, 35.93, 11.6, 6.763, 3.607, 3.411
1999, 1, 41.74, 37.34, 12.77, 8.408, 3.37, 3.218
1999, 2, 22.91, 32.38, 12.13, 8.073, 3.768, 3.5
1999, 3, 25.71, 27.43, 12.37, 9.034, 3.969, 3.687
1999, 4, 70.21, 86.2, 13.42, 8.898, 4.8, 4.513
1999, 5, 0.5855, 2.104, 17.22, 14.48, 4.382, 4.101
1999, 6, 10.91, 17.51, 20.09, 18.49, 3.943, 3.696
1999, 7, 3.294, 14.34, 23.66, 22.63, 3.468, 3.274
1999, 8, 0.9717, 3.248, 24.11, 23.09, 3.09, 2.849
1999, 9, 2.825, 13.41, 22.31, 21.17, 2.724, 2.515
1999, 10, 0, 0, 21.83, 18.27, 3.309, 3.145
1999, 11, 0.7788, 1.695, 16.06, 13.19, 2.565, 2.396
1999, 12, 7.46, 13.84, 13.29, 8.776, 3.871, 3.746
2000, 1, 16.49, 23.22, 13.78, 9.691, 2.848, 2.72
2000, 2, 143.8, 192.6, 13.37, 8.807, 3.434, 3.256
2000, 3, 50.73, 74.35, 13.77, 10.17, 3.108, 2.881
2000, 4, 38.01, 60.05, 17.31, 14.42, 4.1, 3.822
2000, 5, 2.024, 1.023, 19.92, 18.27, 4, 3.74
2000, 6, 0.1296, 0.1616, 22.79, 21.68, 3.278, 3.092
2000, 7, 0, 0, 23.89, 23.31, 3.268, 3.031
2000, 8, 1.677, 8.452, 25.51, 24.88, 2.597, 2.437
2000, 9, 5.543, 9.199, 23.13, 21.11, 2.678, 2.474
2000, 10, 13.04, 18.49, 18.04, 14.74, 2.672, 2.432
2000, 11, 16.71, 13, 13.23, 8.946, 3.025, 2.846
2000, 12, 0.4067, 0.3787, 13.79, 9.952, 3.098, 2.944
2001, 1, 72.44, 78.61, 10.58, 6.123, 3.166, 2.993
