# Created by WEAP: 9/4/2020 10:29:15 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: WA_N_CEN_Lwr Middle Columbia 2 (175,585 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (157,732 ha),  1000 - 2000 m (17,854 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 67.27, 70.95, -4.53, -7.284, 2.807, 2.715
1970, 2, 17, 19.99, 0.7356, -1.893, 2.642, 2.577
1970, 3, 22.97, 26.44, 4.304, 1.207, 2.392, 2.347
1970, 4, 15.58, 31.64, 7.572, 4.529, 2.827, 2.785
1970, 5, 7.906, 9.535, 14.45, 11.3, 1.724, 1.67
1970, 6, 16.15, 37.23, 20.65, 17.6, 2.137, 2.104
1970, 7, 2.746, 5.71, 23.18, 20.18, 1.839, 1.83
1970, 8, 2.48, 8.831, 22.19, 19.05, 1.66, 1.624
1970, 9, 7.492, 14.92, 13.62, 10.55, 2.211, 2.217
1970, 10, 28.4, 51.96, 8.15, 5.042, 2.323, 2.258
1970, 11, 35, 40.71, 0.6884, -2.187, 3.319, 3.241
1970, 12, 69.22, 87.24, -4.381, -6.933, 3.22, 3.134
1971, 1, 45.99, 51.2, -3.381, -5.967, 3.56, 3.51
1971, 2, 16.32, 32.88, 0.2495, -2.503, 2.566, 2.456
