# Created by WEAP: 9/4/2020 10:29:28 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CO_NW_Upr South Platte (329,546 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (11,545 ha),  2000 - 3000 m (248,530 ha),  3000 - 4000 m (68,775 ha),  4000 - 5000 m (696 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 4000 to 5000 m

1970, 1, 5.46, 3.945, 20.84, 31.94, -0.1706, -4.508, -8.165, -10.76, 4.051, 3.797, 3.777, 3.878
1970, 2, 4.52, 14.48, 28.26, 40.67, 4.657, -0.6879, -4.676, -7.736, 3.145, 2.946, 2.931, 3.006
1970, 3, 78.21, 78.24, 84.55, 97.06, 1.594, -2.983, -6.715, -9.721, 3.21, 3.066, 3.043, 3.096
1970, 4, 29.99, 30.58, 51.26, 67.02, 6.931, 1.726, -2.691, -6.012, 3.43, 3.325, 3.279, 3.307
1970, 5, 41.09, 32.83, 27.5, 22.27, 15.46, 10.55, 6.283, 3.148, 2.169, 2.121, 2.116, 2.136
1970, 6, 62.72, 65.48, 58.06, 60.27, 19, 14, 9.65, 6.531, 2.475, 2.453, 2.407, 2.402
1970, 7, 50.81, 66.91, 67.65, 80.08, 22.62, 17.75, 13.19, 10, 1.319, 1.297, 1.313, 1.331
1970, 8, 21.58, 81.57, 87.31, 79.52, 23.06, 17.93, 13.25, 10.26, 1.456, 1.395, 1.381, 1.403
1970, 9, 67.35, 71.43, 107.3, 138.1, 16.34, 11.84, 7.246, 4.314, 2.724, 2.67, 2.654, 2.667
1970, 10, 31.72, 30.1, 39.02, 41.5, 8.715, 4.504, 0.003178, -2.972, 2.813, 2.759, 2.762, 2.787
1970, 11, 53.09, 46.06, 53.15, 52.57, 4.644, 1.079, -3.352, -6.301, 3.931, 3.782, 3.734, 3.775
1970, 12, 0.7802, 1.697, 8.987, 17.49, 2.318, -1.861, -6.56, -9.227, 4.128, 3.907, 3.866, 3.944
1971, 1, 9.086, 10.95, 26.99, 44.38, 1.131, -2.454, -6.892, -10.07, 4.698, 4.387, 4.353, 4.473
1971, 2, 34.95, 40.88, 93.05, 90.83, -0.2747, -4.014, -7.891, -11.01, 4.183, 3.98, 3.859, 3.894
1971, 3, 21.2, 22.81, 27.16, 30.06, 4.385, 0.1528, -4.143, -7.794, 3.955, 3.836, 3.795, 3.826
