# Created by WEAP: 9/4/2020 10:28:29 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_CEN_N Frk San Joaquin (99,478 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (3,715 ha),  1000 - 2000 m (17,340 ha),  2000 - 3000 m (65,316 ha),  3000 - 4000 m (13,107 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 245.3, 292, 321.1, 375.5, 6.322, 2.139, -2.522, -6.208, 2.138, 2.16, 2.179, 2.173
1970, 2, 77.06, 86.98, 88.7, 85.37, 9.733, 5.247, 0.2547, -3.35, 1.783, 1.8, 1.831, 1.87
1970, 3, 82.07, 98.96, 103.8, 101.4, 9.652, 5.02, -0.1689, -3.652, 1.763, 1.778, 1.818, 1.879
1970, 4, 35.89, 41.56, 45.15, 47.88, 10.27, 5.371, -0.1726, -3.6, 2.436, 2.44, 2.457, 2.494
1970, 5, 0, 0, 0, 0, 18.32, 13.5, 8.043, 4.668, 2.228, 2.241, 2.276, 2.326
1970, 6, 15.51, 20.53, 19.99, 15.03, 22.38, 17.49, 11.96, 8.557, 2.273, 2.269, 2.26, 2.257
1970, 7, 3.257, 5.705, 9.304, 15.17, 27.32, 22.46, 16.95, 13.43, 2.005, 2.019, 2.045, 2.077
1970, 8, 0, 0, 0.001912, 0.03678, 26.3, 21.6, 16.3, 12.94, 1.746, 1.76, 1.792, 1.836
1970, 9, 0, 0, 0, 0, 22.17, 17.37, 11.93, 8.177, 1.865, 1.884, 1.927, 1.987
1970, 10, 1.981, 3.032, 3.875, 4.144, 16.5, 11.78, 6.509, 2.824, 1.717, 1.743, 1.802, 1.88
1970, 11, 178.3, 220.2, 230.5, 240.3, 10.37, 6.171, 1.614, -1.915, 2.084, 2.106, 2.145, 2.181
1970, 12, 146.6, 183.5, 216.3, 226.3, 4.521, 0.1677, -4.64, -8.278, 2.217, 2.251, 2.298, 2.326
1971, 1, 74.4, 86.77, 91.03, 95.78, 4.917, 1.242, -2.639, -5.775, 2.29, 2.311, 2.343, 2.371
1971, 2, 37.92, 42.73, 46.87, 48.86, 6.488, 2.04, -2.868, -5.843, 1.91, 1.926, 1.967, 2.027
1971, 3, 50.07, 60.36, 62.75, 62.74, 9.441, 4.842, -0.2095, -3.51, 1.797, 1.816, 1.868, 1.947
1971, 4, 41.82, 47.13, 46.71, 45.3, 11.18, 6.406, 1.067, -2.185, 2.398, 2.411, 2.453, 2.523
1971, 5, 99.06, 116.5, 106.3, 103.2, 14.04, 9.037, 3.421, 0.1132, 2.379, 2.384, 2.403, 2.44
1971, 6, 0, 0.007772, 0.01785, 0.003894, 20.59, 15.63, 10, 6.902, 2.549, 2.548, 2.547, 2.55
1971, 7, 0.1088, 0.4219, 4.181, 12.51, 26.07, 21.33, 15.97, 12.65, 2.416, 2.424, 2.435, 2.449
1971, 8, 0, 0, 0.1751, 0.7639, 26.56, 21.87, 16.61, 13.21, 2.019, 2.015, 2.004, 1.989
1971, 9, 11.76, 14.75, 17.07, 13.77, 22.36, 17.65, 12.35, 8.668, 1.618, 1.637, 1.68, 1.735
