# Created by WEAP: 4/13/2020 6:10:19 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: Colo Headwaters (615,658 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (370,649 ha),  3000 - 4000 m (243,714 ha),  4000 - 5000 m (1,295 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 4000 to 5000 m

1970, 1, 43.49, 75.69, 92.17, -9.146, -10.95, -11.55, 3.921, 3.892, 3.588
1970, 2, 26.21, 50.65, 55.64, -6.505, -8.195, -8.162, 3.019, 3.01, 2.79
1970, 3, 48.19, 81.95, 75.83, -5.129, -8.283, -9.419, 3.12, 3.106, 2.939
1970, 4, 54.03, 91.47, 92.6, -1.337, -4.766, -6.2, 3.295, 3.294, 3.18
1970, 5, 9.254, 18.24, 22.92, 7.49, 4.359, 2.814, 2.178, 2.163, 2.099
1970, 6, 47.69, 56.41, 57.1, 11.74, 8.446, 6.864, 2.346, 2.368, 2.353
1970, 7, 27.29, 50.28, 57.86, 15.28, 12.08, 10.52, 1.446, 1.407, 1.362
1970, 8, 49.68, 69.99, 96.13, 15.74, 12.38, 10.66, 1.485, 1.453, 1.378
1970, 9, 57.97, 83.67, 89.92, 9.22, 6.123, 4.892, 2.645, 2.655, 2.612
1970, 10, 57.25, 71.42, 61.7, 1.033, -1.673, -3.004, 2.789, 2.795, 2.729
1970, 11, 55.55, 86.15, 85.69, -2.353, -5.141, -6.205, 3.704, 3.725, 3.588
1970, 12, 34.69, 48.77, 42.87, -7.682, -9.433, -9.483, 3.931, 3.92, 3.664
