# Created by WEAP: 9/4/2020 10:29:48 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: AZ_SE_Middle Gila (2,107,692 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (888,608 ha),  1000 - 2000 m (1,195,920 ha),  2000 - 3000 m (23,164 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 0.714, 0.7295, 0.8628, 11.07, 8.193, 5.405, 1.994, 2.162, 2.229
1970, 2, 9.723, 15.56, 23.4, 15.15, 11.44, 8.456, 2.416, 2.486, 2.543
1970, 3, 68.64, 64.75, 86.14, 14.83, 11.19, 8.12, 2.643, 2.829, 2.893
1970, 4, 4.931, 9.181, 13.31, 17.73, 14.36, 11.38, 2.63, 2.837, 2.908
1970, 5, 0.3747, 1.581, 1.369, 26.08, 21.86, 18.78, 2.212, 2.392, 2.453
1970, 6, 2.743, 15.29, 14.47, 30.53, 26.44, 23.37, 2.03, 2.116, 2.174
1970, 7, 19.51, 55.74, 81.79, 33.6, 28.25, 24.83, 1.814, 1.871, 1.919
1970, 8, 35.46, 100.9, 133.2, 32.28, 26.6, 23.08, 1.417, 1.644, 1.703
1970, 9, 55.33, 65.44, 93.93, 27.21, 22.83, 19.59, 2.179, 2.349, 2.428
1970, 10, 7.758, 11.22, 12.77, 20.37, 16.65, 13.72, 2.161, 2.212, 2.247
1970, 11, 4.54, 2.625, 2.277, 16.58, 13.75, 11.05, 2.295, 2.454, 2.522
1970, 12, 19.05, 16.58, 21.42, 11.54, 9.895, 7.336, 1.957, 1.985, 2.017
1971, 1, 4.825, 6.724, 9.039, 11.49, 9.259, 6.578, 2.506, 2.429, 2.465
1971, 2, 15.8, 22.64, 32.72, 13.18, 9.892, 6.947, 2.198, 2.2, 2.228
1971, 3, 0.4531, 0.8728, 1.082, 17.32, 14.25, 11.28, 2.333, 2.442, 2.468
1971, 4, 10.17, 10.16, 12.99, 19.44, 16.07, 12.98, 2.352, 2.396, 2.423
1971, 5, 0.1937, 0.4298, 0.1655, 23, 19.59, 16.5, 2.332, 2.549, 2.603
1971, 6, 0.06271, 3.546, 5.989, 29.56, 25.79, 22.53, 2.062, 2.364, 2.452
1971, 7, 11.94, 75.15, 107.2, 33.93, 28.72, 25.14, 2.161, 1.979, 2.017
1971, 8, 101.3, 123.3, 158.7, 30.49, 25.36, 21.66, 1.734, 1.745, 1.771
1971, 9, 61.33, 62.35, 77.35, 28.54, 23.99, 20.61, 1.947, 2.07, 2.116
1971, 10, 49.79, 65.17, 91.63, 19.78, 16.16, 13.03, 2.83, 3.044, 3.121
1971, 11, 7.708, 19.38, 25.54, 15.17, 12.32, 9.443, 2.041, 2.221, 2.28
1971, 12, 32.09, 48.66, 67.49, 9.72, 7.136, 4.505, 2.023, 2.121, 2.162
1972, 1, 0.04191, 1.025, 0.5284, 11.25, 9.15, 6.568, 2.128, 1.994, 2.017
1972, 2, 0, 0, 0, 15.02, 11.79, 9.03, 2.059, 2.143, 2.194
1972, 3, 0.006021, 0.317, 0.6356, 20.79, 17.17, 14.11, 1.766, 2.022, 2.078
1972, 4, 0, 0.1672, 0.4061, 21.1, 17.77, 14.86, 1.856, 2.05, 2.113
1972, 5, 6.309, 8.07, 10.36, 25.06, 20.96, 17.71, 1.985, 2.158, 2.202
1972, 6, 35.17, 54.17, 63.58, 30.14, 25.52, 22.22, 1.646, 1.775, 1.814
1972, 7, 19.77, 65.19, 100.4, 33.62, 28.43, 24.84, 2.148, 2.16, 2.193
1972, 8, 48.86, 76.14, 92.06, 31.06, 26.25, 22.69, 1.575, 1.641, 1.691
1972, 9, 19.79, 52.7, 68.28, 28.41, 23.8, 20.43, 1.561, 1.718, 1.763
1972, 10, 139.1, 124.7, 157.4, 21.14, 17.92, 14.79, 1.45, 1.582, 1.608
1972, 11, 43.82, 36.99, 49.93, 13.1, 10.19, 7.304, 2.54, 2.652, 2.718
1972, 12, 37.33, 29.88, 34.87, 10.11, 8.072, 5.373, 2.817, 2.854, 2.906
1973, 1, 6.975, 15.62, 23.68, 9.737, 6.889, 4.041, 2.668, 2.756, 2.823
1973, 2, 66.59, 72.24, 98.85, 12.6, 9.437, 6.516, 2.403, 2.542, 2.594
1973, 3, 73.03, 83.75, 122.5, 12.31, 9.461, 6.428, 2.31, 2.619, 2.714
1973, 4, 2.34, 1.865, 2.15, 18.14, 14.27, 11.23, 2.927, 3.2, 3.289
1973, 5, 19.48, 18.14, 17.67, 25.79, 21.53, 18.43, 2.36, 2.494, 2.515
1973, 6, 8.147, 16.99, 23.51, 29.95, 25.86, 22.84, 2.792, 2.967, 3.024
1973, 7, 32.36, 81.87, 102.8, 32.34, 27.29, 23.81, 2.101, 2.114, 2.166
1973, 8, 8.797, 29.53, 37.72, 32.36, 27.35, 23.91, 1.67, 1.572, 1.599
1973, 9, 0.2716, 4.772, 11.38, 28.69, 24.99, 21.81, 1.852, 1.947, 1.982
1973, 10, 0, 0, 0, 23.42, 19.91, 16.84, 1.788, 1.989, 2.037
1973, 11, 27.38, 20.55, 23.07, 15.92, 13.52, 10.64, 2.098, 2.192, 2.191
1973, 12, 0.1582, 0.2928, 0.08137, 12.51, 10.05, 7.326, 2.132, 2.316, 2.345
1974, 1, 31.25, 43.83, 55.74, 11.41, 9.04, 6.173, 2.256, 2.221, 2.245
1974, 2, 1.518, 2.106, 1.956, 12.88, 9.666, 6.711, 2.16, 2.319, 2.382
1974, 3, 34.88, 22.87, 23.79, 17, 14.27, 11.4, 2.341, 2.521, 2.561
1974, 4, 1.885, 2.55, 1.719, 20.41, 17.19, 14.18, 2.769, 2.893, 2.936
1974, 5, 0.1003, 0.8157, 1.204, 25.83, 22.29, 19.09, 2.657, 2.778, 2.827
1974, 6, 0.01791, 1.971, 2.976, 32.61, 28.69, 25.54, 2.747, 2.707, 2.747
1974, 7, 48.75, 145, 189.6, 31.79, 26.72, 23.13, 2.082, 1.993, 2.036
1974, 8, 38.95, 66.47, 84.22, 31.1, 26.01, 22.52, 1.801, 1.701, 1.731
1974, 9, 40.18, 65.03, 91.72, 28.64, 23.39, 20.02, 2.146, 2.132, 2.139
1974, 10, 69.9, 75.03, 95.41, 23.12, 18.34, 14.96, 2.032, 2.194, 2.244
1974, 11, 4.493, 7.815, 12.03, 15.65, 12.41, 9.521, 1.671, 1.76, 1.8
1974, 12, 13.63, 10.71, 12.14, 9.543, 7.065, 4.22, 1.77, 1.807, 1.82
1975, 1, 5.564, 20.32, 28.88, 10.93, 8.666, 5.927, 2.338, 2.319, 2.334
1975, 2, 27.8, 12.93, 10.05, 12.13, 9.364, 6.345, 1.986, 2.102, 2.134
1975, 3, 42.64, 42.35, 56.91, 14.73, 11.81, 8.767, 2.735, 2.915, 2.961
1975, 4, 27.97, 22.81, 31.01, 16.53, 13.68, 10.67, 2.724, 2.926, 2.975
1975, 5, 0.03999, 0.1187, 0.04772, 23.19, 19.71, 16.58, 2.482, 2.546, 2.59
1975, 6, 0.1519, 0.3466, 0.3565, 29.22, 25.56, 22.4, 2.385, 2.593, 2.653
1975, 7, 35.95, 96.15, 136.9, 32.27, 26.76, 23.17, 2.277, 2.304, 2.367
1975, 8, 13.8, 27.14, 31.12, 31.84, 27.3, 23.86, 1.81, 1.888, 1.943
1975, 9, 24.3, 68.47, 106.8, 28.9, 23.66, 20.26, 2.285, 2.409, 2.439
1975, 10, 9.251, 3.827, 4.054, 22.54, 18.94, 15.81, 2.058, 2.214, 2.259
1975, 11, 34.7, 26.62, 36.86, 16.1, 13.05, 10.06, 2.421, 2.51, 2.57
1975, 12, 27.53, 19.12, 20.2, 12.06, 9.213, 6.285, 2.441, 2.406, 2.433
1976, 1, 2.209, 8.011, 10.84, 12.09, 8.638, 5.711, 2.456, 2.434, 2.48
1976, 2, 25.11, 40.72, 59.9, 15.1, 11.96, 8.901, 2.457, 2.523, 2.575
1976, 3, 11.12, 10.85, 15.59, 15.38, 12.61, 9.562, 2.584, 2.743, 2.787
1976, 4, 30.45, 31.04, 38.35, 19.3, 16.15, 13.12, 2.509, 2.644, 2.691
1976, 5, 15.38, 15.57, 13.88, 25.75, 21.23, 17.98, 2.257, 2.41, 2.472
1976, 6, 1.569, 7.516, 8.652, 30.22, 26.13, 23.02, 2.067, 2.161, 2.217
1976, 7, 25.98, 102.1, 134.4, 31.88, 26.23, 22.72, 2.084, 2.105, 2.14
1976, 8, 21.09, 41.12, 46.53, 31.36, 26.46, 23.16, 1.742, 1.806, 1.859
1976, 9, 58, 65.39, 76.91, 27.23, 22.82, 19.55, 1.531, 1.71, 1.739
1976, 10, 22.08, 25.07, 29.33, 21.39, 16.77, 13.66, 2.218, 2.379, 2.458
1976, 11, 14.95, 14.06, 24.71, 16.76, 12.13, 9.131, 3.016, 3.271, 3.387
1976, 12, 16.92, 16.36, 19.05, 12.16, 8.376, 5.551, 3.183, 3.221, 3.296
1977, 1, 34.75, 47.45, 65.98, 11.18, 8.043, 5.098, 2.451, 2.319, 2.341
1977, 2, 1.916, 2.259, 2.494, 14.91, 11.54, 8.565, 2.897, 2.92, 2.98
1977, 3, 19.69, 20.81, 24.73, 14.56, 11.17, 8.078, 2.79, 2.986, 3.054
1977, 4, 5.586, 7.954, 11.25, 21.25, 17.24, 13.98, 2.154, 2.365, 2.414
1977, 5, 2.961, 1.688, 1.913, 23, 19.8, 16.68, 2.067, 2.282, 2.335
1977, 6, 3.895, 10, 11.36, 31.33, 26.72, 23.51, 2.093, 2.461, 2.551
1977, 7, 25.36, 76.71, 106.8, 33.31, 27.48, 23.95, 2.206, 2.192, 2.218
1977, 8, 35.71, 76.91, 100.3, 32.5, 27.18, 23.73, 1.991, 2.142, 2.215
1977, 9, 24.9, 58.07, 76.67, 29.23, 24.96, 21.68, 1.411, 1.586, 1.631
1977, 10, 33.06, 91.3, 153.6, 24.39, 19.91, 16.65, 1.769, 1.924, 1.974
1977, 11, 7.778, 11.99, 17.4, 17.53, 14.16, 11.15, 2.627, 2.768, 2.846
1977, 12, 26.12, 38.06, 52.66, 14.3, 11.47, 8.66, 2.012, 2.136, 2.195
