# Created by WEAP: 9/4/2020 10:28:31 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_N_Upper American (55,219 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (4,299 ha),  1000 - 2000 m (46,173 ha),  2000 - 3000 m (4,747 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 527.6, 621.3, 638, 6.17, 3.155, -0.03789, 3.398, 3.323, 3.256
1970, 2, 118.6, 129.4, 126.9, 9.208, 5.75, 1.683, 2.007, 1.988, 1.973
1970, 3, 119.7, 124.9, 103.5, 9.299, 5.781, 1.867, 2.261, 2.241, 2.23
1970, 4, 47.67, 72.84, 110.8, 9.23, 5.673, 1.921, 2.427, 2.411, 2.404
1970, 5, 2.882, 4.983, 8.004, 17.33, 13.77, 9.62, 2.424, 2.44, 2.461
1970, 6, 37.16, 56.32, 94.69, 20.61, 17.08, 13.23, 2.36, 2.295, 2.235
1970, 7, 0, 0.04378, 0.4737, 25.96, 22.35, 18.34, 2.288, 2.262, 2.239
1970, 8, 0, 0, 0, 25.05, 21.75, 18.33, 2.05, 2.036, 2.026
1970, 9, 0.04549, 1.265, 4.172, 21.18, 17.21, 12.37, 1.972, 1.977, 1.988
1970, 10, 64.36, 67.84, 59.98, 15.51, 11.69, 7.352, 1.864, 1.9, 1.941
1970, 11, 355.1, 378.3, 346.9, 9.704, 6.691, 3.712, 2.7, 2.691, 2.69
1970, 12, 368.3, 404.6, 377.9, 3.372, 0.1903, -3.36, 3.013, 3.035, 3.06
1971, 1, 113.5, 139.4, 144.6, 6.274, 2.747, -1.557, 2.696, 2.682, 2.672
1971, 2, 35.71, 45.12, 50.7, 7.737, 3.818, -0.6513, 2.204, 2.198, 2.198
1971, 3, 206.6, 245.1, 254.9, 7.805, 4.149, 0.3188, 2.255, 2.265, 2.285
1971, 4, 67.53, 87.08, 107.4, 10.18, 6.633, 3.212, 2.45, 2.463, 2.483
1971, 5, 57.83, 85.65, 119.9, 12.6, 9.554, 6.794, 2.564, 2.512, 2.469
1971, 6, 37.55, 45.36, 46.29, 18.72, 15.34, 11.88, 2.558, 2.518, 2.481
1971, 7, 0.2947, 1.507, 7.819, 25.26, 21.68, 17.82, 2.63, 2.559, 2.489
1971, 8, 2.064, 2.516, 6.804, 25.61, 22.13, 18.45, 2.238, 2.198, 2.159
1971, 9, 28.94, 28.43, 27.07, 21.07, 17.08, 12.54, 2.037, 2.053, 2.074
1971, 10, 26.88, 27.24, 30.93, 13.6, 9.946, 5.91, 1.929, 1.922, 1.921
1971, 11, 127.3, 156.4, 175.3, 8.791, 5.599, 2.136, 2.271, 2.287, 2.308
1971, 12, 306.7, 350.9, 349.4, 2.496, -0.6647, -4.046, 3.041, 3.04, 3.045
1972, 1, 91.64, 103.8, 107, 5.186, 1.541, -2.823, 2.782, 2.793, 2.806
1972, 2, 173.1, 177.6, 149.4, 8.115, 4.478, 0.3955, 2.214, 2.193, 2.179
1972, 3, 60.12, 67.96, 62.57, 12.29, 8.539, 4.674, 1.704, 1.704, 1.711
1972, 4, 127.7, 158.8, 178.5, 10.33, 7.254, 4.16, 2.612, 2.621, 2.639
1972, 5, 16.61, 22.36, 28.08, 16.91, 13.62, 9.995, 2.01, 1.994, 1.982
1972, 6, 15.27, 23.24, 36.93, 21.79, 18.26, 14.51, 2.272, 2.238, 2.207
1972, 7, 0, 0.08151, 0.3766, 25.32, 21.94, 18.4, 2.304, 2.267, 2.236
1972, 8, 0.1439, 0.8373, 3.236, 24.27, 20.95, 17.44, 2.229, 2.192, 2.159
1972, 9, 54.52, 58.26, 58.19, 19.19, 15.75, 12.08, 1.671, 1.664, 1.661
1972, 10, 55.34, 67.89, 82.01, 13.18, 10.15, 6.979, 1.905, 1.893, 1.886
1972, 11, 232.5, 237.1, 204.9, 7.362, 4.187, 0.9515, 2.419, 2.415, 2.413
1972, 12, 179.8, 204.6, 197.9, 3.108, 0.04585, -3.241, 2.793, 2.785, 2.782
1973, 1, 410.1, 441.4, 385.7, 3.75, 0.4548, -3.084, 2.954, 2.941, 2.933
