# Created by WEAP: 9/4/2020 10:28:17 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: OR_W_Lwr Santiam (74,749 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (47,927 ha),  1000 - 2000 m (26,822 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 604.6, 691.4, 2.31, 0.2556, 3.361, 3.373
1970, 2, 234.2, 239.5, 5.071, 3.191, 2.361, 2.344
1970, 3, 190.8, 194.6, 5.061, 3.236, 2.389, 2.364
1970, 4, 255.6, 263.3, 4.704, 3.009, 2.908, 2.91
1970, 5, 74.29, 71.12, 10.54, 9.449, 2.472, 2.442
1970, 6, 44.07, 52.18, 15.88, 15.06, 2.491, 2.445
1970, 7, 3.096, 2.74, 17.63, 17.05, 2.741, 2.675
1970, 8, 2.577, 3.867, 17.3, 16.76, 2.581, 2.53
1970, 9, 126.9, 124.5, 12, 10.59, 2.195, 2.182
1970, 10, 168.5, 189.2, 8.454, 6.99, 2.406, 2.395
1970, 11, 429.9, 465.7, 5.185, 3.317, 3.113, 3.115
1970, 12, 417.7, 419.9, 0.42, -1.605, 3.486, 3.496
1971, 1, 521.3, 562.4, 0.1414, -1.812, 3.154, 3.175
1971, 2, 303.6, 339.9, 2.204, 0.2806, 2.837, 2.844
1971, 3, 353.1, 382.2, 2.272, 0.2255, 3.161, 3.14
