# Created by WEAP: 2/19/2020 9:57:07 AM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: Columbia (3,603,734 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (559,128 ha),  1000 - 2000 m (2,417,079 ha),  2000 - 3000 m (627,132 ha),  3000 - 4000 m (395 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 0 to 1000 m, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, T_mean[C]:Elevation 3000 to 4000 m, Precip[mm/month]:Elevation 0 to 1000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 3000 to 4000 m, Wind[m/sec]:Elevation 0 to 1000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 3000 to 4000 m
1954, 6, 10.06, 7.947, 5.112, 3.669, 52.45, 54.97, 63.76, 72.71, 3.103, 3.188, 3.359, 3.488
1954, 7, 15.27, 13.2, 10.16, 8.335, 47.6, 44.97, 42.11, 43.53, 2.565, 2.645, 2.822, 2.921
1954, 8, 13.88, 11.72, 8.712, 6.988, 102, 113.7, 139.5, 156.5, 2.053, 2.049, 2.028, 2.013
1954, 9, 10.61, 8.554, 5.838, 4.247, 45.07, 48.14, 50.97, 48.25, 2.455, 2.515, 2.638, 2.737
1954, 10, 4.553, 2.563, 0.07149, -1.187, 28.91, 29.91, 34.5, 36.9, 2.693, 2.783, 2.948, 3.114
1954, 11, 2.348, 0.3618, -2.274, -3.468, 53.98, 50.74, 51.71, 44.38, 3.045, 3.158, 3.383, 3.594
1954, 12, -3.286, -5.192, -7.765, -9.145, 55.87, 53.23, 55.46, 52.13, 3.197, 3.367, 3.703, 4.018
1955, 1, -4.748, -6.81, -9.815, -11.36, 37.87, 36.69, 40.62, 38.85, 2.521, 2.676, 2.956, 3.259
1955, 2, -6.265, -8.537, -11.73, -13.2, 79.57, 81.72, 86.01, 75.07, 2.966, 3.068, 3.254, 3.427
1955, 3, -4.822, -7.328, -10.98, -13, 51.34, 53.6, 57.23, 56.91, 3.388, 3.486, 3.645, 3.804
1955, 4, 2.153, -0.0252, -2.954, -4.566, 74.07, 71.63, 75.24, 71.56, 2.88, 2.926, 2.982, 3.046
1955, 5, 6.649, 4.406, 1.251, -0.3553, 67.11, 70.01, 75.82, 81.34, 2.675, 2.748, 2.901, 3.027
1955, 6, 12.76, 10.58, 7.676, 6.182, 64.77, 59.88, 51.66, 39.62, 2.704, 2.742, 2.804, 2.866
1955, 7, 15.42, 13.35, 10.38, 8.702, 89.1, 87.54, 93.41, 85.9, 2.472, 2.532, 2.658, 2.733
1955, 8, 14.77, 12.59, 9.576, 7.796, 4.969, 10.75, 25.93, 46.43, 2.541, 2.544, 2.538, 2.537
1955, 9, 11.34, 9.212, 6.202, 4.351, 68.02, 66.32, 63.97, 53.63, 2.511, 2.567, 2.665, 2.774
1955, 10, 5.676, 3.757, 1.12, -0.2916, 89, 85.45, 87.93, 86.28, 3.528, 3.631, 3.809, 3.957
1955, 11, -6.552, -9.201, -13.27, -15.61, 102.5, 105.8, 119, 116.3, 3.418, 3.49, 3.634, 3.715
1955, 12, -7.848, -10.28, -13.85, -15.8, 127.9, 136.4, 165.5, 177.1, 2.872, 2.928, 3.021, 3.159
1956, 1, -5.05, -7.4, -10.68, -12.74, 90.69, 88.31, 92.12, 82.24, 2.732, 2.743, 2.75, 2.773
1956, 2, -7.358, -9.7, -13.1, -14.72, 81.14, 86.18, 105.2, 105.4, 3.407, 3.521, 3.71, 3.908
1956, 3, -1.431, -3.691, -6.842, -8.551, 77.72, 82.51, 96.64, 93.15, 3.506, 3.611, 3.806, 3.948
1956, 4, 4.581, 2.142, -1.431, -3.331, 24.54, 29.19, 41.14, 44.83, 2.676, 2.735, 2.834, 2.964
1956, 5, 10.51, 8.173, 4.967, 3.225, 28.78, 28.22, 19.97, 15.98, 2.491, 2.565, 2.707, 2.851
1956, 6, 11.19, 9.183, 6.417, 5.12, 62.9, 63.54, 73.01, 76.73, 3.455, 3.555, 3.754, 3.919
1956, 7, 16.74, 14.6, 11.65, 9.84, 33.76, 36, 42, 50.24, 2.351, 2.405, 2.526, 2.611
1956, 8, 15.89, 13.71, 10.83, 9.053, 26.12, 30.4, 33.86, 38.95, 2.648, 2.705, 2.826, 2.92
1956, 9, 11.95, 9.78, 6.773, 4.986, 24.76, 27.01, 31.84, 33.9, 3.022, 3.117, 3.316, 3.459
1956, 10, 5.148, 3.148, 0.4769, -0.9104, 60.74, 61.21, 67.87, 62.77, 3.603, 3.737, 4.024, 4.214
1956, 11, -3.333, -5.021, -7.158, -7.877, 24.3, 27.11, 36.74, 42.95, 2.854, 3.1, 3.598, 4.044
1956, 12, -4.754, -6.959, -10.22, -11.87, 94.88, 107.9, 148, 155.5, 4.306, 4.441, 4.671, 4.879
1957, 1, -12.31, -14.46, -17.33, -18.9, 65.81, 63.17, 60.37, 44.65, 2.556, 2.658, 2.86, 3.058
1957, 2, -6.525, -8.873, -12.19, -13.91, 135.6, 136.5, 147.6, 123.2, 3.843, 3.903, 4.007, 4.11
1957, 3, -0.8347, -3.118, -6.371, -8.171, 48.09, 45.44, 46.29, 36.24, 2.836, 2.898, 3.019, 3.135
1957, 4, 4.916, 2.438, -1.199, -3.321, 30.21, 32.19, 35.13, 41.71, 2.828, 2.884, 2.975, 3.06
1957, 5, 11.56, 9.348, 6.312, 4.646, 51.37, 47.23, 38.95, 38.94, 2.262, 2.291, 2.326, 2.382
1957, 6, 12.99, 10.73, 7.525, 5.735, 65.84, 69.78, 83.66, 93.72, 2.937, 3.012, 3.154, 3.247
1957, 7, 15.28, 13.15, 10.01, 8.178, 33.73, 37.02, 48.13, 51.42, 2.806, 2.871, 3.02, 3.1
1957, 8, 13.13, 10.87, 7.601, 5.821, 37.94, 42.93, 55.06, 56.04, 2.091, 2.15, 2.266, 2.369
1957, 9, 12.78, 10.72, 7.879, 6.325, 22.48, 22.09, 23.14, 22.81, 2.657, 2.765, 2.993, 3.179
1957, 10, 4.199, 2.101, -0.6128, -2.115, 75.01, 81.47, 96.83, 99.42, 2.447, 2.523, 2.698, 2.856
1957, 11, -1.008, -3.031, -5.745, -7.058, 38.24, 43.93, 64.58, 84.36, 2.981, 3.144, 3.444, 3.75
1957, 12, -2.421, -4.311, -6.893, -8.108, 87.9, 86, 88.73, 77.06, 4.124, 4.238, 4.44, 4.636
1958, 1, -2.505, -4.286, -6.476, -7.475, 81, 77.36, 76.49, 68.4, 3.217, 3.384, 3.685, 3.988
1958, 2, -0.9043, -3.494, -7.153, -9.393, 97.9, 95.45, 99.37, 78.61, 2.57, 2.591, 2.613, 2.668
1958, 3, 0.2695, -2.31, -5.989, -8.237, 46.68, 44.84, 43.11, 36.99, 2.618, 2.664, 2.744, 2.824
1958, 4, 4.399, 2.014, -1.412, -3.326, 71.63, 72.19, 77.24, 73.25, 3.019, 3.086, 3.19, 3.339
1958, 5, 12.98, 10.66, 7.35, 5.506, 30.29, 29.23, 27.77, 25.53, 2.87, 2.99, 3.24, 3.413
1958, 6, 14.79, 12.43, 9.071, 7.133, 115.3, 112.9, 115, 109.8, 2.744, 2.807, 2.938, 3.011
1958, 7, 17.33, 15.02, 11.72, 9.602, 37.59, 48.37, 72.99, 94.7, 2.8, 2.863, 2.992, 3.077
1958, 8, 18.51, 16.1, 12.63, 10.5, 19.5, 22.28, 27.38, 28.84, 3.421, 3.532, 3.757, 3.865
1958, 9, 11.83, 9.707, 6.592, 4.819, 46.39, 49.13, 60.09, 64.29, 3.682, 3.828, 4.134, 4.355
1958, 10, 6.072, 4.324, 2.175, 1.274, 40.69, 38.67, 38.4, 29.97, 3.382, 3.561, 3.929, 4.235
1958, 11, -2.765, -5.115, -8.496, -10.11, 145.3, 148.4, 161.5, 159.6, 3.58, 3.69, 3.864, 4.067
1958, 12, -4.199, -6.304, -9.119, -10.6, 85.21, 84.02, 88.27, 77.31, 3.422, 3.566, 3.836, 4.069
1959, 1, -5.406, -7.684, -11, -12.98, 133.1, 123.8, 114.6, 91.64, 3.17, 3.189, 3.221, 3.282
1959, 2, -5.723, -8.056, -11.24, -12.61, 57.95, 59.52, 63.69, 50.74, 3.264, 3.303, 3.361, 3.474
1959, 3, 0.7546, -1.531, -4.687, -6.547, 41.22, 40.85, 43.57, 39.02, 3.859, 3.984, 4.217, 4.443
1959, 4, 5.134, 2.562, -1.3, -3.451, 39.75, 47.46, 62.05, 69.19, 2.898, 2.951, 3.028, 3.168
1959, 5, 6.699, 4.569, 1.707, 0.2962, 96.73, 93.95, 93.18, 83.34, 3.007, 2.996, 2.947, 2.986
1959, 6, 12.24, 9.993, 6.822, 5.073, 64.74, 73.25, 99.6, 124.4, 2.772, 2.816, 2.91, 2.947
1959, 7, 16.48, 14.31, 11.26, 9.466, 14.12, 19.86, 35.77, 51.34, 2.709, 2.769, 2.905, 2.99
1959, 8, 13.39, 11.15, 7.915, 6.013, 50.57, 57.91, 75.74, 87.11, 3.074, 3.113, 3.182, 3.202
1959, 9, 9.85, 7.795, 4.945, 3.545, 116.7, 112.9, 104.3, 85.7, 3.089, 3.189, 3.393, 3.575
1959, 10, 5.053, 3.026, 0.247, -1.109, 70.36, 70.57, 72.75, 65.37, 3.096, 3.181, 3.328, 3.481
1959, 11, -5.323, -7.438, -10.26, -11.47, 136.9, 133.6, 128.3, 106.5, 3.306, 3.478, 3.795, 4.141
1959, 12, -4.351, -6.159, -8.573, -9.463, 65.71, 66.46, 75.26, 70.27, 3.025, 3.181, 3.488, 3.823
1960, 1, -8.315, -10.3, -12.94, -13.99, 53.26, 50.33, 51.48, 43.08, 2.701, 2.827, 3.068, 3.356
1960, 2, -4.507, -6.706, -9.659, -10.9, 63.58, 65.11, 70.38, 63.09, 3.088, 3.142, 3.233, 3.373
1960, 3, -0.3694, -2.695, -6.008, -7.838, 81.52, 76.17, 68.66, 43.29, 3.223, 3.256, 3.296, 3.347
1960, 4, 4.15, 1.881, -1.245, -2.818, 55.29, 55.85, 57.62, 62.06, 3.368, 3.423, 3.509, 3.626
1960, 5, 8.021, 5.782, 2.426, 0.6563, 76.66, 74.37, 76.75, 71.68, 3.043, 3.141, 3.347, 3.496
1960, 6, 12.94, 10.67, 7.304, 5.402, 23.58, 30.77, 50.88, 68.25, 3.332, 3.406, 3.556, 3.661
1960, 7, 18.41, 16.24, 13.14, 11.34, 7.721, 9.745, 14.17, 17.43, 2.46, 2.508, 2.624, 2.688
1960, 8, 15.42, 13.18, 10.09, 8.154, 82.14, 84.53, 90.02, 89.34, 3.04, 3.094, 3.198, 3.285
1960, 9, 10.81, 8.817, 5.975, 4.646, 24.1, 26.64, 35.76, 44.18, 2.617, 2.719, 2.938, 3.144
1960, 10, 5.998, 4.236, 2.187, 1.223, 42.24, 41.22, 47.32, 46.26, 3.443, 3.577, 3.841, 4.066
1960, 11, -2.259, -4.37, -7.352, -8.726, 172.1, 156.6, 139.9, 104.9, 3.159, 3.227, 3.311, 3.466
1960, 12, -5.601, -7.542, -10.13, -11.22, 36.74, 39.49, 48.14, 48.42, 2.502, 2.664, 2.966, 3.321
1961, 1, -3.726, -5.522, -7.801, -8.865, 70.27, 71.23, 79.37, 77.51, 3.226, 3.391, 3.704, 4.019
1961, 2, -0.8537, -3.03, -6.125, -7.558, 134.8, 138.6, 155.8, 155.9, 3.591, 3.676, 3.815, 3.947
1961, 3, 1.258, -1.06, -4.489, -6.427, 53.2, 52.29, 54.45, 37.98, 2.74, 2.791, 2.883, 2.99
1961, 4, 3.712, 1.299, -2.093, -3.988, 65.96, 65.53, 61.97, 55.95, 3.171, 3.248, 3.38, 3.515
1961, 5, 9.308, 7.183, 4.175, 2.675, 104.6, 99.14, 89.44, 77.72, 2.557, 2.565, 2.56, 2.565
1961, 6, 15.33, 13.27, 10.56, 9.123, 36.2, 35.2, 34.76, 38.73, 2.651, 2.746, 2.959, 3.109
1961, 7, 17.38, 15, 11.5, 9.444, 50.87, 62.83, 91.57, 113.2, 2.295, 2.331, 2.404, 2.475
1961, 8, 17.64, 15.36, 11.98, 10.13, 36.3, 41.14, 55.69, 60.97, 2.23, 2.292, 2.433, 2.541
1961, 9, 9.199, 6.977, 3.883, 2.194, 60.92, 63.56, 65.6, 64.53, 3.032, 3.115, 3.288, 3.466
1961, 10, 4.085, 2.131, -0.5435, -1.737, 79.21, 89.95, 118.8, 134.7, 3.437, 3.588, 3.896, 4.137
1961, 11, -3.99, -6.156, -9.26, -10.82, 63.9, 67.66, 82.92, 90.34, 3.144, 3.279, 3.547, 3.812
1961, 12, -6.447, -8.682, -11.77, -13.41, 107.9, 108.1, 114.3, 105.9, 3.684, 3.777, 3.92, 4.088
1962, 1, -8.014, -9.905, -12.37, -13.54, 47.89, 56.86, 83.66, 102.8, 3.608, 3.758, 4.048, 4.354
1962, 2, -3.63, -6.062, -9.518, -11.3, 42.33, 45.18, 53.5, 55.75, 2.757, 2.759, 2.74, 2.792
1962, 3, -1.484, -3.857, -7.158, -8.991, 64.63, 64.1, 67.71, 56.92, 2.44, 2.486, 2.562, 2.674
1962, 4, 6.039, 3.609, -0.01217, -1.942, 37.34, 39.03, 44.93, 46.83, 2.951, 3.022, 3.14, 3.286
1962, 5, 7.749, 5.566, 2.486, 0.8844, 82.46, 78.26, 72.21, 67.43, 2.385, 2.398, 2.39, 2.412
1962, 6, 12.16, 10, 7.044, 5.469, 23.3, 22.97, 24.58, 25.01, 2.75, 2.794, 2.873, 2.939
1962, 7, 15.05, 12.85, 9.736, 7.849, 26.49, 37.05, 63.62, 83.4, 2.488, 2.491, 2.49, 2.49
1962, 8, 14.37, 12.07, 8.642, 6.738, 43.84, 49.28, 64.57, 72.92, 2.935, 3.006, 3.154, 3.261
1962, 9, 11.87, 9.726, 6.707, 5.081, 48.11, 43.91, 41.49, 36.36, 2.661, 2.738, 2.879, 3.013
1962, 10, 5.747, 3.974, 1.873, 1.004, 54.28, 51.8, 48.82, 41.11, 2.836, 2.957, 3.196, 3.413
1962, 11, 0.9147, -1.08, -3.824, -5.024, 115.4, 113, 123.3, 122.2, 3.439, 3.564, 3.81, 4.01
1962, 12, -2.063, -4.098, -7.066, -8.545, 78.13, 77.73, 82.93, 71.39, 3.215, 3.372, 3.671, 3.951
1963, 1, -10.31, -12.48, -15.36, -16.66, 55.17, 58.5, 68.51, 64, 3.436, 3.608, 3.954, 4.305
1963, 2, -0.3196, -2.196, -4.639, -5.609, 66.88, 63.84, 62.09, 45.8, 3.041, 3.148, 3.329, 3.521
1963, 3, 1.786, -0.4633, -3.678, -5.551, 54.11, 55.66, 64.53, 65.49, 2.936, 3.069, 3.331, 3.569
1963, 4, 5.061, 2.763, -0.5122, -2.295, 52.25, 53.14, 57.56, 62.16, 2.592, 2.595, 2.556, 2.57
1963, 5, 8.758, 6.437, 3.217, 1.522, 53.21, 50.85, 50.36, 43.99, 2.509, 2.515, 2.497, 2.518
1963, 6, 12.58, 10.37, 7.225, 5.599, 116, 125.1, 144.4, 158.8, 2.619, 2.58, 2.461, 2.411
1963, 7, 15.04, 12.77, 9.513, 7.662, 38.61, 51.05, 85.43, 114.5, 2.605, 2.63, 2.666, 2.712
1963, 8, 16.08, 13.84, 10.59, 8.842, 23.62, 27.3, 36.8, 44.9, 1.953, 1.97, 1.996, 2.026
1963, 9, 14.39, 12.42, 9.769, 8.435, 52.87, 50.93, 49.7, 37, 2.001, 2.055, 2.175, 2.288
1963, 10, 7.635, 5.705, 3.198, 2.039, 49.66, 54.48, 68.72, 67.67, 2.891, 2.983, 3.196, 3.349
1963, 11, -0.7631, -2.983, -6.253, -7.973, 110.6, 107.4, 114.5, 112.7, 3.566, 3.635, 3.74, 3.848
