# Created by WEAP: 4/13/2020 6:09:56 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: Clark Fork (4,886,696 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (857,872 ha),  1000 - 2000 m (3,367,302 ha),  2000 - 3000 m (661,149 ha),  3000 - 4000 m (373 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 143.5, 173.5, 214.2, 88.71, -4.324, -6.62, -8.686, -9.854, 2.854, 3.178, 3.388, 3.427
1970, 2, 75.69, 66.27, 66.8, 43.77, 0.1708, -1.738, -3.9, -5.415, 2.578, 2.81, 2.909, 2.879
1970, 3, 51.09, 69.85, 100.8, 135.4, 1.763, -1.35, -4.425, -7.364, 2.418, 2.491, 2.492, 2.452
1970, 4, 51.41, 65.32, 73.43, 105.2, 4.925, 1.786, -1.374, -4.37, 3.019, 3.093, 3.06, 2.979
1970, 5, 39.94, 57.34, 87.05, 99.64, 12.46, 9.743, 6.828, 4.613, 1.824, 1.891, 1.907, 1.891
1970, 6, 60.71, 84.14, 131.1, 173.8, 17.72, 15.21, 12.4, 10.44, 2.211, 2.145, 2.025, 1.944
1970, 7, 36.07, 55.92, 72, 64.77, 20.64, 18.1, 15.31, 13.64, 2.063, 1.89, 1.656, 1.556
1970, 8, 14.16, 12.12, 9.639, 17.98, 19.94, 17.78, 15.32, 14.04, 1.758, 1.739, 1.654, 1.621
1970, 9, 43.65, 44.89, 66.41, 65.37, 11.51, 8.82, 6.231, 4.116, 2.653, 2.696, 2.603, 2.53
1970, 10, 57.17, 50.59, 56.81, 61.93, 6.093, 3.687, 1.085, -0.7349, 2.312, 2.48, 2.53, 2.488
1970, 11, 67.18, 87.99, 101.3, 67.96, 0.6184, -1.545, -3.772, -5.427, 3.059, 3.116, 3.165, 3.147
1970, 12, 103.3, 98.81, 92.73, 49.1, -3.493, -6.384, -8.979, -10.76, 3.17, 3.345, 3.396, 3.35
1971, 1, 118.9, 177.9, 227.9, 118.9, -2.963, -5.623, -8.095, -9.498, 3.835, 3.944, 3.949, 3.898
1971, 2, 60.85, 73.39, 98.81, 73.1, -0.7114, -3.118, -5.706, -8.034, 2.679, 2.887, 2.947, 2.913
1971, 3, 67.02, 76.91, 73.44, 57.71, 1.053, -1.417, -4.087, -6.989, 3.017, 3.088, 3.056, 2.999
1971, 4, 53.7, 70.87, 119.2, 138.7, 7.196, 4.62, 1.644, -1.354, 2.238, 2.359, 2.397, 2.357
1971, 5, 52.46, 68.69, 99, 95.06, 12.93, 10.21, 7.101, 4.63, 2.208, 2.269, 2.288, 2.248
1971, 6, 86.81, 69.83, 56.13, 58.22, 14.38, 12.15, 9.626, 7.57, 1.888, 1.869, 1.799, 1.725
1971, 7, 27.07, 21.3, 10.43, 7.366, 19.22, 16.77, 14.1, 12.55, 1.816, 1.796, 1.714, 1.639
1971, 8, 30.26, 35, 43.65, 74.04, 21.56, 19.45, 16.88, 15.81, 1.921, 1.708, 1.499, 1.397
1971, 9, 37.8, 33.13, 38.19, 59.47, 11.57, 9.101, 6.465, 4.46, 2.377, 2.378, 2.326, 2.289
1971, 10, 41.7, 36.81, 28.99, 32.52, 6.284, 3.928, 1.385, -0.4314, 2.55, 2.69, 2.685, 2.648
1971, 11, 59.34, 68.47, 89.18, 82.83, 1.114, -1.248, -3.627, -5.362, 2.604, 2.814, 2.882, 2.861
1971, 12, 110, 126, 143.4, 105.5, -4.497, -7.798, -10.41, -12.03, 3.037, 3.378, 3.552, 3.55
1972, 1, 104.9, 163.8, 212.9, 98.59, -5.936, -8.397, -10.79, -12.37, 4.228, 4.377, 4.394, 4.339
1972, 2, 95.32, 148.7, 223.6, 242.2, -1.375, -3.861, -6.288, -8.107, 3.451, 3.628, 3.66, 3.638
1972, 3, 63.62, 97.76, 132.3, 117.9, 4.317, 2.045, -0.3082, -2.815, 2.821, 3.041, 3.099, 3.116
1972, 4, 52.47, 61.47, 73.83, 87.24, 5.408, 3.052, 0.4395, -2.422, 2.721, 2.78, 2.802, 2.773
1972, 5, 41.23, 41.58, 53.05, 63.03, 12.82, 9.71, 6.467, 3.747, 2.114, 2.048, 1.94, 1.892
1972, 6, 60.53, 52.62, 53.8, 70.56, 15.93, 14.06, 11.78, 9.555, 2.057, 2.018, 1.91, 1.872
1972, 7, 35.8, 34.38, 27.36, 25.49, 18.25, 15.93, 13.41, 11.21, 2.288, 2.191, 2.062, 1.987
1972, 8, 24.85, 27.35, 33.66, 52.71, 20.56, 18.01, 15.12, 13.19, 1.545, 1.479, 1.394, 1.338
1972, 9, 46, 54.48, 60.84, 77.25, 12.05, 9.698, 7.102, 4.94, 2.635, 2.688, 2.621, 2.604
1972, 10, 26.18, 35.92, 39, 33.13, 6.567, 4.16, 1.838, 0.1298, 1.931, 1.999, 1.976, 1.935
1972, 11, 46.67, 41.4, 49.87, 34.86, 1.587, -1.386, -4.268, -6.165, 2.388, 2.504, 2.513, 2.461
1972, 12, 102.6, 108.1, 131.1, 55.82, -5.404, -8.95, -12.2, -14.03, 3.319, 3.383, 3.343, 3.227
1973, 1, 68.38, 59.34, 57.84, 48.2, -4.903, -7.669, -10.08, -11.83, 3.188, 3.137, 3.052, 2.896
1973, 2, 24.44, 24.36, 36.51, 61.47, -0.3914, -3.452, -6.544, -8.767, 2.243, 2.338, 2.373, 2.29
1973, 3, 30.29, 35.9, 59.94, 78.83, 3.93, 1.3, -1.625, -4.708, 2.147, 2.264, 2.306, 2.23
