# Created by WEAP: 4/13/2020 6:09:59 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: Upr NF Clearwater (1,431,584 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (288,350 ha),  1000 - 2000 m (979,692 ha),  2000 - 3000 m (163,543 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 162.7, 223.1, 305.9, -1.775, -5.449, -7.948, 3.337, 3.308, 3.295
1970, 2, 57.1, 82.13, 92.46, 2.964, -1.179, -3.571, 2.768, 2.726, 2.694
1970, 3, 79.19, 114.7, 131.1, 3.148, -1.083, -3.458, 2.257, 2.272, 2.284
1970, 4, 90.58, 130.3, 129.4, 5.005, 0.7978, -1.379, 2.672, 2.71, 2.728
1970, 5, 51.69, 74.7, 92.7, 12.67, 8.512, 6.448, 1.708, 1.733, 1.745
1970, 6, 84.17, 112.3, 138.8, 18.5, 14.57, 12.34, 1.878, 1.858, 1.836
1970, 7, 36.71, 48.5, 66.57, 21.46, 17.45, 15.29, 1.397, 1.38, 1.354
1970, 8, 1.516, 2.759, 4.361, 21.3, 17.12, 15.1, 1.476, 1.466, 1.452
1970, 9, 96.32, 117.1, 127.6, 11.78, 8.042, 6.085, 2.208, 2.236, 2.242
1970, 10, 60.65, 76.09, 82.38, 7.571, 3.622, 1.191, 2.303, 2.297, 2.296
1970, 11, 92.38, 137.6, 164.3, 2.439, -1.219, -3.575, 3.246, 3.172, 3.125
1970, 12, 64.14, 117.6, 156, -2.477, -6.683, -9.102, 3.229, 3.203, 3.183
1971, 1, 130.8, 246.2, 340.9, -1.092, -5.452, -7.925, 3.749, 3.734, 3.723
1971, 2, 60.84, 117.1, 162.2, 0.8398, -3.661, -6.041, 2.708, 2.691, 2.68
1971, 3, 66.64, 109.1, 130.3, 2.27, -2.118, -4.278, 2.718, 2.741, 2.754
1971, 4, 80.92, 109, 157.7, 7.374, 3.073, 1.11, 2.275, 2.244, 2.223
1971, 5, 94.2, 111.3, 133.3, 13.54, 9.291, 6.983, 2.444, 2.338, 2.269
1971, 6, 109, 103.8, 88.06, 14.78, 11.17, 9.338, 1.449, 1.508, 1.542
1971, 7, 21.03, 18.61, 14.15, 20.42, 16.28, 14.09, 1.625, 1.605, 1.583
1971, 8, 17.1, 20.46, 25.42, 22.75, 18.67, 16.49, 1.46, 1.437, 1.412
1971, 9, 54.24, 47.55, 44.1, 12.3, 8.407, 6.395, 2.005, 2.061, 2.098
1971, 10, 45.39, 54.04, 50.83, 6.99, 3.451, 1.426, 2.25, 2.288, 2.309
1971, 11, 94.32, 120.1, 148, 1.407, -2.258, -4.136, 2.461, 2.505, 2.535
1971, 12, 100.9, 161.6, 222.7, -2.443, -6.631, -9.383, 3.364, 3.354, 3.349
1972, 1, 102.7, 217.1, 324, -3.272, -7.455, -9.987, 4.121, 4.123, 4.118
1972, 2, 150.7, 246.7, 339, 0.1152, -3.999, -6.293, 3.351, 3.357, 3.353
1972, 3, 117.1, 171.5, 216.5, 5.484, 0.9312, -1.005, 2.584, 2.649, 2.688
1972, 4, 94.94, 127.9, 134.8, 5.804, 1.818, -0.03722, 2.543, 2.591, 2.627
1972, 5, 82.2, 67.82, 63.96, 13.67, 9.165, 6.74, 1.693, 1.674, 1.664
1972, 6, 45.36, 62.78, 67.14, 17.11, 13.46, 11.56, 1.561, 1.595, 1.612
1972, 7, 21.89, 34.47, 31.75, 19.95, 15.93, 13.68, 1.937, 1.936, 1.925
