# Created by WEAP: 9/4/2020 10:29:42 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_SCE_CEN_CoastalNLA (82,346 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (82,328 ha),  1000 - 2000 m (18 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 46.2, 46.2, 12.38, 10.16, 3.033, 2.842
1970, 2, 93.16, 166.6, 14.59, 12.45, 2.639, 2.521
1970, 3, 128.7, 154.4, 14.67, 12.64, 3.658, 3.423
1970, 4, 0, 0, 14.84, 13.34, 4.722, 4.375
1970, 5, 0, 0, 18.23, 17.68, 3.731, 3.479
1970, 6, 0.1073, 3.873, 19.86, 20.22, 3.661, 3.4
1970, 7, 0.008808, 0, 22.51, 24.45, 2.679, 2.47
1970, 8, 0, 0, 22.65, 24.64, 2.724, 2.434
1970, 9, 0, 0, 21.35, 21.55, 2.828, 2.652
1970, 10, 0.2609, 2.719, 18.27, 17.18, 2.691, 2.566
1970, 11, 158.5, 241.3, 15.22, 14, 2.931, 2.775
1970, 12, 119.9, 152.4, 11.54, 9.228, 2.656, 2.511
1971, 1, 19.44, 42.14, 12.9, 10.95, 2.942, 2.825
1971, 2, 20.11, 40.43, 13.18, 11.18, 3.786, 3.48
1971, 3, 16.7, 32.26, 14.13, 12.78, 3.861, 3.627
1971, 4, 18.62, 32.14, 15.05, 13.2, 4.658, 4.343
1971, 5, 8.541, 19.61, 16.27, 14.75, 4.127, 3.845
1971, 6, 0.05102, 1.473, 19.33, 18.85, 3.774, 3.466
1971, 7, 9.768E-5, 0.2264, 22.92, 23.61, 2.98, 2.713
1971, 8, 0, 0, 25.05, 25.14, 2.915, 2.644
1971, 9, 2.777, 12.55, 22.47, 22.16, 2.704, 2.431
1971, 10, 3.857, 18.59, 18.25, 16.64, 2.969, 2.722
1971, 11, 9.947, 16.36, 14.13, 12.58, 2.904, 2.726
1971, 12, 161.4, 264.8, 9.837, 7.316, 3.693, 3.459
1972, 1, 1.237, 0, 11.95, 10.12, 3.346, 3.179
1972, 2, 3.475, 7.987, 14.35, 13.03, 2.769, 2.604
1972, 3, 0.05674, 0, 16.64, 15.95, 3.658, 3.364
1972, 4, 0.6432, 0.1413, 16.3, 15.16, 3.821, 3.577
1972, 5, 2.208, 2.369, 18.18, 17.27, 3.274, 3.054
1972, 6, 0.3704, 2.248, 20.87, 20.55, 3.095, 2.83
1972, 7, 0, 0, 23.45, 24.33, 2.902, 2.732
1972, 8, 0.108, 1.343, 23.53, 23.53, 2.952, 2.671
1972, 9, 0.1469, 0, 21.08, 20.55, 2.335, 2.082
1972, 10, 3.628, 0.8914, 17.83, 15.91, 2.343, 2.146
1972, 11, 85.53, 105.6, 14.46, 12.1, 2.944, 2.766
1972, 12, 21.4, 31.93, 12, 9.504, 3.362, 3.186
1973, 1, 100.4, 138.1, 11.21, 8.609, 3.528, 3.353
1973, 2, 192.8, 342.7, 13.24, 10.65, 3.196, 3.011
1973, 3, 80.75, 129.8, 12.06, 9.315, 4.017, 3.688
1973, 4, 0.1685, 0, 15.97, 14.23, 4.363, 4.124
1973, 5, 0.5235, 0.151, 17.97, 17.62, 3.316, 3.08
1973, 6, 0.001805, 0, 21.27, 21.79, 3.41, 3.169
1973, 7, 0, 0, 21.72, 22.44, 3.478, 3.229
1973, 8, 0.002686, 0, 22.15, 22.95, 2.999, 2.715
1973, 9, 0.006178, 0, 20.11, 19.38, 3.318, 3.057
1973, 10, 3.905, 11.6, 19.31, 18.35, 2.391, 2.202
1973, 11, 51.05, 70.47, 13.6, 11.47, 3.726, 3.527
