# Created by WEAP: 3/19/2020 3:28:52 PM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: Middle Wind (3,078,814 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (2,075,869 ha),  2000 - 3000 m (821,427 ha),  3000 - 4000 m (181,518 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, T_mean[C]:Elevation 3000 to 4000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 3000 to 4000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 3000 to 4000 m
1958, 9, 14.92, 10.11, 7.28, 4.446, 12.07, 17.1, 3.408, 3.332, 3.266
1958, 10, 9.774, 5.734, 3.288, 3.392, 7.849, 10.37, 3.956, 3.79, 3.632
1958, 11, 1.43, -2.304, -4.598, 16.97, 29.19, 35.8, 4.894, 4.643, 4.393
1958, 12, -1.991, -5.038, -6.543, 9.509, 19.8, 23.71, 4.5, 4.245, 3.998
1959, 1, -4.19, -7.692, -9.281, 6.887, 15.25, 20.79, 4.471, 4.261, 4.07
1959, 2, -5.792, -9.614, -10.96, 12.39, 21.83, 26.66, 3.905, 3.735, 3.577
1959, 3, 1.909, -2.995, -5.96, 8.714, 16.88, 20.14, 4.63, 4.38, 4.139
1959, 4, 5.328, 0.9365, -1.47, 41.45, 33.66, 30.48, 3.834, 3.703, 3.577
1959, 5, 9.383, 4.836, 2.27, 30.17, 39.65, 42.72, 3.277, 3.179, 3.092
1959, 6, 18.44, 13.26, 10.25, 27.36, 37.2, 41.04, 2.698, 2.632, 2.565
1959, 7, 20.36, 15.69, 13, 5.829, 11.05, 10.68, 2.534, 2.446, 2.361
1959, 8, 20.2, 15.36, 12.6, 9.164, 16.78, 19.86, 2.661, 2.638, 2.614
1959, 9, 13.62, 9.013, 6.334, 22.34, 25.47, 26.84, 3.381, 3.267, 3.148
1959, 10, 7.446, 3.081, 0.7724, 24.6, 27.73, 31.52, 3.935, 3.798, 3.66
1959, 11, -1.858, -5.165, -6.917, 23.29, 29.95, 32.45, 5.08, 4.844, 4.627
1959, 12, -0.6454, -3.875, -6.156, 3.493, 9.224, 12.56, 4.434, 4.09, 3.745
1960, 1, -3.91, -7.514, -9.376, 6.026, 14.08, 18.85, 4.103, 3.849, 3.598
1960, 2, -4.682, -9.144, -11.5, 8.228, 18.36, 24.35, 3.819, 3.655, 3.511
1960, 3, 1.264, -3.316, -5.626, 5.513, 14.82, 20.29, 3.925, 3.768, 3.62
1960, 4, 6.54, 2.048, -0.4094, 18.59, 27.57, 32.64, 4.016, 3.855, 3.713
1960, 5, 11.85, 7.423, 4.787, 16.42, 24.38, 29.47, 3.21, 3.109, 3.017
1960, 6, 17, 12.45, 9.845, 28.86, 38.72, 41.97, 3.156, 3.077, 3.003
1960, 7, 21.97, 16.71, 13.54, 5.48, 8.236, 7.407, 2.392, 2.316, 2.244
1960, 8, 18.92, 14.12, 11.29, 35.05, 47.5, 47.81, 3.003, 2.946, 2.896
1960, 9, 15, 10.57, 7.933, 11.35, 14.77, 13.26, 3.038, 2.959, 2.875
1960, 10, 9.664, 5.2, 2.619, 22.6, 20.1, 20.33, 3.847, 3.69, 3.541
1960, 11, 1.386, -2.865, -5.168, 13.15, 27.15, 35.83, 4.58, 4.407, 4.253
1960, 12, -2.507, -5.751, -7.74, 4.26, 8.339, 10.35, 4.275, 3.944, 3.612
1961, 1, -2.25, -4.772, -6.947, 0.6915, 2.116, 2.56, 4.708, 4.365, 4.019
1961, 2, 1.844, -2.257, -4.716, 6.722, 16.7, 22.76, 4.477, 4.219, 3.975
1961, 3, 3.109, -1.731, -4.58, 12.67, 13.53, 15.51, 3.755, 3.574, 3.406
1961, 4, 4.977, 0.3373, -2.282, 18.98, 23.76, 25.08, 3.769, 3.664, 3.579
1961, 5, 12.07, 7.677, 5.108, 45.24, 46.17, 46.83, 2.958, 2.883, 2.807
1961, 6, 19.07, 14.3, 11.42, 15.03, 24.47, 26.3, 2.519, 2.471, 2.43
1961, 7, 20.94, 16.02, 13.11, 11.62, 19.64, 23.19, 2.404, 2.353, 2.296
1961, 8, 21.5, 16.44, 13.36, 7.238, 21.69, 34.97, 2.311, 2.209, 2.105
1961, 9, 10.79, 6.032, 3.329, 70.14, 88.08, 95.7, 3.346, 3.263, 3.188
1961, 10, 7.173, 2.969, 0.5421, 20.81, 33.01, 38.92, 4.147, 3.988, 3.836
1961, 11, -0.7139, -4.64, -6.524, 11.82, 23.63, 29.62, 4.254, 4.058, 3.853
1961, 12, -4.529, -8.155, -10.22, 7.049, 17.34, 25.97, 5.03, 4.748, 4.478
1962, 1, -8.667, -11.39, -13.11, 19.63, 39.97, 52.52, 5.005, 4.644, 4.281
1962, 2, -3.944, -7.331, -9.071, 6.607, 22.26, 35.17, 3.926, 3.743, 3.582
1962, 3, -1.099, -5.416, -7.643, 9.537, 21.63, 27.54, 3.865, 3.673, 3.505
1962, 4, 8.406, 3.587, 0.6724, 10.53, 20.43, 26.22, 3.598, 3.436, 3.293
1962, 5, 11.46, 7.197, 4.678, 64.37, 67.07, 63.71, 3.202, 3.099, 3
1962, 6, 15.76, 11.21, 8.538, 52.97, 60.86, 63.96, 2.487, 2.414, 2.336
1962, 7, 18.76, 13.78, 10.86, 29.48, 39.28, 44.83, 2.193, 2.172, 2.15
1962, 8, 18.61, 13.7, 10.72, 29.97, 39.82, 44.81, 2.828, 2.769, 2.726
1962, 9, 13.94, 9.528, 7.087, 23.63, 26.21, 26.17, 3.152, 3.044, 2.933
1962, 10, 10.81, 6.315, 3.791, 4.339, 7.897, 8.952, 3.591, 3.465, 3.345
1962, 11, 3.624, -0.7905, -3.438, 11.62, 26.72, 32.82, 3.998, 3.818, 3.65
1962, 12, 0.1847, -3.397, -5.581, 2.673, 6.991, 9.637, 4.758, 4.417, 4.089
1963, 1, -10.03, -12.98, -14.39, 20.94, 44.24, 61.99, 4.818, 4.554, 4.302
1963, 2, 1.518, -2.641, -5.027, 6.598, 13.95, 20, 4.77, 4.477, 4.197
1963, 3, 2.475, -2.287, -5.251, 4.126, 11.56, 17.32, 4.149, 3.932, 3.721
1963, 4, 5.7, 0.9617, -1.817, 39.51, 60.27, 70.61, 3.747, 3.609, 3.487
1963, 5, 11.73, 7.409, 4.917, 28.82, 37.11, 43.8, 2.722, 2.628, 2.547
1963, 6, 16.11, 11.19, 8.149, 64.69, 74.05, 71.6, 2.65, 2.56, 2.482
1963, 7, 20.63, 15.33, 12.12, 16.61, 18.42, 16.26, 2.616, 2.59, 2.581
1963, 8, 20.16, 14.96, 11.91, 5.011, 11.61, 15.81, 2.455, 2.339, 2.226
1963, 9, 17.56, 12.6, 9.574, 23.63, 36.67, 50.98, 2.737, 2.621, 2.517
1963, 10, 12.21, 7.713, 4.931, 6.55, 10.12, 13.74, 2.979, 2.898, 2.827
1963, 11, 3.134, -1.111, -3.596, 5.404, 9.368, 12.41, 4.114, 3.946, 3.79
1963, 12, -4.537, -7.039, -8.387, 12.16, 16.35, 17.01, 4.536, 4.267, 4.019
1964, 1, -3.371, -6.692, -9.262, 2.924, 11.48, 18.94, 5.621, 5.305, 5.01
1964, 2, -2.965, -7.175, -10.31, 4.644, 9.294, 14.09, 5.149, 4.825, 4.5
1964, 3, -1.778, -6.407, -9.212, 7.713, 15.06, 20.26, 4.539, 4.335, 4.151
1964, 4, 5.801, 1.265, -1.289, 59.09, 68.73, 69.57, 4.108, 3.978, 3.861
1964, 5, 11.94, 7.321, 4.506, 48.67, 47.38, 41.35, 3.447, 3.343, 3.227
1964, 6, 15.16, 10.41, 7.476, 88.96, 101.5, 99.18, 2.695, 2.636, 2.58
1964, 7, 21.64, 16.57, 13.4, 3.078, 6.43, 9.668, 2.559, 2.48, 2.409
1964, 8, 18.24, 13.21, 10.29, 22, 20.49, 19.43, 3.213, 3.135, 3.067
1964, 9, 13.12, 8.607, 6.142, 0.3004, 0.9492, 1.549, 3.398, 3.294, 3.195
1964, 10, 10.09, 5.668, 2.911, 8.387, 23.18, 36.06, 3.373, 3.218, 3.063
1964, 11, -0.09825, -4.001, -6.052, 11.46, 20.01, 23.75, 4.067, 3.941, 3.834
1964, 12, -5.226, -8.541, -10.13, 16.48, 48.48, 74.63, 5.212, 5.04, 4.91
1965, 1, -0.6778, -4.698, -7.261, 7.827, 20.75, 31.46, 5.279, 5.023, 4.806
1965, 2, -3.313, -7.373, -9.712, 4.886, 11.63, 15.54, 4.69, 4.455, 4.234
1965, 3, -5.861, -10.55, -13.11, 15.36, 30.39, 37.31, 2.979, 2.834, 2.686
1965, 4, 6.828, 2.12, -0.4976, 18.99, 31.63, 37.49, 3.806, 3.692, 3.602
1965, 5, 9.776, 5.345, 2.73, 39.75, 48.61, 48.24, 3.387, 3.247, 3.095
1965, 6, 15.16, 10.37, 7.573, 55.8, 58.4, 59.48, 2.77, 2.706, 2.627
1965, 7, 20.09, 15.03, 11.98, 19.11, 22.39, 20.93, 2.194, 2.161, 2.129
1965, 8, 18.72, 13.79, 10.9, 36.6, 40.4, 38.08, 2.55, 2.464, 2.383
1965, 9, 7.837, 3.771, 1.493, 34.42, 35.34, 34.2, 3.434, 3.325, 3.214
1965, 10, 11.61, 7.491, 4.935, 1.877, 4.603, 7.537, 3.561, 3.393, 3.226
1965, 11, 3.752, -0.3809, -2.671, 3.365, 7.65, 10.63, 4.009, 3.868, 3.747
1965, 12, -1.34, -4.706, -6.541, 5.336, 11.72, 15.89, 4.307, 4.061, 3.837
1966, 1, -4.695, -8.812, -10.48, 3.241, 9.796, 14.41, 4.516, 4.342, 4.2
1966, 2, -2.799, -7.488, -9.846, 3.608, 8.639, 12.13, 3.961, 3.76, 3.579
1966, 3, 2.647, -2.339, -5.136, 9.188, 15.01, 17.67, 4.213, 3.974, 3.735
1966, 4, 4.236, -0.2034, -2.602, 31.14, 36.61, 39.88, 3.649, 3.494, 3.35
1966, 5, 13.32, 8.761, 6.246, 14.42, 23.43, 28.55, 3.37, 3.263, 3.155
1966, 6, 15.78, 11.14, 8.27, 22.89, 29.62, 35.03, 2.887, 2.807, 2.73
1966, 7, 22.43, 17.29, 14.26, 10.54, 10.78, 10.16, 2.607, 2.574, 2.542
1966, 8, 19.19, 14.17, 11.42, 18.1, 23.83, 24.15, 2.686, 2.587, 2.495
1966, 9, 16.53, 11.84, 9.177, 27.48, 38.41, 46.91, 2.883, 2.807, 2.734
1966, 10, 8.465, 4.203, 1.617, 9.324, 15.45, 16, 4.241, 4.039, 3.838
1966, 11, 0.9188, -2.958, -5.026, 12.94, 21.51, 26.51, 4.01, 3.885, 3.778
1966, 12, -2.368, -6.241, -8.256, 5.527, 14.79, 21.65, 4.377, 4.115, 3.878
1967, 1, -1.527, -4.943, -7.047, 8.695, 18.27, 24.13, 5.907, 5.691, 5.506
1967, 2, -0.1423, -4.533, -7.235, 9.666, 18.06, 23.3, 5.863, 5.579, 5.319
1967, 3, 0.4261, -4.168, -6.541, 17.77, 31.55, 36.59, 3.765, 3.683, 3.625
1967, 4, 4.863, 0.3791, -2.214, 26.34, 32.04, 32.11, 3.134, 3.021, 2.903
1967, 5, 10.13, 5.77, 3.303, 41.2, 44.7, 43.82, 3.287, 3.122, 2.957
1967, 6, 14.05, 9.503, 6.986, 112.4, 115.6, 109.3, 2.517, 2.414, 2.307
1967, 7, 20.07, 15.13, 12.37, 14.4, 21.44, 26.06, 2.297, 2.218, 2.141
1967, 8, 19.86, 14.76, 11.8, 11.66, 16.12, 20.1, 2.511, 2.367, 2.21
1967, 9, 16.24, 11.46, 8.685, 26.04, 22.05, 19.26, 3.331, 3.18, 3.037
1967, 10, 9.608, 5.201, 2.521, 13.76, 31.51, 41.14, 4.308, 4.196, 4.097
1967, 11, 0.7796, -3.112, -5.087, 6.531, 16.75, 22.79, 3.927, 3.783, 3.655
1967, 12, -5.904, -9.462, -11.44, 21.17, 36.33, 45.18, 4.381, 4.205, 4.051
1968, 1, -6.298, -9.105, -10.51, 11.52, 31.85, 48.82, 4.19, 3.988, 3.804
1968, 2, -0.6259, -4.565, -6.737, 7.079, 11.8, 14.34, 3.385, 3.229, 3.081
1968, 3, 3.821, -0.9873, -3.9, 15.85, 28.82, 31.33, 3.679, 3.534, 3.402
1968, 4, 4.647, -0.06705, -2.828, 20.55, 21.66, 20.94, 3.766, 3.664, 3.557
1968, 5, 9.734, 5.384, 2.938, 39.64, 45.37, 44.42, 3.325, 3.14, 2.947
1968, 6, 15.23, 10.9, 8.348, 73.02, 82.92, 84.97, 2.675, 2.605, 2.535
1968, 7, 19.71, 14.81, 11.98, 8.999, 13.66, 15.3, 2.509, 2.39, 2.275
1968, 8, 17.39, 12.56, 9.715, 54.46, 70.4, 76.16, 2.975, 2.869, 2.777
1968, 9, 13.82, 9.268, 6.654, 27.54, 32.31, 30.55, 3.46, 3.346, 3.245
1968, 10, 9.042, 5.022, 2.571, 6.589, 13.48, 16.45, 3.622, 3.496, 3.378
