# Created by WEAP: 2/25/2020 10:25:43 AM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: Upper Missouri (9,565 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (8,566 ha),  2000 - 3000 m (999 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m
1978, 1, -10.79, -12.49, 15.09, 18.16, 3.033, 3.05
1978, 2, -7.051, -8.65, 10.99, 11.73, 3.113, 3.13
1978, 3, 2.111, 0.612, 10.28, 10.55, 3.338, 3.363
1978, 4, 6.601, 5.202, 42.16, 41.85, 3.498, 3.524
1978, 5, 9.974, 8.775, 80.76, 80.24, 3.355, 3.415
1978, 6, 16.13, 14.73, 29.04, 34.49, 2.826, 2.86
1978, 7, 18.01, 16.81, 66.86, 67.32, 2.409, 2.426
1978, 8, 17.44, 16.15, 34.07, 33.72, 2.521, 2.529
1978, 9, 13.71, 12.41, 52.81, 55.77, 3.242, 3.267
1978, 10, 9.591, 8.192, 4.478, 5.004, 3.323, 3.365
1978, 11, -4.425, -5.825, 27.37, 29.93, 4.059, 4.102
1978, 12, -9.476, -10.97, 17.15, 17.68, 4.507, 4.55
1979, 1, -15.26, -16.66, 18.14, 19.47, 2.73, 2.773
1979, 2, -7.985, -9.584, 15.15, 15.58, 3.85, 3.867
1979, 3, 1.364, -0.1355, 27.2, 28.2, 3.146, 3.171
1979, 4, 4.358, 2.959, 34.09, 36.05, 2.778, 2.803
1979, 5, 10.53, 9.126, 17.41, 18.85, 2.937, 2.954
1979, 6, 16.51, 15.11, 28.28, 33.48, 2.793, 2.793
1979, 7, 19.13, 17.83, 13.68, 15.54, 2.36, 2.36
1979, 8, 19.13, 17.83, 24.98, 25.46, 2.392, 2.392
1979, 9, 15.95, 14.55, 3.523, 4.315, 2.473, 2.49
1979, 10, 9.222, 7.923, 24.29, 24.98, 2.858, 2.883
1979, 11, 0.4337, -0.9655, 5.481, 5.735, 3.291, 3.351
1979, 12, -0.3049, -1.504, 11.48, 11.32, 4.715, 4.767
1980, 1, -9.467, -10.77, 26.58, 28.1, 3.61, 3.636
1980, 2, -2.565, -4.165, 30.81, 32.57, 3.034, 3.059
1980, 3, -0.6832, -1.982, 20.14, 21.25, 3.578, 3.604
1980, 4, 9.791, 8.692, 36.91, 34.26, 2.937, 2.954
1980, 5, 12.4, 11.2, 132.1, 133.3, 2.312, 2.312
1980, 6, 14.83, 13.53, 112.1, 109.6, 2.281, 2.289
1980, 7, 19.31, 18.01, 16.86, 16.91, 2.361, 2.369
1980, 8, 15.76, 14.46, 25.93, 26.66, 2.889, 2.897
1980, 9, 13.52, 12.22, 29.75, 29.6, 3.353, 3.362
1980, 10, 9.222, 7.923, 49.6, 50.58, 3.242, 3.276
1980, 11, 3.237, 1.838, 6.337, 6.587, 4.028, 4.087
1980, 12, -4.995, -6.594, 15.47, 15.15, 4.122, 4.148
1981, 1, -0.3049, -1.504, 2.937, 3.495, 3.051, 3.102
1981, 2, 0.0554, -1.444, 17.88, 19.61, 3.883, 3.925
1981, 3, 3.05, 1.651, 64.9, 67.1, 2.826, 2.851
1981, 4, 7.535, 6.136, 8.113, 8.572, 3.658, 3.684
1981, 5, 10.53, 9.231, 153.4, 155.5, 2.825, 2.833
1981, 6, 13.89, 12.49, 28.12, 29.86, 3.577, 3.577
1981, 7, 18.94, 17.54, 55.4, 54.8, 2.569, 2.577
1981, 8, 19.68, 18.28, 20.54, 21.42, 2.2, 2.2
1981, 9, 13.89, 12.59, 9.035, 9.265, 2.618, 2.643
1981, 10, 6.788, 5.389, 36.51, 37.01, 3.274, 3.308
1981, 11, 4.176, 2.877, 9.393, 10.63, 3.611, 3.653
1981, 12, -4.239, -5.638, 9.577, 9.6, 3.946, 3.981
1982, 1, -12.1, -13.7, 22.13, 23.81, 4.281, 4.281
1982, 2, -5.173, -6.572, 14.5, 15.68, 3.738, 3.764
1982, 3, -1.248, -2.648, 44.14, 44.59, 3.193, 3.211
1982, 4, 3.611, 2.212, 14.71, 15.93, 3.562, 3.588
1982, 5, 9.404, 8.005, 40.83, 47.01, 3.081, 3.081
1982, 6, 15.2, 13.8, 54.87, 59.82, 2.073, 2.09
1982, 7, 18.57, 17.37, 26.22, 24.61, 2.584, 2.584
1982, 8, 19.3, 17.7, 13.18, 13.39, 2.376, 2.376
1982, 9, 12.02, 10.62, 59.85, 60.82, 2.921, 2.929
1982, 10, 7.171, 5.971, 14.02, 14.54, 3.338, 3.363
1982, 11, -1.622, -3.021, 13.29, 13.96, 3.578, 3.612
1982, 12, -3.869, -5.368, 18.14, 19.29, 4.139, 4.182
1983, 1, 0.2513, -1.048, 3.577, 3.35, 3.898, 3.933
1983, 2, 1.751, 0.5515, 4.239, 4.694, 3.322, 3.356
1983, 3, 1.938, 0.7384, 26.47, 27.48, 2.729, 2.746
1983, 4, 4.358, 2.959, 9.008, 10.01, 2.601, 2.609
1983, 5, 10.34, 9.044, 70.09, 69.79, 2.937, 2.946
1983, 6, 14.82, 13.42, 56.67, 59.55, 2.648, 2.648
1983, 7, 18.01, 16.71, 68.51, 71.14, 2.889, 2.889
1983, 8, 20.63, 19.43, 30.4, 30.86, 2.185, 2.193
1983, 9, 12.21, 10.91, 40.96, 43.64, 3.465, 3.474
1983, 10, 8.474, 7.175, 14.38, 14.82, 3.306, 3.331
1983, 11, 1.186, -0.1136, 14.22, 16.47, 3.433, 3.451
1983, 12, -15.08, -16.58, 10.61, 11.83, 2.793, 2.81
1984, 1, -1.804, -3.104, 10.26, 11.38, 4.652, 4.712
1984, 2, 2.863, 1.464, 2.762, 3.9, 3.979, 4.03
1984, 3, 1.933, 0.634, 9.315, 11.44, 2.969, 2.978
1984, 4, 5.858, 4.559, 40.14, 38.76, 3.018, 3.043
1984, 5, 10.9, 9.605, 24.04, 23.53, 3.69, 3.716
1984, 6, 14.83, 13.53, 59.28, 59.65, 2.793, 2.793
1984, 7, 19.87, 18.58, 9.421, 9.78, 2.441, 2.449
1984, 8, 20.44, 19.14, 23.44, 24.54, 2.393, 2.401
1984, 9, 9.974, 8.775, 42.15, 41.18, 3.241, 3.25
1984, 10, 4.737, 3.437, 27.98, 29.04, 3.274, 3.299
1984, 11, 1.181, -0.218, 2.943, 4.292, 3.978, 4.013
1984, 12, -8.363, -10.06, 22.24, 23.14, 4.026, 4.061
1985, 1, -5.556, -7.155, 2.502, 2.837, 3.483, 3.543
1985, 2, -5.364, -6.863, 9.361, 9.026, 4.075, 4.118
1985, 3, 0.6161, -0.8831, 15.6, 16.79, 3.274, 3.308
1985, 4, 8.848, 7.549, 23.19, 21.83, 3.818, 3.844
1985, 5, 12.77, 11.37, 48.65, 52.18, 2.793, 2.81
1985, 6, 15.95, 14.55, 14.13, 14.2, 3.225, 3.234
1985, 7, 22.3, 20.9, 13.07, 14.9, 2.425, 2.433
1985, 8, 15.95, 14.75, 99.9, 101.1, 2.649, 2.657
1985, 9, 8.848, 7.549, 93.43, 93.74, 3.417, 3.435
1985, 10, 6.419, 5.119, 22.87, 23.75, 4.395, 4.438
1985, 11, -8.728, -10.23, 25.77, 26.83, 3.289, 3.298
1985, 12, -4.256, -6.055, 13.01, 13.86, 4.3, 4.368
1986, 1, 0.9988, -0.3004, 9.411, 10.05, 4.315, 4.367
1986, 2, -6.112, -7.611, 25.25, 24.54, 3.449, 3.467
1986, 3, 6.788, 5.389, 12.35, 12.37, 3.37, 3.404
1986, 4, 5.666, 4.267, 31.38, 35.1, 3.434, 3.46
1986, 5, 11.64, 10.14, 34.26, 35.69, 3.193, 3.211
1986, 6, 18.38, 17.08, 51.93, 52.29, 2.697, 2.705
1986, 7, 17.26, 15.96, 23.55, 26.75, 2.728, 2.72
1986, 8, 18.75, 17.45, 40.85, 39.59, 2.426, 2.451
1986, 9, 9.782, 8.483, 89.35, 84.77, 3.273, 3.282
1986, 10, 9.035, 7.736, 10.01, 10.82, 3.034, 3.068
1986, 11, -1.244, -2.543, 12.37, 13.04, 3.962, 3.997
1986, 12, -1.44, -2.939, 11.56, 11.42, 3.868, 3.936
1987, 1, -1.8, -2.999, 1.619, 1.724, 4.124, 4.192
1987, 2, 0.9943, -0.4049, 14.83, 14.09, 3.418, 3.444
1987, 3, 1.559, 0.2602, 32.83, 34.64, 3.178, 3.212
1987, 4, 10.34, 8.939, 11.7, 12.23, 3.178, 3.203
1987, 5, 13.15, 11.85, 75.95, 76.76, 3.066, 3.091
1987, 6, 17.44, 16.15, 32.46, 33.72, 3.097, 3.106
1987, 7, 18.38, 17.08, 125.4, 125.6, 2.505, 2.513
1987, 8, 15.95, 14.55, 35.94, 38.72, 2.665, 2.673
1987, 9, 14.26, 12.86, 9.115, 11.85, 2.489, 2.506
1987, 10, 8.096, 6.697, 1.739, 1.635, 3.195, 3.246
1987, 11, 3.424, 2.025, 0, 0, 3.467, 3.509
1987, 12, -2.739, -4.038, 13.9, 12.9, 4.027, 4.07
1988, 1, -5.542, -6.841, 13.7, 14.38, 3.963, 4.023
1988, 2, -1.248, -2.648, 16.09, 15.72, 4.171, 4.214
1988, 3, 3.05, 1.651, 19.28, 19.09, 4.091, 4.134
1988, 4, 8.465, 6.966, 28.32, 27.76, 3.162, 3.187
1988, 5, 12.78, 11.58, 44.81, 44.72, 3.241, 3.259
1988, 6, 19.88, 18.68, 24.79, 26.13, 2.602, 2.627
1988, 7, 20.06, 18.76, 27.18, 29.96, 2.6, 2.6
1988, 8, 18.75, 17.45, 5.117, 5.217, 2.632, 2.632
1988, 9, 12.77, 11.47, 42.15, 44.11, 3.049, 3.058
1988, 10, 9.591, 8.192, 8.001, 8.586, 3.307, 3.349
1988, 11, 0.9988, -0.3004, 10.79, 11.17, 4.299, 4.342
1988, 12, -1.996, -3.395, 14.08, 15.15, 4.172, 4.231
1989, 1, -2.37, -3.769, 27.82, 31, 4.811, 4.863
1989, 2, -12.09, -13.59, 15.42, 17.06, 3.21, 3.235
1989, 3, -2.187, -3.686, 42.89, 44.07, 3.162, 3.187
1989, 4, 6.414, 5.015, 46.02, 47.36, 3.178, 3.212
1989, 5, 10.34, 8.939, 50.66, 53.33, 3.354, 3.379
1989, 6, 15.39, 14.09, 46.24, 46.43, 2.616, 2.616
1989, 7, 20.62, 19.32, 51.94, 50.62, 2.329, 2.346
1989, 8, 16.51, 15.32, 97.81, 98.72, 2.281, 2.289
1989, 9, 13.14, 11.74, 23.47, 24.99, 2.649, 2.666
1989, 10, 7.353, 6.054, 21.03, 22.12, 3.434, 3.468
1989, 11, 2.863, 1.464, 21.97, 22.11, 4.843, 4.886
1989, 12, -2.743, -4.143, 22.34, 23.78, 4.028, 4.087
1990, 1, -1.248, -2.648, 7.992, 8.514, 4.891, 4.943
1990, 2, -1.804, -3.104, 3.356, 3.189, 4.299, 4.342
1990, 3, 1.742, 0.3427, 36.16, 36.6, 3.067, 3.109
1990, 4, 6.788, 5.389, 18.38, 19.57, 2.906, 2.931
1990, 5, 9.787, 8.588, 70.15, 71.47, 2.793, 2.801
1990, 6, 15.38, 13.99, 25.1, 27.65, 3.545, 3.554
1990, 7, 19.12, 17.72, 20.22, 20.43, 2.584, 2.584
1990, 8, 18.94, 17.75, 62.34, 65.48, 2.489, 2.506
1990, 9, 16.14, 14.94, 2.127, 2.18, 2.458, 2.483
1990, 10, 7.353, 6.054, 8.111, 7.27, 4.426, 4.461
1990, 11, 2.312, 1.112, 7.599, 9.562, 4.747, 4.781
1990, 12, -8.911, -10.31, 12.73, 13.01, 4.875, 4.909
1991, 1, -6.668, -8.067, 18.75, 19.34, 4.011, 4.054
1991, 2, 4.176, 2.877, 10.01, 8.908, 4.011, 4.062
1991, 3, 0.9988, -0.3004, 17.46, 19.6, 3.433, 3.451
1991, 4, 5.484, 4.185, 30.02, 30.38, 3.642, 3.676
1991, 5, 9.974, 8.775, 80.71, 76.14, 2.953, 2.953
1991, 6, 14.08, 12.78, 126.8, 124.2, 2.857, 2.865
1991, 7, 19.69, 18.39, 11.52, 12.63, 2.552, 2.552
1991, 8, 21, 19.7, 0, 0, 1.928, 1.919
1991, 9, 14.26, 12.86, 24.63, 25.34, 2.713, 2.73
1991, 10, 6.601, 5.202, 21.32, 22.13, 3.498, 3.532
1991, 11, 0.0554, -1.444, 24.64, 25.48, 3.914, 3.949
1991, 12, -0.3049, -1.504, 9.232, 8.389, 4.524, 4.584
1992, 1, 0.9898, -0.5093, 12.51, 12.45, 4.476, 4.544
1992, 2, 2.489, 1.09, 2.76, 2.999, 3.227, 3.278
1992, 3, 4.737, 3.437, 15.17, 15.09, 2.154, 2.188
1992, 4, 8.661, 7.362, 22.08, 23.18, 3.162, 3.187
1992, 5, 12.78, 11.58, 34.6, 36.12, 2.954, 2.979
1992, 6, 17.25, 15.75, 85.26, 85.43, 2.488, 2.488
1992, 7, 16.51, 15.21, 44.36, 43.99, 2.376, 2.376
1992, 8, 17.07, 15.77, 22.81, 24.9, 2.393, 2.41
1992, 9, 13.52, 12.33, 5.819, 5.261, 3.801, 3.81
1992, 10, 8.474, 7.175, 55.79, 58.03, 3.194, 3.219
1992, 11, 0.9988, -0.3004, 5.769, 6.58, 3.723, 3.774
1992, 12, -8.715, -9.914, 16.34, 15.11, 4.042, 4.077
1993, 1, -10.22, -11.62, 24.82, 24.69, 3.45, 3.476
1993, 2, -6.864, -8.463, 21.53, 21.55, 2.858, 2.883
1993, 3, 3.424, 2.025, 33.36, 31.68, 3.194, 3.228
1993, 4, 6.227, 4.828, 48.47, 51.48, 3.033, 3.05
1993, 5, 12.77, 11.47, 79.45, 76.17, 2.921, 2.929
1993, 6, 13.7, 12.2, 78.24, 82.98, 3.529, 3.538
1993, 7, 14.65, 13.45, 115.4, 126.5, 2.552, 2.552
1993, 8, 15.76, 14.46, 74.68, 73.45, 2.552, 2.552
1993, 9, 11.46, 10.06, 0, 0, 3.001, 3.018
1993, 10, 7.353, 6.054, 23.54, 25.89, 3.179, 3.221
1993, 11, -1.991, -3.291, 17.02, 18.37, 4.043, 4.094
1993, 12, 0.2513, -1.048, 4.635, 6.078, 4.54, 4.6
1994, 1, -0.3184, -1.818, 4.641, 5.834, 3.85, 3.876
1994, 2, -5.934, -7.633, 12.09, 12.39, 3.77, 3.796
1994, 3, 4.914, 3.415, 6.089, 6.663, 3.579, 3.639
1994, 4, 7.718, 6.219, 59.09, 57.11, 2.937, 2.954
1994, 5, 12.76, 11.26, 58.12, 55.69, 2.842, 2.867
1994, 6, 15.95, 14.55, 29.7, 31.86, 2.969, 2.978
1994, 7, 20.43, 18.93, 20.85, 20.83, 2.425, 2.442
1994, 8, 20.24, 18.74, 20.06, 19.96, 2.281, 2.289
1994, 9, 16.51, 15.11, 3.59, 4.373, 2.617, 2.634
1994, 10, 7.718, 6.219, 34.64, 37.05, 3.722, 3.748
1994, 11, 0.4337, -0.9655, 6.039, 7.357, 4.09, 4.116
1994, 12, -1.627, -3.126, 5.785, 5.437, 3.787, 3.838
1995, 1, -2.178, -3.478, 4.771, 4.383, 3.355, 3.397
1995, 2, -0.136, -1.735, 2.771, 2.86, 3.85, 3.876
1995, 3, 0.4292, -1.07, 12.92, 13.99, 3.274, 3.299
1995, 4, 5.48, 4.08, 36.11, 37.63, 3.129, 3.129
1995, 5, 9.965, 8.566, 98.14, 97.19, 2.696, 2.688
1995, 6, 14.44, 12.84, 85.85, 85.81, 2.263, 2.238
1995, 7, 18, 16.5, 54.87, 59.97, 2.664, 2.656
1995, 8, 17.81, 16.31, 16.11, 15.48, 2.713, 2.721
1995, 9, 13.14, 11.64, 40.32, 39.25, 2.697, 2.714
1995, 10, 7.157, 5.658, 15.72, 15.54, 4.091, 4.134
1995, 11, 2.485, 0.9858, 15.83, 15.28, 4.218, 4.235
1995, 12, -3.678, -5.077, 9.563, 8.73, 3.819, 3.87
1996, 1, -9.672, -11.37, 16.74, 16.34, 3.626, 3.66
1996, 2, -2, -3.499, 4.499, 4.619, 4.283, 4.335
1996, 3, -3.318, -5.017, 19.58, 19.97, 3.305, 3.323
1996, 4, 6.979, 5.68, 23.82, 24.03, 3.77, 3.805
1996, 5, 8.848, 7.549, 67.68, 67.99, 2.825, 2.833
1996, 6, 15.94, 14.44, 39.28, 38.14, 2.937, 2.954
1996, 7, 20.06, 18.66, 24.4, 22.71, 2.52, 2.52
1996, 8, 19.5, 18.2, 18.58, 18.49, 2.617, 2.625
1996, 9, 12.58, 11.18, 29.51, 30.81, 3.049, 3.049
1996, 10, 7.727, 6.427, 5.619, 6.57, 3.418, 3.444
1996, 11, -4.626, -6.325, 26, 24.37, 3.257, 3.275
1996, 12, -8.354, -9.854, 20.06, 20.72, 4.298, 4.315
1997, 1, -7.972, -9.271, 9.05, 8.752, 3.658, 3.692
1997, 2, -1.052, -2.252, 5.117, 5.341, 3.515, 3.557
1997, 3, 1.55, 0.05135, 9.649, 9.889, 4.09, 4.125
1997, 4, 2.116, 0.7164, 15.38, 16.27, 3.402, 3.427
1997, 5, 10.72, 9.418, 74.36, 74.91, 2.809, 2.817
1997, 6, 14.27, 12.97, 77.42, 80.05, 2.777, 2.785
1997, 7, 17.45, 16.25, 36.02, 38.33, 2.392, 2.392
1997, 8, 17.44, 16.15, 41.7, 42.32, 2.361, 2.369
1997, 9, 14.83, 13.63, 8.515, 8.277, 3.161, 3.178
1997, 10, 7.166, 5.867, 36.16, 35.89, 3.898, 3.924
1997, 11, 0.625, -0.6742, 5.038, 5.082, 3.418, 3.452
1997, 12, -1.804, -3.104, 3.418, 3.854, 4.156, 4.215
1998, 1, -5.177, -6.677, 13.67, 14.46, 4.059, 4.11
1998, 2, 0.8164, -0.3829, 3.765, 4.626, 3.259, 3.301
1998, 3, 0.05989, -1.339, 15.15, 16.55, 3.018, 3.052
1998, 4, 6.975, 5.575, 20.55, 18.88, 2.987, 3.038
1998, 5, 11.46, 10.17, 72.92, 73.31, 3.081, 3.09
1998, 6, 12.21, 10.91, 105.3, 109.6, 3.065, 3.065
1998, 7, 20.06, 18.76, 67.91, 66.19, 2.521, 2.529
1998, 8, 19.13, 17.83, 20.99, 23.89, 2.426, 2.46
1998, 9, 16.14, 14.84, 23.4, 23.92, 2.712, 2.695
1998, 10, 7.535, 6.136, 9.872, 11.34, 3.243, 3.285
1998, 11, 1.181, -0.218, 27.65, 27.97, 3.817, 3.826
1998, 12, -4.061, -5.66, 8.867, 8.234, 4.346, 4.372
1999, 1, -1.622, -3.021, 9.375, 9.495, 4.106, 4.132
1999, 2, 0.9988, -0.3004, 0, 0, 4.41, 4.445
1999, 3, 2.868, 1.568, 4.065, 4.964, 3.225, 3.225
1999, 4, 3.798, 2.398, 28.08, 28.85, 3.066, 3.091
1999, 5, 9.222, 7.923, 58.83, 59.9, 3.225, 3.243
1999, 6, 13.52, 12.22, 58.8, 57.46, 2.809, 2.826
1999, 7, 16.88, 15.58, 23.72, 23.55, 2.616, 2.608
1999, 8, 19.13, 17.83, 49.53, 50.56, 2.49, 2.524
1999, 9, 10.9, 9.605, 0, 0, 2.921, 2.938
1999, 10, 7.914, 6.614, 16.36, 16.49, 3.387, 3.438
1999, 11, 5.489, 4.289, 6.082, 6.773, 4.059, 4.11
1999, 12, 0.2558, -0.9436, 2.248, 2.051, 4.268, 4.336
2000, 1, -2.552, -3.851, 7.347, 7.553, 4.026, 4.061
2000, 2, -1.618, -2.917, 10.62, 11.34, 3.306, 3.34
2000, 3, 2.863, 1.464, 12.14, 12.96, 3.594, 3.62
2000, 4, 6.979, 5.68, 19.88, 18.41, 3.338, 3.363
2000, 5, 11.28, 9.978, 32.07, 34.69, 3.257, 3.266
2000, 6, 14.82, 13.42, 37.87, 39.01, 3.065, 3.065
2000, 7, 20.06, 18.76, 20.07, 21.46, 2.152, 2.143
2000, 8, 18.94, 17.64, 10.13, 9.424, 2.441, 2.449
2000, 9, 12.59, 11.29, 26.65, 26.99, 3.273, 3.291
2000, 10, 7.348, 5.949, 47.41, 47.38, 2.697, 2.705
2000, 11, -4.239, -5.638, 9.176, 10.05, 3.483, 3.534
2000, 12, -7.602, -9.002, 6.548, 6.251, 3.531, 3.573
2001, 1, -3.108, -4.308, 11.99, 12.72, 3.564, 3.632
2001, 2, -7.602, -9.002, 8.153, 8.251, 2.921, 2.938
2001, 3, 2.303, 0.9033, 14.02, 13.63, 3.434, 3.46
2001, 4, 5.666, 4.267, 38.48, 37.83, 3.226, 3.251
2001, 5, 13.7, 12.2, 38.96, 36.47, 3.561, 3.579
2001, 6, 15.95, 14.55, 62.16, 60.27, 2.632, 2.615
2001, 7, 20.43, 19.03, 51.54, 55.47, 2.072, 2.063
2001, 8, 21.74, 20.34, 11.22, 10.91, 2.153, 2.161
2001, 9, 16.88, 15.38, 33.61, 35.41, 2.585, 2.602
2001, 10, 7.722, 6.323, 19.28, 17.83, 4.234, 4.251
2001, 11, 4.737, 3.437, 3.74, 3.653, 3.482, 3.516
2001, 12, -3.865, -5.264, 10.08, 9.924, 3.931, 3.974
2002, 1, -2.743, -4.143, 7.026, 7.053, 4.331, 4.374
2002, 2, -0.6832, -1.982, 7.286, 7.256, 4.396, 4.456
2002, 3, -6.859, -8.359, 16.59, 16.86, 3.545, 3.554
2002, 4, 3.05, 1.651, 12.79, 12.47, 3.434, 3.46
2002, 5, 9.226, 8.027, 44.62, 44.67, 3.225, 3.234
2002, 6, 14.64, 13.34, 114.5, 118.8, 2.681, 2.689
2002, 7, 20.81, 19.51, 33.05, 35.15, 2.664, 2.664
2002, 8, 15.02, 13.72, 48.03, 50.35, 2.505, 2.513
2002, 9, 13.34, 12.14, 39.86, 41.08, 2.793, 2.801
2002, 10, 4.171, 2.772, 8.603, 8.944, 3.098, 3.123
2002, 11, 2.312, 1.112, 6.13, 6.782, 4.251, 4.303
2002, 12, -1.057, -2.356, 7.354, 7.327, 3.771, 3.813
2003, 1, -1.061, -2.461, 6.718, 6.399, 3.85, 3.885
2003, 2, -3.495, -4.995, 14.59, 14.58, 3.338, 3.372
2003, 3, 0.2423, -1.257, 17.19, 16.79, 3.593, 3.602
2003, 4, 6.605, 5.306, 43.16, 43.42, 2.745, 2.745
2003, 5, 9.969, 8.67, 55.97, 55.43, 2.809, 2.817
2003, 6, 15.2, 13.8, 42.89, 44.24, 2.777, 2.777
2003, 7, 21.37, 20.17, 9.983, 9.308, 2.521, 2.529
2003, 8, 20.44, 19.14, 27.69, 28.72, 2.392, 2.392
2003, 9, 13.14, 11.74, 34.26, 33.8, 3.257, 3.266
2003, 10, 9.222, 7.923, 10, 9.81, 3.674, 3.691
2003, 11, -3.113, -4.412, 0, 0, 4.219, 4.262
2003, 12, -1.431, -2.73, 4.733, 4.629, 3.739, 3.79
2004, 1, -6.116, -7.715, 6.713, 6.73, 3.658, 3.692
2004, 2, -0.8745, -2.274, 3.627, 3.397, 3.179, 3.221
2004, 3, 4.363, 3.064, 7.981, 8.002, 4.026, 4.052
2004, 4, 6.979, 5.68, 24.52, 25.04, 2.697, 2.714
2004, 5, 8.661, 7.362, 84.69, 82.97, 3.113, 3.13
2004, 6, 13.14, 11.74, 60.83, 62.69, 3.065, 3.065
2004, 7, 19.5, 18.2, 15.91, 15.67, 2.568, 2.568
2004, 8, 17.25, 15.85, 71.09, 70.82, 2.601, 2.609
2004, 9, 11.84, 10.54, 59.86, 59.47, 2.761, 2.761
2004, 10, 6.788, 5.389, 22.57, 23.52, 3.177, 3.195
2004, 11, 1.559, 0.2602, 3.607, 3.777, 3.643, 3.685
2004, 12, -0.6877, -2.087, 8.502, 8.822, 4.411, 4.463
2005, 1, -6.112, -7.611, 4.72, 4.782, 3.466, 3.5
2005, 2, 0.06438, -1.235, 1.25, 1.092, 3.291, 3.333
2005, 3, 1.933, 0.634, 19.6, 20.5, 3.818, 3.853
2005, 4, 5.671, 4.372, 34.51, 33.17, 3.146, 3.171
2005, 5, 9.591, 8.192, 39.52, 38.53, 3.017, 3.026
2005, 6, 13.52, 12.12, 146.6, 153, 2.937, 2.937
2005, 7, 19.87, 18.58, 4.622, 4.398, 2.585, 2.593
2005, 8, 17.82, 16.52, 20.76, 21.21, 2.473, 2.49
2005, 9, 12.96, 11.66, 51.37, 50.3, 2.857, 2.865
2005, 10, 8.474, 7.175, 22.07, 22.18, 2.985, 3.002
2005, 11, 1.746, 0.4471, 35.67, 37.51, 4.171, 4.223
2005, 12, -5.351, -6.55, 8.178, 8.253, 4.123, 4.174
2006, 1, 2.489, 1.09, 14.22, 14.68, 4.955, 5.007
2006, 2, -2.548, -3.747, 8.467, 8.862, 4.219, 4.262
2006, 3, 0.2468, -1.152, 30.93, 32.32, 3.017, 3.026
2006, 4, 7.348, 5.949, 67.77, 67.54, 3.258, 3.283
2006, 5, 11.65, 10.35, 60.2, 61.34, 3.081, 3.098
2006, 6, 16.51, 15.11, 92.74, 96.18, 3.049, 3.066
2006, 7, 21.93, 20.63, 9.872, 9.686, 2.424, 2.424
2006, 8, 18.57, 17.27, 30.37, 30.47, 2.201, 2.209
2006, 9, 13.89, 12.59, 34.39, 34.69, 2.874, 2.899
2006, 10, 6.601, 5.202, 19.4, 19.93, 3.386, 3.411
2006, 11, 0.8074, -0.5918, 14.91, 15.64, 4.442, 4.468
2006, 12, -4.986, -6.385, 16.9, 17.43, 4.363, 4.415
2007, 1, -2.926, -4.225, 7.656, 9.423, 4.636, 4.705
2007, 2, -2.374, -3.873, 23.14, 25.97, 3.626, 3.66
2007, 3, 5.858, 4.559, 16.39, 16.09, 4.027, 4.078
2007, 4, 6.788, 5.389, 38.87, 39.73, 3.064, 3.056
2007, 5, 12.4, 11.1, 100.7, 100.9, 2.665, 2.673
2007, 6, 17.26, 15.96, 42.35, 41.96, 2.92, 2.912
2007, 7, 24.92, 23.73, 10.74, 12.56, 2.169, 2.177
2007, 8, 19.69, 18.39, 12.47, 13.04, 2.537, 2.545
2007, 9, 13.52, 12.22, 41.53, 40.62, 3.129, 3.146
2007, 10, 8.848, 7.549, 26.09, 25.7, 3.85, 3.876
2007, 11, 2.12, 0.8209, 21.25, 21.12, 4.268, 4.327
2007, 12, -2.183, -3.582, 2.676, 3.544, 4.555, 4.598
2008, 1, -4.795, -6.094, 15.31, 18.25, 4.57, 4.605
2008, 2, -0.6877, -2.087, 10.93, 11.36, 4.155, 4.198
2008, 3, 1.742, 0.3427, 11.52, 12.64, 3.754, 3.789
2008, 4, 3.989, 2.69, 24.65, 26.03, 3.562, 3.596
2008, 5, 10.72, 9.418, 86.48, 89.59, 3.465, 3.474
2008, 6, 15.58, 14.28, 50.49, 52.34, 3.08, 3.072
2008, 7, 21, 19.7, 20.77, 21.82, 2.793, 2.793
2008, 8, 19.5, 18.2, 25.34, 26.64, 2.761, 2.769
2008, 9, 12.4, 11.1, 26.34, 26.81, 2.521, 2.529
2008, 10, 8.287, 6.988, 0, 0, 3.674, 3.709
2008, 11, 5.48, 4.08, 24.49, 24.57, 4.155, 4.198
2008, 12, -6.486, -7.985, 28.49, 29.78, 4.17, 4.205
2009, 1, -6.107, -7.507, 13.29, 15.02, 4.924, 4.993
2009, 2, -3.304, -4.703, 9.768, 10.29, 3.514, 3.548
