# Created by WEAP: 3/19/2020 3:28:53 PM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: UprWest Missouri (4,397,008 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (2,185,225 ha),  2000 - 3000 m (2,197,689 ha),  3000 - 4000 m (14,094 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, T_mean[C]:Elevation 3000 to 4000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 3000 to 4000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 3000 to 4000 m
1949, 10, 4.399, 2.296, 1.368, 30, 32.49, 35.59, 3.282, 2.98, 2.984
1949, 11, 5.824, 3.24, 2.647, 7.581, 13.05, 13.93, 3.33, 3.021, 3.056
1949, 12, -4.736, -5.584, -6.339, 14.87, 18.16, 20.38, 3.864, 3.648, 3.664
1950, 1, -12.78, -10.93, -11.65, 23.01, 29.23, 33.78, 3.579, 3.637, 3.668
1950, 2, 0.4373, -2.061, -2.773, 7.069, 14.95, 22.54, 3.273, 3.032, 3.053
1950, 3, -1.046, -2.857, -3.876, 48.06, 43.94, 54.87, 3.292, 3.167, 3.17
1950, 4, 4.114, 2.079, 1.379, 26.78, 21.75, 21.81, 2.886, 2.863, 2.86
1950, 5, 8.404, 6.121, 5.244, 26.86, 18.61, 19.5, 2.89, 2.761, 2.753
1950, 6, 12.96, 10.75, 10.03, 63.81, 56.93, 56.83, 2.509, 2.356, 2.35
1950, 7, 16.95, 14.51, 13.45, 34.19, 29.43, 34.45, 2.097, 2.012, 1.997
1950, 8, 16.68, 14.37, 13.37, 37.81, 32.84, 36.95, 2.104, 1.983, 1.969
1950, 9, 11.62, 9.512, 8.638, 45, 55.6, 66.53, 2.248, 2.072, 2.044
1950, 10, 9.327, 7.665, 7.007, 12.47, 15.99, 17.3, 3.278, 3.226, 3.236
1950, 11, -1.083, -1.821, -2.564, 33.35, 32.17, 39.29, 3.354, 3.278, 3.316
1950, 12, -1.139, -2.824, -3.588, 15.69, 18.33, 21.74, 3.23, 2.95, 2.974
1951, 1, -7.013, -8.343, -9.114, 20.7, 26.9, 31.26, 3.425, 3.288, 3.295
1951, 2, -2.777, -4.265, -5.171, 30.7, 45.43, 53.66, 3.262, 3.114, 3.145
1951, 3, -5.049, -5.854, -7.184, 34.2, 40.79, 49.79, 3.235, 3.103, 3.118
1951, 4, 4.33, 2.755, 2.006, 41.94, 25.39, 28.09, 2.506, 2.415, 2.416
1951, 5, 10.64, 8.725, 8.077, 44.89, 35.62, 34.27, 3.029, 2.846, 2.823
1951, 6, 11.2, 9.074, 8.249, 43.57, 28.06, 27.09, 2.258, 2.284, 2.254
1951, 7, 18.49, 16.03, 15.25, 29.49, 26.31, 25.06, 2.026, 2.029, 2.002
1951, 8, 15.78, 13.56, 12.6, 65.35, 59.8, 70.4, 2.161, 2.142, 2.124
1951, 9, 10.87, 9.268, 8.271, 35.96, 24.23, 29.29, 2.692, 2.64, 2.64
1951, 10, 5.553, 3.923, 3.038, 49.23, 43.67, 51.2, 2.603, 2.581, 2.587
1951, 11, 0.202, -1.866, -2.852, 11.38, 14.52, 14.64, 3.334, 3.173, 3.209
1951, 12, -7.281, -7.709, -8.676, 36.43, 49.42, 65.15, 3.453, 3.379, 3.408
1952, 1, -7.493, -8.294, -9.119, 19.86, 46.56, 73.21, 3.431, 3.216, 3.243
1952, 2, -3.755, -6.136, -6.94, 25.33, 42.07, 54.95, 2.999, 2.839, 2.89
1952, 3, -3.426, -5.858, -6.832, 29.76, 32.63, 35.01, 2.494, 2.486, 2.501
1952, 4, 7.686, 5.047, 4.046, 16.67, 17.46, 21.91, 2.484, 2.444, 2.446
1952, 5, 11.08, 8.792, 7.962, 84.1, 65.11, 76.05, 2.223, 2.203, 2.212
1952, 6, 14.73, 12.46, 11.71, 62.66, 64.97, 73.11, 2.776, 2.621, 2.635
1952, 7, 17.22, 14.65, 13.82, 38.63, 37.31, 44.77, 2.376, 2.324, 2.306
1952, 8, 17.37, 14.97, 14.2, 24.25, 15.76, 15.36, 2.16, 2.127, 2.096
1952, 9, 14.68, 12.4, 11.43, 6.44, 6.522, 8.125, 2.415, 2.327, 2.315
1952, 10, 10.02, 8.515, 7.881, 4.246, 1.494, 1.198, 2.255, 2.098, 2.12
1952, 11, -1.854, -4.268, -4.989, 32.61, 36.62, 51.71, 2.424, 2.149, 2.167
1952, 12, -3.045, -5.055, -6.023, 10.18, 17.58, 22.51, 3.213, 3.038, 3.062
1953, 1, 1.755, 0.05204, -0.9427, 24.68, 28.43, 25.91, 4.299, 4.088, 4.125
1953, 2, -1.401, -3.652, -4.858, 39.39, 50.83, 65.68, 3.31, 3.096, 3.148
1953, 3, 1.623, -0.574, -1.452, 14.74, 17.97, 22.14, 3.354, 3.192, 3.223
1953, 4, 3.482, 1.456, 0.3187, 37.97, 41.84, 47.6, 2.738, 2.651, 2.641
1953, 5, 8.055, 5.703, 4.805, 83.87, 54.69, 49.75, 2.883, 2.778, 2.799
1953, 6, 13.29, 10.9, 10.26, 68.26, 59.39, 62.89, 2.434, 2.41, 2.4
1953, 7, 19.63, 17.28, 16.61, 4.181, 3.746, 6.052, 1.993, 1.94, 1.903
1953, 8, 18.39, 15.87, 15.36, 18.37, 15.24, 15.68, 1.882, 1.854, 1.817
1953, 9, 14.69, 12.43, 11.76, 14.31, 12.48, 14.79, 2.745, 2.625, 2.625
1953, 10, 10.06, 7.592, 7.025, 11.08, 14.61, 22.14, 2.661, 2.592, 2.605
1953, 11, 4.219, 1.727, 1.012, 16.61, 27.81, 35.79, 3.412, 3.292, 3.33
1953, 12, -0.7976, -3.224, -4.044, 11.67, 14.44, 17.81, 4.028, 3.599, 3.618
1954, 1, -6.346, -5.466, -6.483, 35.15, 34.04, 35.35, 3.658, 3.686, 3.707
1954, 2, 2.642, 0.2572, -0.4815, 10.04, 14.22, 15.09, 3.873, 3.524, 3.569
1954, 3, -2.597, -4.007, -5.02, 38.66, 49.55, 65.95, 2.839, 2.789, 2.806
1954, 4, 4.657, 3.626, 3.058, 19.77, 16.52, 15.73, 3.243, 3.231, 3.238
1954, 5, 10.74, 8.694, 7.879, 28.09, 28.66, 34.08, 2.38, 2.284, 2.265
1954, 6, 12.31, 9.992, 9.35, 87.59, 85.32, 89.16, 2.817, 2.675, 2.673
1954, 7, 19.89, 17.36, 16.67, 21.01, 25.41, 25.45, 2.026, 2.072, 2.048
1954, 8, 16.48, 13.95, 13.32, 49.16, 39.57, 40.7, 2.051, 2.113, 2.092
1954, 9, 12.51, 10.66, 10.07, 26.16, 19.87, 19.98, 2.362, 2.319, 2.308
1954, 10, 6.618, 4.816, 4.2, 9.519, 7.048, 8.609, 2.92, 2.768, 2.778
1954, 11, 4.867, 2.433, 1.569, 4.981, 5.139, 5.103, 3.148, 2.908, 2.94
1954, 12, -2.828, -5.461, -6.421, 10.21, 26.08, 37.85, 3.412, 3.023, 3.031
1955, 1, -5.489, -8.124, -9.586, 21.64, 44.47, 62.8, 3.1, 2.778, 2.819
1955, 2, -5.946, -7.976, -8.911, 18.31, 28.81, 35.57, 3.41, 3.299, 3.341
1955, 3, -5.078, -6.571, -7.838, 32.65, 28.4, 37.08, 3.857, 3.747, 3.777
1955, 4, 3.319, 0.9279, -0.0296, 47.41, 42.01, 50.64, 3.152, 3.03, 3.072
1955, 5, 9.019, 7.024, 6.426, 61.37, 57.12, 58.09, 2.583, 2.51, 2.513
1955, 6, 13.86, 11.36, 10.61, 70.19, 64.84, 72.53, 2.457, 2.377, 2.341
1955, 7, 17.59, 15.15, 14.45, 77.55, 54.98, 58.97, 2.224, 2.119, 2.109
1955, 8, 18.61, 16.17, 15.55, 4.237, 5.649, 7.051, 2.143, 2.056, 2.018
1955, 9, 12.22, 10.26, 9.603, 24.89, 22.46, 26.37, 2.607, 2.503, 2.52
1955, 10, 9.315, 6.896, 6.153, 17.51, 20.6, 22.19, 3.438, 3.241, 3.264
1955, 11, -5.311, -5.716, -6.592, 39.74, 45.76, 51.78, 3.474, 3.429, 3.461
1955, 12, -5.228, -5.806, -6.621, 67.39, 106.5, 141.4, 3.404, 3.338, 3.365
1956, 1, -5.483, -6.061, -6.674, 28.39, 47.88, 54.62, 2.948, 2.847, 2.859
1956, 2, -5.985, -8.224, -9.025, 5.454, 8.226, 8.29, 3.857, 3.55, 3.582
1956, 3, 0.0234, -2.709, -3.727, 15.4, 17.82, 22.46, 3.601, 3.315, 3.357
1956, 4, 5.219, 3.429, 2.355, 29.9, 33.98, 34.93, 2.711, 2.581, 2.586
1956, 5, 11.2, 9.064, 8.205, 42.55, 39.1, 39.99, 2.39, 2.279, 2.272
1956, 6, 15.84, 13.32, 12.71, 51.26, 37.73, 35.33, 2.911, 2.752, 2.734
1956, 7, 18.61, 15.88, 15.11, 39, 33.11, 31.88, 1.974, 1.923, 1.901
1956, 8, 16.12, 13.56, 12.82, 38.89, 27.43, 26.96, 2.253, 2.151, 2.109
1956, 9, 13.64, 11.33, 10.79, 14.37, 19.01, 22.98, 2.757, 2.634, 2.642
1956, 10, 7.345, 5.211, 4.507, 30.39, 31.73, 33.87, 3.185, 2.944, 2.97
1956, 11, 0.2154, -3.039, -3.914, 5.603, 8.842, 10.45, 3.382, 2.92, 2.994
1956, 12, -1.816, -4.087, -5.099, 17.73, 26.13, 27.31, 4.153, 3.532, 3.567
1957, 1, -12.84, -13.11, -14.22, 30.38, 50.38, 68.52, 2.896, 2.661, 2.684
1957, 2, -4.102, -5.06, -5.879, 14.78, 24.87, 30.52, 3.687, 3.401, 3.42
1957, 3, 0.3299, -1.682, -2.833, 33.62, 43.38, 52.75, 2.9, 2.747, 2.772
1957, 4, 4.529, 2.158, 1.207, 27.49, 25.48, 28.4, 2.827, 2.694, 2.723
1957, 5, 11.78, 9.414, 8.555, 95.18, 87.86, 90.95, 2.399, 2.303, 2.295
1957, 6, 14.57, 12, 11.28, 61.89, 55.52, 64.41, 2.596, 2.456, 2.451
1957, 7, 18.96, 16.25, 15.49, 16.92, 19.36, 26.74, 2.282, 2.253, 2.274
1957, 8, 17.53, 15.26, 14.5, 23, 19.92, 22.79, 1.988, 2.018, 2.009
1957, 9, 13.23, 11.08, 10.11, 26.72, 17.4, 19.76, 2.52, 2.323, 2.324
1957, 10, 5.606, 4.451, 3.658, 37.08, 43.86, 45.74, 2.254, 2.236, 2.24
1957, 11, -0.3314, -2.88, -3.699, 11.96, 13.79, 15.37, 3.413, 3.106, 3.137
1957, 12, 0.2346, -2.384, -2.952, 11.09, 16.95, 17.81, 4.323, 3.944, 3.979
1958, 1, -1.246, -4.491, -5.282, 13.66, 33.16, 53.52, 3.473, 2.997, 3.009
1958, 2, -1.501, -1.926, -2.935, 19.38, 25.24, 31.52, 2.97, 2.933, 2.954
1958, 3, -1.373, -3.27, -4.394, 40.41, 41.18, 53.75, 2.504, 2.425, 2.422
1958, 4, 4.564, 2.027, 1.126, 43.89, 44.19, 59.42, 3.203, 3.048, 3.053
1958, 5, 14.44, 11.72, 11.06, 29.16, 30, 31.11, 2.568, 2.396, 2.423
1958, 6, 14.26, 12.45, 11.7, 113.4, 102.4, 105.9, 2.504, 2.35, 2.351
1958, 7, 16.53, 14.46, 13.65, 52.64, 47.58, 59.5, 2.41, 2.279, 2.253
1958, 8, 19.31, 16.56, 15.77, 21.46, 24.06, 32.13, 2.473, 2.17, 2.154
1958, 9, 13.03, 10.66, 9.836, 32.44, 31.97, 41.17, 3.284, 2.989, 3.007
1958, 10, 9.389, 7.179, 6.425, 6.897, 4.362, 5.072, 3.42, 3.095, 3.134
1958, 11, 0.1309, -1.722, -2.504, 29.78, 32.78, 37.49, 4.027, 3.648, 3.675
1958, 12, -1.169, -2.263, -3.095, 22.26, 30.81, 37.61, 3.547, 3.176, 3.208
1959, 1, -3.711, -4.516, -5.31, 14.42, 14.64, 15.64, 3.505, 3.365, 3.388
1959, 2, -6.863, -6.84, -8.242, 58.58, 64.88, 97.35, 3.124, 2.907, 2.908
1959, 3, 1.478, -1.316, -2.203, 10.65, 14.88, 21.17, 3.755, 3.358, 3.385
1959, 4, 5.681, 3.515, 2.616, 18.19, 19.63, 22.45, 3.201, 3.024, 3.044
1959, 5, 7.786, 5.729, 4.856, 56.85, 60.41, 72.8, 2.879, 2.758, 2.756
1959, 6, 15.59, 13.28, 12.55, 66.27, 66.77, 71.89, 2.325, 2.29, 2.28
1959, 7, 18.69, 15.98, 15.28, 13.48, 15.78, 22.66, 2.323, 2.225, 2.199
1959, 8, 16.86, 14.59, 14.05, 27.62, 26.09, 28.64, 2.661, 2.498, 2.497
1959, 9, 11.37, 9.244, 8.465, 47.43, 57.5, 61.55, 2.99, 2.84, 2.835
1959, 10, 6.658, 4.789, 3.945, 52.18, 46.09, 47.55, 3.36, 3.147, 3.168
1959, 11, -1.938, -3.307, -4.316, 34.76, 23.32, 27.66, 3.906, 3.6, 3.668
1959, 12, -1.055, -3.911, -4.617, 9.902, 17.05, 22.51, 3.308, 2.843, 2.862
1960, 1, -6.805, -8.364, -9.015, 13.02, 22.81, 25.31, 3.038, 2.754, 2.775
1960, 2, -4.961, -7.732, -8.925, 18.3, 42.29, 58.51, 3.172, 2.98, 2.986
1960, 3, -0.07904, -2.399, -3.344, 18.07, 29.44, 36.82, 3.19, 3.012, 3.038
1960, 4, 5.234, 3.293, 2.433, 48.99, 41, 48.18, 3.328, 3.088, 3.102
1960, 5, 9.598, 7.224, 6.577, 52.13, 44.54, 46.91, 2.757, 2.637, 2.638
1960, 6, 15.08, 12.66, 11.82, 14.38, 15.66, 17.54, 3.035, 2.828, 2.832
1960, 7, 20.68, 18.12, 17.45, 9.186, 7.682, 6.951, 2.045, 1.989, 1.984
1960, 8, 16.18, 13.7, 13.03, 52.89, 52.77, 58.64, 2.669, 2.591, 2.579
1960, 9, 13.43, 11.32, 10.53, 4.961, 9.656, 7.699, 2.764, 2.635, 2.656
1960, 10, 8.243, 5.963, 5.371, 8.596, 13.63, 15, 3.382, 3.092, 3.111
1960, 11, 0.933, -1.217, -1.984, 14.41, 23.78, 28.15, 3.781, 3.597, 3.632
1960, 12, -2.958, -5.269, -5.937, 9.235, 11.77, 16.83, 3.172, 2.726, 2.753
1961, 1, -1.384, -4.118, -4.912, 2.56, 4.74, 5.721, 3.421, 2.952, 2.984
1961, 2, 2.462, -0.1375, -1.057, 18, 26.14, 32.97, 3.609, 3.243, 3.255
1961, 3, 2.137, -0.4277, -1.276, 31.63, 27.62, 33.05, 3.027, 2.88, 2.89
1961, 4, 4.038, 2.039, 1.264, 31.28, 26.29, 29.38, 3.02, 2.901, 2.913
1961, 5, 11.08, 8.45, 7.805, 60.82, 56.19, 60.75, 2.447, 2.49, 2.485
1961, 6, 18.69, 15.72, 14.92, 21.42, 20.25, 23.14, 2.249, 2.198, 2.195
1961, 7, 19.75, 17.11, 16.39, 22.17, 22.9, 25.58, 2.102, 2.075, 2.055
1961, 8, 20.27, 17.47, 16.63, 18.29, 27.79, 34.02, 1.936, 1.868, 1.854
1961, 9, 9.174, 6.961, 6.095, 63.28, 64.24, 76.12, 2.983, 2.834, 2.84
1961, 10, 6.91, 4.645, 3.826, 31, 43.93, 61.07, 3.385, 3.152, 3.194
1961, 11, -1.011, -2.509, -3.285, 15.94, 17.13, 20.01, 3.46, 3.193, 3.221
1961, 12, -4.879, -6.423, -7.033, 6.362, 11.46, 11.54, 3.917, 3.548, 3.576
1962, 1, -7.459, -9.657, -10.47, 32.17, 51.44, 73.71, 3.667, 3.185, 3.211
1962, 2, -3.75, -5.314, -6.285, 20.97, 29.05, 33.54, 2.909, 2.772, 2.804
1962, 3, -1.785, -3.489, -4.445, 21.52, 20.79, 25.33, 2.871, 2.778, 2.814
1962, 4, 7.531, 4.957, 4.202, 15.79, 15.33, 16.51, 3.025, 2.87, 2.877
1962, 5, 9.542, 7.307, 6.516, 91.41, 75.55, 85.57, 2.564, 2.472, 2.479
1962, 6, 14.8, 12.16, 11.4, 55.73, 51.79, 47.64, 2.373, 2.232, 2.21
1962, 7, 16.72, 14.3, 13.59, 44.84, 43.65, 52.71, 2.162, 2.137, 2.099
1962, 8, 16.89, 14.07, 13.33, 43.76, 39.65, 49.53, 2.535, 2.425, 2.415
1962, 9, 12.6, 10.89, 10.11, 9.639, 13.95, 13.67, 2.789, 2.609, 2.619
1962, 10, 9.549, 7.445, 6.952, 35.92, 30.43, 31.46, 3.042, 2.854, 2.883
1962, 11, 2.388, -0.08557, -0.6187, 48.97, 70.01, 90.89, 3.29, 3.027, 3.048
1962, 12, -0.1205, -1.768, -2.386, 10.03, 13.05, 19.76, 3.43, 2.998, 3.036
1963, 1, -10.02, -11.18, -12.17, 31.87, 36.12, 45.52, 3.603, 3.254, 3.305
1963, 2, 2.272, 0.1913, -0.6303, 11.53, 22.76, 26.55, 3.59, 3.249, 3.28
1963, 3, 2.255, -0.4061, -1.241, 13.58, 20.88, 27.61, 3.178, 2.997, 3.019
1963, 4, 4.659, 2.114, 1.295, 45.74, 51.9, 61.49, 3.063, 2.961, 2.989
1963, 5, 10.59, 8.455, 7.829, 53.7, 49.54, 62.39, 2.283, 2.193, 2.169
1963, 6, 14.03, 11.18, 10.55, 101, 108, 111.8, 2.36, 2.218, 2.184
1963, 7, 18.24, 15.46, 14.85, 17.92, 12.62, 15.25, 2.346, 2.351, 2.338
1963, 8, 18.39, 15.9, 15.1, 18.01, 21.89, 20.62, 1.93, 1.851, 1.842
1963, 9, 15.72, 13.25, 12.57, 44.7, 46.89, 48.51, 2.058, 2.021, 2.022
1963, 10, 10.69, 8.583, 7.813, 29.34, 30.17, 34.26, 2.545, 2.471, 2.479
1963, 11, 2.481, 0.2147, -0.5603, 14.15, 23.69, 26.16, 3.615, 3.327, 3.339
1963, 12, -5.158, -6.308, -6.951, 35.06, 40.8, 56.44, 3.317, 3.021, 3.067
1964, 1, -3.768, -6.114, -6.901, 12.5, 16.01, 15.81, 4.221, 3.892, 3.929
1964, 2, -2.459, -6.03, -6.766, 12.17, 13.85, 16.43, 3.935, 3.474, 3.523
1964, 3, -2.352, -4.968, -5.797, 17.75, 20.1, 27.13, 3.511, 3.365, 3.398
1964, 4, 4.657, 2.06, 1.237, 38.29, 42.37, 45.8, 3.372, 3.255, 3.279
1964, 5, 9.883, 7.374, 6.692, 83.42, 58.98, 66.14, 3.027, 2.896, 2.885
1964, 6, 13.6, 10.73, 9.979, 122.1, 129, 140, 2.449, 2.383, 2.36
1964, 7, 19.59, 16.97, 16.5, 18.96, 22.17, 24.33, 2.089, 2.105, 2.08
1964, 8, 16.04, 13.51, 12.83, 47.34, 44.62, 51.2, 2.723, 2.678, 2.685
1964, 9, 11.34, 9.525, 8.924, 5.811, 5.262, 4.904, 2.873, 2.758, 2.773
1964, 10, 9.267, 6.812, 6.128, 8.852, 15.2, 19.24, 2.819, 2.572, 2.598
1964, 11, -0.002721, -1.809, -2.524, 19.97, 28.45, 35.21, 3.086, 3.091, 3.141
1964, 12, -5.813, -5.997, -6.496, 48.77, 75.85, 87.83, 4.128, 4.117, 4.157
1965, 1, -1.194, -3.184, -3.859, 21.31, 41.96, 49.2, 4.082, 3.834, 3.884
1965, 2, -2.017, -3.705, -4.454, 9.096, 9.791, 11.91, 3.852, 3.49, 3.515
1965, 3, -4.683, -6.305, -7.273, 18.67, 16.31, 18.76, 2.221, 2.18, 2.18
1965, 4, 5.868, 3.56, 2.702, 45.77, 42.83, 50.66, 2.753, 2.815, 2.869
1965, 5, 8.75, 6.144, 5.469, 59.42, 55.04, 64.19, 2.853, 2.718, 2.722
1965, 6, 13.71, 11.39, 10.82, 89.74, 70.95, 79.76, 2.627, 2.503, 2.487
1965, 7, 17.91, 15.24, 14.7, 33.03, 32.64, 31.32, 1.911, 1.923, 1.917
1965, 8, 16.95, 14.11, 13.26, 58.52, 63.75, 70, 2.362, 2.21, 2.202
1965, 9, 7.078, 5.517, 4.69, 60.54, 47.67, 51.91, 2.811, 2.714, 2.724
1965, 10, 10.39, 8.099, 7.533, 6.617, 9.473, 7.816, 2.989, 2.662, 2.696
1965, 11, 2.112, 0.7729, 0.2298, 19.02, 20.89, 21.76, 3.202, 3.09, 3.121
1965, 12, -2.308, -4.349, -4.932, 10.88, 19.72, 26.58, 3.286, 3.02, 3.038
1966, 1, -4.634, -5.119, -6.021, 19.04, 27.8, 34.5, 3.675, 3.534, 3.561
1966, 2, -2.532, -4.704, -5.619, 9.954, 15.52, 19.72, 3.203, 2.978, 2.995
1966, 3, 1.797, -0.9259, -1.564, 11.19, 13.23, 17.59, 3.197, 2.966, 2.999
1966, 4, 4.807, 2.634, 1.875, 13.45, 13.11, 13.55, 3.003, 2.851, 2.87
1966, 5, 12.65, 10.37, 9.678, 29.15, 24.89, 29.34, 2.9, 2.798, 2.799
1966, 6, 13.67, 11.27, 10.64, 59.78, 55.99, 60.09, 2.59, 2.46, 2.445
1966, 7, 19.65, 16.91, 16.35, 19.26, 10.11, 9.888, 2.119, 2.168, 2.153
1966, 8, 17.45, 14.98, 14.19, 25.81, 22.24, 23.97, 2.353, 2.298, 2.277
1966, 9, 15.68, 13.1, 12.37, 32.54, 42.56, 45.84, 2.366, 2.35, 2.362
1966, 10, 8.252, 5.553, 4.731, 22.87, 18.77, 22.55, 3.505, 3.181, 3.219
1966, 11, 1.155, -0.1617, -0.8672, 35.34, 33.19, 38.46, 3.336, 3.215, 3.245
1966, 12, -2.427, -4.561, -5.398, 16.98, 26.59, 32.81, 3.402, 3.091, 3.099
1967, 1, -1.374, -2.656, -3.638, 31.49, 36.99, 44.82, 4.913, 4.63, 4.675
1967, 2, 0.4289, -2.083, -3.07, 11.9, 19.65, 23.95, 4.801, 4.334, 4.384
1967, 3, -1.115, -2.122, -2.987, 58.7, 61.62, 84.02, 3.123, 3.038, 3.047
1967, 4, 2.454, 0.5923, -0.277, 54.62, 56.36, 56.57, 2.423, 2.355, 2.352
1967, 5, 9.874, 7.648, 6.804, 67.66, 53.54, 58.99, 2.763, 2.578, 2.554
1967, 6, 13.71, 11.35, 10.38, 94.17, 85.23, 94.64, 2.264, 2.099, 2.091
1967, 7, 19.55, 16.78, 16.01, 26.6, 33.12, 34.94, 1.973, 1.848, 1.827
1967, 8, 19.6, 16.84, 16.06, 8.069, 8.254, 10.94, 2.088, 1.948, 1.935
1967, 9, 15.85, 13.6, 12.81, 17.67, 19.15, 21.38, 2.643, 2.523, 2.535
1967, 10, 8.485, 6.028, 5.393, 64.43, 69.83, 77.05, 3.877, 3.62, 3.642
1967, 11, 0.9985, -0.8876, -1.826, 17.58, 25.29, 30.73, 3.272, 3.047, 3.076
1967, 12, -6.599, -8.176, -9.335, 44.66, 50.15, 65.97, 3.697, 3.47, 3.475
1968, 1, -6.126, -7.348, -8.361, 24.63, 37.59, 44.99, 3.327, 3.056, 3.062
1968, 2, -0.5106, -2.709, -3.745, 10.38, 15.05, 17.34, 2.8, 2.699, 2.687
1968, 3, 3.546, 0.8551, -0.1274, 25.81, 32.03, 42.31, 2.979, 2.89, 2.904
1968, 4, 3.581, 1.365, 0.5335, 29.76, 25.49, 28.65, 3.396, 3.333, 3.329
1968, 5, 8.555, 6.426, 5.566, 54.74, 47.61, 55.04, 2.549, 2.509, 2.467
1968, 6, 13.78, 11.72, 11.02, 66.18, 63.39, 73.88, 2.722, 2.55, 2.508
1968, 7, 18.66, 16.46, 15.76, 15.56, 18.62, 27.81, 2.101, 1.961, 1.949
1968, 8, 15.94, 13.37, 12.46, 61.16, 66.66, 70.32, 2.259, 2.203, 2.196
1968, 9, 12.15, 9.812, 8.967, 57.09, 49.88, 57.79, 2.891, 2.76, 2.772
1968, 10, 7.509, 5.486, 4.922, 13.78, 16.57, 20.38, 3.027, 2.842, 2.862
