# Created by WEAP: 9/4/2020 10:28:40 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: WA_N_CEN_Okanogan (469,095 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (115,884 ha),  1000 - 2000 m (289,999 ha),  2000 - 3000 m (63,211 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 112.3, 151, 182.6, -8.504, -12.27, -14.23, 2.666, 2.578, 2.539
1970, 2, 19.68, 37.23, 51.07, -2.179, -6.074, -8.191, 2.591, 2.54, 2.515
1970, 3, 24.51, 38.94, 54.17, 1.78, -2.718, -5.132, 2.358, 2.333, 2.328
1970, 4, 23.68, 58.43, 85.81, 5.6, 0.9229, -1.692, 2.686, 2.625, 2.602
1970, 5, 10.54, 21.3, 29.78, 12.38, 7.664, 5.001, 1.678, 1.628, 1.609
1970, 6, 6.191, 11.75, 16.64, 18.81, 14.34, 11.64, 2.102, 2.065, 2.053
1970, 7, 0.7735, 4.531, 9.55, 20.98, 16.37, 13.55, 1.797, 1.766, 1.756
1970, 8, 9.204, 14.09, 14.43, 19.64, 15.18, 12.51, 1.639, 1.602, 1.59
1970, 9, 11.39, 36.08, 55.62, 11.9, 7.173, 4.491, 2.112, 2.089, 2.08
1970, 10, 22.46, 41.7, 58.2, 6.146, 1.555, -1.061, 2.37, 2.349, 2.343
1970, 11, 87.03, 125.6, 163.3, -1.79, -6.131, -8.585, 3.229, 3.159, 3.126
1970, 12, 137.6, 165.4, 178.1, -8.672, -12.16, -14.02, 3.203, 3.158, 3.143
1971, 1, 108.9, 164.6, 205.6, -6.902, -10.45, -12.56, 3.291, 3.215, 3.189
1971, 2, 28.31, 57.85, 81.22, -3.554, -7.262, -9.405, 2.483, 2.398, 2.366
1971, 3, 64.29, 120.4, 169, -1.84, -6.305, -8.575, 2.719, 2.668, 2.649
1971, 4, 21.45, 44.59, 59.63, 6.102, 1.207, -1.379, 2.137, 2.09, 2.072
1971, 5, 13.77, 32.52, 47.18, 13.52, 8.743, 5.96, 2.159, 2.062, 2.022
1971, 6, 38.33, 66.8, 91.69, 13.27, 8.586, 6, 1.663, 1.663, 1.67
1971, 7, 3.587, 5.474, 9.255, 19.72, 14.88, 12.24, 1.547, 1.513, 1.503
1971, 8, 16.86, 22.82, 26.24, 21.18, 16.61, 14.06, 1.588, 1.568, 1.566
1971, 9, 38.89, 68.88, 86.26, 11.39, 6.718, 4.189, 2.015, 1.985, 1.974
1971, 10, 23.67, 42.67, 60.7, 5.93, 1.306, -1.297, 2.067, 2.035, 2.023
1971, 11, 63.76, 100.5, 132.6, -0.9684, -5.245, -7.511, 2.477, 2.459, 2.458
1971, 12, 133.5, 145.2, 159.7, -9.691, -12.55, -14.48, 2.837, 2.747, 2.713
1972, 1, 93.17, 155.3, 199.5, -9.833, -13.36, -15.52, 3.584, 3.499, 3.465
1972, 2, 117.9, 205.9, 257.6, -5.092, -9.219, -11.39, 2.995, 2.932, 2.906
1972, 3, 86.76, 159.7, 217.1, 1.656, -2.907, -5.341, 2.38, 2.369, 2.37
1972, 4, 25.29, 52.02, 67.09, 4.734, 0.004025, -2.6, 2.578, 2.543, 2.533
1972, 5, 54.84, 96.87, 122.5, 12.81, 8.264, 5.573, 1.931, 1.899, 1.89
1972, 6, 69.19, 113.3, 147.8, 15.52, 10.88, 8.093, 1.835, 1.806, 1.799
1972, 7, 8.272, 21.79, 35.17, 18.29, 13.45, 10.8, 1.87, 1.854, 1.851
1972, 8, 37.95, 60.18, 77.4, 19.87, 15.19, 12.49, 1.638, 1.587, 1.569
1972, 9, 21.94, 61.34, 91.03, 11.25, 6.768, 4.19, 1.975, 1.969, 1.969
1972, 10, 6.056, 11.64, 16.79, 6.866, 2.569, -0.05391, 1.698, 1.664, 1.651
1972, 11, 61.55, 81.88, 98.03, 0.5933, -3.597, -5.959, 2.534, 2.521, 2.516
1972, 12, 92.93, 121.8, 135.9, -7.052, -10.93, -13.16, 3.167, 3.087, 3.056
1973, 1, 55.05, 67.72, 77.25, -8.101, -11.97, -14.13, 3.586, 3.548, 3.532
1973, 2, 23.4, 38.25, 47.51, -2.719, -6.767, -9.05, 2.479, 2.442, 2.427
1973, 3, 11.36, 23.75, 35.25, 3.561, -0.9886, -3.479, 2.147, 2.088, 2.066
1973, 4, 0.4111, 5.598, 10.22, 8.238, 3.72, 1.08, 1.795, 1.732, 1.706
1973, 5, 7.793, 24.9, 40.42, 12.92, 8.289, 5.614, 2.224, 2.194, 2.181
1973, 6, 5.339, 16.31, 28.15, 15.64, 10.87, 8.18, 2.377, 2.309, 2.275
1973, 7, 1.086, 1.84, 3.231, 20.87, 16.16, 13.45, 1.792, 1.742, 1.721
1973, 8, 2.996, 4.067, 5.943, 20.11, 15.34, 12.53, 2.068, 2.017, 1.993
1973, 9, 60.48, 83.15, 99.52, 14.95, 10.38, 7.771, 1.833, 1.8, 1.788
1973, 10, 32.54, 63.74, 96.69, 6.771, 2.153, -0.4733, 1.927, 1.919, 1.92
1973, 11, 116.1, 154.9, 202.7, -2.865, -6.909, -9.199, 2.536, 2.468, 2.445
1973, 12, 150.8, 165.2, 171.7, -3.757, -6.989, -8.902, 2.664, 2.615, 2.596
1974, 1, 139.5, 206.6, 256.1, -8.52, -11.88, -13.8, 3.21, 3.161, 3.149
1974, 2, 69.55, 92.53, 108.6, -1.895, -5.896, -8.043, 2.776, 2.712, 2.689
1974, 3, 46.22, 84.15, 117.9, 1.117, -3.314, -5.65, 2.638, 2.611, 2.608
1974, 4, 34.87, 63.19, 85.45, 7.097, 2.427, -0.1039, 2.505, 2.447, 2.426
1974, 5, 16.26, 29.09, 44.13, 10.08, 5.457, 2.875, 2.142, 2.111, 2.099
1974, 6, 6.264, 14.06, 22.6, 17.59, 12.96, 10.32, 1.879, 1.806, 1.777
1974, 7, 34.65, 52.26, 68.79, 18.4, 13.69, 11, 1.839, 1.819, 1.815
1974, 8, 3.814, 5.549, 9.287, 20.39, 15.59, 12.89, 1.739, 1.689, 1.674
1974, 9, 0.6471, 3.528, 6.311, 16.08, 11.52, 8.929, 1.881, 1.849, 1.834
1974, 10, 4.223, 9.486, 14.06, 8.393, 3.962, 1.384, 1.712, 1.714, 1.719
1974, 11, 53.84, 109.8, 149.1, 0.6526, -3.377, -5.741, 2.404, 2.341, 2.315
1974, 12, 96.13, 128.5, 148.9, -4.272, -7.88, -9.919, 2.622, 2.563, 2.542
1975, 1, 82.67, 110.7, 136.2, -8.356, -11.57, -13.51, 2.315, 2.243, 2.219
1975, 2, 71.63, 110.5, 144.1, -6.44, -10.15, -12.41, 2.961, 2.916, 2.896
1975, 3, 36.64, 64.06, 90.09, -0.5002, -4.791, -7.127, 2.685, 2.645, 2.632
1975, 4, 69.72, 87.5, 97.33, 5.719, 1.068, -1.458, 2.296, 2.23, 2.208
1975, 5, 16.94, 47.07, 68.42, 11.53, 7.083, 4.489, 2.442, 2.393, 2.375
1975, 6, 10.71, 19.79, 29.49, 15.02, 10.5, 7.826, 2.454, 2.356, 2.311
1975, 7, 27.94, 37.21, 44.84, 21.62, 16.99, 14.26, 1.937, 1.888, 1.869
1975, 8, 43.47, 65.47, 84.55, 17.04, 12.36, 9.653, 1.947, 1.919, 1.911
1975, 9, 0.4937, 0.9436, 1.466, 15.37, 10.8, 8.261, 1.821, 1.78, 1.762
1975, 10, 65.81, 115, 154, 6.696, 2.197, -0.2712, 2.373, 2.346, 2.343
1975, 11, 52.78, 115.2, 173.4, -1.11, -5.17, -7.479, 2.963, 2.962, 2.97
1975, 12, 102.7, 157.5, 187.1, -4.857, -8.757, -10.96, 2.659, 2.596, 2.574
1976, 1, 62.36, 101.9, 137.8, -6.065, -9.692, -11.75, 2.476, 2.408, 2.381
1976, 2, 55.67, 88.03, 115, -3.048, -7.134, -9.438, 3.138, 3.081, 3.059
1976, 3, 13.97, 34.28, 56.61, 0.03049, -4.506, -6.917, 2.311, 2.275, 2.268
1976, 4, 10.96, 22.35, 31.59, 6.934, 2.161, -0.3937, 2.406, 2.337, 2.305
1976, 5, 16.8, 33.6, 52.05, 11.61, 6.975, 4.334, 1.98, 1.965, 1.966
1976, 6, 12.73, 19.63, 26.95, 14.03, 9.236, 6.53, 2.124, 2.08, 2.066
1976, 7, 4.086, 8.022, 14.52, 19.06, 14, 11.14, 1.415, 1.375, 1.367
1976, 8, 88.71, 124.2, 150, 17.27, 12.16, 9.28, 1.429, 1.415, 1.42
1976, 9, 0.09753, 1.568, 3.118, 16.14, 11.26, 8.504, 1.799, 1.766, 1.755
1976, 10, 7.004, 15.29, 23.49, 7.506, 2.936, 0.3565, 1.727, 1.71, 1.706
1976, 11, 8.006, 27.22, 43.45, 0.1377, -3.927, -6.326, 2.278, 2.247, 2.229
1976, 12, 17.02, 33.77, 45.25, -5.398, -8.991, -10.9, 2.501, 2.457, 2.441
1977, 1, 4.982, 19.47, 32.76, -9.077, -12.77, -14.77, 1.711, 1.655, 1.631
1977, 2, 41.83, 64.44, 78.14, -0.4367, -4.585, -6.973, 2.42, 2.379, 2.362
1977, 3, 21.54, 64.45, 102.7, 3.116, -1.493, -4.091, 2.635, 2.57, 2.548
1977, 4, 8.599, 19.46, 29.82, 9.875, 5.535, 2.954, 2, 1.978, 1.97
1977, 5, 40.07, 79.51, 116, 10.76, 6.168, 3.497, 1.94, 1.925, 1.922
1977, 6, 11.38, 23.44, 33.03, 18.62, 13.87, 11.06, 1.858, 1.804, 1.784
1977, 7, 7.359, 13.4, 23.31, 19.44, 14.63, 11.78, 1.871, 1.844, 1.838
1977, 8, 26.13, 40.82, 52.89, 22.21, 17.41, 14.6, 1.893, 1.856, 1.841
1977, 9, 33.36, 57.17, 76.07, 12.8, 8.241, 5.579, 1.695, 1.668, 1.657
1977, 10, 17.95, 37.4, 51.09, 6.989, 2.387, -0.2059, 2.179, 2.185, 2.192
1977, 11, 106.7, 187, 248.3, -1.623, -5.968, -8.428, 3.023, 2.99, 2.979
1977, 12, 126.1, 172.3, 197.2, -7.072, -10.88, -12.99, 3.103, 3.008, 2.965
1978, 1, 59.44, 78.26, 95.47, -5.851, -9.612, -11.9, 2.796, 2.748, 2.725
1978, 2, 63.6, 85.75, 100.8, -2.125, -6.082, -8.436, 2.418, 2.378, 2.364
1978, 3, 37.78, 69.69, 97.08, 3.179, -1.333, -3.866, 2.049, 2.033, 2.025
1978, 4, 56.06, 95.04, 121.9, 7.281, 2.745, 0.1116, 2.386, 2.32, 2.288
1978, 5, 10.22, 30.46, 47.3, 11.19, 6.634, 4.04, 2.269, 2.203, 2.176
1978, 6, 21.9, 37.84, 52.27, 17.5, 12.81, 10.15, 1.627, 1.6, 1.59
1978, 7, 40.63, 59.15, 76.72, 20.58, 15.87, 13.14, 1.739, 1.691, 1.674
1978, 8, 30.1, 51.84, 72.23, 18.53, 13.8, 11.02, 1.753, 1.724, 1.716
1978, 9, 57.94, 112.3, 154.7, 12.53, 7.837, 5.106, 1.789, 1.785, 1.791
1978, 10, 2.948, 13.04, 21.71, 7.794, 3.303, 0.7103, 1.809, 1.781, 1.767
1978, 11, 37.7, 73.53, 106.9, -3.082, -7.148, -9.608, 2.709, 2.693, 2.684
1978, 12, 30.43, 51.95, 64.67, -9.101, -12.7, -14.77, 2.548, 2.504, 2.49
1979, 1, 20.25, 29.42, 38.96, -12.92, -16.48, -18.63, 2.405, 2.377, 2.361
1979, 2, 71.78, 130.4, 167, -5.212, -8.986, -11.22, 2.872, 2.857, 2.859
1979, 3, 11.45, 26.8, 43.12, 3.264, -1.234, -3.723, 2.308, 2.275, 2.262
1979, 4, 18.61, 37.57, 48.85, 6.874, 2.593, 0.02768, 1.922, 1.892, 1.881
1979, 5, 4.545, 15.55, 25.96, 13.02, 8.565, 5.921, 1.497, 1.456, 1.443
1979, 6, 19.94, 30.58, 42.85, 17.25, 12.65, 9.923, 1.635, 1.553, 1.518
1979, 7, 11.97, 20.97, 33.89, 21.22, 16.64, 13.81, 1.962, 1.908, 1.888
1979, 8, 34.5, 62.43, 84.48, 20.26, 15.7, 12.91, 1.693, 1.624, 1.595
1979, 9, 22.04, 48.41, 68.66, 15.55, 11.12, 8.426, 1.761, 1.781, 1.795
1979, 10, 53.7, 87.32, 114.4, 9.447, 4.946, 2.3, 1.848, 1.833, 1.829
1979, 11, 47.03, 52.29, 57.3, -2.482, -6.501, -8.744, 2.512, 2.488, 2.475
1979, 12, 150, 204, 229.5, -2.989, -6.682, -8.812, 3.403, 3.341, 3.319
1980, 1, 76.56, 104.2, 121.3, -11.13, -14.61, -16.56, 2.803, 2.751, 2.73
1980, 2, 80.65, 116.7, 140.3, -3.335, -7.225, -9.431, 2.698, 2.673, 2.663
1980, 3, 18.44, 47.6, 74.07, 1.477, -2.701, -5.182, 2.529, 2.452, 2.422
1980, 4, 33.67, 58.34, 73.3, 8.828, 4.568, 2.007, 2.235, 2.214, 2.209
1980, 5, 54.68, 106.6, 152.4, 12.35, 8.017, 5.352, 1.854, 1.783, 1.754
1980, 6, 26.21, 57.79, 85.87, 13.97, 9.773, 7.186, 1.726, 1.673, 1.651
1980, 7, 7.951, 19.96, 31.34, 19.2, 14.81, 12.06, 1.943, 1.92, 1.912
1980, 8, 11.38, 20.14, 27.66, 17.45, 13.08, 10.33, 2.133, 2.074, 2.048
1980, 9, 37.19, 67.76, 97.13, 14.05, 9.635, 6.884, 1.925, 1.917, 1.918
1980, 10, 5.264, 9.754, 14.37, 7.886, 3.666, 1.1, 1.758, 1.737, 1.731
1980, 11, 67.3, 142.8, 198.2, -0.1396, -4.295, -6.657, 2.804, 2.772, 2.757
1980, 12, 107.3, 148.9, 172.1, -5.339, -8.976, -11.12, 2.738, 2.697, 2.684
1981, 1, 43.92, 40.61, 42.64, -1.971, -5.94, -8.154, 2.994, 2.947, 2.921
1981, 2, 94.46, 155.1, 197.3, -2.231, -6.322, -8.619, 2.527, 2.492, 2.481
1981, 3, 10.62, 25.94, 39.62, 4.634, 0.2117, -2.311, 2.184, 2.123, 2.095
1981, 4, 8.628, 43.27, 69.85, 7.042, 2.632, 0.0139, 2.572, 2.534, 2.521
1981, 5, 64.64, 102.7, 144, 11.4, 7.011, 4.471, 1.691, 1.644, 1.623
1981, 6, 20.42, 41.41, 69.75, 13.2, 8.633, 5.942, 2.057, 2.008, 1.982
1981, 7, 25.16, 44.79, 64.3, 18.52, 13.94, 11.19, 1.901, 1.859, 1.842
1981, 8, 4.295, 9.187, 15.22, 21.56, 17.25, 14.53, 1.589, 1.506, 1.472
1981, 9, 27.68, 52.51, 71.54, 14.62, 9.99, 7.267, 1.849, 1.845, 1.846
1981, 10, 60.9, 104.5, 140.6, 6.248, 1.73, -0.8472, 2.199, 2.184, 2.183
1981, 11, 87.4, 123.8, 150, 0.9666, -3.175, -5.544, 2.669, 2.635, 2.623
1981, 12, 108.8, 143.8, 160.6, -7.153, -10.47, -12.41, 2.711, 2.658, 2.64
1982, 1, 80.89, 147.5, 197.1, -7.575, -11.03, -13.16, 2.784, 2.699, 2.673
1982, 2, 75.8, 136.9, 176, -4.29, -8.221, -10.44, 2.85, 2.786, 2.764
1982, 3, 51.95, 80.23, 108.9, 1.987, -2.544, -5.042, 2.091, 2.031, 2.008
1982, 4, 13.95, 33.8, 47.18, 4.972, 0.4575, -2.12, 2.376, 2.342, 2.331
1982, 5, 25.78, 42.01, 59.21, 11.27, 6.847, 4.198, 1.821, 1.772, 1.758
1982, 6, 51.7, 77.34, 96.56, 18.16, 13.73, 11.03, 1.495, 1.424, 1.394
1982, 7, 37.7, 74.2, 103.5, 18.27, 13.69, 10.9, 1.943, 1.925, 1.92
1982, 8, 14.39, 35.46, 51.75, 18.78, 14.13, 11.31, 1.47, 1.441, 1.433
1982, 9, 30.32, 57.96, 86.08, 14.2, 9.691, 7.005, 1.854, 1.817, 1.802
1982, 10, 32.56, 61.93, 86.64, 6.381, 2.134, -0.3627, 2.24, 2.255, 2.268
1982, 11, 52.84, 81.74, 108.8, -3.093, -7.139, -9.557, 2.712, 2.646, 2.614
1982, 12, 106.7, 134, 143.5, -7.14, -10.54, -12.51, 2.673, 2.632, 2.615
1983, 1, 151.6, 207.1, 247.1, -3.514, -7.041, -9.206, 2.973, 2.911, 2.888
1983, 2, 94.66, 137.8, 164.7, -1.667, -5.465, -7.564, 2.879, 2.833, 2.817
1983, 3, 94.18, 139.6, 179.5, 3.751, -0.7507, -3.225, 2.358, 2.313, 2.298
1983, 4, 39.57, 62.33, 79.74, 7.476, 3.116, 0.5236, 1.736, 1.687, 1.666
1983, 5, 15.04, 20.58, 29.33, 13.31, 9.097, 6.525, 2.013, 1.955, 1.929
1983, 6, 28.59, 56.14, 81.89, 15.31, 10.86, 8.197, 1.778, 1.71, 1.68
1983, 7, 29.68, 67.36, 106.1, 16.66, 12.03, 9.273, 2.143, 2.087, 2.065
1983, 8, 53.96, 72.36, 87.88, 19.64, 15.15, 12.37, 1.553, 1.496, 1.477
1983, 9, 33.35, 56.35, 76.18, 12.11, 7.582, 4.929, 2.128, 2.084, 2.065
1983, 10, 12.92, 29.43, 43.08, 7.236, 2.852, 0.2696, 1.754, 1.745, 1.745
1983, 11, 188.3, 264.6, 319.4, 0.5511, -3.552, -5.833, 3.151, 3.096, 3.08
1983, 12, 58.43, 64.22, 71.64, -12.23, -15.71, -17.67, 3.012, 2.98, 2.963
1984, 1, 34.28, 84.47, 119.9, -5.849, -9.127, -11.06, 2.619, 2.561, 2.54
1984, 2, 43.85, 66.6, 83.48, -2.47, -6.28, -8.372, 2.56, 2.522, 2.511
1984, 3, 62.16, 94.72, 127.4, 3.831, -0.5992, -2.994, 1.832, 1.779, 1.761
1984, 4, 47.4, 64.99, 80.3, 6.081, 1.671, -0.8839, 2.267, 2.236, 2.229
1984, 5, 22.13, 61.02, 91.17, 9.585, 5.146, 2.507, 2.082, 2.042, 2.027
1984, 6, 56.67, 84.26, 108.5, 14.68, 9.974, 7.32, 1.863, 1.832, 1.819
1984, 7, 5.321, 5.277, 6.332, 19.93, 15.51, 12.88, 1.855, 1.818, 1.805
1984, 8, 12.44, 32.33, 51.98, 19.64, 15.01, 12.26, 1.629, 1.563, 1.542
1984, 9, 9.871, 21.22, 33.38, 12.18, 7.648, 4.996, 1.981, 1.962, 1.957
1984, 10, 33.4, 80.43, 119.1, 5.378, 0.8064, -1.753, 2.242, 2.238, 2.244
1984, 11, 110.8, 154.7, 193.2, -1.9, -5.962, -8.27, 3.038, 2.977, 2.956
1984, 12, 38.95, 57.65, 71.3, -11.86, -15.17, -17.08, 2.496, 2.409, 2.373
1985, 1, 15.11, 18.67, 22.87, -8.348, -11.99, -14.11, 1.825, 1.795, 1.78
1985, 2, 39.65, 66.62, 89.83, -7.489, -10.66, -12.61, 2.579, 2.548, 2.543
1985, 3, 37.43, 49.55, 65.18, 0.7625, -3.245, -5.592, 1.896, 1.857, 1.845
1985, 4, 7.017, 35.71, 57.36, 8.121, 3.428, 0.7586, 2.29, 2.274, 2.27
1985, 5, 19.36, 42.33, 65.12, 13.32, 8.736, 5.986, 1.867, 1.81, 1.786
1985, 6, 18.21, 35.25, 52.2, 16.56, 11.96, 9.265, 2.04, 1.986, 1.961
1985, 7, 8.234, 21.11, 29.26, 23.06, 18.53, 15.83, 1.765, 1.72, 1.704
1985, 8, 3.887, 5.713, 9.301, 18.67, 14.25, 11.6, 1.804, 1.777, 1.77
1985, 9, 48.9, 89.31, 125.8, 11.78, 7.227, 4.58, 2.002, 1.97, 1.958
1985, 10, 51.2, 127, 189.5, 6.334, 1.599, -1.053, 2.557, 2.574, 2.591
1985, 11, 29.18, 56.49, 87.57, -7.525, -11.63, -14.04, 2.933, 2.906, 2.894
1985, 12, 24.22, 25.96, 28.57, -9.79, -13.33, -15.43, 2.298, 2.251, 2.229
1986, 1, 104.7, 135.1, 162.7, -4.856, -8.247, -10.24, 3.103, 3.047, 3.027
