# Created by WEAP: 9/4/2020 10:29:12 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CO_NW_Cabin (3,496 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 3000 - 4000 m (3,430 ha),  4000 - 5000 m (66 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m, wind[m/s]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 4000 to 5000 m

1970, 1, 34.02, 32.04, -8.994, -10.16, 3.876, 3.815
1970, 2, 38.77, 38.01, -6.059, -7.17, 3.003, 2.957
1970, 3, 78.39, 75.69, -8.104, -8.981, 3.094, 3.06
1970, 4, 54.15, 54.15, -4.35, -5.349, 3.301, 3.274
1970, 5, 17.74, 17.62, 4.854, 3.901, 2.138, 2.127
1970, 6, 47.41, 47.32, 8.288, 7.363, 2.394, 2.385
1970, 7, 68.48, 67.9, 11.77, 10.85, 1.341, 1.342
1970, 8, 65.9, 68.96, 12.17, 11.18, 1.407, 1.397
1970, 9, 114.3, 113.1, 6.436, 5.208, 2.664, 2.652
1970, 10, 34.04, 35.72, -0.8978, -2.2, 2.788, 2.774
1970, 11, 50.32, 43.16, -4.273, -5.626, 3.765, 3.728
1970, 12, 18.98, 16.09, -7.111, -8.643, 3.936, 3.88
1971, 1, 40.44, 38.43, -8.29, -9.555, 4.47, 4.395
1971, 2, 71.45, 73.29, -9.269, -10.39, 3.87, 3.817
1971, 3, 27.48, 26.94, -6.106, -7.429, 3.817, 3.787
1971, 4, 107.4, 103.6, -1.278, -2.327, 2.59, 2.573
1971, 5, 38.84, 36.87, 2.864, 1.832, 2.572, 2.555
1971, 6, 2.6, 5.808, 9.571, 8.318, 1.96, 1.964
1971, 7, 64.24, 59.64, 11.46, 10.49, 1.868, 1.856
1971, 8, 60.75, 62.86, 11.05, 10.22, 1.561, 1.537
1971, 9, 64.11, 63.51, 5.795, 4.676, 2.966, 2.957
1971, 10, 41.25, 37.37, 1.283, 0.08813, 2.964, 2.942
1971, 11, 35.39, 30.67, -4.473, -5.989, 3.188, 3.144
1971, 12, 24.21, 26.11, -8.712, -10.53, 3.562, 3.507
1972, 1, 43.12, 46.3, -9.108, -10.71, 4.842, 4.771
1972, 2, 36.62, 34.82, -7.23, -8.403, 3.888, 3.839
1972, 3, 32.91, 29.03, -2.635, -3.853, 3.621, 3.576
1972, 4, 36.72, 31.63, -0.2745, -1.268, 3.29, 3.281
1972, 5, 38.22, 34.06, 3.415, 2.345, 2.233, 2.208
1972, 6, 68.22, 62.81, 9.338, 8.159, 1.654, 1.664
1972, 7, 30.99, 27.71, 11.47, 10.32, 1.723, 1.715
1972, 8, 115.4, 107.7, 9.938, 8.881, 1.548, 1.529
1972, 9, 43.9, 43.38, 7.144, 5.717, 2.841, 2.832
1972, 10, 29.45, 29.22, 2.09, 0.7755, 2.523, 2.511
1972, 11, 56.6, 56.62, -7.364, -8.807, 3.007, 2.971
1972, 12, 43.22, 47.12, -8.688, -10.44, 3.612, 3.551
1973, 1, 25.67, 23.71, -8.378, -10.29, 3.492, 3.427
1973, 2, 3.689, 3.58, -7.369, -8.904, 2.758, 2.702
1973, 3, 47.9, 42.2, -7.203, -8.157, 2.891, 2.854
1973, 4, 85.91, 84.19, -4.507, -5.558, 3.201, 3.165
1973, 5, 129.8, 123.1, 2.552, 1.57, 2.881, 2.847
1973, 6, 24.54, 22.96, 8.69, 7.361, 2.845, 2.845
1973, 7, 93.26, 90.26, 10.54, 9.424, 1.791, 1.787
1973, 8, 29.47, 28.73, 11.49, 10.43, 2.246, 2.243
1973, 9, 61.77, 57.32, 6.782, 5.672, 3.07, 3.067
1973, 10, 23.59, 21.27, 3.821, 2.579, 3.218, 3.196
1973, 11, 48.6, 43.35, -3.048, -4.544, 4.729, 4.688
1973, 12, 98.05, 99.99, -7.27, -8.573, 4.665, 4.617
1974, 1, 55.03, 53.79, -8.61, -10.07, 4.713, 4.67
1974, 2, 35.43, 35.58, -7.537, -8.811, 4.239, 4.184
1974, 3, 67.68, 65.52, -2.99, -4.347, 4.87, 4.839
1974, 4, 85.59, 80.37, -1.942, -3.259, 3.631, 3.611
1974, 5, 1.8, 1.835, 6.239, 4.831, 3.484, 3.481
1974, 6, 30.47, 31.72, 9.601, 8.381, 2.229, 2.233
1974, 7, 71.93, 70.66, 11.55, 10.52, 2.032, 2.018
1974, 8, 40.1, 39.98, 9.799, 8.836, 2.16, 2.162
1974, 9, 48.4, 43.9, 5.987, 4.929, 2.131, 2.131
1974, 10, 69.97, 73.03, 3.112, 1.847, 2.469, 2.449
1974, 11, 35.68, 30.07, -5.631, -6.683, 3.521, 3.469
1974, 12, 37.61, 36.19, -9.355, -11.01, 3.922, 3.861
1975, 1, 65.61, 65.49, -9.433, -10.8, 4.95, 4.893
1975, 2, 46.42, 47.07, -9.834, -11.11, 4.141, 4.1
1975, 3, 67.78, 71.33, -6.686, -7.611, 3.892, 3.868
1975, 4, 52.35, 51.67, -3.463, -4.445, 3.691, 3.67
1975, 5, 58.51, 49.23, 2.078, 1.01, 3.146, 3.137
1975, 6, 37.1, 34.4, 7.221, 6.017, 2.735, 2.73
1975, 7, 54.71, 57.11, 11.31, 10.4, 1.785, 1.77
1975, 8, 35.31, 34.73, 11.17, 10.02, 1.859, 1.854
1975, 9, 39.85, 40.95, 6.603, 5.499, 2.035, 2.036
1975, 10, 26.03, 28.16, 2.987, 1.71, 3.017, 2.97
1975, 11, 56.08, 54.02, -5.071, -6.464, 3.831, 3.769
1975, 12, 14.82, 14.93, -6.02, -7.611, 3.697, 3.619
1976, 1, 33.24, 32.75, -9.262, -10.65, 4.025, 3.953
1976, 2, 37.86, 38.14, -5.319, -6.626, 4.521, 4.463
1976, 3, 58.25, 53.01, -6.876, -7.875, 3.951, 3.907
1976, 4, 72.74, 71.45, -0.7082, -1.729, 2.861, 2.832
1976, 5, 62.23, 69.22, 3.732, 2.644, 2.283, 2.263
1976, 6, 30.97, 29.12, 8.9, 7.594, 2.668, 2.647
1976, 7, 58.48, 58.27, 12.14, 10.99, 1.579, 1.566
1976, 8, 54.82, 55.22, 10.3, 9.084, 2.009, 2.003
1976, 9, 78.51, 76.56, 6.655, 5.541, 2.068, 2.061
1976, 10, 34.5, 32.11, 0.6989, -0.5593, 2.383, 2.364
1976, 11, 18.79, 19.24, -4.623, -5.708, 2.873, 2.828
1976, 12, 14.98, 14.86, -7.181, -8.809, 3.656, 3.565
1977, 1, 5.564, 4.627, -9.353, -11.02, 3.788, 3.726
1977, 2, 39.69, 42.18, -6.623, -8.201, 3.768, 3.698
1977, 3, 30.18, 43.95, -6.47, -7.901, 3.926, 3.87
1977, 4, 102.9, 96.81, -0.1929, -1.415, 1.933, 1.902
1977, 5, 17.35, 14.41, 5.051, 3.592, 2.491, 2.469
1977, 6, 34.53, 31.59, 11.37, 10.06, 1.728, 1.717
1977, 7, 84.04, 79.72, 12.09, 10.94, 1.842, 1.847
1977, 8, 47, 48.67, 11.38, 10.15, 1.859, 1.869
1977, 9, 23.07, 23.15, 9.12, 7.643, 2.833, 2.839
1977, 10, 28.72, 31.13, 3.085, 1.672, 2.705, 2.685
1977, 11, 42.72, 39.45, -3.312, -4.769, 4.007, 3.976
1977, 12, 65.84, 72.04, -6.901, -8.545, 4.889, 4.837
1978, 1, 18.84, 15.65, -8.312, -9.99, 3.102, 3.075
1978, 2, 18.98, 20.98, -7.803, -9.224, 2.975, 2.951
1978, 3, 38.14, 49.19, -3.326, -4.579, 2.967, 2.928
1978, 4, 50.64, 49.33, 0.6586, -0.5041, 3.473, 3.449
1978, 5, 78.45, 77.95, 2.329, 1.091, 2.871, 2.836
1978, 6, 37.6, 38.26, 9.363, 8.035, 2.295, 2.263
1978, 7, 14.58, 13.76, 12.93, 11.69, 1.98, 1.972
1978, 8, 33.52, 27.89, 10.33, 9.198, 2.15, 2.143
1978, 9, 9.73, 9.503, 8.395, 7.065, 2.163, 2.153
1978, 10, 48.49, 50.25, 3.685, 2.239, 2.326, 2.302
1978, 11, 32.64, 30.04, -4.517, -5.611, 3.057, 3.029
1978, 12, 55.72, 58.35, -10.61, -12.32, 4.326, 4.266
1979, 1, 27.42, 33.52, -12.65, -14.35, 3.179, 3.141
1979, 2, 45.18, 46.21, -7.623, -9.238, 3.71, 3.662
1979, 3, 68.5, 63.55, -6.078, -7.104, 2.95, 2.907
1979, 4, 43.56, 48.82, -0.8018, -2.131, 2.616, 2.596
1979, 5, 161.4, 151.5, 2.714, 1.62, 2.438, 2.422
1979, 6, 53.98, 53.07, 9.015, 7.493, 2.18, 2.18
1979, 7, 53.94, 45.87, 12.29, 11.09, 1.478, 1.476
1979, 8, 66.47, 60.94, 10.48, 9.313, 1.667, 1.659
1979, 9, 6.182, 7.82, 9.221, 7.968, 1.869, 1.856
1979, 10, 58, 52.22, 3.685, 2.317, 2.656, 2.612
1979, 11, 69.75, 68.25, -8.514, -9.97, 2.849, 2.789
1979, 12, 17.62, 16.97, -5.794, -7.724, 3.347, 3.265
1980, 1, 74.12, 77.28, -8.757, -10.16, 3.748, 3.712
1980, 2, 47, 70.3, -5.595, -7.221, 3.46, 3.421
1980, 3, 58.24, 64.48, -6.268, -7.641, 3.128, 3.097
1980, 4, 89.37, 104.8, -2.908, -4.175, 2.861, 2.817
1980, 5, 117.1, 119.3, 2.649, 1.407, 2.35, 2.34
1980, 6, 4.529, 3.406, 11, 9.379, 2.427, 2.425
1980, 7, 78.74, 71.14, 13.48, 12, 1.529, 1.531
1980, 8, 50.02, 46.82, 11.8, 10.39, 2.27, 2.275
1980, 9, 36.36, 35.02, 8.462, 7.092, 2.469, 2.47
1980, 10, 22.46, 29.58, 1.9, 0.4203, 2.592, 2.553
1980, 11, 17.04, 17.09, -3.019, -4.683, 3.194, 3.126
1980, 12, 14.62, 18.16, -2.547, -4.112, 3.633, 3.559
1981, 1, 8.19, 16.85, -5.603, -7.126, 2.916, 2.845
1981, 2, 25.53, 36.37, -6.101, -7.721, 3.757, 3.694
1981, 3, 62.82, 70.82, -5.265, -6.532, 2.59, 2.56
1981, 4, 17.1, 24.57, 1.518, 0.3916, 2.91, 2.891
1981, 5, 67.7, 85.97, 2.912, 1.905, 2.694, 2.678
1981, 6, 31.83, 32.81, 10.69, 9.597, 2.383, 2.379
1981, 7, 72.29, 76.89, 11.98, 10.93, 1.46, 1.461
1981, 8, 74.74, 69.97, 10.34, 9.343, 1.608, 1.596
1981, 9, 47.35, 51.04, 8.168, 7.034, 2.242, 2.236
1981, 10, 73.5, 72.45, 0.72, -0.3341, 2.858, 2.836
1981, 11, 24.89, 34.43, -2.24, -3.565, 3.253, 3.186
1981, 12, 92.98, 119.1, -6.639, -8.465, 4.149, 4.089
1982, 1, 114.2, 133.6, -9.573, -11.05, 4.532, 4.487
1982, 2, 25.21, 30.73, -7.94, -9.434, 3.231, 3.169
1982, 3, 25.47, 36.31, -4.838, -6.203, 3.333, 3.306
1982, 4, 61.87, 69.26, -2.477, -3.661, 3.559, 3.528
1982, 5, 130.4, 135, 2.585, 1.474, 2.455, 2.437
1982, 6, 52.9, 49.67, 7.161, 5.941, 1.771, 1.76
1982, 7, 53.92, 50.16, 11.08, 9.939, 2.102, 2.099
1982, 8, 82.41, 78.02, 11.3, 10.23, 1.772, 1.764
1982, 9, 79.07, 77.85, 6.746, 5.522, 2.474, 2.465
1982, 10, 23.61, 31.48, 0.4616, -1.113, 2.998, 2.946
1982, 11, 16.62, 29.53, -4.933, -6.501, 3.103, 3.051
1982, 12, 64.58, 78.72, -7.718, -9.379, 3.937, 3.86
1983, 1, 17.99, 28.59, -6.033, -7.787, 3.637, 3.563
1983, 2, 20.15, 44.04, -6.667, -8.191, 3.256, 3.204
1983, 3, 119.6, 132.2, -5.488, -6.726, 3.143, 3.104
1983, 4, 116.5, 125.7, -5.035, -6.253, 2.654, 2.64
1983, 5, 118.6, 120.9, 0.8819, -0.199, 2.476, 2.465
1983, 6, 53.25, 52.4, 7.852, 6.46, 1.862, 1.861
1983, 7, 53.97, 59.34, 12.3, 11, 1.952, 1.946
1983, 8, 120.3, 119, 11.58, 10.61, 1.317, 1.301
1983, 9, 24.76, 23.4, 9.14, 7.729, 2.513, 2.5
1983, 10, 28.82, 30.09, 2.493, 1.281, 2.728, 2.686
1983, 11, 126.3, 145.7, -4.922, -6.223, 3.407, 3.355
1983, 12, 84.26, 126.7, -10.18, -11.63, 3.444, 3.422
1984, 1, 11.54, 23.16, -8.982, -10.94, 3.463, 3.368
1984, 2, 44.97, 60.21, -8.016, -9.521, 3.76, 3.682
1984, 3, 85.81, 93.35, -6.8, -8.056, 3.112, 3.072
1984, 4, 78.95, 94.66, -4.499, -5.562, 3.489, 3.453
1984, 5, 40.5, 48.06, 4.986, 3.77, 2.59, 2.585
1984, 6, 40.87, 46.97, 8.047, 6.833, 2.276, 2.27
1984, 7, 109.8, 105.5, 11.66, 10.67, 1.62, 1.607
1984, 8, 139.8, 135.8, 10.84, 9.632, 1.741, 1.721
1984, 9, 59.38, 53.99, 6.978, 5.622, 2.307, 2.304
1984, 10, 121.4, 127.7, -2.404, -3.573, 2.57, 2.547
1984, 11, 36.33, 47.62, -4.068, -5.607, 3.635, 3.566
1984, 12, 23.86, 37.27, -6.804, -8.576, 3.759, 3.703
1985, 1, 23.78, 40.96, -10.14, -11.74, 2.966, 2.9
1985, 2, 44.31, 56.08, -9.697, -11.39, 3.22, 3.173
1985, 3, 59.76, 69.65, -5.143, -6.419, 3.388, 3.353
1985, 4, 80.11, 84.51, -0.1984, -1.297, 2.957, 2.917
1985, 5, 30.9, 33.01, 4.213, 3.135, 2.456, 2.434
1985, 6, 70.73, 57.33, 9.302, 8.121, 2.045, 2.034
1985, 7, 78.74, 77.69, 10.81, 9.852, 1.562, 1.552
1985, 8, 12.68, 14.34, 11.53, 10.27, 2.117, 2.121
1985, 9, 62.41, 69.14, 5.244, 4.029, 2.736, 2.726
1985, 10, 55.12, 58.09, 1.366, 0.04006, 2.77, 2.726
1985, 11, 88.67, 91.57, -6.305, -7.533, 3.495, 3.476
1985, 12, 23.66, 32.23, -7.438, -9.066, 4, 3.923
1986, 1, 9.877, 13.59, -4.683, -6.462, 4.15, 4.054
1986, 2, 91.06, 106.6, -7.368, -8.527, 4.014, 3.968
1986, 3, 19.71, 21.88, -2.533, -3.67, 2.956, 2.911
1986, 4, 99.04, 98.51, -1.065, -2.019, 3.567, 3.539
1986, 5, 40.85, 38.33, 3.071, 2.043, 2.404, 2.404
1986, 6, 69.83, 62.8, 9.077, 8.034, 1.825, 1.815
1986, 7, 71.81, 74.09, 10.69, 9.544, 2.236, 2.234
1986, 8, 66.73, 62.39, 10.45, 9.429, 1.558, 1.56
1986, 9, 40.52, 41.82, 5.685, 4.503, 2.884, 2.887
1986, 10, 75.58, 79.75, 0.1827, -0.9929, 2.408, 2.376
1986, 11, 59.72, 57.9, -4.18, -5.614, 3.329, 3.282
1986, 12, 20.67, 23.58, -7.902, -9.708, 2.563, 2.481
1987, 1, 41.96, 50.13, -8.825, -10.6, 3.795, 3.726
1987, 2, 63.03, 69.84, -7.485, -8.859, 2.567, 2.529
1987, 3, 63.26, 62.26, -6.203, -7.469, 3.099, 3.033
1987, 4, 59.54, 59.17, 0.1832, -1.105, 2.733, 2.691
1987, 5, 118, 105.5, 3.701, 2.717, 2.336, 2.316
1987, 6, 38.62, 39.73, 9.441, 8.291, 1.693, 1.678
1987, 7, 75.55, 66.18, 11.67, 10.45, 1.847, 1.849
1987, 8, 78.62, 80.57, 9.935, 8.824, 2.017, 2.011
1987, 9, 20.91, 22.28, 6.351, 5.192, 1.584, 1.579
1987, 10, 50.88, 49.17, 2.678, 1.523, 2.138, 2.098
1987, 11, 54.8, 57.45, -4.317, -5.774, 2.899, 2.838
1987, 12, 70.6, 73.49, -11.91, -12.8, 3.587, 3.533
1988, 1, 30.74, 42.59, -10.4, -12.05, 4.176, 4.098
1988, 2, 23.68, 31.8, -6.779, -8.369, 3.203, 3.141
1988, 3, 75.19, 75.7, -7.432, -8.639, 3.695, 3.632
1988, 4, 84.54, 77.67, -0.5769, -1.749, 2.934, 2.903
1988, 5, 55.15, 53.1, 3.508, 2.482, 3.172, 3.146
1988, 6, 66.02, 58.06, 10.19, 9.087, 2.01, 1.99
1988, 7, 45.54, 46.72, 11.22, 10.18, 1.538, 1.534
1988, 8, 60, 61.12, 11.26, 10.11, 1.783, 1.777
1988, 9, 31.85, 30.91, 6.237, 5.055, 2.728, 2.716
1988, 10, 20.14, 18.92, 3.868, 2.596, 2.513, 2.468
1988, 11, 69.44, 70.73, -5.964, -7.005, 3.991, 3.932
1988, 12, 71.79, 69.47, -8.647, -10.47, 3.475, 3.396
1989, 1, 48.44, 54.11, -8.215, -10.05, 3.893, 3.801
1989, 2, 99.15, 107.5, -8.722, -10.3, 2.938, 2.924
1989, 3, 22.96, 31.74, -2.293, -3.584, 3.487, 3.443
1989, 4, 56.92, 64.58, -0.7564, -1.672, 2.795, 2.762
1989, 5, 71.76, 70.14, 3.923, 2.929, 2.712, 2.704
1989, 6, 40.77, 43.37, 6.791, 5.756, 2.05, 2.035
1989, 7, 50.99, 58.65, 12.02, 10.96, 1.79, 1.76
1989, 8, 36.44, 36.48, 9.561, 8.547, 1.943, 1.936
1989, 9, 59.09, 52.87, 6.815, 5.711, 2.15, 2.143
1989, 10, 30.71, 28.34, 1.197, 0.02142, 2.746, 2.708
1989, 11, 21.04, 23.89, -4.373, -5.528, 3.837, 3.761
1989, 12, 38.14, 43.72, -9.654, -11.11, 3.291, 3.221
1990, 1, 30.69, 31.09, -9.008, -10.39, 4.446, 4.372
1990, 2, 26.17, 28.06, -8.759, -9.874, 3.464, 3.424
1990, 3, 109.8, 103.1, -5.448, -6.278, 2.892, 2.846
1990, 4, 70.82, 74.17, -1.259, -2.073, 2.405, 2.387
1990, 5, 33.18, 34.3, 2.064, 1.183, 2.794, 2.8
1990, 6, 5.282, 5.763, 10.38, 9.318, 2.414, 2.42
1990, 7, 93.79, 94.8, 9.963, 9.082, 1.65, 1.638
1990, 8, 105.2, 96.03, 9.465, 8.451, 1.789, 1.78
1990, 9, 78.22, 77.52, 8.018, 7.015, 1.562, 1.552
1990, 10, 37.06, 41.16, 1.145, 0.01884, 3.313, 3.266
1990, 11, 45.15, 44.43, -3.155, -4.515, 3.72, 3.65
1990, 12, 29.19, 33.85, -10.34, -12.05, 3.634, 3.565
1991, 1, 18.18, 21.32, -10.17, -11.64, 3.36, 3.297
1991, 2, 20.38, 21.56, -6.161, -7.517, 3.194, 3.123
1991, 3, 91.12, 85.39, -7.067, -7.857, 3.56, 3.526
1991, 4, 97.13, 95.99, -3.501, -4.197, 2.725, 2.71
1991, 5, 65.95, 64.41, 3.196, 2.347, 2.615, 2.611
1991, 6, 69.7, 65.77, 8.303, 7.34, 2.237, 2.227
1991, 7, 71.54, 69.97, 9.992, 9.102, 1.512, 1.507
1991, 8, 87.7, 82.58, 9.627, 8.71, 1.654, 1.64
1991, 9, 30.14, 32.87, 6.151, 5.204, 2.133, 2.118
1991, 10, 26.66, 29.25, 1.741, 0.6734, 2.52, 2.489
1991, 11, 103.6, 99.18, -6.803, -7.965, 3.352, 3.31
1991, 12, 5.191, 6.553, -7.432, -9.051, 3.012, 2.933
1992, 1, 18.65, 19.2, -8.718, -10.24, 3.429, 3.341
1992, 2, 50.35, 51.09, -7.595, -8.841, 3.052, 3.003
1992, 3, 127.4, 120.1, -4.518, -5.51, 2.373, 2.34
1992, 4, 35.53, 37.11, 0.6658, -0.1595, 2.88, 2.852
1992, 5, 58.76, 60.64, 4.535, 3.7, 2.063, 2.061
1992, 6, 112.1, 92.76, 6.581, 5.79, 1.92, 1.918
